pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
3.3300,-1.4057,-1.3519,-0.0094,0.0840,2pnc
3.3600,-2.3070,-2.2581,0.0000,0.3780,2vc7
3.3800,-1.7351,-0.9130,0.0000,0.2520,2fzg
3.4000,-1.1823,-0.8663,0.0000,0.0000,1l83
3.4000,-1.1139,-1.3549,0.0000,0.3360,2vvp
3.4200,-0.9658,-1.6681,0.0000,0.1680,2sim
3.4500,-1.6034,-2.0250,-0.0244,0.6300,3nik
3.4800,-1.1152,-1.2121,0.0000,0.2940,2p3i
3.4900,-1.1077,-1.2106,-0.0048,0.0420,1utn
3.5200,-1.3046,-1.7752,0.0000,0.1680,2vw1
3.5500,-1.0395,-2.1486,-0.0061,0.4200,1v2r
3.5700,-1.0269,-0.9430,-0.0112,0.1680,3ff3
3.6000,-0.8099,-1.0274,0.0000,0.1260,1d7i
3.6000,-1.1376,-1.4475,0.0000,0.5460,3afk
3.6100,-2.5328,-3.8901,-0.0011,0.5460,3jzj
3.6400,-1.2494,-0.6303,0.0000,0.0420,2rk8
3.6600,-0.9384,-1.3418,0.0000,0.4200,3oy8
3.6800,-1.2262,-1.3242,-0.0067,0.0000,1c3x
3.6900,0.0794,-1.3690,0.0000,0.1260,3d7b
3.7000,-0.6120,-0.7470,0.0000,0.2100,1pdz
3.7000,-1.1138,-1.2062,0.0000,0.0420,3n7a
3.7200,-0.6675,-0.7751,0.0000,0.2100,1grp
3.7300,-1.3132,-1.1559,0.0000,0.2520,3fjg
3.7600,-1.1969,-1.4212,-0.0057,0.0420,2x09
3.7700,-1.7004,-2.1649,-0.0004,0.0420,3ao2
3.8000,-1.7111,-2.0026,-0.0005,0.2520,1nje
3.8100,-0.9697,-0.6578,0.0000,0.0000,3ai8
3.8400,-1.1356,-1.4580,0.0005,0.4200,3lzz
3.8600,-1.7116,-1.4770,-0.0004,0.4200,3spf
3.8900,-2.0712,-2.5191,0.0000,0.3360,1m0q
3.9000,0.1164,-0.2293,0.0000,0.0840,1avn
3.9000,-0.9050,-1.5759,0.0000,0.4200,2vhj
3.9100,-1.8779,-2.9411,0.0000,0.4620,1kuk
3.9300,-1.5511,-1.6908,0.0000,0.0840,2a5b
3.9600,-1.4652,-2.6113,0.0000,0.2940,1mrs
3.9700,-0.9860,-2.1146,0.0000,0.2940,4agn
4.0000,-1.3344,-2.5912,0.0000,0.7560,1e5j
4.0000,-0.8122,-1.0805,0.0000,0.0000,2buv
4.0000,-1.8922,-2.8427,-0.0062,0.5040,3a1c
4.0100,-1.1352,-2.0733,-0.0091,0.4200,1v2w
4.0300,-1.0858,-2.8034,0.0000,0.0840,2qrm
4.0400,-1.1178,-0.9527,0.0000,0.0000,1li2
4.0500,-1.9350,-1.7715,-0.0002,0.0840,2w66
4.0600,-0.8870,-1.5106,0.0000,0.4620,3m3c
4.0800,-1.0004,-0.8065,0.0000,0.0840,2rke
4.0900,-1.1905,-2.2809,0.0000,0.1260,3g2n
4.1000,-3.1925,-2.1792,-0.0000,0.3780,3iod
4.1100,-0.9239,-1.3590,0.0000,0.2520,3oyw
4.1200,-1.4137,-2.2491,-0.0015,0.1680,4de2
4.1500,-1.3223,-2.4690,0.0000,0.2520,2v2q
4.1500,-1.0550,-1.2788,0.0000,0.0420,3d51
4.1700,-1.0084,-1.3443,-0.0071,0.0000,1v2s
4.1900,0.1668,-1.1329,-0.0000,0.4200,1hi3
4.1900,-2.1154,-2.7028,-0.0019,0.2520,3sv2
4.2000,-0.7714,-1.5175,0.0000,0.2520,3djp
4.2200,-1.0774,-0.9002,0.0000,0.2100,1kv5
4.2200,-1.3586,-1.4354,0.0000,0.8400,3kyq
4.2400,-1.4095,-1.0350,-0.0029,0.0000,3h78
4.2700,-1.3239,-0.8919,0.0000,0.2940,1m5w
4.2900,-2.1374,-2.0464,0.0000,0.0840,1e2l
4.3000,-1.1119,-0.5426,0.0000,0.2100,1amk
4.3000,-2.4900,-3.2560,0.0000,0.3360,3ivg
4.3100,-1.3864,-1.3180,0.0000,0.0840,1ajq
4.3200,-0.6289,-1.5106,0.0000,0.2520,4rsk
4.3400,-1.1755,-1.2088,0.0000,0.2520,2ha5
4.3500,-2.4880,-4.1710,0.0000,0.5040,3su2
4.3800,-2.2632,-2.4117,0.0000,0.8400,1bhf
4.3900,-1.2432,-1.4086,-0.0022,0.1260,2hjb
4.4000,-3.0043,-2.8446,-0.0024,0.7980,4dy6
4.4100,-1.2142,-1.7666,-0.0100,0.0420,3rsx
4.4200,-1.4783,-2.0965,-0.0071,0.1260,4ek9
4.4300,-1.0282,-1.4231,0.0000,0.4620,3m3e
4.4500,-1.6303,-2.2248,0.0000,0.2940,2wbg
4.4800,-1.4179,-2.1175,0.0000,0.3360,1jaq
4.4800,-0.9467,-1.1751,0.0000,0.0420,4dhl
4.4900,-1.2919,-1.7765,0.0000,0.0420,3hl8
4.5000,-1.6280,-2.1596,0.0000,0.1680,3sw8
4.5100,-0.9216,-1.1158,0.0000,0.1680,4g90
4.5200,-0.8455,-0.3586,-0.0048,0.1260,2a4m
4.5200,-1.0148,-0.9390,0.0000,0.0840,3r6u
4.5400,-1.0992,-1.0928,0.0000,0.0420,1oko
4.5500,-2.4662,-2.2654,0.0000,0.9660,1utc
4.5500,-1.5737,-2.0974,-0.0066,0.0000,3rr4
4.5900,-1.5493,-1.9350,-0.0085,0.0840,2jiw
4.5900,-0.9036,-1.6311,0.0000,0.1680,4g8y
4.6000,-1.3043,-0.7885,-0.0079,0.1680,2pyy
4.6000,-1.9582,-2.0447,0.0000,0.1260,2x0y
4.6100,-1.6453,-2.0738,-0.0097,0.0420,3lgs
4.6200,-1.9907,-1.6942,0.0000,0.0840,2xm2
4.6500,-2.4366,-2.9609,-0.0014,0.2520,3qtv
4.6600,-1.1558,-1.6192,0.0000,0.6300,2ha2
4.6800,-0.6404,-1.2118,0.0000,0.0420,1xge
4.6900,-1.5286,-1.2665,0.0000,0.2520,3ujd
4.7000,-1.5427,-0.8322,0.0000,0.1260,2dw7
4.7000,-0.7589,-1.0238,0.0000,0.2520,3k5i
4.7100,-1.1517,-2.0222,-0.0062,0.4200,1v2t
4.7200,-1.4694,-2.1647,0.0000,0.0420,3ebo
4.7400,-0.9984,-1.5302,0.0000,0.2520,1w4p
4.7400,-3.1338,-2.8718,-0.0080,0.3780,3lcv
4.7600,-1.4569,-1.7674,0.0000,0.0420,3o5n
4.7700,-1.3794,-1.7645,-0.0081,0.3780,3d50
4.7900,-0.6425,-1.2886,0.0000,0.3360,3eb1
4.8000,-0.8784,-1.2782,0.0000,0.5880,3bpc
4.8200,-0.7170,-1.4368,-0.0223,0.1680,1f8e
4.8200,-3.0125,-4.0235,0.0000,0.7980,2gzl
4.8200,-1.1355,-1.6507,0.0000,0.2100,3vd4
4.8500,-2.4873,-3.1505,-0.0131,0.3360,1n51
4.8500,-1.4149,-1.7488,0.0000,0.1260,2w4x
4.8500,-0.8607,-1.5495,-0.0138,0.2100,3ru1
4.8800,-0.9571,-0.7811,-0.0178,0.2100,3lp4
4.8900,-1.1336,-2.2709,-0.0061,0.1260,2vo5
4.9000,-1.4001,-1.8468,0.0000,0.0420,3cf8
4.9200,-1.3975,-1.4513,-0.0013,0.2100,1h1p
4.9300,-1.6854,-1.1849,0.0000,0.0000,2y7k
4.9400,-0.6313,-1.2157,0.0000,0.0420,2vo4
4.9500,-1.6889,-2.5071,-0.0122,0.6300,2x95
4.9600,-2.0521,-2.4867,0.0000,0.5460,1uz8
4.9600,-1.5178,-1.5316,0.0000,0.2100,3veh
5.0000,-2.3797,-2.0324,0.0000,0.4200,1byk
5.0000,-2.4806,-3.3437,0.0000,0.1680,1ql7
5.0000,-1.0266,-1.0894,0.0000,0.2100,2vxn
5.0000,-1.7475,-2.2502,-0.0010,1.2600,3omc
5.0100,-1.5886,-2.3362,-0.0004,0.1260,4dds
5.0300,-1.6963,-1.8281,0.0000,0.5040,2qt5
5.0500,-1.0328,-1.3151,-0.0001,0.0420,3s76
5.0700,-1.1863,-1.2955,-0.0005,0.0000,2c3l
5.0800,-1.6617,-2.7793,-0.0054,0.0840,3qyy
5.1000,-1.7585,-2.8364,0.0000,0.8400,1ez9
5.1000,-2.8564,-2.6527,-0.0046,0.5460,1w7g
5.1000,-1.2904,-1.3646,0.0000,0.2520,3p4v
5.1100,-1.8331,-2.7286,-0.0140,0.1260,1yp9
5.1200,-1.8933,-1.5223,-0.0001,0.1260,1qaw
5.1200,-2.0152,-2.0756,0.0000,0.0840,4f1l
5.1400,-2.0479,-2.4794,0.0000,0.2520,2yaz
5.1500,-1.3979,-2.0879,-0.0001,0.2520,1qk3
5.1600,-0.6904,-1.6275,-0.0088,0.1260,3b27
5.1800,-1.2936,-1.0791,-0.0047,0.1260,1ft7
5.1900,-0.7269,-1.0799,0.0000,0.1680,1oxr
5.2100,-1.9959,-2.6864,-0.0095,0.3780,1nw5
5.2200,-0.9363,-1.4389,-0.0043,0.1680,1o5c
5.2200,-1.0752,-2.3315,0.0000,0.4200,2hxm
5.2200,-1.6319,-1.8553,0.0000,0.4200,3iof
5.2200,-2.4216,-2.9337,-0.0000,0.3780,3qxt
5.2400,-1.4704,-1.7702,-0.0011,0.0840,1q8w
5.2400,-2.1127,-3.2119,-0.0026,1.1340,4e81
5.2600,-1.6292,-2.1475,0.0000,0.5460,3n9s
5.2800,-1.3138,-2.0063,-0.0044,0.4200,3bbf
5.3000,-1.0037,-1.8470,0.0000,1.0920,1h6h
5.3000,-1.1078,-1.3784,0.0000,0.5460,3ebb
5.3100,-1.5812,-1.8405,-0.0051,0.2940,1hk4
5.3300,-2.2466,-3.7973,0.0000,0.2520,3ozs
5.3400,-1.3592,-1.4147,0.0000,0.0840,3hkq
5.3500,-0.4674,-0.8619,0.0000,0.0000,2gkl
5.3600,-1.8784,-2.1352,0.0000,0.1260,3mf5
5.3700,-1.5659,-2.4019,0.0000,0.1260,4el5
5.3800,-3.5452,-3.9734,-0.0000,0.3360,4f7v
5.4000,-1.5789,-1.7948,0.0000,0.2520,1bp0
5.4000,-1.2120,-0.9874,0.0000,0.0840,1r9l
5.4000,-0.6926,-0.9836,0.0000,0.0840,2jdm
5.4100,-2.2703,-2.2511,0.0000,0.1260,2j47
5.4400,-0.4092,-1.3699,0.0000,0.5040,1h0a
5.4400,-2.6498,-2.6783,-0.0000,0.0420,3u10
5.4600,-0.8565,-2.0569,-0.0129,0.2940,1q65
5.4700,-2.4305,-3.8044,-0.0076,0.5880,2hf8
5.4800,-1.2947,-1.4170,-0.0091,0.0000,2cbv
5.4900,-2.1957,-3.0604,0.0000,1.0500,1pyn
5.4900,-3.6301,-3.5788,-0.0003,0.5880,3bvb
5.5100,-2.3475,-2.3768,0.0000,0.5460,2wqp
5.5200,-0.8648,-1.3827,-0.0156,0.3780,1oe8
5.5200,-0.7185,-0.9739,0.0000,0.1260,3hzm
5.5400,-2.9890,-3.2155,-0.0148,0.7140,2olb
5.5400,-3.1258,-2.8987,-0.0000,0.0840,3v78
5.5500,-1.1063,-1.1641,-0.0062,0.0000,3uzj
5.5700,-1.3159,-1.4685,0.0000,0.2520,3bex
5.5900,-1.4639,-1.7701,0.0000,0.3360,1f4x
5.6000,-0.8476,-1.1735,-0.0007,0.0000,1vfn
5.6100,-1.3165,-1.9677,0.0000,0.0420,3u5j
5.6200,-2.1513,-2.4040,-0.0002,0.1680,3ldp
5.6300,-2.1981,-2.5136,-0.0158,0.5040,3gy3
5.6400,-1.6180,-1.8393,0.0000,0.2520,1z9g
5.6400,-1.5319,-2.3487,0.0000,0.5460,3s8l
5.6600,-3.7193,-4.6075,-0.0042,1.3440,2aod
5.6700,-1.5177,-2.1486,0.0000,0.1260,2h15
5.6800,-1.5527,-1.5565,-0.0094,0.0000,2cbu
5.6800,-2.3419,-1.3521,0.0000,0.0420,4det
5.7000,-1.8551,-0.9129,-0.0024,0.1260,1jsv
5.7000,-0.8918,-1.9577,0.0000,0.2520,2h3e
5.7000,-1.1560,-1.3736,0.0000,0.0420,3d4y
5.7200,-1.0666,-1.6096,-0.0000,0.5460,1obx
5.7200,-1.7199,-2.3168,-0.0011,0.0840,4dkp
5.7400,-1.9474,-0.9890,0.0000,0.1260,1qy2
5.7400,-1.6155,-2.2985,-0.0072,0.1260,3gy2
5.7600,-2.3460,-3.1560,-0.0002,0.5040,2qta
5.7700,-0.7533,-0.9074,0.0000,0.0840,2boj
5.7900,-2.4569,-1.7555,0.0000,0.6720,1hmt
5.8000,-1.4989,-1.3376,-0.0003,0.0420,2q88
5.8200,-3.1343,-2.8896,-0.0002,0.5040,1ols
5.8200,-1.6426,-2.9175,0.0000,0.2520,3iue
5.8500,-1.5469,-2.1438,-0.0091,0.2100,1k4g
5.8500,-1.3564,-1.3812,-0.0024,0.0000,1u1w
5.8500,0.3725,-0.6950,0.0000,0.0000,2z94
5.8700,-2.0021,-2.3756,-0.0071,0.5040,3tcg
5.8900,-0.8820,-1.3297,0.0000,0.0420,2eg7
5.8900,-2.2830,-1.3096,0.0000,0.5040,3uev
5.9000,-2.8644,-4.3369,-0.0108,0.9660,3old
5.9200,-1.6951,-3.0444,0.0000,0.2100,1kyv
5.9200,-2.6347,-3.2714,-0.0205,0.7560,1qka
5.9200,-2.6446,-1.4557,0.0000,0.0420,3kgu
5.9400,-2.7748,-2.1717,0.0000,0.0840,1kv1
5.9600,-1.6311,-1.8869,-0.0069,0.2100,1o36
5.9700,-1.4106,-1.5343,0.0000,0.0420,1uwt
6.0000,-0.7597,-1.0807,0.0000,0.2520,1ado
6.0000,-2.6670,-2.1004,-0.0002,0.6720,1jq8
6.0000,-2.1944,-1.8860,-0.0103,0.2100,2izl
6.0000,-5.1573,-5.0108,-0.0054,1.3860,3bze
6.0100,-2.1023,-2.6909,-0.0114,0.5880,1b5h
6.0200,-3.1788,-3.2904,-0.0001,0.3780,3coy
6.0300,-1.8633,-1.3827,0.0000,0.4620,1n8v
6.0300,-1.8708,-2.5729,-0.0163,0.8820,2ce9
6.0500,-3.2483,-3.0530,-0.0109,0.5880,3bgb
6.0600,-2.8263,-3.2910,-0.0052,0.9240,1g7q
6.0600,-1.8562,-1.0336,0.0000,0.1680,2nnd
6.0700,-1.0779,-1.6832,-0.0081,0.0840,3b25
6.0800,-1.5917,-2.2678,0.0000,0.2940,2wc3
6.0900,-1.5896,-1.5708,0.0000,0.0000,1ogx
6.1000,-1.5152,-2.1491,0.0000,0.0000,1m2q
6.1000,-1.7736,-3.0233,0.0000,0.4620,2wed
6.1100,-2.6854,-2.9174,-0.0155,0.2100,1g32
6.1200,-2.2479,-2.3220,-0.0087,0.1680,1nc1
6.1200,-0.4363,-1.2089,-0.0004,0.0420,3qfy
6.1500,-2.0378,-2.9919,0.0000,0.3360,1zs0
6.1700,-2.4394,-2.6127,0.0000,0.2940,1d6v
6.1700,-1.0644,-1.3559,0.0000,0.2520,4aq4
6.1900,-1.7787,-2.6353,-0.0089,0.4200,1tq4
6.2000,-1.3778,-2.0941,-0.0086,0.0840,1owe
6.2000,-1.4297,-1.6940,-0.0048,0.2520,4ad2
6.2200,-2.5794,-2.5121,0.0000,0.1680,2xda
6.2200,-2.1685,-2.3335,-0.0060,0.3780,3pb3
6.2400,-1.6123,-1.8520,-0.0093,0.0420,1hnn
6.2600,-2.1917,-1.6948,-0.0086,0.2100,1wcq
6.2700,-1.6292,-1.5725,-0.0020,0.1260,3bfu
6.2800,-1.7228,-2.0224,-0.0180,0.1260,4djw
6.3000,-1.5011,-1.2694,-0.0082,0.1260,1lag
6.3000,-2.2069,-2.1642,0.0000,0.2940,2vrj
6.3100,-1.5051,-2.2106,-0.0002,0.2520,2bal
6.3200,-1.2891,-1.2647,-0.0149,0.0420,1w3j
6.3300,-2.2873,-3.9405,-0.0001,0.9660,1ex8
6.3400,-1.0900,-2.0589,0.0000,0.3780,1xq0
6.3500,-1.3625,-2.0315,-0.0022,0.5880,2p09
6.3600,-1.1490,-1.9081,-0.0077,0.0420,1c5q
6.3700,-3.5667,-3.3623,-0.0013,0.6300,1hbv
6.3700,-1.4660,-1.4276,0.0000,0.5880,3qlm
6.4000,-1.3658,-2.4709,-0.0044,0.6300,10gs
6.4000,-0.6796,-1.5203,0.0000,0.0000,1yvm
6.4000,-1.3136,-2.3710,0.0000,0.5040,3kmc
6.4100,-1.8585,-1.9534,0.0000,0.0000,2cgf
6.4100,-1.3408,-1.3735,-0.0068,0.2520,3k5x
6.4300,-1.4902,-1.7908,-0.0001,0.1680,1fh9
6.4400,-1.8570,-3.3135,0.0000,0.2100,2jh5
6.4500,-0.6352,-2.4219,-0.0244,0.7980,3qw5
6.4600,-1.2854,-1.6163,-0.0085,0.1260,2xdx
6.4800,-0.7291,-2.5015,0.0000,0.5040,1f4g
6.4800,-0.5156,-0.9511,0.0000,0.2100,3gsm
6.4900,-1.9541,-1.8534,0.0000,0.0840,3s0b
6.5100,-1.7136,-2.5271,0.0000,0.3780,2usn
6.5200,-0.9449,-0.9658,0.0000,0.1260,1alw
6.5200,-2.2106,-2.3537,0.0000,0.2100,1zhy
6.5200,-1.1967,-1.3545,0.0000,0.0420,2pfy
6.5200,-1.6496,-2.4009,-0.0073,0.5460,3o9p
6.5300,-2.2062,-2.6990,-0.0006,0.1260,3ama
6.5400,-1.7801,-2.8117,-0.0108,0.2520,2zfs
6.5500,-2.2114,-1.8218,0.0000,0.3780,1dhj
6.5500,-1.3615,-1.5777,0.0000,0.0420,1yda
6.5700,-1.8990,-2.8710,0.0000,0.3780,1sld
6.5700,-2.2256,-2.8581,-0.0099,0.3780,3qox
6.5800,-1.3183,-1.5034,0.0000,0.0840,3pb9
6.5900,-3.9705,-4.3546,0.0000,0.9240,1izi
6.5900,-0.9359,-1.3606,0.0000,0.3780,3gs6
6.6000,-5.4329,-4.1006,0.0000,1.7640,2euk
6.6000,-1.1370,-1.0182,-0.0031,0.0420,3ip6
6.6200,-1.3549,-1.9072,-0.0003,0.5880,1afk
6.6200,-2.5633,-2.7577,0.0000,0.4200,2vwc
6.6300,-2.2725,-2.2019,0.0000,0.2940,2yfe
6.6400,-1.8932,-2.1358,0.0000,0.1260,2d3z
6.6500,-1.6840,-1.8315,0.0000,0.1260,3mzc
6.6600,-2.1445,-2.1946,0.0000,0.1680,1pxp
6.6700,-1.6994,-1.7956,-0.0025,0.4620,3g19
6.6800,-1.7900,-2.2363,0.0000,0.3360,2qbs
6.6900,-2.3381,-2.4232,0.0000,0.1680,2xn5
6.7000,-0.7351,-1.5528,-0.0014,0.0000,1f3e
6.7000,-4.2094,-3.3291,0.0000,1.4700,2evl
6.7000,-1.3064,-1.1130,0.0000,0.0000,3pck
6.7200,-1.0241,-1.1078,0.0000,0.0840,2jdu
6.7200,-1.3512,-2.0831,0.0000,0.5460,3l4v
6.7400,-2.1428,-2.1617,-0.0118,0.0840,1add
6.7400,-1.3689,-1.8461,-0.0014,0.5880,3dgo
6.7600,-1.6216,-1.9123,0.0000,0.0840,2on6
6.7700,-1.6940,-1.8529,-0.0097,0.4200,1qb1
6.7900,-2.4988,-3.9377,0.0000,0.5040,3su0
6.8000,-0.1731,-2.3373,-0.0274,0.7560,3c88
6.8200,-1.5125,-2.0307,0.0000,0.1680,1fhd
6.8200,-1.5559,-1.3771,0.0000,0.2940,1uwf
6.8200,-1.5577,-1.2769,0.0000,0.2100,2rfh
6.8200,-1.5164,-2.3099,-0.0022,0.3780,3dnj
6.8400,-2.4969,-3.1148,-0.0098,0.4200,1bhx
6.8500,-1.8080,-2.8449,0.0000,0.9240,1lkk
6.8500,-1.7812,-0.9916,-0.0064,0.0840,1xt8
6.8600,-1.9150,-2.4991,0.0000,0.1260,3pyy
6.8800,-1.6214,-2.9916,-0.0057,0.3360,1xka
6.8900,-2.4771,-3.5725,-0.0021,0.3780,1sb1
6.8900,-0.8910,-1.6324,-0.0002,0.2100,2f34
6.8900,-1.3100,-1.7507,-0.0065,0.3360,3r4n
6.9200,-3.5091,-3.7563,-0.0000,0.8400,1a9m
6.9200,-1.9743,-2.2756,0.0000,0.1680,2d3u
6.9200,-2.7272,-1.6011,0.0000,0.6720,3uex
6.9600,-2.2243,-3.4891,-0.0000,0.8820,1gvw
6.9700,-1.6919,-2.0506,0.0000,0.3780,3t84
6.9900,-1.9520,-2.2151,0.0000,0.3780,4fai
7.0000,-1.5761,-2.6501,-0.0081,0.0840,1gj6
7.0000,-1.0644,-1.8232,-0.0016,0.5040,3bbb
7.0000,-1.7812,-2.1476,0.0000,0.5460,3t82
7.0000,-1.5131,-2.6482,-0.0023,0.2940,4fm7
7.0200,-1.1434,-1.7450,0.0000,0.2100,3igp
7.0300,-1.5576,-1.4085,0.0000,0.2940,4av4
7.0500,-3.2375,-3.6144,0.0000,0.6300,2jxr
7.0500,-1.7092,-1.2777,0.0000,0.2520,3s0d
7.0700,-1.3994,-1.8558,0.0000,0.0420,1ydd
7.0800,-1.3673,-1.9195,0.0000,0.3780,1xpz
7.1000,-2.2642,-3.0641,-0.0099,0.7140,1b32
7.1000,-2.5987,-2.9606,-0.0075,0.3780,3ebi
7.1200,-1.4562,-2.8422,-0.0063,0.5880,1b52
7.1200,-2.7778,-2.4285,-0.0097,0.4200,2x2r
7.1300,-1.3075,-2.3640,-0.0068,0.0420,1o3d
7.1400,-1.0878,-2.2262,-0.0027,0.1680,2vot
7.1500,-2.4730,-2.1117,-0.0007,0.1260,1pxn
7.1500,-3.1600,-4.0100,0.0000,0.2520,3fql
7.1700,-1.4039,-1.9708,-0.0053,0.2100,1o2h
7.1800,-2.2762,-1.9747,-0.0010,0.1260,2xj2
7.1900,-1.3371,-1.2092,-0.0117,0.0420,2j7h
7.2000,-1.6787,-2.6735,0.0000,0.5880,2pqb
7.2000,-1.3754,-0.9938,-0.0033,0.1260,4g8n
7.2100,-2.0131,-2.7606,-0.0026,0.4200,4b73
7.2200,-2.1435,-4.2936,-0.0104,1.2600,2er6
7.2200,-1.8722,-3.2057,-0.0014,0.2520,3m35
7.2300,-1.4366,-1.6978,0.0000,0.5040,4avh
7.2400,-1.5002,-2.3351,0.0000,0.3360,3ikg
7.2500,-2.0361,-2.6961,-0.0091,0.5460,1jet
7.2500,-1.9370,-1.8685,0.0000,0.0840,3p3r
7.2600,-1.7768,-1.6564,0.0000,0.2100,3cz1
7.2800,-1.7897,-2.3531,0.0000,0.3780,1kel
7.2800,-1.2977,-1.5712,0.0000,0.0420,2qoa
7.2800,-2.1004,-2.4180,0.0000,0.3360,3u7l
7.3000,-1.1213,-1.2052,0.0000,0.0420,1sw1
7.3000,-1.9049,-2.2426,-0.0044,0.0840,2vvn
7.3000,-1.8382,-2.1099,0.0000,0.2940,3s8x
7.3200,-2.5434,-2.8175,0.0000,0.4620,1qf1
7.3200,-2.5749,-3.7600,-0.0103,0.5460,3pww
7.3400,-2.0206,-2.5371,0.0000,0.2940,2vvs
7.3500,-1.3870,-2.2714,0.0000,0.2940,3s6t
7.3700,-1.6722,-1.8050,0.0000,0.6720,1fao
7.3800,-3.4156,-4.0003,0.0000,0.5460,2qi0
7.4000,-1.5213,-1.5233,0.0000,0.6720,1b55
7.4000,-1.7672,-2.1338,-0.0114,0.1260,1owh
7.4000,-1.8310,-2.5750,-0.0176,0.3780,2i3h
7.4000,-1.8112,-2.2619,-0.0000,0.3360,3up2
7.4200,-1.3089,-2.1090,0.0000,0.1680,1q5k
7.4300,-2.1305,-3.0783,-0.0109,0.6720,1b5j
7.4400,-2.5370,-3.0735,-0.0125,0.1260,1vzq
7.4400,-2.0890,-0.9692,0.0000,0.3780,4avj
7.4600,-2.2569,-2.7766,0.0000,0.4200,1yei
7.4600,0.0385,-1.2674,-0.0000,0.2520,3kyg
7.4700,-3.3207,-4.4290,0.0000,0.4200,3own
7.4800,-1.2253,-1.5088,-0.0079,0.2520,2qwe
7.4900,-2.6091,-3.4259,0.0000,0.1680,3nyx
7.5200,-1.6251,-1.0132,-0.0181,0.1680,1lah
7.5200,-1.7716,-1.8798,-0.0007,0.0840,2mas
7.5200,-0.4950,-2.3433,0.0000,0.2940,3myq
7.5500,-2.1142,-3.3902,-0.0056,0.2940,1lpk
7.5500,-0.9355,-1.8321,0.0000,0.2100,3b50
7.5600,-3.0010,-4.1594,0.0000,0.3780,3suf
7.5700,-3.1553,-3.7326,0.0000,0.5040,2pyn
7.5800,-3.4532,-3.2138,0.0000,0.5040,3cda
7.6000,-2.4879,-3.4410,-0.0055,0.1680,1lpz
7.6000,-2.3034,-2.9884,-0.0292,0.2100,3gc4
7.6100,-1.5742,-1.5478,-0.0029,0.1260,1ftm
7.6200,-3.6856,-4.2121,-0.0125,1.2600,2aoe
7.6200,-3.3421,-4.7438,0.0000,1.5960,3o4k
7.6400,-2.7110,-3.0138,-0.0004,0.4200,1uvt
7.6400,-1.5957,-2.2309,0.0000,0.1680,3l0v
7.6600,-2.1405,-3.3261,0.0000,0.6300,1nny
7.6600,-2.5835,-2.8368,-0.0007,0.1260,4e5w
7.6800,-2.2039,-2.9208,-0.0041,0.4620,1w0z
7.6800,-1.7408,-2.3111,0.0000,0.2100,3miy
7.7000,-4.7047,-4.5270,0.0000,0.9240,1izh
7.7000,-1.4151,-1.8108,-0.0003,0.0840,1uou
7.7000,-0.9580,-1.6610,0.0000,0.0000,2zjw
7.7000,-1.5652,-1.3941,0.0000,0.0000,3i51
7.7000,-2.4972,-2.9538,-0.0023,0.3360,4fsl
