pbindaff,Hydrophobic,Vdw,HBond,Ent,PDB
2.70,-0.9067,-0.3017,-0.0032,0.0840,3gsg
2.72,-0.9945,-1.1554,-0.0038,0.2100,1pfu
2.72,-0.8539,-0.7596,-0.0239,0.1260,2rkd
2.74,-0.8149,-0.7476,-0.0018,0.2520,2vyt
2.75,-1.2712,-1.0026,-0.0096,0.0420,1rql
2.77,-0.9525,-1.2725,-0.0311,0.2940,2bet
2.80,-0.7263,-1.1947,-0.0032,0.0420,2bza
2.81,-0.0434,-1.6008,-0.0009,0.2520,3djx
2.82,-0.8523,-1.0582,-0.0028,0.0420,3ppr
2.84,-0.9658,-0.8011,-0.0187,0.2100,3moh
2.86,-1.4008,-1.5047,-0.0131,0.7980,3qx8
2.89,-1.0974,-1.1161,0.0000,0.0420,3f36
2.89,-1.4041,-1.3380,-0.0042,0.3360,1cet
2.89,-0.8618,-1.1521,-0.0032,0.2520,1iih
2.89,-0.7236,-0.5402,-0.0029,0.0840,1ugp
2.89,-0.6804,-1.1571,0.0000,0.2940,2wpb
2.89,-0.4317,-1.8729,-0.0071,0.3360,2wtx
2.89,-0.5813,-0.7148,-0.0019,0.0840,3g31
2.90,-2.0855,-1.9296,-0.0083,0.5040,3c2u
2.92,-1.0886,-1.0627,-0.0049,0.2100,2fw6
2.92,-1.1954,-1.0483,-0.0053,0.2100,2fwp
2.92,-1.1899,-1.5307,-0.0181,0.2940,3k8c
2.93,-0.6883,-1.1025,-0.0015,0.0420,1tng
2.94,-0.6745,-1.0134,0.0000,0.0840,2vmc
2.96,-1.6475,-2.1333,-0.0136,0.3780,2w8j
2.96,-0.7429,-0.5678,-0.0044,0.0000,2br6
2.96,-0.8995,-1.3328,-0.0000,0.1260,1f4e
2.96,-0.1167,-1.1207,-0.0000,0.0840,3g34
2.97,-2.7487,-3.6236,-0.0001,0.3360,2hw2
2.98,-0.9134,-2.0312,0.0000,0.4620,3ckb
2.98,-0.6843,-1.5474,-0.0051,0.4200,3djq
3.00,-0.9745,-1.2939,0.0000,0.1260,1ws4
3.00,-0.6205,-0.9948,-0.0024,0.0000,3ime
3.00,-0.4953,-0.3603,-0.0014,0.0420,2q8h
3.00,-1.1327,-0.7592,-0.0245,0.0840,2v3u
3.00,-2.0049,-0.6023,-0.0086,0.2100,1ecq
3.00,0.1917,-0.5504,-0.0105,0.1680,1hqg
3.00,-0.6979,-0.7255,-0.0283,0.2100,2rka
3.01,-0.9642,-1.0526,-0.0015,0.0840,1utm
3.02,-0.7311,-0.8870,0.0000,0.1260,2vmd
3.03,-1.0284,-1.2571,0.0000,0.1260,1ws5
3.03,-0.7610,-1.1267,0.0000,0.0000,1ogd
3.03,-0.7435,-0.8554,0.0000,0.0840,2ha3
3.04,-1.6303,-2.2023,0.0000,0.4200,3t1m
3.05,-1.9396,-1.5949,-0.0088,0.2940,1uj5
3.05,-1.8509,-1.3675,-0.0085,0.3360,1uj6
3.05,-1.2677,-1.4079,-0.0022,0.3360,1f74
3.06,-1.4217,-1.7588,-0.0100,0.5460,2jfh
3.07,-0.6456,-0.3931,-0.0160,0.0000,3mof
3.09,-0.8337,-1.2674,0.0000,0.0420,1ugw
3.10,-0.5403,-0.7078,-0.0093,0.0840,3buf
3.10,-1.3785,-1.2396,0.0000,0.2100,3f78
3.10,-1.7033,-0.9166,-0.0040,0.1680,1ec9
3.10,-0.8586,-1.2001,-0.0003,0.0000,1pu7
3.10,-0.8820,-0.9661,-0.0005,0.0000,1pu8
3.11,-0.9481,-1.1158,-0.0141,0.0000,3c2r
3.13,-1.0076,-1.3327,0.0000,0.0840,1ax0
3.14,-2.2572,-1.7867,-0.0613,0.2520,2ya7
3.15,-1.1259,-1.6231,-0.0001,0.0420,1e6q
3.16,-1.1653,-1.2293,0.0000,0.0840,3f34
3.16,-1.3824,-1.1900,0.0000,0.0840,3f35
3.18,-0.8039,-0.9124,-0.0048,0.1260,3bug
3.18,-3.0081,-3.9948,-0.0006,0.6300,1ro7
3.19,-0.3024,-1.5477,-0.0017,0.4200,3dxh
3.20,-0.6495,-1.0940,0.0000,0.0420,1axz
3.21,-0.6107,-1.6973,-0.0185,0.3360,1s5z
3.22,-1.1710,-1.0402,-0.0097,0.1260,1tog
3.22,-0.9767,-0.7933,-0.0009,0.2520,1zc9
3.22,-1.4752,-2.0051,-0.0009,0.1260,1br6
3.22,-1.3033,-1.2808,0.0000,0.0420,1e6s
3.22,-0.4868,-0.2158,-0.0010,0.0420,1ew9
3.22,-1.3517,-3.0338,-0.0091,0.5460,1k1y
3.22,0.0616,-0.7746,0.0000,0.0000,2ri9
3.22,-1.1686,-1.5383,0.0000,0.0000,2uy3
3.23,-1.1209,-1.6488,0.0000,0.2100,1px4
3.24,-0.6956,-1.0145,-0.0038,0.0420,3qfz
3.25,-2.8081,-3.1686,-0.0105,0.4200,3ta1
3.25,-0.9605,-1.3610,-0.0075,0.0000,1v2j
3.26,-0.2299,-1.3609,0.0000,0.5040,3t1l
3.26,-1.6234,-1.1009,0.0000,0.0840,5yas
3.27,-2.2447,-2.8059,-0.0000,0.3780,3ioe
3.28,-0.8851,-1.6576,-0.0000,0.2520,3d52
3.28,-1.5251,-2.8051,-0.0003,0.4200,3tfu
3.30,-1.5298,-1.7263,-0.0110,0.0840,3n1v
3.30,-0.6353,-0.6101,0.0000,0.0420,3hcm
3.30,-0.5944,0.2992,-0.0035,0.2100,1phw
3.30,-1.0002,-1.3122,-0.0020,0.2100,1tpw
3.30,-0.8999,-1.2875,-0.0596,0.1680,2vw2
3.30,-1.7658,-2.5946,-0.0121,0.6300,3aaq
3.31,-2.1022,-1.5974,-0.0000,0.2940,1pzp
3.32,-1.4079,-1.1921,0.0000,0.0000,2wk6
3.32,-1.2137,-1.7269,-0.0007,0.1680,1pzo
3.33,-1.3569,-2.1276,-0.0365,0.5880,1jlr
3.33,-1.3250,-1.3237,-0.0092,0.0840,2pnc
3.34,-1.5815,-1.3627,0.0000,0.0840,3f33
3.34,-0.7754,-2.4144,-0.0005,0.3360,2xoi
3.35,-0.9304,-1.1248,-0.0171,0.0000,3c2o
3.36,-1.8730,-2.2624,0.0000,0.3780,2vc7
3.37,-0.9084,-1.2771,0.0000,0.0840,3n35
3.37,-0.7784,-1.2826,-0.0032,0.0420,1tnh
3.37,-0.1044,-1.3759,-0.0005,0.1260,3d8z
3.37,-0.9669,-1.3231,-0.0073,0.0000,1v2u
3.38,-1.5572,-0.9337,-0.0045,0.2520,2fzg
3.39,-1.0999,-1.0067,-0.0085,0.1260,1toj
3.40,-1.1680,-0.8644,0.0000,0.0000,1l83
3.40,-1.6918,-3.0272,-0.0247,0.5880,1m83
3.40,-1.0552,-0.8037,0.0000,0.0000,220l
3.40,-1.4930,-0.9209,0.0000,0.0000,223l
3.40,-2.9718,-2.4802,0.0000,0.8400,1ikt
3.40,-1.2890,-2.1168,-0.0000,0.8820,3jzh
3.40,-2.7820,-2.8098,-0.0474,0.5040,1bxr
3.40,-1.0866,-1.3518,-0.0303,0.3360,2vvp
3.40,-0.1287,-1.3297,-0.0001,0.1260,3d8y
3.40,-0.7636,-1.5628,-0.0445,0.1680,1f8d
3.40,-1.0109,0.6376,-0.0000,0.1260,1jt1
3.40,-1.2148,-1.4698,0.0000,0.0420,1uz4
3.41,-0.9392,-0.8644,-0.0042,0.2100,2v2c
3.42,-0.5795,-0.6996,-0.0011,0.2520,2w08
3.42,-1.4728,-2.1620,-0.0000,0.0840,3iob
3.42,-0.6605,-1.5450,-0.0004,0.2520,2qtn
3.42,-1.1686,-1.6820,-0.0420,0.1680,2sim
3.43,-1.9199,-2.3273,-0.0001,0.0840,3axz
3.43,-0.9024,-2.5939,-0.0006,0.3360,2xog
3.45,-1.7605,-2.0088,-0.0319,0.6300,3nik
3.46,-0.7985,-1.5122,-0.0006,0.2100,1moq
3.46,-1.2915,-1.5393,0.0000,0.2100,3muz
3.47,-2.6551,-3.1066,-0.0154,0.5880,3ta0
3.48,-0.8663,-1.2132,-0.0001,0.2940,2p3i
3.48,-0.5394,-2.6384,-0.0282,1.0080,3gx0
3.49,-1.0942,-1.2098,-0.0048,0.0420,1utn
3.49,-0.8617,-1.3942,0.0000,0.2520,1gzc
3.49,-1.0551,-1.1253,-0.0085,0.0000,1c5o
3.51,-1.4155,-1.8432,0.0000,0.4200,1gz9
3.51,-1.4916,-1.8125,0.0000,0.5880,2r0h
3.52,-2.6081,-2.8781,-0.0183,0.3780,3lcu
3.52,-0.7753,-0.7867,-0.0074,0.2100,2j27
3.52,-1.3559,-1.7753,-0.0369,0.1680,2vw1
3.52,-0.3340,-0.9264,-0.0076,0.1260,3mfw
3.54,-1.5956,-2.7733,-0.0050,0.5880,1vjd
3.54,-1.9618,-2.9692,-0.0001,0.7980,3obq
3.55,-2.3569,-1.9434,-0.0001,0.4620,2cle
3.55,-0.8539,-2.1475,-0.0061,0.4200,1v2r
3.55,-0.4942,-1.3671,-0.0285,0.1680,2qwc
3.56,-0.9308,-1.7560,-0.0035,0.3360,2hrm
3.57,-1.2820,-2.0801,0.0000,0.2940,1h46
3.57,-0.8591,-0.9400,-0.0299,0.1680,3ff3
3.58,-1.0440,-2.0082,-0.0109,0.5880,1vjc
3.58,-1.2223,-1.0870,-0.0165,0.0000,3dx1
3.59,-1.1959,-0.9126,-0.0001,0.0000,1nli
3.59,-0.5330,-1.1381,0.0000,0.2520,2nn8
3.59,-1.8264,-1.7688,-0.0034,0.2520,2gsu
3.60,-0.1073,-1.3930,-0.0004,0.2940,2qpu
3.60,-1.1143,-1.2421,0.0000,0.4620,3m3o
3.60,-0.8906,-1.0170,0.0000,0.1260,1d7i
3.60,-0.5586,-1.1703,-0.0092,0.0420,2xdk
3.60,-1.0389,-1.4518,-0.0003,0.5460,3afk
3.60,-1.6357,-1.9639,-0.0014,1.1340,2wp1
3.60,-1.0364,-0.4469,-0.0235,0.2520,2fzk
3.60,-0.5305,-0.0038,-0.0077,0.2100,3b3x
3.60,-1.6036,-1.1035,0.0000,0.2100,3g0i
3.60,-0.9906,0.3823,-0.0153,0.1680,3jdw
3.61,-1.2729,-1.9264,-0.0000,0.1260,3sk2
3.61,-2.7173,-3.9223,-0.0013,0.5460,3jzj
3.62,-0.9507,-1.0329,-0.0042,0.0000,1pb9
3.64,-0.9724,-1.1527,-0.0107,0.0420,1gyy
3.64,-1.6338,-1.6666,-0.0092,0.2100,2azr
3.64,-1.2494,-0.6303,-0.0296,0.0420,2rk8
3.66,-1.0279,-2.2197,-0.0000,0.4200,2qv7
3.66,-1.0820,-1.1830,-0.0051,0.1260,3buh
3.66,-1.0363,-1.3295,-0.0032,0.4200,3oy8
3.68,-0.9057,-2.2654,-0.0000,0.1260,3isj
3.68,-2.6599,-3.0495,-0.0000,0.3780,3ioc
3.68,-1.1635,-1.3269,-0.0067,0.0000,1c3x
3.69,-2.2324,-2.4452,-0.0003,0.0420,3clp
3.69,-1.4201,-0.8235,-0.0006,0.0840,2a8g
3.69,0.2195,-1.3690,0.0000,0.1260,3d7b
3.70,-0.7645,-1.0441,0.0000,0.0840,1bcj
3.70,-0.4900,-1.1712,-0.0103,0.0840,3l59
3.70,-2.2137,-2.6730,-0.0046,0.5880,1gz3
3.70,-1.7403,-2.8299,-0.0028,0.5880,1gz4
3.70,-0.6556,-0.7470,-0.0168,0.2100,1pdz
3.70,-1.2301,-1.2843,0.0000,0.2100,1wht
3.70,-1.6708,-2.3125,-0.0005,0.4620,2bvr
3.70,-0.9760,-1.5293,-0.0013,0.0000,2fx6
3.71,-0.8034,-1.5395,-0.0019,0.2520,2vfk
3.71,-0.8361,-1.0294,-0.0004,0.2100,3fj7
3.71,-0.2760,-1.2101,0.0000,0.1260,3g32
3.72,-1.5457,-1.4570,-0.0008,0.0840,1ai5
3.72,-0.5925,-0.7751,-0.0591,0.2100,1grp
3.72,-2.1525,-1.7634,0.0000,0.2520,3f5l
3.72,-1.4634,-3.1498,-0.0084,0.6300,2am4
3.72,-0.8108,-0.7356,-0.0013,0.1260,4tln
3.73,-0.9649,-1.1499,-0.0006,0.2520,3fjg
3.74,-1.6606,-1.9978,0.0000,0.1260,2wq5
3.74,-0.5562,-1.2433,-0.0058,0.0000,1f5k
3.75,-1.4644,-2.2560,0.0000,0.5040,2iyf
3.75,-0.9541,-2.8656,0.0000,0.2100,2pyi
3.75,-0.3147,-1.3068,0.0000,0.1260,3d6p
3.76,-0.1127,-1.3648,0.0000,0.1260,3d6q
3.76,-1.2777,-1.4221,-0.0028,0.0420,2x09
3.77,-1.6036,-2.1649,-0.0004,0.0420,3ao2
3.77,-0.5147,-1.0717,0.0000,0.2520,2y9g
3.77,-2.0727,-2.9629,0.0000,0.4200,1kui
3.78,-1.9260,-1.0861,-0.0003,0.3360,3nq3
3.79,-1.0534,-1.2821,-0.0002,0.2520,2clk
3.80,-1.2016,-0.6412,0.0000,0.0000,1li6
3.80,-1.5355,-2.0203,-0.0283,0.2520,1nje
3.80,-1.9962,-2.9104,-0.0000,0.3780,1kug
3.80,-1.2321,-1.4153,-0.0101,0.2100,2hb1
3.81,-1.1139,-2.8149,0.0000,0.1680,2hu6
3.81,-0.9591,-0.6496,0.0000,0.0000,3ai8
3.82,-3.7703,-3.9132,-0.0002,1.3020,1hn4
3.82,-1.0697,-2.2435,0.0000,0.1260,3g2h
3.83,-1.2128,-1.9632,-0.0098,0.5880,1r0x
3.84,-0.7463,-1.2205,-0.0038,0.0420,1utj
3.84,-0.5796,-1.4746,0.0005,0.4200,3lzz
3.84,-0.8518,-1.3995,-0.0130,0.0000,1j16
3.85,-1.5525,-1.4233,0.0000,0.0420,3mv0
3.85,-1.1469,-1.5908,-0.0407,0.1680,1n1t
3.85,-0.6847,-1.5071,0.0000,0.0420,2wzs
3.86,-1.3339,-1.8801,-0.0071,0.1680,3lbz
3.87,-1.6241,-2.7627,-0.0183,0.5040,1v16
3.87,-1.6276,-2.1961,-0.0116,0.3780,1aj7
3.87,-1.2968,-2.5222,0.0000,0.1260,3g2l
3.89,-2.3444,-3.3271,-0.0087,1.0500,3obx
3.89,-1.8594,-2.5209,-0.0171,0.3360,1m0q
3.89,-1.5439,-1.1711,-0.0232,0.1260,2ctc
3.89,-3.5477,-4.1115,-0.0037,0.6720,3iae
3.90,-0.0424,-0.2319,0.0000,0.0840,1avn
3.90,-2.2319,-3.2192,0.0000,0.9660,1slg
3.90,-0.9173,-1.5705,-0.0046,0.4200,2vhj
3.90,-1.5868,-1.9887,-0.0000,0.1260,2vuk
3.90,-0.9633,-1.7733,-0.0003,0.1260,2wor
3.90,-1.2887,-2.1687,-0.0008,0.1260,2wos
3.90,-1.4551,-1.6357,0.0000,0.3360,2gvv
3.90,-0.3581,-0.6688,0.0000,0.1260,2qw1
3.90,-1.4966,-2.6270,-0.0110,0.4620,2xpc
3.91,0.3150,-1.0234,-0.0142,0.1680,3l5b
3.91,-2.0700,-2.9656,-0.0001,0.4620,1kuk
3.92,-1.4590,-1.8288,-0.0078,0.0840,1pr5
3.93,-1.3230,-1.6883,0.0000,0.0840,2a5b
3.93,-0.9457,-2.0999,-0.0117,0.5880,2cbz
3.93,-1.7252,-3.2585,0.0000,0.9660,1h5v
3.94,-1.7452,-2.7635,-0.0166,0.5040,1v1m
3.94,-0.2870,-1.9825,0.0000,0.2520,1z3t
3.94,-1.0218,-1.6981,-0.0000,0.1680,2v3d
3.95,-4.5308,-4.2215,-0.0013,0.6720,3fsj
3.95,-2.4561,-3.0139,-0.0006,1.2180,3kze
3.96,-1.2495,-2.0309,0.0000,0.3360,1x9d
3.96,-1.7529,-2.7655,-0.0107,0.2940,3gt9
3.96,-1.2559,-2.6155,-0.0064,0.2940,1mrs
3.96,-0.6076,-1.5093,-0.0072,0.0000,2fpz
3.98,-1.9347,-2.7316,-0.0178,0.5040,1v11
3.98,-1.4678,-1.2673,-0.0049,0.1260,3b3c
3.99,-0.6743,-1.2841,-0.0007,0.1680,2g8r
4.00,-1.7729,-2.8402,-0.0162,0.5040,3a1c
4.00,-1.2242,-0.8965,0.0000,0.0000,1lgw
4.00,-0.6902,-1.0837,-0.0007,0.0000,2buv
4.00,-1.4388,-1.1611,0.0000,0.2520,2rin
4.00,-0.9732,-1.7772,0.0000,0.2940,2whp
4.00,-0.9360,-1.4407,-0.0075,0.3360,3ijh
4.00,-1.1135,-1.3639,-0.0072,0.1680,1tni
4.00,-0.8696,-2.4556,-0.0023,0.5880,1wc1
4.00,-1.1477,-1.7875,-0.0024,0.2520,2ot1
4.00,-0.9484,-2.5711,0.0000,0.7560,1e5j
4.00,-1.7857,-0.9750,0.0000,0.2100,1nu3
4.00,-0.6151,-0.6016,-0.0398,0.0840,2qrl
4.00,-0.9499,-1.4551,0.0000,0.0420,3m8t
4.01,-4.1484,-4.2451,0.0000,0.6720,3fzn
4.01,-0.9953,-2.0792,-0.0091,0.4200,1v2w
4.01,-0.7170,-1.1446,-0.0116,0.0000,1c5z
4.02,-1.0481,-1.7999,0.0000,0.0420,2wvz
4.03,-1.5442,-0.6091,-0.0000,0.2520,3nq9
4.03,-1.5912,-1.6193,-0.0244,0.2520,3bxh
4.03,-1.2073,-2.8054,0.0000,0.0840,2qrm
4.03,-1.5614,-1.7827,-0.0081,0.2520,2q8m
4.04,-1.0953,-0.9455,0.0000,0.0000,1li2
4.04,-0.4859,-1.3629,-0.0087,0.4200,1hi5
4.04,-0.6907,-1.6418,-0.0112,0.4200,2c02
4.05,-1.3723,-0.9689,-0.0083,0.1260,1toi
4.05,-1.0323,-2.0260,-0.0117,0.5880,3qx9
4.05,-1.3697,-1.7640,-0.0233,0.3780,1r4w
4.05,-1.7064,-1.3689,-0.0003,0.0000,3n8k
4.05,-1.1150,-1.0990,-0.0076,0.3360,1tuf
4.05,-0.5797,-0.3706,-0.0289,0.0000,2rk7
4.05,-1.3504,-1.1138,-0.0621,0.1680,3fjz
4.06,-0.9540,-1.4896,0.0000,0.4620,3m3c
4.06,-1.8775,-2.4896,-0.0001,0.3360,2clh
4.06,-1.6089,-2.2073,-0.0055,0.2520,8a3h
4.07,-1.1660,-1.2550,-0.0184,0.1680,1hyo
4.07,-1.1122,-2.4633,0.0000,0.2100,2v2v
4.08,-0.9823,-0.8076,-0.0042,0.0840,2rke
4.08,-1.2452,-1.1056,-0.0013,0.4620,3kwa
4.09,-2.9149,-3.4702,0.0000,1.3440,2v88
4.09,-1.1492,-1.0967,0.0000,0.0000,1ai7
4.09,-1.1936,-2.2729,0.0000,0.1260,3g2n
4.09,-0.5930,-1.6269,-0.0017,0.2520,1o0n
4.10,-1.3887,-2.4191,-0.0088,0.0840,1odj
4.10,-1.0362,-1.3899,0.0000,0.2100,3gk1
4.10,-2.9521,-2.1807,-0.0000,0.3780,3iod
4.10,-0.9344,-1.7028,-0.0117,0.0420,1c5t
4.10,-2.1873,-2.8771,-0.0001,0.9660,2bvs
4.11,-0.9838,-1.0653,-0.0004,0.2520,1p19
4.11,-0.6834,-2.0755,0.0000,0.2520,1z3v
4.11,-0.8440,-1.3543,0.0000,0.2520,3oyw
4.11,-0.2331,-1.2952,0.0000,0.1260,3d6o
4.12,-1.0930,-2.3299,-0.0153,0.4200,3a1d
4.12,-1.7716,-2.7807,-0.0068,0.3780,3ivc
4.12,-0.8788,-0.6935,-0.0003,0.0840,3mam
4.12,-1.5289,-1.7778,-0.0012,0.0840,3mkn
4.13,-0.9128,-2.0315,-0.0049,0.4200,1v2q
4.14,-0.6083,-1.9413,-0.0030,0.4200,3t4n
4.15,-1.4165,-1.9677,-0.0055,0.5880,2vt3
4.15,-1.1818,-1.7265,-0.0112,0.3780,3c8e
4.15,-0.5792,-1.0038,-0.0094,0.2100,3a9i
4.15,-0.9703,-1.4406,-0.0038,0.1260,1m2x
4.15,-1.0990,-2.5564,-0.0185,0.1260,1q91
4.15,-0.7149,-1.1312,-0.0002,0.0840,2toh
4.15,-1.0320,-1.2797,-0.0000,0.0420,3d51
4.15,-1.0314,-2.4619,0.0000,0.2520,2v2q
4.16,-1.3312,-2.0653,-0.0146,0.4620,3d3x
4.17,-1.0402,-1.3416,-0.0071,0.0000,1v2s
4.18,-1.6005,-1.6188,-0.0003,0.1680,3q2j
4.18,-1.5859,-1.1329,-0.0604,0.1680,2qfu
4.19,-1.3385,0.1613,-0.0002,0.5040,3cr5
4.19,0.3138,-1.1446,-0.0056,0.4200,1hi3
4.19,-1.2829,-1.0407,-0.0158,0.1260,3b3w
4.20,-0.6410,-1.6419,-0.0096,0.8820,2r2b
4.20,-0.3728,-1.5189,-0.0027,0.2520,3djp
4.20,-1.3158,-1.7526,-0.0064,0.0420,1c5y
4.20,-1.6364,-1.7278,-0.0150,0.0000,1c87
4.20,-1.6942,-1.1529,-0.0103,0.0000,1ghw
4.21,-1.3272,-2.2750,-0.0000,0.2520,1qk4
4.21,-1.5054,-2.4989,-0.0046,0.7980,1yon
4.21,-1.6031,-2.1016,-0.0003,0.0840,1odi
4.22,-0.9579,-1.2486,0.0000,0.2520,1pzi
4.22,-1.1861,-1.4238,0.0000,0.8400,3kyq
4.22,-1.2673,-1.8720,-0.0042,0.2520,1ua4
4.22,-1.0151,-0.9024,-0.0036,0.2100,1kv5
4.22,-0.6888,-0.6138,-0.0116,0.2520,1t5f
4.23,-0.9718,-1.1863,-0.0000,0.1680,3zqe
4.23,-1.2200,-1.3118,-0.0011,0.0000,2jkp
4.23,-1.2473,-1.1844,-0.0040,0.0420,2jke
4.24,-1.4230,-1.0341,-0.0029,0.0000,3h78
4.24,-1.2842,-1.5761,-0.0248,0.2940,2bes
4.25,-1.1474,-0.9989,0.0000,0.0000,1li3
4.26,-0.4645,-0.5418,0.0000,0.0000,3lk1
4.26,-0.9213,-1.6410,-0.0022,0.2520,3tdh
4.26,-1.0481,-1.5892,-0.0010,0.2520,2qrk
4.27,-0.8344,-1.0456,0.0000,0.0840,3ijg
4.27,-1.2507,-0.8936,-0.0161,0.2940,1m5w
4.28,-0.4776,-0.9170,-0.0141,0.0420,2vzr
4.28,-2.0772,-1.4679,-0.0073,0.1680,3jrs
4.28,-2.1940,-3.3223,0.0000,0.6720,3f5j
4.28,-1.9571,-2.8109,-0.0125,0.2940,3gta
4.29,-1.8951,-2.1749,-0.0016,0.2100,2wuf
4.29,-2.1976,-2.0504,0.0000,0.0840,1e2l
4.29,-1.1375,-1.3318,-0.0094,0.0000,1v2l
4.30,-0.6461,-1.4983,-0.0085,0.2520,1det
4.30,-1.7408,-2.5820,-0.0001,0.5040,2cli
4.30,-2.8783,-2.7399,0.0000,1.1760,2q7y
4.30,-2.0098,-3.2703,-0.0003,0.3360,3ivg
4.30,-1.9938,-3.3365,-0.0152,1.0080,3obu
4.30,-1.0601,-0.5420,-0.0026,0.2100,1amk
4.30,-0.9870,-0.9596,-0.0140,0.0840,3moe
4.31,-2.0364,-1.9277,-0.0063,0.2520,2tpi
4.31,-1.2285,-1.3160,-0.0002,0.0840,1ajq
4.32,-0.7532,-1.5111,-0.0035,0.2520,4rsk
4.32,-0.7385,-1.8506,0.0000,0.6300,2ha6
4.32,-1.6273,-2.2449,-0.0182,0.0840,2qtt
4.33,-2.3722,-2.9993,-0.0250,0.5040,1olx
4.34,-1.3061,-1.4243,0.0000,0.1680,1e3v
4.34,-1.2281,-1.2065,0.0000,0.2520,2ha5
4.34,-0.8192,-1.5643,-0.0059,0.2520,1z6s
4.35,-1.5888,-2.5464,-0.0000,0.4620,3feg
4.35,-1.2608,-1.7590,-0.0092,0.0000,1ghv
4.35,-0.7942,-1.3436,-0.0118,0.2520,1yfz
4.36,0.2860,-0.3326,-0.0001,0.1260,2ez7
4.36,-0.6248,-0.7119,-0.0145,0.0000,1we2
4.36,-1.7644,-2.3838,-0.0167,0.3360,1dy4
4.37,-0.8840,-1.0859,0.0000,0.1260,2jdy
4.37,-1.2716,-1.4417,-0.0011,0.1260,1td7
4.37,-2.2802,-2.2408,-0.0066,0.3780,2zif
4.38,-0.6718,-1.2029,-0.0067,0.1680,3b24
4.38,-1.8505,-2.4165,-0.0163,0.8400,1bhf
4.38,-0.7348,-0.8203,0.0000,0.1260,3guz
4.39,-1.3472,-1.4106,-0.0022,0.1260,2hjb
4.39,-0.6976,-1.5040,-0.0170,0.2520,3djo
4.39,-3.1619,-4.4201,-0.0057,1.2600,2avq
4.40,-2.2222,-2.8007,-0.0023,0.7980,2i2e
