pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
2.2300,81.8695,1024.0077,1.1657,18.2470,0.7204,1.4585,32.1910,0.4352,0.0000,0.0000,1.0000,1.0000,3ao5
2.2300,60.5952,802.6265,2.0463,28.2956,1.9371,3.7548,8.9576,0.0339,0.0000,0.0000,2.0000,2.0000,1ajp
2.2300,67.0882,886.9973,4.1283,0.0000,5.8698,0.6391,3.8398,0.1935,0.0000,0.6285,1.0000,4.0000,3i3b
2.2600,58.8410,704.8243,0.5692,4.5559,0.9693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,3ao1
2.2600,61.4158,530.0480,2.9958,0.0000,4.9675,1.8124,1.6245,0.1580,0.0000,0.0000,2.0000,0.0000,1ew8
2.2800,70.0802,767.4028,2.2321,21.5181,4.6984,0.9886,10.3982,0.6191,0.0000,0.0000,2.0000,0.0000,3ip8
2.3000,59.3469,905.0945,2.4124,13.0936,5.4694,1.8687,22.9560,0.1565,0.0000,0.5324,3.0000,6.0000,3dyo
2.3000,59.1594,777.3741,0.8433,41.2479,1.8740,2.5922,8.8032,0.0000,0.0000,0.0000,2.0000,1.0000,3pcg
2.3100,109.1987,1596.1136,5.2252,26.1624,9.4958,6.4610,100.1867,0.7776,1.2818,1.0000,7.0000,4.0000,1m0o
2.3500,40.4672,707.0984,1.3441,24.1304,2.9158,9.4214,18.5758,0.3127,0.0000,0.0000,2.0000,1.0000,3gtc
2.3600,49.7897,756.0789,2.3992,10.6161,6.1972,2.9923,17.4838,0.0958,0.0000,0.0000,2.0000,0.0000,3g2z
2.3700,65.0234,834.5656,1.5723,0.0000,3.8680,9.4134,82.7170,0.0690,0.0000,0.0000,4.0000,3.0000,6rnt
2.3800,186.2108,2306.7312,7.0280,47.0769,12.1775,15.9301,156.4337,0.9507,1.4802,0.0000,11.0000,4.0000,3f6e
2.3900,72.4359,1131.7881,4.5483,1.6885,11.3782,19.5887,65.6464,0.6756,0.7496,2.0490,9.0000,7.0000,1f73
2.4000,88.3135,1182.6587,2.7785,6.3673,6.8665,5.6438,43.7648,0.1141,0.0000,0.4825,2.0000,4.0000,3l7b
2.4400,36.9231,309.8931,0.7988,0.0000,1.8829,1.9391,0.6527,0.0000,0.0000,0.0000,2.0000,4.0000,1oba
2.4400,97.1231,1251.8733,2.5125,4.7030,6.1405,5.0198,50.4862,0.1865,0.0000,0.5875,2.0000,3.0000,3l7c
2.4400,63.9258,889.6859,1.4858,0.0000,3.8988,3.6723,30.5740,0.0000,0.0000,0.0000,1.0000,3.0000,2i2b
2.4600,90.3692,1191.3179,2.3747,6.7958,6.0397,5.2629,43.6794,0.1587,0.0000,0.5053,2.0000,3.0000,3l79
2.4700,49.7578,623.5916,1.2587,7.3601,2.3543,2.8598,6.6953,0.0176,1.2584,0.0000,3.0000,1.0000,1utl
2.4700,41.2149,535.2682,2.6855,3.8377,7.2569,4.4086,1.6912,0.0056,0.0000,0.0000,2.0000,0.0000,1tok
2.4800,62.0624,456.8728,0.9680,43.5404,1.9639,0.4452,2.4385,0.0000,0.0000,0.0000,1.0000,0.0000,1gyx
2.5000,58.3761,766.0904,1.0621,30.8915,1.9080,2.1910,11.5050,0.0005,0.0000,0.0000,2.0000,2.0000,1ai4
2.5100,56.9543,860.9286,1.2751,12.5603,2.4338,11.6829,39.9570,0.0144,2.5834,0.0000,3.0000,0.0000,3g30
2.5200,97.4046,1739.9290,4.3740,0.0000,8.6417,12.4692,91.4235,0.1908,0.0000,0.2123,6.0000,2.0000,3bf1
2.5200,45.0792,705.3740,1.5107,14.4506,3.6213,4.9586,18.2185,0.0459,1.0000,0.3060,2.0000,2.0000,3gr2
2.5500,105.3057,1545.3600,3.2543,0.0000,6.9917,10.3122,116.9603,0.0473,0.0000,0.0000,8.0000,3.0000,1kf0
2.5500,56.8717,734.0104,0.5023,14.4345,0.6934,0.6979,12.8790,0.0000,0.8710,0.0000,1.0000,2.0000,3ovn
2.5700,52.9184,1275.9828,3.7705,0.0000,9.2966,9.7155,78.7969,0.7687,0.0000,1.5031,4.0000,8.0000,1gwv
2.5700,58.7120,719.4236,1.8020,3.1487,3.8116,0.5435,8.3088,0.0000,0.0000,0.0000,2.0000,1.0000,3kgp
2.5900,76.4584,982.0821,2.4952,23.1089,4.2784,7.7828,27.0805,0.1203,1.6006,0.0000,2.0000,1.0000,3gvb
2.6000,70.7902,577.0881,1.7658,16.3831,1.4711,2.8367,14.0120,0.0000,0.0000,0.0000,6.0000,2.0000,2r5a
2.6200,29.2023,646.4728,0.3434,39.5180,0.5078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3f37
2.6200,33.2596,655.9136,0.8134,36.4002,0.9284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3f38
2.6300,57.3693,809.1803,0.5262,41.0024,0.0000,4.3844,17.1911,0.0054,0.0000,0.0000,3.0000,0.0000,1ajn
2.6600,113.9619,1722.5992,2.4785,0.0000,5.6021,19.3585,153.0488,0.7387,0.0000,0.0000,8.0000,2.0000,3a1e
2.6700,71.7351,1189.1410,2.7394,0.5108,6.4517,12.1205,65.9276,0.2624,0.0000,0.4809,9.0000,2.0000,3lvw
2.6800,79.3874,840.6176,3.8218,0.0000,10.0912,4.5748,20.3744,0.0000,0.0000,0.0000,3.0000,3.0000,1o8b
2.6900,65.1251,869.8998,2.1831,4.7161,4.3040,6.3164,41.0769,0.1781,0.0000,0.5410,2.0000,3.0000,3elc
2.7000,52.4142,507.7244,0.8167,13.5575,1.6544,0.6217,0.5815,0.0000,0.0000,0.0000,2.0000,1.0000,2uyn
2.7000,51.9377,880.2633,1.9070,11.7165,3.8315,6.7955,23.8447,0.0057,2.0000,0.0000,2.0000,1.0000,3gsg
2.7200,47.7228,544.5323,0.8967,5.6510,1.9583,0.6523,8.9997,0.0000,0.0000,0.0000,4.0000,2.0000,1pfu
2.7200,56.3639,510.4188,2.5436,4.6640,5.2218,3.0643,4.1946,0.0402,0.0000,0.0000,3.0000,0.0000,2rkd
2.7400,61.2025,542.5557,0.9298,16.3916,1.0106,1.2415,13.3951,0.0000,0.0000,0.0000,6.0000,2.0000,2vyt
2.7500,47.5738,460.0015,1.7140,6.9047,4.1020,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1rql
2.7700,56.0257,840.2693,3.0596,0.0000,8.8626,6.9289,19.2810,0.3238,0.0000,1.4494,5.0000,2.0000,2bet
2.8000,50.2388,544.3048,1.0393,5.6148,2.3843,0.5192,1.0291,0.0000,0.0000,0.0000,1.0000,1.0000,2bza
2.8100,60.3662,888.3502,2.5539,3.0000,6.0369,9.8020,72.4645,0.1873,0.0000,0.0000,4.0000,3.0000,3djx
2.8200,59.8231,701.3020,0.7185,20.4322,1.1832,0.9131,3.5457,0.0000,0.0000,0.0000,1.0000,1.0000,3ppr
2.8400,49.5445,544.7245,2.7143,0.0000,8.2000,4.1231,3.8856,0.0001,0.0000,0.0000,3.0000,0.0000,3moh
2.8600,100.8011,1464.3906,2.5640,0.0000,5.4737,64.7183,440.7769,2.0115,0.0000,4.0803,12.0000,7.0000,3qx8
2.8900,41.1391,704.2944,0.3712,53.0084,0.2565,2.0342,2.3526,0.0000,3.6750,0.0000,1.0000,3.0000,3f36
2.8900,69.1578,896.9639,0.5516,56.0753,0.0000,16.0297,57.2351,0.0789,11.5083,0.0000,8.0000,3.0000,1cet
2.8900,67.8272,699.6947,1.8318,0.0000,5.4984,2.3061,11.2800,0.0000,0.0000,0.0000,4.0000,1.0000,1iih
2.8900,38.4285,435.9706,1.2459,24.8791,3.1053,0.4429,0.4968,0.0000,0.0000,0.0000,2.0000,1.0000,1ugp
2.8900,61.6486,875.9191,2.3032,28.6991,5.0009,8.0631,28.2178,0.3599,1.5136,0.6776,7.0000,5.0000,2wpb
2.8900,55.7853,1243.5284,4.3062,0.9313,11.1204,15.9417,118.0424,0.6300,1.0992,1.7732,6.0000,7.0000,2wtx
2.8900,40.0882,601.5047,0.4696,30.3324,0.3227,8.0469,19.3984,0.4957,1.4992,0.0000,2.0000,1.0000,3g31
2.9000,80.3687,1213.5293,2.4311,8.1566,6.6250,11.7677,51.8157,0.7901,0.0000,2.4314,12.0000,6.0000,3c2u
2.9200,67.1637,918.0487,3.2112,2.9821,7.8695,11.4485,12.5679,0.6560,0.0000,1.4567,5.0000,1.0000,2fw6
2.9200,65.4593,916.3947,3.2837,3.0936,8.0119,11.4730,12.5819,0.6317,0.0000,1.3869,5.0000,1.0000,2fwp
2.9200,65.7098,948.3748,4.0379,0.0000,7.9912,11.1647,17.6791,0.7980,0.0000,2.1459,5.0000,3.0000,3k8c
2.9300,47.3839,547.5069,0.9757,4.2568,2.1859,0.4687,0.9391,0.0000,0.0000,0.0000,1.0000,1.0000,1tng
2.9400,49.9808,541.5236,2.0565,0.4613,5.0524,4.3517,18.0426,0.1589,0.0000,0.4542,2.0000,5.0000,2vmc
2.9600,115.6654,1485.4028,6.2534,2.8561,9.8449,9.5872,87.9764,0.7164,0.0000,1.9843,7.0000,3.0000,2w8j
2.9600,40.8658,469.2056,0.7367,7.3934,1.4741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2br6
2.9600,43.4342,887.3197,0.7404,40.9275,1.9117,8.1588,40.3727,0.1076,2.6404,0.0000,3.0000,1.0000,1f4e
2.9600,62.0692,957.6143,2.0452,0.3120,4.9404,5.8247,33.4833,0.6409,0.0000,0.0000,2.0000,0.0000,3g34
2.9700,118.5814,2250.5735,0.8756,82.4133,0.2777,20.6641,193.1096,0.9051,1.6415,1.2396,5.0000,15.0000,2hw2
2.9800,109.8294,1494.2075,5.6821,0.0000,10.7575,26.7983,176.7310,2.9480,0.0000,3.7167,7.0000,11.0000,3ckb
2.9800,81.5106,1164.4496,3.9115,0.5155,7.2535,16.0183,84.9078,0.7124,0.0000,1.1896,6.0000,2.0000,3djq
3.0000,55.5415,581.6860,1.9494,0.0000,4.9068,2.6446,7.7667,0.0457,0.0000,0.3053,2.0000,5.0000,1ws4
3.0000,49.6230,733.4446,1.8034,6.6123,4.6679,0.5804,8.3107,0.0000,0.0000,0.0000,1.0000,0.0000,3ime
3.0000,29.1922,467.5513,0.5635,14.4604,1.4412,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,2q8h
3.0000,66.9352,521.3308,4.6471,0.0000,8.8332,0.2733,0.3092,0.4672,0.0000,0.9765,2.0000,2.0000,2v3u
3.0000,84.4497,1013.7602,7.5496,2.2134,10.4502,8.2513,14.3644,2.0476,0.0000,2.2717,5.0000,3.0000,1ecq
3.0000,50.2734,640.8201,1.3213,1.3341,3.4975,5.2241,3.0023,0.2070,0.0000,0.6260,4.0000,2.0000,1hqg
3.0000,54.1626,506.7547,2.7873,0.0000,6.5825,1.6044,4.8006,0.0000,0.0000,0.0000,3.0000,0.0000,2rka
3.0100,48.0524,524.2463,0.9429,6.9519,2.2760,1.0294,4.2132,0.0000,0.0000,0.0000,2.0000,1.0000,1utm
3.0200,51.1087,485.5468,2.3923,0.0000,5.5721,2.5751,6.6641,0.0820,0.0000,0.4090,2.0000,5.0000,2vmd
3.0300,60.2796,577.2171,2.2769,0.0000,5.3667,1.8349,7.7858,0.0000,0.0000,0.0000,2.0000,5.0000,1ws5
3.0300,57.1421,713.7816,2.7392,0.0000,4.9924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1ogd
3.0300,36.4860,491.3749,0.4645,0.0000,1.4845,0.7201,0.8923,0.0000,0.0000,0.0000,2.0000,4.0000,2ha3
3.0400,107.7198,1132.5261,2.3712,23.8487,4.5197,19.7052,179.6198,0.5171,5.9721,0.7530,7.0000,5.0000,3t1m
3.0500,101.4203,880.5350,3.9249,0.0000,8.8182,5.1636,23.7519,1.4407,0.0000,1.9738,6.0000,2.0000,1uj5
3.0500,79.3816,860.9531,4.9488,0.0000,11.5521,3.6594,25.5792,0.3374,0.0000,0.7444,6.0000,3.0000,1uj6
3.0500,77.6284,1069.5035,4.9741,3.4754,11.5636,15.0596,58.7049,1.0255,1.0957,1.9832,9.0000,5.0000,1f74
3.0600,83.4215,1516.7168,3.1151,26.6015,5.6038,15.9464,100.2072,0.1648,2.9495,0.1560,11.0000,1.0000,2jfh
3.0700,37.4009,416.0462,1.7437,0.0000,5.8950,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,3mof
3.0900,63.0835,555.8304,2.5663,0.0000,5.8765,0.5450,3.2642,0.3848,0.0000,0.8862,1.0000,5.0000,1ugw
3.1000,39.6743,498.6231,0.9879,35.2138,1.9613,1.6066,9.3589,0.0000,1.4502,0.0000,2.0000,3.0000,3buf
3.1000,55.1763,695.1299,0.3368,46.8163,0.0000,3.1243,5.0448,0.0000,2.8374,0.0000,3.0000,0.0000,3f78
3.1000,86.7132,1024.4413,8.3702,0.0000,13.9948,6.7245,15.5488,0.1545,0.0000,0.7461,4.0000,4.0000,1ec9
3.1000,38.3146,713.4095,1.1470,0.0000,2.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1pu7
3.1000,34.8486,726.1216,0.9481,0.0000,2.5505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1pu8
3.1100,65.9165,699.4519,1.8030,8.2164,4.3008,4.7214,6.2406,0.2728,0.0000,0.0000,2.0000,0.0000,3c2r
3.1300,54.1063,778.4877,2.4188,3.0862,5.3078,4.4784,17.4345,0.4132,0.0000,0.9843,2.0000,5.0000,1ax0
3.1400,83.2692,1299.2843,4.7480,11.9170,10.1028,11.4744,88.9477,0.5781,0.0000,1.3788,6.0000,4.0000,2ya7
3.1500,71.7399,903.6553,3.5466,0.0000,7.0588,2.3283,3.4240,0.6686,0.0000,1.0000,1.0000,4.0000,1e6q
3.1600,41.9011,778.7345,0.7976,56.3661,0.6032,1.6578,5.3569,0.0186,3.0669,0.0000,2.0000,3.0000,3f34
3.1600,44.9730,775.1566,0.5401,63.4814,0.5857,1.7623,5.4277,0.0305,3.0875,0.0000,2.0000,3.0000,3f35
3.1800,42.4672,586.8960,0.9389,37.7727,2.2069,1.5533,10.4741,0.0000,1.6377,0.0000,3.0000,3.0000,3bug
3.1800,173.6642,2336.4253,8.2599,15.6573,15.4247,36.4859,273.7315,1.5801,0.0000,2.6757,11.0000,7.0000,1ro7
3.1900,74.1059,1090.5328,1.7265,3.5703,4.4836,9.1445,79.1834,0.5192,0.0000,0.6152,6.0000,2.0000,3dxh
3.2000,46.5677,647.0944,2.4746,0.0000,5.5954,0.9782,3.0962,0.2511,0.0000,0.7159,1.0000,5.0000,1axz
3.2100,118.4480,1510.0601,4.4317,0.0000,7.6087,12.2686,84.2117,0.5023,0.0000,0.0000,6.0000,3.0000,1s5z
3.2200,70.6622,702.3770,2.2597,39.2261,5.1354,1.0704,13.4182,0.0000,1.4868,0.0000,3.0000,0.0000,1tog
3.2200,62.6360,890.5886,1.3225,4.4953,3.9399,4.2636,31.9192,0.5490,0.0000,1.0000,4.0000,3.0000,1zc9
3.2200,85.6758,1293.9408,3.4855,18.0471,5.2877,3.8566,54.5213,0.0091,0.0000,0.0000,4.0000,1.0000,1br6
3.2200,72.3297,848.5203,4.5496,0.0000,8.0993,1.3006,9.0057,0.2860,0.0000,1.0609,2.0000,5.0000,1e6s
3.2200,36.8071,340.3428,0.3988,0.0000,0.7796,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1ew9
3.2200,121.3490,2280.9165,5.3331,4.3845,10.2440,32.0164,213.2635,1.5829,1.3457,4.1464,9.0000,14.0000,1k1y
3.2200,32.6550,579.5359,1.7476,0.0000,4.1532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,2ri9
3.2200,75.1096,701.1187,1.1509,7.3935,1.6723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,2uy3
3.2300,58.8055,917.7925,2.3837,10.6999,5.5556,1.9742,22.4688,0.2238,0.0000,0.6406,3.0000,6.0000,1px4
3.2400,54.7141,791.2440,2.6676,0.0000,6.0245,1.0126,2.8634,0.0349,0.0000,0.2669,1.0000,4.0000,3qfz
3.2500,146.8401,1678.3969,4.2540,0.0000,9.2844,14.7570,115.4463,0.1581,0.0000,0.0000,6.0000,3.0000,3ta1
3.2500,60.6526,597.1937,2.3332,3.6297,4.4338,0.2760,2.7001,0.0000,0.0000,0.0000,1.0000,1.0000,1v2j
3.2600,71.1391,756.9771,3.1362,24.6494,6.8485,15.1820,92.5598,0.3860,0.0453,0.7473,7.0000,5.0000,3t1l
3.2600,46.7097,769.3584,1.4529,34.0768,1.8724,2.3167,2.8254,0.2719,5.1885,0.0000,2.0000,2.0000,5yas
3.2700,108.5803,1650.0542,3.1858,3.4598,6.2475,8.3772,71.8477,0.0001,0.0000,0.0000,7.0000,5.0000,3ioe
3.2800,98.3461,1321.9338,4.1240,8.4644,7.9859,6.5617,85.1077,0.2442,0.0000,0.0000,4.0000,4.0000,3d52
3.2800,112.9421,1676.9213,3.3899,19.4426,7.4437,12.6623,112.9364,0.6788,2.3261,1.0000,8.0000,3.0000,3tfu
3.3000,63.5314,804.8262,1.8279,43.1026,2.4033,3.2776,15.4679,0.0541,0.0000,0.0000,2.0000,1.0000,3n1v
3.3000,54.1919,682.7119,0.6958,43.3869,0.0000,3.1513,40.7488,0.0000,0.0000,0.0000,2.0000,0.0000,3hcm
3.3000,43.6907,865.1277,1.7580,0.0000,4.7842,4.9025,17.8197,0.2057,0.0000,0.6410,3.0000,2.0000,1phw
3.3000,61.9534,665.8574,2.9266,0.0000,7.2389,3.1661,7.8707,0.0000,0.0000,0.0000,3.0000,1.0000,1tpw
3.3000,50.4834,767.3886,2.1427,17.1236,5.8472,2.1622,21.2166,0.2972,0.0000,0.7788,4.0000,0.0000,2vw2
3.3000,93.3372,1832.9689,3.7397,7.5773,8.3370,24.6815,245.5872,0.5315,1.0000,0.0000,11.0000,4.0000,3aaq
3.3100,90.5311,1216.1182,2.9682,65.3886,1.3727,7.7081,65.0898,0.4071,6.1535,0.9014,6.0000,0.0000,1pzp
3.3200,50.5522,638.4799,1.1440,2.4867,1.8664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2wk6
3.3200,79.6456,1069.9459,1.9124,51.9471,1.8978,16.7362,83.4921,0.4075,13.2044,0.0000,5.0000,0.0000,1pzo
3.3300,79.2688,1304.3560,2.3082,0.0000,6.1576,40.3692,198.8644,1.0906,0.0000,0.9550,8.0000,3.0000,1jlr
3.3300,66.0464,804.0477,1.0081,20.2513,1.5948,5.6981,18.2034,0.1125,0.0000,0.0000,2.0000,0.0000,2pnc
3.3400,48.3887,896.3019,0.9032,59.1922,0.0000,3.6884,12.1656,0.0299,6.7626,0.0000,2.0000,5.0000,3f33
3.3400,87.6294,1575.7095,2.5178,6.5035,5.7477,20.4995,177.8851,0.6199,1.3873,1.6542,8.0000,5.0000,2xoi
3.3500,64.0994,717.5490,1.5871,3.8488,4.1896,4.9324,6.1696,0.2296,0.0000,0.0000,2.0000,0.0000,3c2o
3.3600,86.8043,1193.4171,1.3657,67.7805,1.7979,9.3320,35.5801,0.0032,7.4763,0.0000,9.0000,1.0000,2vc7
3.3700,51.5202,709.0311,2.4934,4.3526,5.4912,4.1391,17.3814,0.7167,0.0000,1.3874,2.0000,5.0000,3n35
3.3700,50.6969,596.4800,1.0553,4.3331,2.3995,0.5945,2.0375,0.0000,0.0000,0.0000,1.0000,1.0000,1tnh
3.3700,73.7633,1012.9313,2.5236,12.4403,4.1351,5.5014,62.3493,0.1256,0.7939,0.0000,3.0000,2.0000,3d8z
3.3700,61.1621,592.1838,1.7420,6.6284,3.6678,0.2686,2.7163,0.0000,0.0000,0.0000,1.0000,1.0000,1v2u
3.3800,74.1146,1272.6414,4.0088,0.4204,8.3400,16.4233,76.4643,0.6915,0.0000,0.2629,6.0000,0.0000,2fzg
3.3900,68.4038,700.7744,2.2235,35.3171,5.2863,1.4707,13.0047,0.0000,1.6340,0.0000,3.0000,0.0000,1toj
3.4000,40.8237,463.3644,0.3368,54.3909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1l83
3.4000,135.5068,1922.3798,7.7088,0.0000,15.9029,19.2732,153.1259,0.2564,0.0000,0.0000,8.0000,2.0000,1m83
3.4000,34.1343,432.5898,0.3874,61.8346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220l
3.4000,39.2602,469.9879,0.2479,49.8036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223l
3.4000,101.4762,1498.2751,0.9223,66.9602,1.0710,13.5194,63.1561,0.2786,17.6543,0.0000,13.0000,6.0000,1ikt
3.4000,112.6270,1317.3130,2.2221,66.9062,4.2258,51.1296,375.2027,1.2491,6.9979,3.4555,21.0000,6.0000,3jzh
3.4000,156.6397,2083.6611,6.8002,0.0000,12.9057,12.5207,126.8856,0.2881,0.0000,0.0000,8.0000,3.0000,1bxr
3.4000,77.7212,867.9828,3.8184,0.0000,9.9854,6.8080,25.5730,0.0656,0.0000,0.2163,6.0000,3.0000,2vvp
3.4000,62.1636,912.8839,1.0082,18.1134,1.7421,5.9360,77.7435,0.0086,0.7221,0.0000,3.0000,2.0000,3d8y
3.4000,68.0039,1050.5459,3.4781,7.9398,6.8843,11.3371,59.1416,0.5309,0.0000,1.8861,5.0000,5.0000,1f8d
3.4000,50.9451,737.9028,0.9752,8.6579,2.1009,4.5191,18.4750,0.1378,0.0000,0.0000,3.0000,2.0000,1jt1
3.4000,68.1655,750.2853,3.6400,6.8548,6.8230,0.8189,2.9930,0.0000,0.0000,0.0000,1.0000,3.0000,1uz4
3.4100,59.0895,550.8351,2.6334,0.0000,5.4753,3.2297,4.6044,0.0027,0.0000,0.0000,3.0000,0.0000,2v2c
3.4200,49.2363,513.9513,2.7433,0.2065,5.7419,9.6366,8.8456,0.2675,0.0000,0.4291,4.0000,2.0000,2w08
3.4200,81.9413,1280.9882,2.0553,0.0000,3.8480,5.2810,41.1374,0.0000,0.0000,0.0000,2.0000,4.0000,3iob
3.4200,78.4371,1212.9485,2.3411,7.0037,4.4836,8.0138,65.6813,0.3807,0.0000,0.8316,5.0000,2.0000,2qtn
3.4200,67.2895,1052.9863,2.4701,8.7758,6.7845,11.8111,58.2430,0.8678,0.0000,2.3943,5.0000,5.0000,2sim
3.4300,115.3867,1275.2697,5.1544,0.0000,7.1848,5.0436,42.5727,0.0000,0.0000,0.0000,2.0000,4.0000,3axz
3.4300,109.1187,1636.6934,2.9598,1.6085,6.2592,21.8716,188.5177,0.9840,0.0000,1.4490,8.0000,6.0000,2xog
3.4500,98.5916,1423.8088,3.1913,9.0559,7.5299,25.0347,191.0149,0.4905,0.9723,0.8585,14.0000,3.0000,3nik
3.4600,67.2852,1184.7101,3.8059,0.0000,9.0720,5.9988,27.8325,0.2234,0.0000,0.6411,3.0000,4.0000,1moq
3.4600,57.9615,900.5490,2.3255,11.4455,5.3431,1.9088,23.0330,0.1939,0.0000,0.6065,3.0000,6.0000,3muz
3.4700,139.4549,1783.7416,4.1124,0.0000,9.1688,21.5189,135.8378,0.2973,0.0000,0.0000,8.0000,3.0000,3ta0
3.4800,51.9545,744.3372,1.2431,10.2672,3.0565,18.5113,71.2074,0.8230,0.0000,1.8086,6.0000,6.0000,2p3i
3.4800,155.0273,2122.7766,7.7255,10.9299,11.4760,41.8122,299.9393,2.5567,1.9613,3.7791,21.0000,2.0000,3gx0
3.4900,50.9708,563.5184,1.4808,5.5703,2.6594,0.5002,1.1217,0.0000,0.0000,0.0000,1.0000,1.0000,1utn
3.4900,62.3695,978.8799,2.5550,0.0000,5.6973,10.2939,70.9370,1.0336,0.0000,2.2469,4.0000,8.0000,1gzc
3.4900,54.4764,598.5060,1.9496,5.9766,3.6975,0.7269,2.1694,0.0000,0.0000,0.0000,1.0000,1.0000,1c5o
3.5100,76.3117,1157.4054,2.7896,2.9655,6.7404,23.0977,191.3376,1.6378,0.0000,3.0365,6.0000,11.0000,1gz9
3.5100,72.9685,1671.4248,2.0845,6.3020,4.8572,42.0414,284.4420,1.7958,0.0000,3.2516,10.0000,11.0000,2r0h
3.5200,130.7605,1797.5022,4.8918,0.0000,8.2033,10.1852,82.8654,0.0219,0.0000,0.0000,7.0000,4.0000,3lcu
3.5200,66.7379,623.2896,2.5103,0.0000,5.1746,2.0940,4.6775,0.0000,0.0000,0.0000,3.0000,0.0000,2j27
3.5200,81.4702,1136.0139,4.2885,10.1402,8.6836,10.6827,58.8967,0.6743,0.0000,1.9833,5.0000,5.0000,2vw1
3.5200,69.0548,873.7852,2.1674,0.5542,4.9229,2.5412,15.3733,0.0000,0.0000,0.0000,3.0000,2.0000,3mfw
3.5400,120.6231,1573.9266,4.3862,0.0000,8.8036,12.3724,127.3296,0.1470,0.0000,0.0000,8.0000,3.0000,1vjd
3.5400,134.6739,1824.7581,4.8464,44.7077,6.6141,63.1588,377.4135,2.0118,7.3468,2.9841,19.0000,8.0000,3obq
3.5500,98.1313,1190.1389,2.9337,40.4057,5.8696,5.2919,52.1195,0.3211,6.2591,0.0000,7.0000,0.0000,2cle
3.5500,90.8052,1329.3535,2.8160,41.2270,5.3790,14.9980,134.4405,0.0105,0.0000,0.0000,10.0000,3.0000,1v2r
3.5500,64.1526,1100.1627,3.2575,1.2368,7.3974,9.1719,60.6901,0.7461,0.0000,1.5504,5.0000,5.0000,2qwc
