pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
6.5500,60.2941,1192.0161,0.7117,74.6652,1.7704,22.8523,61.4814,0.1045,35.2392,0.0000,16.0000,0.0000,1hmr
6.3700,80.3467,1177.0061,1.1353,82.0972,1.3120,23.6788,71.7717,0.2211,30.9375,0.0000,15.0000,0.0000,1hms
5.7900,62.6160,1125.7206,1.1592,80.0643,2.0317,32.1993,66.2098,0.1920,37.5349,0.0000,16.0000,0.0000,1hmt
5.5400,134.2627,1850.8312,5.1692,30.8457,12.6677,16.5420,126.9147,0.5707,0.0000,0.8312,17.0000,4.0000,2olb
3.4000,69.0719,1053.5189,3.4475,8.2558,6.7763,11.1667,59.2412,0.5340,0.0000,1.8899,5.0000,4.0000,1f8d
4.8200,65.1199,1056.6897,3.9910,8.1011,7.6910,11.2827,59.1855,0.6245,0.0000,1.9507,5.0000,4.0000,1f8e
7.3800,156.9644,1961.4359,4.5316,63.5400,8.1350,45.2346,327.2272,1.5274,8.0681,0.5535,19.0000,0.0000,1bxq
4.6800,62.6196,623.3424,1.4937,5.5107,3.3637,0.8495,2.1503,0.0000,0.0000,0.0000,1.0000,1.0000,1c5p
6.3600,72.0494,759.8257,2.1600,4.0982,4.0765,0.6808,9.7810,0.0000,0.0000,0.0000,1.0000,1.0000,1c5q
5.6300,139.7808,2070.7144,2.9995,27.7236,4.3090,67.1801,529.7889,2.0223,0.9466,2.0127,22.0000,3.0000,1vwl
3.9100,131.3239,1684.9941,3.2835,43.7262,4.0735,17.8745,142.6398,0.0371,0.0000,0.0000,11.0000,1.0000,1kuk
7.1900,117.5469,1923.0668,1.8219,136.9993,2.6192,3.4696,74.4277,0.2577,8.4639,0.0000,3.0000,1.0000,1fcx
6.0000,78.6051,980.5320,2.0978,23.5616,4.1024,4.2844,31.5832,0.0499,0.0000,0.0000,5.0000,1.0000,2izl
4.0000,62.1649,888.1659,4.0370,0.0000,8.7506,1.7411,3.2550,0.0000,0.0000,0.0000,1.0000,5.0000,8abp
5.7700,85.0886,966.7504,2.9308,12.8030,6.3088,4.0452,35.5123,0.4856,2.6341,0.9955,2.0000,2.0000,1gi6
6.7000,77.5209,1076.6949,2.5864,17.8012,6.8790,7.8817,104.4048,0.1606,0.7620,0.0000,6.0000,0.0000,2sns
10.6400,105.6196,1323.9768,4.6590,2.4945,8.5612,8.8028,43.5377,0.5014,0.0000,0.0000,2.0000,3.0000,1b8o
4.7000,62.3203,707.4871,0.9653,6.7181,2.0749,0.6957,9.7520,0.0000,0.0000,0.0000,1.0000,1.0000,1c5n
5.3000,117.8662,2165.0735,0.9283,90.3624,1.0844,32.5142,139.5346,0.1184,26.7259,0.0000,24.0000,0.0000,1hn4
6.4900,103.5630,1298.9137,3.3889,18.9005,5.8994,6.2433,68.6344,1.2220,7.9335,1.0000,3.0000,2.0000,1gj6
8.0500,92.7351,1365.5280,2.7731,16.9885,3.8660,7.1964,64.7718,0.2071,7.4579,0.0000,3.0000,2.0000,1gj7
5.2000,53.3295,664.9203,1.5625,12.9340,3.4208,5.2699,43.2969,0.6122,0.0000,1.3949,3.0000,5.0000,1kll
3.7700,130.1290,1516.9639,3.3864,28.5421,5.7071,24.8736,178.0830,0.2513,2.7067,0.0000,10.0000,0.0000,1kui
3.7000,76.6438,1147.3475,3.4393,5.8964,7.4471,9.0002,63.5106,0.6563,0.0000,0.0000,4.0000,2.0000,1loq
9.7000,81.8314,1021.2753,2.7163,29.0881,4.4820,2.4914,30.1938,0.0040,0.0000,0.0000,5.0000,0.0000,1df8
2.0600,52.1974,614.3069,2.5742,1.3482,5.5642,1.8421,5.8495,0.0562,0.0000,0.0000,4.0000,1.0000,1qq9
5.4200,79.6357,1065.0333,1.6751,7.1163,4.3097,6.0900,41.7738,0.3149,1.8693,0.7755,3.0000,2.0000,1gja
3.4600,53.9317,1054.0094,3.1182,0.0000,8.3793,5.7291,26.4561,0.2587,0.0000,0.7033,3.0000,4.0000,1moq
9.0900,183.5877,1580.3022,10.0353,23.8207,14.7411,9.8280,104.2869,0.6413,0.0000,0.6786,7.0000,3.0000,1akr
3.2800,62.4348,979.1078,2.6132,0.0000,5.7842,10.3866,70.9886,0.9753,0.0000,2.1361,4.0000,8.0000,1gzc
7.0500,84.4397,1028.4211,3.5859,16.7443,9.1796,11.8208,104.0617,0.8060,0.0000,2.0947,7.0000,3.0000,1nox
5.8900,51.8785,770.8660,2.4279,18.4326,5.1917,9.1693,17.5589,0.1814,0.0000,0.3111,5.0000,0.0000,2tmn
8.0400,92.1414,1564.8945,1.6158,63.3884,2.8877,24.1188,135.1331,0.0526,0.0000,0.0000,14.0000,0.0000,5tmn
5.0500,115.6956,1690.8486,1.8277,39.9380,2.9374,22.7858,129.0943,1.1046,0.0164,0.9643,14.0000,0.0000,6tmn
5.3600,67.2455,1237.6438,0.6789,64.2622,1.2591,28.0811,70.9606,0.0929,37.1676,0.0000,14.0000,0.0000,1adl
9.4300,63.6472,1099.8673,2.2749,6.0259,3.9707,3.4390,40.9842,0.0000,3.0000,0.0000,3.0000,1.0000,1cil
3.4200,69.3720,1051.2393,2.7405,8.7583,7.0483,12.0630,57.5210,0.8220,0.0000,2.3430,5.0000,4.0000,2sim
6.8800,78.8877,736.1443,5.5530,0.0000,10.2625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2dri
2.2200,64.4346,821.6274,2.4985,13.7970,5.1457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2aac
5.2200,113.3529,1693.9294,2.6116,3.1823,5.1868,25.3692,178.4933,0.2725,0.0000,0.1727,12.0000,3.0000,16pk
3.5500,64.2317,1101.4088,3.2576,1.2274,7.3952,9.1124,60.6431,0.7665,0.0000,1.5841,5.0000,4.0000,2qwc
9.2800,103.7745,1592.1764,1.9796,40.5920,3.2502,17.2861,99.7932,0.8370,7.6490,0.3375,6.0000,1.0000,830c
3.0500,79.8630,1016.3259,4.2029,1.6388,9.7666,15.2468,59.1183,0.8528,1.7868,1.9219,9.0000,4.0000,1f74
4.7000,143.6532,2450.8149,4.7817,12.2456,10.1495,29.0850,312.0455,1.1476,23.1833,0.6680,17.0000,4.0000,1jkx
6.0600,198.2072,2567.6216,8.3595,30.8762,13.6014,46.3416,388.5272,2.4213,0.9264,3.0503,21.0000,3.0000,1g7q
5.6000,90.6012,1042.3654,3.4970,9.0268,6.7945,4.5753,46.7975,0.4732,0.0000,0.9827,3.0000,2.0000,1gi5
2.5400,35.8304,365.6057,0.4308,26.8834,0.7191,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1iup
3.8400,71.7541,648.6677,1.6944,8.1019,2.6064,0.4772,2.3707,0.0000,0.0000,0.0000,1.0000,1.0000,1j16
11.0600,67.1760,1160.3403,3.3507,3.6854,8.5645,11.3204,66.7422,1.3271,0.0000,0.8338,4.0000,3.0000,1lor
6.9600,93.9244,1323.9305,3.1418,62.6728,3.3278,5.1919,61.8056,2.5660,0.8146,1.0000,3.0000,0.0000,1c5c
4.1400,92.3523,1520.3448,4.3632,0.0000,10.8567,24.7535,199.4525,1.6351,0.0000,2.3359,8.0000,12.0000,1gny
7.4400,150.4948,2111.3462,2.0388,82.9798,2.6351,17.4637,130.6873,0.5704,5.6985,0.0000,8.0000,0.0000,1ciz
6.9600,87.1004,1300.3262,2.6185,9.8861,5.0232,9.4221,67.5167,0.6760,2.7771,0.8380,5.0000,2.0000,1gj8
6.7000,76.0754,1166.4963,2.9465,17.3713,6.2214,9.9066,101.5329,0.0610,0.9515,0.0000,6.0000,0.0000,1snc
6.0800,86.6702,1153.1029,2.4095,46.0807,1.1378,7.5576,54.2460,0.0052,0.5980,0.0000,3.0000,1.0000,1sri
6.6400,49.5603,596.0859,1.9334,3.6519,4.0243,1.6532,7.0095,0.0048,0.0000,0.0000,3.0000,1.0000,1lcp
5.1500,113.5704,1180.3041,4.3253,0.0000,10.0803,6.6195,80.9299,0.0199,0.0000,0.2014,4.0000,3.0000,1qk3
11.1100,111.1542,1778.0367,2.6839,141.2859,2.5327,41.1861,107.4889,0.4249,34.6856,0.0000,6.0000,0.0000,3std
8.2800,110.5775,1341.6316,3.6918,5.2365,6.8266,5.9743,67.8824,0.0973,0.0000,0.0000,4.0000,3.0000,1c2d
5.4000,83.1904,993.5093,2.0863,20.0131,4.6736,4.4897,37.1708,0.6907,0.0000,1.0000,2.0000,2.0000,1ghx
5.6400,49.7099,727.2816,3.1481,0.0000,7.4214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,6abp
5.5400,56.0262,808.5971,3.7735,6.7903,7.6262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,7abp
5.4600,97.1576,1349.3534,4.2110,0.0000,9.3555,13.3892,75.6768,1.2877,0.0000,2.3219,4.0000,8.0000,1anf
8.6200,98.5394,1596.8971,2.2641,45.7442,4.2161,15.1081,138.0595,0.1267,1.3762,0.0000,9.0000,1.0000,4dfr
4.5000,61.8956,622.9363,1.5375,6.0639,3.7956,0.9047,2.1345,0.0000,0.0000,0.0000,1.0000,1.0000,3ptb
10.1700,120.4777,1792.7766,2.9202,34.3062,2.9733,39.4700,188.6057,1.5064,19.1633,0.8826,14.0000,0.0000,4tmn
5.9000,63.4296,966.1071,2.5561,39.2969,5.6150,9.4739,75.8867,0.1933,0.0000,0.0000,6.0000,1.0000,3tmn
9.4000,97.9679,1673.0779,2.2537,62.8946,3.4756,21.9986,211.2821,0.0945,10.7885,0.0000,7.0000,3.0000,1fkf
9.7000,112.0887,1767.9442,2.8267,65.5421,4.2984,21.4411,227.2167,0.0182,11.4927,0.0000,6.0000,3.0000,1fkb
6.7000,72.8224,887.0842,4.5841,0.0000,10.4463,0.2714,4.5735,0.0000,0.0000,0.0000,1.0000,5.0000,1gca
3.4000,40.6577,466.1794,0.3207,54.0392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1l83
5.0000,95.6969,1493.4720,1.7227,14.4571,3.9508,90.6980,536.3899,2.6589,22.7332,2.2418,20.0000,0.0000,1pip
8.5500,121.4511,1904.8920,3.2342,69.5184,4.9814,54.3778,280.7161,0.8825,19.9045,0.2940,18.0000,0.0000,1ppl
5.8000,137.3921,1915.9309,2.3413,54.3278,4.2962,31.4154,230.9824,0.1533,4.0568,0.0000,17.0000,0.0000,1ppm
6.5200,53.0325,735.7514,3.2482,0.0000,7.3468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1abe
5.0400,82.3940,1306.5059,2.9765,20.1370,5.9076,21.7725,216.5361,1.4028,0.0000,2.4406,7.0000,8.0000,1mfa
6.2500,85.6319,1325.3722,1.8168,53.1778,2.2451,60.4424,233.5071,0.4240,47.5165,0.0000,11.0000,0.0000,1thl
6.8000,118.8928,1906.2450,5.1994,0.0000,11.7218,26.0426,179.5174,1.7028,0.0000,3.3117,7.0000,11.0000,3mbp
6.6200,87.0162,1158.1246,3.3116,0.0000,7.4843,13.9302,156.2729,0.3142,0.0000,0.3837,8.0000,2.0000,1afk
6.2800,87.1559,1118.0137,3.0908,0.0000,6.9606,21.4584,160.9175,0.2746,0.0000,0.0000,8.0000,1.0000,1afl
5.6400,143.5660,2238.4106,5.9566,0.0000,13.3649,36.6085,279.7322,1.6052,0.0000,1.9855,10.0000,14.0000,4mbp
8.7000,160.1981,2618.3167,1.8970,116.0131,2.4130,34.0042,285.6933,0.5848,14.7529,0.0000,18.0000,0.0000,1hfs
8.2700,142.3461,1596.7360,5.8952,0.0000,13.3576,18.2572,143.0973,0.4642,0.0000,0.9659,9.0000,3.0000,1clu
7.5700,141.5152,1895.3829,3.7766,2.4628,7.9719,30.4810,301.4633,0.4716,1.0000,0.3435,14.0000,2.0000,1qhc
11.8000,114.1382,1201.0618,8.9072,2.2249,17.3117,7.4995,41.7173,0.4813,0.0000,0.0000,8.0000,2.0000,1duv
4.9400,94.9897,1240.1733,2.6370,38.2926,2.7926,5.4873,39.5090,0.2722,2.4930,0.5096,2.0000,2.0000,1e2k
7.6200,125.5673,1153.4496,4.8707,0.0000,11.7621,11.4352,106.9329,0.0053,0.0000,0.0395,6.0000,2.0000,1fzq
1.9100,48.7637,575.3792,3.3229,14.0577,5.9597,3.1555,3.3564,0.0134,0.0000,0.0000,3.0000,1.0000,1f2o
7.4000,66.2593,1104.5441,3.6037,0.5325,8.0628,10.6163,57.9859,0.6561,0.0000,1.1375,5.0000,4.0000,1f8c
8.4000,158.6104,2924.6384,4.3543,95.8409,6.3562,76.2757,568.5363,2.2534,10.5916,1.9856,23.0000,2.0000,1fzk
5.3000,95.2368,1519.1195,3.1834,23.7731,7.2761,33.1863,224.9993,0.5439,1.1019,0.7089,16.0000,4.0000,1h6h
5.9300,97.2867,1609.4377,3.1849,22.2667,2.4330,9.7419,41.1133,0.2987,0.0000,0.0000,2.0000,1.0000,1fv0
3.5700,76.5105,1160.7410,2.8523,3.0222,6.8165,23.1488,191.3106,1.5988,0.0000,2.9889,6.0000,10.0000,1gz9
5.4400,59.3505,1029.7106,3.6783,0.0000,9.7176,21.3524,83.3450,0.9238,0.0000,1.3576,6.0000,3.0000,1h0a
4.6600,65.4594,617.7003,1.6736,5.1801,3.8682,0.5417,2.4366,0.0000,0.0000,0.0000,1.0000,1.0000,1h4w
5.8500,72.1413,1205.2594,1.4018,17.0704,4.5804,2.3065,42.1385,0.0000,0.0000,0.0000,3.0000,2.0000,1k4g
9.0500,77.8375,1379.5979,2.1932,63.6913,3.3330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1kdk
6.1000,77.6081,984.9919,3.4766,38.2220,3.4031,4.5602,21.5709,0.1069,3.2040,0.0000,1.0000,2.0000,1lgt
5.8200,52.1753,642.4387,4.4999,0.0000,12.0473,1.8619,6.0258,0.3579,0.0000,0.8547,4.0000,5.0000,2xis
6.4300,76.2822,1100.3319,2.9207,0.0000,5.6764,4.8084,45.8741,0.0513,0.0000,0.3108,2.0000,6.0000,1fh9
5.2600,110.1900,1406.4601,5.0369,53.0111,5.7011,6.4470,68.4796,0.6357,5.1886,0.6861,3.0000,2.0000,1gj5
8.1000,93.1070,1322.7358,3.2310,10.0466,5.4288,6.3765,68.7314,0.5254,5.3032,0.9833,3.0000,2.0000,1gjc
4.9400,42.4683,840.3447,1.7347,26.7859,3.9739,14.7283,57.7549,0.4226,5.0000,0.4600,6.0000,2.0000,3cla
6.8500,50.4038,727.3661,3.3550,0.0000,7.5023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1bap
6.6600,98.4671,1546.1266,1.6451,70.5258,2.4549,23.3594,183.4519,0.2488,5.3577,0.0000,13.0000,1.0000,1elc
6.0000,99.8684,1826.2861,3.3169,7.5842,6.2036,41.0382,278.7288,1.6131,0.0000,3.7359,10.0000,8.0000,1hew
8.4000,128.0499,2255.9417,3.5406,97.3866,3.5951,29.2627,217.4831,1.1385,4.1587,0.6292,11.0000,1.0000,1mtr
8.5900,180.4671,1611.1194,7.5793,27.5240,12.2116,8.9870,101.0932,0.5110,0.0000,0.9197,7.0000,3.0000,1akw
7.1000,132.1246,1747.9303,4.5842,20.0866,11.1439,14.0520,123.6865,0.5464,0.0000,0.3750,16.0000,3.0000,1b32
5.2300,126.0856,1760.3918,4.9756,20.6993,12.0046,14.8983,121.3944,0.4749,0.0000,0.3667,15.0000,3.0000,1b4z
8.3000,110.7424,2088.1145,2.6077,46.3292,5.4628,16.3144,180.5411,1.3359,1.6547,0.2396,7.0000,1.0000,1b6l
8.2500,81.7050,1257.4117,2.3140,25.6819,4.1801,3.4183,51.5457,0.0544,0.0000,0.3332,3.0000,1.0000,1c1u
8.7700,118.1419,2193.7332,3.2461,63.8666,4.8796,27.5036,204.7193,0.8626,3.0607,0.0000,9.0000,2.0000,1d4l
6.4800,97.3451,1783.4275,1.3306,57.3251,3.4585,14.7420,143.9761,0.4993,2.9958,0.1989,12.0000,0.0000,1f4g
5.6400,28.7355,382.1792,1.7036,0.0000,4.4901,1.1820,0.3633,0.0000,0.0000,0.0000,2.0000,2.0000,1f57
10.5500,120.8059,1414.0011,5.5593,2.2958,9.2238,9.3383,43.1308,0.3832,0.0000,0.0000,2.0000,3.0000,1g2o
3.4000,94.3699,1528.5970,0.9972,66.0059,0.7882,13.4504,65.9181,0.2381,18.5152,0.0000,13.0000,0.0000,1ikt
5.6400,88.5305,1044.4048,3.0162,9.6398,5.3170,4.2586,36.6902,0.3649,0.0000,0.8629,2.0000,2.0000,1gi8
5.2200,91.2347,1220.2886,3.5113,5.9568,5.8424,5.6932,54.3287,1.2496,1.8358,1.0000,3.0000,2.0000,1gjd
5.8200,54.5000,800.6793,3.0307,3.5866,7.3258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1apb
3.9000,135.6912,2041.5781,4.4567,65.1753,6.8930,97.1562,578.0673,3.6952,5.9569,5.3579,23.0000,3.0000,1slg
3.8500,91.6883,1028.7822,1.7239,54.2414,1.2549,8.0546,44.2057,0.0936,2.5428,0.0000,4.0000,1.0000,1sre
4.5100,79.6191,1098.1356,2.1431,6.3606,5.1556,4.2491,37.9808,0.0782,0.0000,0.3995,2.0000,2.0000,1gi7
6.5700,183.8426,2871.9626,4.2830,101.5982,7.5795,72.9717,608.5756,2.6157,26.0875,0.4719,28.0000,2.0000,5er2
3.7800,118.5180,1694.1882,4.4889,0.0000,8.5623,27.4119,277.1586,0.5377,0.0000,0.3151,8.0000,5.0000,2rnt
3.2700,109.8903,1354.6600,1.9999,27.7467,3.2262,24.7965,176.5873,0.8931,0.4091,0.4528,8.0000,0.0000,4sga
2.8500,114.2028,1378.0931,2.2139,25.3843,3.7374,26.1943,197.4530,0.5879,0.8535,0.6925,8.0000,1.0000,5sga
7.6000,98.5697,1345.0720,2.5701,39.0064,3.0121,18.2308,136.4197,0.2282,6.0681,0.3028,9.0000,0.0000,7est
6.6400,63.3523,888.9627,3.4875,0.0000,8.0389,1.5076,3.2712,0.0000,0.0000,0.0000,1.0000,5.0000,5abp
6.0900,125.9404,1660.9500,4.6866,39.3119,7.7021,13.2562,171.6100,0.4756,0.0000,0.4523,11.0000,2.0000,2gst
2.3700,66.1900,836.1678,1.4689,0.0000,3.6978,9.4624,82.8732,0.0513,0.0000,0.0000,4.0000,3.0000,6rnt
9.0000,113.4027,1784.9198,3.8354,51.9763,7.6979,35.8961,219.6908,0.6261,13.2103,1.2133,14.0000,2.0000,1apv
8.0000,118.1565,1701.9441,3.3264,50.5642,6.0013,40.7303,214.2085,0.6962,15.5108,1.2086,14.0000,1.0000,1apw
6.5500,100.1702,1527.6300,2.9063,35.8234,6.2984,15.8425,122.4862,0.0734,0.4120,0.0000,9.0000,1.0000,1dhj
6.3500,103.8564,1445.4761,2.4275,43.1907,3.3702,20.7679,161.4762,0.7267,3.6806,0.9927,10.0000,1.0000,1ela
10.9200,166.5900,2645.8372,3.7881,101.9145,6.5440,77.7128,491.8138,1.2496,16.9301,0.9782,19.0000,2.0000,1hvi
10.9600,177.4110,2647.3022,3.8091,100.2537,7.3572,69.9646,478.3984,1.0872,14.2353,0.0000,19.0000,2.0000,1hvk
9.9500,162.5270,2621.9792,3.9406,98.8588,6.6582,73.6958,509.8986,0.8350,14.6997,0.0000,19.0000,2.0000,1hvl
6.1600,118.8644,1582.5089,3.2991,65.1490,4.2950,21.3880,215.6648,0.1792,2.9643,0.0000,9.0000,1.0000,1ppc
7.6600,109.3175,1672.5365,3.1919,49.9907,5.3106,34.1888,209.7650,0.2963,9.8036,0.0000,16.0000,0.0000,1ppk
5.3000,99.9996,1154.5906,2.7006,48.8476,1.9868,3.8284,45.6803,0.4596,0.9570,0.0000,3.0000,1.0000,1srg
2.9300,47.5273,547.5036,0.9798,4.2316,2.1889,0.4687,0.9397,0.0000,0.0000,0.0000,1.0000,1.0000,1tng
3.3700,50.6777,596.6239,1.0469,4.3331,2.3886,0.5947,2.0375,0.0000,0.0000,0.0000,1.0000,1.0000,1tnh
1.9600,44.4043,574.7516,0.9662,4.4672,2.2216,1.3298,3.8534,0.0012,0.0000,0.0000,2.0000,1.0000,1tnj
1.4900,62.7910,672.5452,1.9471,5.6486,2.3076,1.8103,8.1127,0.0000,1.8438,0.0000,3.0000,1.0000,1tnk
9.4000,126.1830,1652.4335,3.2196,53.9731,7.4104,34.3134,205.1155,1.2001,5.4698,1.8458,18.0000,2.0000,1apt
7.4900,103.8183,1640.0393,2.5738,51.9837,6.1140,31.1968,211.8749,0.3514,13.1813,0.6320,16.0000,1.0000,1apu
6.2800,107.4491,1288.4001,1.7896,31.5217,1.7587,14.1808,74.3617,0.0119,0.6286,0.0000,9.0000,1.0000,1atl
4.5900,113.9304,1556.3228,2.3296,53.0751,2.6967,24.5697,222.0733,0.8185,3.5397,0.5824,12.0000,0.0000,1bma
6.7000,105.5696,1504.9386,4.4075,48.1631,3.4924,23.4189,178.5264,1.0603,7.6238,0.7696,9.0000,0.0000,1eld
6.8500,102.7872,1323.0248,2.2475,31.5596,2.8129,13.6333,114.9771,1.0368,3.0037,0.5535,8.0000,0.0000,1ele
9.5100,137.8275,2448.0759,2.6712,133.2145,3.9358,32.2045,314.3781,0.2495,19.8647,0.0000,8.0000,2.0000,1hvr
4.8200,66.4200,763.1185,4.2309,3.0409,9.6108,1.0772,9.4920,0.0000,0.0000,0.0000,4.0000,1.0000,1gdo
5.8100,127.7742,1490.6967,5.1645,23.2254,10.6256,38.4122,214.9041,0.8789,1.2676,1.2225,18.0000,0.0000,1lkl
5.4900,94.8698,766.5419,2.0871,37.7159,3.7421,1.8647,11.0238,0.0000,0.6009,0.0000,7.0000,2.0000,1pot
11.3000,142.1707,2282.4912,3.9730,70.7886,7.3938,40.7440,298.1756,0.8111,21.6773,0.0000,10.0000,3.0000,1pro
2.0600,30.6274,384.5213,3.9799,0.0000,8.3103,1.9488,2.8674,0.0000,0.0000,0.0000,1.0000,3.0000,1rdi
1.6600,28.6805,415.6941,2.5000,1.2255,6.1936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1rdj
1.8400,37.1740,531.4579,4.1004,1.6705,8.9683,3.7041,18.4613,0.6613,0.0000,1.2681,2.0000,4.0000,1rdn
4.7700,118.8501,1802.9697,3.1154,20.2107,5.3982,58.1024,403.9474,2.2191,1.0000,4.4198,20.0000,2.0000,1str
9.0000,195.0971,1906.3536,9.3309,26.7622,13.6694,7.9388,103.6758,0.2833,0.0000,0.5065,7.0000,3.0000,1ag9
7.7200,121.8577,2230.2498,1.7502,61.2445,1.8146,59.1571,381.0825,2.5454,22.2084,1.5628,18.0000,1.0000,1hyx
10.5700,165.0164,2687.8035,4.9595,94.8885,7.6921,39.7210,412.7290,0.6412,17.3629,0.0000,12.0000,2.0000,1qbr
10.2400,151.7669,2257.8552,4.7344,94.7552,3.0487,38.9340,284.9988,0.2485,19.5536,0.0000,10.0000,2.0000,1qbu
9.4700,124.7497,2178.1985,2.3870,82.8940,5.8438,38.5596,287.9008,0.5453,28.9362,0.0000,10.0000,4.0000,1qbs
8.3000,104.6393,1400.8699,3.1611,57.7663,4.3129,22.1453,125.8045,0.2255,2.1762,0.5222,7.0000,1.0000,1tom
3.9000,84.6119,1229.2090,2.5468,18.7859,6.7985,7.2425,55.0764,0.0546,0.0000,0.0000,11.0000,3.0000,2rkm
5.9200,110.3695,1927.9313,2.0522,48.8502,4.6077,34.0842,271.4271,0.4804,11.8501,0.0000,13.0000,0.0000,1a4w
8.4900,193.5410,1654.9171,8.7564,23.6425,13.5057,8.1999,103.9712,0.4764,0.0000,0.5780,7.0000,3.0000,1akt
