pbindaff,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.16,7.16,8.16,16.16,6.15,7.15,8.15,16.15,6.9,7.9,8.9,16.9,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,Hydrophobic,Vdw,HBond,Ent,PDB
6.9200,4868.0000,1385.0000,1379.0000,4.0000,1148.0000,343.0000,330.0000,3.0000,1079.0000,307.0000,307.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.6643,2157.3494,4.6991,42.9297,5.6070,42.7908,244.4337,2.2627,5.5147,0.4145,0.0455,-3.2912,-3.7692,-0.0011,0.8400,1a9m
8.4000,4651.0000,1295.0000,1361.0000,3.0000,799.0000,226.0000,243.0000,1.0000,1118.0000,302.0000,329.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0679,1982.9348,9.0832,47.2741,8.8956,24.8720,207.9180,0.5013,5.0855,0.0000,0.0444,-2.3112,-2.6233,-0.0042,0.7560,1aaq
5.4200,1355.0000,397.0000,410.0000,24.0000,0.0000,0.0000,0.0000,0.0000,1092.0000,310.0000,343.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.4028,824.1589,4.9071,4.8234,8.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,-1.3786,-1.3203,0.0000,0.0000,1abf
6.7400,2517.0000,670.0000,665.0000,47.0000,925.0000,255.0000,270.0000,19.0000,908.0000,217.0000,215.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.0647,1285.8998,4.1037,4.4021,4.0920,5.5888,43.2188,0.0196,0.0000,0.0000,0.2000,-2.2786,-2.1557,-0.0143,0.0840,1add
5.3600,3598.0000,1022.0000,1105.0000,62.0000,0.0000,0.0000,0.0000,0.0000,411.0000,110.0000,111.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.2798,1216.8921,1.0702,49.8354,2.1230,11.5705,88.0295,0.2366,25.8739,0.0000,0.0645,-1.2260,-1.7967,-0.0066,0.5880,1adl
6.0000,470.0000,148.0000,153.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1067.0000,322.0000,339.0000,5.0000,0.0000,0.0000,0.0000,0.0000,189.0000,57.0000,59.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.2936,541.9473,2.1916,0.0000,3.2647,2.4735,7.9115,0.0000,0.0000,0.0000,0.1818,-0.7380,-1.0773,-0.0387,0.2520,1ado
3.1000,2005.0000,547.0000,590.0000,35.0000,444.0000,120.0000,130.0000,8.0000,1349.0000,350.0000,385.0000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.3324,1347.4518,4.4211,6.6081,6.7185,7.4220,32.1991,0.5866,0.0000,0.0000,0.2222,-1.5787,-2.5469,0.0000,0.0840,1af2
1.8200,1929.0000,584.0000,619.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1778.0000,544.0000,572.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.6229,1049.4810,5.9921,0.0000,9.9913,12.7929,80.5524,0.1777,0.0000,0.0000,0.1000,-1.1946,-1.5595,0.0000,0.2940,1af6
6.6200,1104.0000,346.0000,328.0000,34.0000,557.0000,167.0000,169.0000,18.0000,1416.0000,470.0000,408.0000,23.0000,0.0000,0.0000,0.0000,0.0000,336.0000,118.0000,96.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.5499,1193.9684,6.6856,0.0000,6.6208,14.0449,152.1967,0.2906,0.0000,0.0000,0.1000,-1.3219,-2.0511,-0.0366,0.5880,1afk
6.2800,1110.0000,347.0000,329.0000,34.0000,563.0000,167.0000,173.0000,18.0000,1463.0000,469.0000,422.0000,30.0000,0.0000,0.0000,0.0000,0.0000,357.0000,113.0000,99.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.1888,1219.2313,13.4635,0.0000,5.8102,20.9873,159.4099,2.1590,0.0000,0.0000,0.1053,-1.2797,-1.4853,-0.0307,0.5880,1afl
12.0000,3899.0000,940.0000,1065.0000,9.0000,210.0000,50.0000,49.0000,1.0000,2511.0000,616.0000,675.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.5616,1921.0671,6.7606,15.2857,10.6587,24.8765,225.3371,1.1442,2.0000,1.0101,0.0588,-2.1948,-3.2946,-0.0094,0.5460,1agm
2.5000,1738.0000,423.0000,501.0000,11.0000,0.0000,0.0000,0.0000,0.0000,862.0000,213.0000,249.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.2891,767.1401,2.1198,28.0624,1.3252,1.2394,11.0289,0.3026,0.0000,0.0000,0.2500,-1.5550,-1.3003,-0.0067,0.0840,1ai4
4.0900,1398.0000,357.0000,410.0000,13.0000,0.0000,0.0000,0.0000,0.0000,252.0000,62.0000,69.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0200,507.1369,1.0691,38.5756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,-1.1843,-1.1007,0.0000,0.0000,1ai7
4.8200,3325.0000,920.0000,984.0000,9.0000,144.0000,37.0000,40.0000,0.0000,149.0000,42.0000,47.0000,0.0000,308.0000,86.0000,89.0000,1.0000,0.0000,0.0000,0.0000,0.0000,137.0000,37.0000,37.0000,1.0000,146.0000,35.0000,36.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.0274,1230.5140,0.6026,46.5698,0.0000,9.1487,89.3741,0.1041,9.1605,0.0000,0.1333,-2.1115,-1.9176,0.0000,0.2520,1aid
5.9200,3023.0000,944.0000,947.0000,23.0000,235.0000,70.0000,73.0000,3.0000,1247.0000,385.0000,372.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.9603,1314.4893,1.8405,32.2427,1.7842,30.2600,271.6241,1.6870,17.9335,0.0000,0.0690,-1.6187,-2.2469,0.0000,0.5460,1aj6
3.8700,2095.0000,541.0000,519.0000,13.0000,256.0000,64.0000,57.0000,3.0000,1310.0000,325.0000,326.0000,10.0000,0.0000,0.0000,0.0000,0.0000,190.0000,49.0000,48.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.8939,1242.8829,3.4623,22.1001,1.5796,4.1047,46.1390,0.4478,0.0000,0.0000,0.1111,-1.6315,-2.1977,-0.0209,0.3780,1aj7
2.6300,1743.0000,424.0000,499.0000,11.0000,241.0000,57.0000,66.0000,2.0000,872.0000,216.0000,250.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.5433,842.2430,2.0193,32.5899,1.0000,3.9032,16.1873,0.3670,0.0000,0.0000,0.2500,-1.5452,-1.4025,-0.0059,0.0840,1ajn
7.7200,5807.0000,1632.0000,1719.0000,5.0000,398.0000,116.0000,122.0000,0.0000,1183.0000,322.0000,353.0000,0.0000,194.0000,55.0000,63.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,141.3814,2269.5188,5.3333,85.7294,6.2019,19.9544,280.6692,0.8851,2.7072,0.0000,0.0833,-3.4691,-4.2568,0.0000,0.5880,1ajv
7.9100,5909.0000,1640.0000,1781.0000,0.0000,379.0000,114.0000,123.0000,0.0000,970.0000,257.0000,282.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0436,2172.0176,3.2337,74.3122,5.2153,25.4447,294.0270,0.2760,4.2852,0.0000,0.0833,-2.8424,-3.6945,0.0000,0.5880,1ajx
6.5200,1491.0000,348.0000,299.0000,5.0000,0.0000,0.0000,0.0000,0.0000,273.0000,67.0000,58.0000,0.0000,100.0000,27.0000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0514,579.5496,0.4490,29.9947,0.0000,4.9438,10.0354,0.4139,0.0000,0.0000,0.2222,-0.9195,-0.9696,-0.0055,0.1260,1alw
4.5400,1796.0000,453.0000,545.0000,11.0000,968.0000,250.0000,294.0000,5.0000,1514.0000,374.0000,450.0000,13.0000,0.0000,0.0000,0.0000,0.0000,297.0000,68.0000,92.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.8271,1303.7507,3.4287,0.0000,2.4582,18.9278,114.3162,0.7750,0.0000,0.8414,0.1176,-1.2821,-1.8531,-0.0361,0.4200,1amw
5.8200,1336.0000,403.0000,410.0000,24.0000,0.0000,0.0000,0.0000,0.0000,1074.0000,308.0000,344.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.6978,797.7427,3.8096,4.1445,6.6381,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,-1.5511,-1.3374,0.0000,0.0000,1apb
9.0000,3782.0000,968.0000,1454.0000,0.0000,634.0000,157.0000,237.0000,0.0000,963.0000,235.0000,359.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,359.0000,83.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.4776,1668.7909,4.9839,40.5681,9.1628,31.9981,203.9134,1.5926,8.2357,0.8475,0.0488,-1.6004,-3.0863,0.0000,0.5880,1apv
6.2800,2499.0000,712.0000,756.0000,36.0000,136.0000,41.0000,48.0000,1.0000,635.0000,181.0000,193.0000,11.0000,131.0000,39.0000,39.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.6100,1208.7809,6.1525,12.1731,3.1816,16.3004,85.7009,2.2879,2.9150,0.0000,0.0833,-1.6307,-2.2876,-0.0015,0.4200,1atl
4.0500,5690.0000,1408.0000,1445.0000,57.0000,1131.0000,280.0000,292.0000,12.0000,1229.0000,298.0000,317.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,132.6766,2127.9810,7.3944,52.6299,4.4089,52.8032,469.2914,5.2168,3.9522,0.0000,0.0909,-2.2185,-3.6726,-0.0016,0.4200,1awi
3.1300,1111.0000,275.0000,364.0000,0.0000,128.0000,33.0000,42.0000,0.0000,841.0000,215.0000,274.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.3978,772.9088,3.0302,3.4267,5.1514,4.4362,17.8941,0.0338,0.0000,0.0000,0.1818,-1.0057,-1.3454,0.0000,0.0840,1ax0
3.2000,874.0000,215.0000,282.0000,0.0000,0.0000,0.0000,0.0000,0.0000,831.0000,214.0000,266.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.5700,644.1353,2.6892,0.0000,5.0092,0.3816,4.1378,0.0000,0.0000,0.0000,0.2222,-0.6371,-1.1029,0.0000,0.0420,1axz
7.1200,3310.0000,861.0000,1019.0000,31.0000,1102.0000,288.0000,350.0000,11.0000,904.0000,232.0000,270.0000,8.0000,225.0000,59.0000,65.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,124.0091,1600.4434,7.7154,15.2382,10.4507,10.8645,99.0221,0.7082,0.0000,0.0000,0.0588,-1.3317,-2.8847,-0.0329,0.5880,1b05
6.7000,5536.0000,1445.0000,1685.0000,59.0000,1103.0000,286.0000,345.0000,11.0000,894.0000,232.0000,268.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.5893,2210.0383,9.3702,66.7659,11.7733,14.5514,177.9500,0.8515,0.0000,0.0000,0.0571,-2.6001,-3.8342,-0.0329,0.6300,1b0h
7.3900,2134.0000,656.0000,699.0000,41.0000,280.0000,83.0000,92.0000,5.0000,482.0000,145.0000,155.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.6837,1049.1592,2.1864,24.7329,3.6278,20.8109,164.6353,0.9210,3.9931,0.0000,0.0667,-1.3938,-1.9698,0.0000,0.5880,1b11
7.0300,4740.0000,1261.0000,1472.0000,43.0000,1086.0000,290.0000,346.0000,11.0000,890.0000,234.0000,267.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,157.3138,1991.4779,7.6076,49.5291,10.5728,11.3562,139.0641,0.3044,1.5158,0.0000,0.0541,-2.3106,-3.5367,-0.0450,0.6720,1b1h
4.5400,3747.0000,983.0000,1139.0000,37.0000,1318.0000,350.0000,415.0000,13.0000,909.0000,233.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,131.9947,1767.8455,6.2234,24.3287,11.6643,11.4522,117.6799,0.3794,0.0000,0.0000,0.0526,-2.7247,-2.9846,-0.0473,0.6720,1b2h
7.1000,3755.0000,983.0000,1158.0000,36.0000,1110.0000,285.0000,350.0000,11.0000,903.0000,236.0000,272.0000,8.0000,227.0000,61.0000,67.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.4967,1747.3563,7.2723,20.8687,11.1834,12.5722,116.3112,0.6226,0.0000,0.0000,0.0526,-2.0426,-3.0652,-0.0347,0.7140,1b32
6.6000,1934.0000,483.0000,511.0000,0.0000,1022.0000,258.0000,256.0000,0.0000,2443.0000,611.0000,681.0000,0.0000,0.0000,0.0000,0.0000,0.0000,586.0000,142.0000,163.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.2166,1834.2919,8.5737,0.0000,10.9831,22.9402,138.7695,1.4525,0.0000,0.0000,0.0952,-1.4127,-2.2545,-0.0398,0.5880,1b38
6.8900,3968.0000,1041.0000,1222.0000,41.0000,1549.0000,411.0000,484.0000,16.0000,896.0000,232.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.0086,1894.8679,8.5570,20.5417,11.3861,13.6595,132.9186,0.6540,0.0000,0.0000,0.0571,-2.5157,-3.1968,-0.0369,0.6300,1b3f
6.7000,3949.0000,1032.0000,1212.0000,39.0000,1101.0000,293.0000,347.0000,11.0000,890.0000,231.0000,267.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.4592,1727.1128,7.3400,33.8513,11.0420,14.7256,111.4895,0.5537,0.0000,0.0000,0.0541,-1.9627,-2.9963,-0.0382,0.6300,1b3g
6.2100,4577.0000,1212.0000,1408.0000,46.0000,1097.0000,290.0000,348.0000,11.0000,900.0000,233.0000,271.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,137.3792,1941.9977,6.9893,40.4583,9.9408,12.6006,140.7638,0.6056,0.0000,0.0000,0.0571,-2.4729,-3.1780,-0.0453,0.6300,1b3h
