pbindaff,Hydrophobic,Ent,PDB
3.89,-1.8594,0.3360,1m0q
6.10,-1.8894,0.0000,1m2q
11.15,-2.4940,0.3360,1mq6
4.08,-0.8460,0.1260,1n2v
6.12,-2.2451,0.1680,1nc1
5.23,-1.6908,0.2100,1ndw
6.17,-2.0229,0.2100,1ndy
8.11,-2.9182,0.3780,1ndz
8.89,-2.2130,0.1680,1nfy
5.66,-1.2921,0.3360,1nhu
6.31,-1.4333,0.2520,1nja
3.80,-1.5355,0.2520,1nje
7.66,-2.1538,0.6300,1nny
8.25,-2.7338,0.1260,1nvq
5.92,-0.9890,0.4200,1o0h
7.96,-1.2559,0.0840,1o3f
6.66,-1.0539,0.1680,1o3p
5.82,-2.8107,0.5040,1ols
4.41,-1.8637,0.5040,1olu
6.77,-1.6604,0.0840,1om1
4.89,-1.1952,0.1260,1p1q
3.62,-0.9551,0.0000,1pb9
6.27,-0.9928,0.0000,1pbq
5.80,-2.0083,0.9240,1ppm
3.92,-1.4590,0.0840,1pr5
8.70,-2.2487,0.1260,1pxo
5.40,-1.9409,1.3020,1pz5
7.19,-1.0695,0.2100,1q7a
4.76,-1.1502,0.1260,1q8t
9.52,-2.8625,0.3780,1re8
5.19,-1.3954,0.2520,1rnt
7.70,-1.7944,0.0000,1s39
11.85,-2.9251,0.3780,1sl3
3.90,-2.1349,0.9660,1slg
9.21,-1.6611,0.2100,1sqa
4.74,-0.9102,0.1260,1sv3
6.31,-1.8833,0.1260,1syh
7.30,-2.2880,0.5460,1tmn
4.05,-1.3723,0.1260,1toi
3.39,-1.0999,0.1260,1toj
2.47,-0.6881,0.0000,1tok
5.40,-0.9757,0.2100,1trd
4.96,-1.3919,0.2520,1tsy
7.35,-1.9326,0.1680,1ttm
7.00,-1.1355,0.3360,1tyr
7.80,-0.8229,1.0080,1u1b
1.74,-0.0327,0.0840,1u2y
4.60,-1.8117,0.5880,1u33
1.44,-0.8784,0.1680,1utp
5.97,-1.3923,0.0840,1uwt
3.87,-1.5155,0.5040,1v16
4.73,-1.1634,0.4200,1v2o
7.80,-1.9026,0.2520,1v48
5.60,-0.7990,0.0000,1vfn
7.44,-1.8929,0.1260,1vzq
11.06,-2.0628,0.2520,1x1z
7.92,-2.3093,0.9660,1xd1
6.00,-0.7599,0.1260,1xgj
1.82,-1.3388,0.0420,1y1m
11.70,-2.5699,0.2100,1y6q
7.32,-1.9811,0.3360,1ydt
3.22,-0.9318,0.2520,1zc9
7.40,-1.7692,0.0000,1zoe
6.15,-1.7354,0.3360,1zs0
9.22,-1.9217,0.3360,1zvx
7.73,-1.9865,0.2520,2aou
7.04,-0.9826,0.0420,2aov
9.29,-4.2722,0.5040,2ayr
3.64,-1.6378,0.2100,2azr
5.74,-2.6350,0.0840,2b1v
8.70,-1.8490,0.2940,2b7d
8.40,-3.2674,0.1260,2baj
7.43,-3.1608,0.5460,2bak
6.55,-1.5766,0.2100,2bok
4.86,-1.6595,0.2100,2brb
5.89,-1.7328,0.2100,2brm
7.09,-2.0890,0.5040,2bz6
6.43,-0.5558,1.1760,2bzz
4.04,-0.6752,0.4200,2c02
7.28,-1.3400,0.0420,2ceq
9.22,-1.0531,0.1680,2cer
8.02,-1.7343,0.1680,2cet
7.28,-1.8096,0.4200,2cgr
3.89,-1.4925,0.1260,2ctc
5.02,-1.9866,0.3780,2d0k
7.70,-1.9756,0.7980,2d1o
6.92,-1.9950,0.1680,2d3u
6.64,-2.0051,0.1260,2d3z
9.89,-2.4591,0.3780,2drc
7.40,-1.5724,1.1340,2er9
13.00,-1.9218,0.2100,2f01
8.18,-2.6120,0.5880,2f80
6.24,-2.2969,0.0840,2fai
7.59,-2.5813,0.5880,2fdp
5.74,-1.8699,0.0420,2flb
2.70,-0.4906,0.2940,2fzc
8.49,-2.7141,0.0420,2g5u
3.99,-0.7265,0.1680,2g8r
9.52,-2.9637,0.8820,2g94
4.94,-0.7906,0.2940,2gss
5.70,-0.9001,0.2520,2h3e
1.40,-0.3048,0.0000,2hdq
12.10,-2.3610,0.6300,2i0d
4.89,-1.4051,0.0420,2j77
6.42,-1.4541,0.0420,2j78
2.74,-0.3431,0.2100,2qwb
4.85,-0.5581,0.1680,2qwd
7.48,-1.1766,0.2520,2qwe
3.90,-1.0163,0.4620,2rkm
9.85,-2.4285,0.1680,2std
6.51,-1.6270,0.3780,2usn
5.82,-1.5947,0.9240,3gss
2.00,-1.2902,0.0840,3pce
5.40,-1.1676,0.0000,3pch
7.22,-1.1212,0.0000,3pcj
11.11,-3.3595,0.2940,3std
9.30,-1.9868,0.9240,4er2
2.16,-1.1941,0.2520,4tim
3.72,-0.9194,0.1260,4tln
10.17,-2.4356,0.6720,4tmn
6.02,-1.7408,0.7560,5er1
2.37,-1.0720,0.2520,6rnt
8.64,-3.0257,0.1680,6std
13.96,-2.6611,0.7980,7cpa
9.15,-2.2417,0.6300,8cpa
