pbindaff,Hydrophobic,Ent,PDB
5.70,-0.9054,0.2520,2h3e
5.74,-2.6411,0.0840,2b1v
5.74,-1.5161,0.3360,2pgz
5.77,-1.4203,0.0420,1o5b
5.79,-1.6774,0.2100,2y5h
5.85,-1.3046,0.2520,3ehy
5.96,-1.6438,0.6300,1b9j
6.00,-2.5686,0.6720,1jq8
6.00,-0.7599,0.1260,1xgj
6.00,-1.2672,0.1260,3l4w
6.00,-2.2772,0.3780,3nex
6.02,-1.9313,0.1260,3f3c
6.03,-2.7912,0.5040,1os0
6.12,-2.2398,0.1680,1nc1
6.14,-1.7366,0.2520,3kme
6.16,-3.1519,0.6300,2i4j
6.17,-1.2784,0.1260,1yc1
6.27,-0.9928,0.0000,1pbq
6.27,-1.4061,0.1260,3bfu
6.28,-2.0894,0.4620,1w3l
6.35,-2.1194,0.5880,3ckp
6.39,-0.7534,0.2520,1lol
6.40,-0.5822,0.0420,2g9q
6.42,-1.4546,0.0420,2j78
6.46,-1.2279,0.0000,1r5y
6.52,-1.5611,0.6300,1g74
6.54,-1.6635,0.1680,3jvs
6.57,-3.2946,1.2600,5er2
6.62,-2.2718,0.2100,2zb0
6.68,-0.9959,0.3780,3ie3
6.74,-1.1711,0.5040,2x91
6.82,-1.5540,0.2100,2rfh
6.85,-1.4280,0.5460,3s8o
6.87,-1.8998,0.4200,2zcr
6.88,-2.2629,0.3360,3oe5
6.90,-2.6967,0.3780,3cow
6.90,-1.9159,0.1680,3gbb
6.92,-1.5465,0.5880,1b39
6.92,-1.8541,0.2100,1swr
6.92,-1.9535,0.1680,2d3u
7.00,-1.6739,0.0000,1fki
7.20,-1.3414,0.1260,2pow
7.22,-1.1287,0.0000,3pcj
7.28,-1.9792,0.3780,1kel
7.28,-1.8477,0.4200,2cgr
7.30,-1.7104,0.0840,2vvn
7.31,-1.5988,0.2940,3mxf
7.32,-3.2969,0.2940,1xh6
7.32,-0.8756,0.1680,3kv2
7.37,-2.4811,0.2520,2y71
7.38,-2.3643,0.9240,1bxq
7.48,-1.2393,0.2520,2qwe
7.52,-1.6051,0.3780,3l4u
7.57,-1.3165,0.2520,1d09
7.61,-1.5590,0.1260,1ftm
7.64,-1.5639,0.0840,1c1v
7.64,-2.4443,0.5880,3sjf
7.68,-0.8879,0.2940,2arm
7.70,-1.0967,0.0000,2zjw
7.70,-1.5847,0.1260,3f3e
7.74,-2.0802,0.3360,1txr
7.79,-1.1405,0.0420,2zwz
7.80,-0.8229,1.0080,1u1b
7.80,-1.9026,0.2520,1v48
7.96,-1.1550,0.0840,1o3f
7.96,-2.7100,0.1680,2qe4
8.00,-1.9445,0.3780,3b92
8.00,-3.3403,0.5460,3cyx
8.02,-2.4828,0.6720,1b7h
8.02,-1.7956,0.1680,2cet
8.11,-3.1889,0.5880,2pq9
8.25,-2.6173,0.1260,1nvq
8.35,-2.7286,0.6300,1h23
8.40,-2.4609,0.4620,2qbp
8.43,-2.4034,0.2940,2xbv
8.49,-2.6210,0.0420,2g5u
8.52,-1.2520,0.1680,2wn9
8.57,-1.3183,0.1680,3ejr
8.63,-1.4095,0.2100,3f17
8.70,-2.5003,1.0500,1jyq
8.70,-2.5748,0.4200,2nnq
8.70,-2.0629,0.2100,3ge7
8.82,-1.4204,0.4200,2zcq
8.85,-2.7187,0.2100,3e93
8.87,-1.4543,1.4700,2xej
8.96,-0.9741,0.1260,1j37
9.00,-2.7131,0.5460,2p4y
9.00,-2.5011,0.2520,3nw9
9.10,-2.1020,0.2940,3gnw
9.21,-1.6899,0.2100,1sqa
9.30,-2.1490,0.2100,3fv1
9.30,-1.8227,0.9240,4er2
9.46,-3.1116,0.0840,2yki
9.52,-2.8528,0.3780,1re8
9.52,-2.9331,0.8820,2g94
9.52,-3.0927,0.1260,3g0w
9.70,-2.2558,0.3780,1fkb
9.74,-2.4816,0.4200,3e8r
9.76,-2.4578,0.1260,3pe2
9.85,-1.3505,0.2100,3rdo
9.89,-1.9668,0.0420,1e66
9.96,-2.1192,0.3780,2xmy
10.00,-2.3502,0.4620,1bxo
10.00,-2.0616,0.2100,1igj
10.17,-2.6670,0.6720,4tmn
10.30,-3.1160,0.1260,2p15
10.52,-1.7059,0.2520,1if7
10.60,-1.7183,0.1680,2zx6
10.64,-1.2516,0.0840,1b8o
10.70,-2.6223,1.4700,2xeg
11.06,-2.0381,0.2520,1x1z
11.15,-2.4459,0.2940,1mq6
11.33,-2.6776,0.0420,2x00
11.52,-2.2343,0.6300,6cpa
11.70,-2.6093,0.2100,1y6q
11.72,-3.2387,1.2180,2i4x
11.85,-2.9183,0.3360,1sl3
