pbindaff,Hydrophobic,Ent,PDB
2.89,-0.8618,0.2520,1iih
2.89,-0.7236,0.0840,1ugp
2.89,-0.6804,0.2940,2wpb
2.89,-0.4317,0.3360,2wtx
2.89,-0.5813,0.0840,3g31
2.90,-2.0855,0.5040,3c2u
2.92,-1.0886,0.2100,2fw6
2.92,-1.1954,0.2100,2fwp
2.92,-1.1899,0.2940,3k8c
2.93,-0.6883,0.0420,1tng
2.94,-0.6745,0.0840,2vmc
2.96,-1.6475,0.3780,2w8j
2.96,-0.7429,0.0000,2br6
2.96,-0.8995,0.1260,1f4e
2.96,-0.1167,0.0840,3g34
2.97,-2.7487,0.3360,2hw2
2.98,-0.9134,0.4620,3ckb
2.98,-0.6843,0.4200,3djq
3.00,-0.9745,0.1260,1ws4
3.00,-0.6205,0.0000,3ime
3.00,-0.4953,0.0420,2q8h
3.00,-1.1327,0.0840,2v3u
3.00,-2.0049,0.2100,1ecq
3.00,0.1917,0.1680,1hqg
3.00,-0.6979,0.2100,2rka
3.01,-0.9642,0.0840,1utm
3.02,-0.7311,0.1260,2vmd
3.03,-1.0284,0.1260,1ws5
3.03,-0.7610,0.0000,1ogd
3.03,-0.7435,0.0840,2ha3
3.04,-1.6303,0.4200,3t1m
3.05,-1.9396,0.2940,1uj5
3.05,-1.8509,0.3360,1uj6
3.05,-1.2677,0.3360,1f74
3.06,-1.4217,0.5460,2jfh
3.07,-0.6456,0.0000,3mof
3.09,-0.8337,0.0420,1ugw
3.10,-0.5403,0.0840,3buf
3.10,-1.3785,0.2100,3f78
3.10,-1.7033,0.1680,1ec9
3.10,-0.8586,0.0000,1pu7
3.10,-0.8820,0.0000,1pu8
3.11,-0.9481,0.0000,3c2r
3.13,-1.0076,0.0840,1ax0
3.14,-2.2572,0.2520,2ya7
3.15,-1.1259,0.0420,1e6q
3.16,-1.1653,0.0840,3f34
3.16,-1.3824,0.0840,3f35
3.18,-0.8039,0.1260,3bug
3.18,-3.0081,0.6300,1ro7
3.19,-0.3024,0.4200,3dxh
3.20,-0.6495,0.0420,1axz
3.21,-0.6107,0.3360,1s5z
3.22,-1.1710,0.1260,1tog
3.22,-0.9767,0.2520,1zc9
3.22,-1.4752,0.1260,1br6
3.22,-1.3033,0.0420,1e6s
3.22,-0.4868,0.0420,1ew9
3.22,-1.3517,0.5460,1k1y
3.22,0.0616,0.0000,2ri9
3.22,-1.1686,0.0000,2uy3
3.23,-1.1209,0.2100,1px4
3.24,-0.6956,0.0420,3qfz
3.25,-2.8081,0.4200,3ta1
3.25,-0.9605,0.0000,1v2j
3.26,-0.2299,0.5040,3t1l
3.26,-1.6234,0.0840,5yas
3.27,-2.2447,0.3780,3ioe
3.28,-0.8851,0.2520,3d52
3.28,-1.5251,0.4200,3tfu
3.30,-1.5298,0.0840,3n1v
3.30,-0.6353,0.0420,3hcm
3.30,-0.5944,0.2100,1phw
3.30,-1.0002,0.2100,1tpw
3.30,-0.8999,0.1680,2vw2
3.30,-1.7658,0.6300,3aaq
3.31,-2.1022,0.2940,1pzp
3.32,-1.4079,0.0000,2wk6
3.32,-1.2137,0.1680,1pzo
3.33,-1.3569,0.5880,1jlr
3.33,-1.3250,0.0840,2pnc
3.34,-1.5815,0.0840,3f33
3.34,-0.7754,0.3360,2xoi
3.35,-0.9304,0.0000,3c2o
3.36,-1.8730,0.3780,2vc7
3.37,-0.9084,0.0840,3n35
3.37,-0.7784,0.0420,1tnh
3.37,-0.1044,0.1260,3d8z
3.37,-0.9669,0.0000,1v2u
3.38,-1.5572,0.2520,2fzg
3.39,-1.0999,0.1260,1toj
3.40,-1.1680,0.0000,1l83
3.40,-1.6918,0.5880,1m83
3.40,-1.0552,0.0000,220l
3.40,-1.4930,0.0000,223l
3.40,-2.9718,0.8400,1ikt
3.40,-1.2890,0.8820,3jzh
3.40,-2.7820,0.5040,1bxr
3.40,-1.0866,0.3360,2vvp
3.40,-0.1287,0.1260,3d8y
3.40,-0.7636,0.1680,1f8d
3.40,-1.0109,0.1260,1jt1
3.40,-1.2148,0.0420,1uz4
3.41,-0.9392,0.2100,2v2c
3.42,-0.5795,0.2520,2w08
3.42,-1.4728,0.0840,3iob
3.42,-0.6605,0.2520,2qtn
3.42,-1.1686,0.1680,2sim
3.43,-1.9199,0.0840,3axz
3.43,-0.9024,0.3360,2xog
3.45,-1.7605,0.6300,3nik
3.46,-0.7985,0.2100,1moq
3.46,-1.2915,0.2100,3muz
3.47,-2.6551,0.5880,3ta0
3.48,-0.8663,0.2940,2p3i
3.48,-0.5394,1.0080,3gx0
3.49,-1.0942,0.0420,1utn
3.49,-0.8617,0.2520,1gzc
3.49,-1.0551,0.0000,1c5o
3.51,-1.4155,0.4200,1gz9
3.51,-1.4916,0.5880,2r0h
3.52,-2.6081,0.3780,3lcu
3.52,-0.7753,0.2100,2j27
3.52,-1.3559,0.1680,2vw1
3.52,-0.3340,0.1260,3mfw
3.54,-1.5956,0.5880,1vjd
3.54,-1.9618,0.7980,3obq
3.55,-2.3569,0.4620,2cle
3.55,-0.8539,0.4200,1v2r
3.55,-0.4942,0.1680,2qwc
3.56,-0.9308,0.3360,2hrm
3.57,-1.2820,0.2940,1h46
3.57,-0.8591,0.1680,3ff3
3.58,-1.0440,0.5880,1vjc
3.58,-1.2223,0.0000,3dx1
3.59,-1.1959,0.0000,1nli
3.59,-0.5330,0.2520,2nn8
3.59,-1.8264,0.2520,2gsu
3.60,-0.1073,0.2940,2qpu
3.60,-1.1143,0.4620,3m3o
3.60,-0.8906,0.1260,1d7i
3.60,-0.5586,0.0420,2xdk
3.60,-1.0389,0.5460,3afk
3.60,-1.6357,1.1340,2wp1
3.60,-1.0364,0.2520,2fzk
3.60,-0.5305,0.2100,3b3x
3.60,-1.6036,0.2100,3g0i
3.60,-0.9906,0.1680,3jdw
3.61,-1.2729,0.1260,3sk2
3.61,-2.7173,0.5460,3jzj
3.62,-0.9507,0.0000,1pb9
3.64,-0.9724,0.0420,1gyy
3.64,-1.6338,0.2100,2azr
3.64,-1.2494,0.0420,2rk8
3.66,-1.0279,0.4200,2qv7
3.66,-1.0820,0.1260,3buh
3.66,-1.0363,0.4200,3oy8
3.68,-0.9057,0.1260,3isj
3.68,-2.6599,0.3780,3ioc
3.68,-1.1635,0.0000,1c3x
3.69,-2.2324,0.0420,3clp
3.69,-1.4201,0.0840,2a8g
3.69,0.2195,0.1260,3d7b
3.70,-0.7645,0.0840,1bcj
3.70,-0.4900,0.0840,3l59
3.70,-2.2137,0.5880,1gz3
3.70,-1.7403,0.5880,1gz4
3.70,-0.6556,0.2100,1pdz
3.70,-1.2301,0.2100,1wht
3.70,-1.6708,0.4620,2bvr
3.70,-0.9760,0.0000,2fx6
3.71,-0.8034,0.2520,2vfk
3.71,-0.8361,0.2100,3fj7
3.71,-0.2760,0.1260,3g32
3.72,-1.5457,0.0840,1ai5
3.72,-0.5925,0.2100,1grp
3.72,-2.1525,0.2520,3f5l
3.72,-1.4634,0.6300,2am4
3.72,-0.8108,0.1260,4tln
3.73,-0.9649,0.2520,3fjg
3.74,-1.6606,0.1260,2wq5
3.74,-0.5562,0.0000,1f5k
3.75,-1.4644,0.5040,2iyf
3.75,-0.9541,0.2100,2pyi
3.75,-0.3147,0.1260,3d6p
3.76,-0.1127,0.1260,3d6q
3.76,-1.2777,0.0420,2x09
3.77,-1.6036,0.0420,3ao2
3.77,-0.5147,0.2520,2y9g
3.77,-2.0727,0.4200,1kui
3.78,-1.9260,0.3360,3nq3
3.79,-1.0534,0.2520,2clk
3.80,-1.2016,0.0000,1li6
3.80,-1.5355,0.2520,1nje
3.80,-1.9962,0.3780,1kug
3.80,-1.2321,0.2100,2hb1
3.81,-1.1139,0.1680,2hu6
3.81,-0.9591,0.0000,3ai8
3.82,-3.7703,1.3020,1hn4
3.82,-1.0697,0.1260,3g2h
3.83,-1.2128,0.5880,1r0x
3.84,-0.7463,0.0420,1utj
3.84,-0.5796,0.4200,3lzz
3.84,-0.8518,0.0000,1j16
3.85,-1.5525,0.0420,3mv0
3.85,-1.1469,0.1680,1n1t
3.85,-0.6847,0.0420,2wzs
3.86,-1.3339,0.1680,3lbz
3.87,-1.6241,0.5040,1v16
3.87,-1.6276,0.3780,1aj7
3.87,-1.2968,0.1260,3g2l
3.89,-2.3444,1.0500,3obx
3.89,-1.8594,0.3360,1m0q
3.89,-1.5439,0.1260,2ctc
3.89,-3.5477,0.6720,3iae
3.90,-0.0424,0.0840,1avn
3.90,-2.2319,0.9660,1slg
3.90,-0.9173,0.4200,2vhj
3.90,-1.5868,0.1260,2vuk
3.90,-0.9633,0.1260,2wor
3.90,-1.2887,0.1260,2wos
3.90,-1.4551,0.3360,2gvv
3.90,-0.3581,0.1260,2qw1
3.90,-1.4966,0.4620,2xpc
3.91,0.3150,0.1680,3l5b
3.91,-2.0700,0.4620,1kuk
3.92,-1.4590,0.0840,1pr5
3.93,-1.3230,0.0840,2a5b
3.93,-0.9457,0.5880,2cbz
3.93,-1.7252,0.9660,1h5v
3.94,-1.7452,0.5040,1v1m
3.94,-0.2870,0.2520,1z3t
3.94,-1.0218,0.1680,2v3d
3.95,-4.5308,0.6720,3fsj
3.95,-2.4561,1.2180,3kze
3.96,-1.2495,0.3360,1x9d
3.96,-1.7529,0.2940,3gt9
3.96,-1.2559,0.2940,1mrs
3.96,-0.6076,0.0000,2fpz
3.98,-1.9347,0.5040,1v11
3.98,-1.4678,0.1260,3b3c
3.99,-0.6743,0.1680,2g8r
4.00,-1.7729,0.5040,3a1c
4.00,-1.2242,0.0000,1lgw
4.00,-0.6902,0.0000,2buv
4.00,-1.4388,0.2520,2rin
4.00,-0.9732,0.2940,2whp
4.00,-0.9360,0.3360,3ijh
4.00,-1.1135,0.1680,1tni
4.00,-0.8696,0.5880,1wc1
4.00,-1.1477,0.2520,2ot1
4.00,-0.9484,0.7560,1e5j
4.00,-1.7857,0.2100,1nu3
4.00,-0.6151,0.0840,2qrl
4.00,-0.9499,0.0420,3m8t
4.01,-4.1484,0.6720,3fzn
4.01,-0.9953,0.4200,1v2w
4.01,-0.7170,0.0000,1c5z
4.02,-1.0481,0.0420,2wvz
4.03,-1.5442,0.2520,3nq9
4.03,-1.5912,0.2520,3bxh
4.03,-1.2073,0.0840,2qrm
4.03,-1.5614,0.2520,2q8m
4.04,-1.0953,0.0000,1li2
4.04,-0.4859,0.4200,1hi5
4.04,-0.6907,0.4200,2c02
4.05,-1.3723,0.1260,1toi
4.05,-1.0323,0.5880,3qx9
4.05,-1.3697,0.3780,1r4w
4.05,-1.7064,0.0000,3n8k
4.05,-1.1150,0.3360,1tuf
4.05,-0.5797,0.0000,2rk7
4.05,-1.3504,0.1680,3fjz
4.06,-0.9540,0.4620,3m3c
4.06,-1.8775,0.3360,2clh
4.06,-1.6089,0.2520,8a3h
4.07,-1.1660,0.1680,1hyo
4.07,-1.1122,0.2100,2v2v
4.08,-0.9823,0.0840,2rke
4.08,-1.2452,0.4620,3kwa
4.09,-2.9149,1.3440,2v88
4.09,-1.1492,0.0000,1ai7
4.09,-1.1936,0.1260,3g2n
4.09,-0.5930,0.2520,1o0n
4.10,-1.3887,0.0840,1odj
4.10,-1.0362,0.2100,3gk1
4.10,-2.9521,0.3780,3iod
4.10,-0.9344,0.0420,1c5t
4.10,-2.1873,0.9660,2bvs
4.11,-0.9838,0.2520,1p19
4.11,-0.6834,0.2520,1z3v
4.11,-0.8440,0.2520,3oyw
4.11,-0.2331,0.1260,3d6o
4.12,-1.0930,0.4200,3a1d
4.12,-1.7716,0.3780,3ivc
4.12,-0.8788,0.0840,3mam
4.12,-1.5289,0.0840,3mkn
4.13,-0.9128,0.4200,1v2q
4.14,-0.6083,0.4200,3t4n
4.15,-1.4165,0.5880,2vt3
4.15,-1.1818,0.3780,3c8e
4.15,-0.5792,0.2100,3a9i
4.15,-0.9703,0.1260,1m2x
4.15,-1.0990,0.1260,1q91
4.15,-0.7149,0.0840,2toh
4.15,-1.0320,0.0420,3d51
4.15,-1.0314,0.2520,2v2q
4.16,-1.3312,0.4620,3d3x
4.17,-1.0402,0.0000,1v2s
4.18,-1.6005,0.1680,3q2j
4.18,-1.5859,0.1680,2qfu
4.19,-1.3385,0.5040,3cr5
4.19,0.3138,0.4200,1hi3
4.19,-1.2829,0.1260,3b3w
4.20,-0.6410,0.8820,2r2b
4.20,-0.3728,0.2520,3djp
4.20,-1.3158,0.0420,1c5y
4.20,-1.6364,0.0000,1c87
4.20,-1.6942,0.0000,1ghw
4.21,-1.3272,0.2520,1qk4
4.21,-1.5054,0.7980,1yon
4.21,-1.6031,0.0840,1odi
4.22,-0.9579,0.2520,1pzi
4.22,-1.1861,0.8400,3kyq
4.22,-1.2673,0.2520,1ua4
4.22,-1.0151,0.2100,1kv5
4.22,-0.6888,0.2520,1t5f
4.23,-0.9718,0.1680,3zqe
4.23,-1.2200,0.0000,2jkp
4.23,-1.2473,0.0420,2jke
4.24,-1.4230,0.0000,3h78
4.24,-1.2842,0.2940,2bes
4.25,-1.1474,0.0000,1li3
4.26,-0.4645,0.0000,3lk1
4.26,-0.9213,0.2520,3tdh
4.26,-1.0481,0.2520,2qrk
4.27,-0.8344,0.0840,3ijg
4.27,-1.2507,0.2940,1m5w
4.28,-0.4776,0.0420,2vzr
4.28,-2.0772,0.1680,3jrs
4.28,-2.1940,0.6720,3f5j
4.28,-1.9571,0.2940,3gta
4.29,-1.8951,0.2100,2wuf
4.29,-2.1976,0.0840,1e2l
4.29,-1.1375,0.0000,1v2l
4.30,-0.6461,0.2520,1det
4.30,-1.7408,0.5040,2cli
4.30,-2.8783,1.1760,2q7y
4.30,-2.0098,0.3360,3ivg
4.30,-1.9938,1.0080,3obu
4.30,-1.0601,0.2100,1amk
4.30,-0.9870,0.0840,3moe
4.31,-2.0364,0.2520,2tpi
4.31,-1.2285,0.0840,1ajq
4.32,-0.7532,0.2520,4rsk
4.32,-0.7385,0.6300,2ha6
4.32,-1.6273,0.0840,2qtt
4.33,-2.3722,0.5040,1olx
4.34,-1.3061,0.1680,1e3v
4.34,-1.2281,0.2520,2ha5
4.34,-0.8192,0.2520,1z6s
4.35,-1.5888,0.4620,3feg
4.35,-1.2608,0.0000,1ghv
4.35,-0.7942,0.2520,1yfz
4.36,0.2860,0.1260,2ez7
4.36,-0.6248,0.0000,1we2
4.36,-1.7644,0.3360,1dy4
4.37,-0.8840,0.1260,2jdy
4.37,-1.2716,0.1260,1td7
4.37,-2.2802,0.3780,2zif
4.38,-0.6718,0.1680,3b24
4.38,-1.8505,0.8400,1bhf
4.38,-0.7348,0.1260,3guz
4.39,-1.3472,0.1260,2hjb
4.39,-0.6976,0.2520,3djo
4.39,-3.1619,1.2600,2avq
4.40,-2.2222,0.7980,2i2e
7.40,-1.9643,0.5880,2xtn
4.40,-1.5630,0.7560,3jzg
4.40,-1.0165,0.0000,1p57
4.40,-1.2164,0.0420,2pwd
4.41,-1.2614,0.6720,3iqi
4.41,-1.2128,0.0420,3rsx
4.41,-1.8573,0.5040,1olu
4.41,-0.7882,0.0840,1no6
4.41,-1.8340,0.1680,2csn
4.42,-0.2001,0.5460,3dri
4.42,-1.9261,0.3360,1tjp
4.43,-0.7572,0.2100,3kqr
4.43,-1.1104,0.4620,3m3e
4.43,-0.9197,0.5880,2we3
4.43,-1.3686,0.3360,2wyf
4.43,-0.7670,0.1260,3pxf
4.43,-1.5843,0.1260,3pxq
4.44,-2.4227,0.2100,3pd3
4.44,-0.7717,0.4200,3okc
4.44,-2.3387,0.7980,2amt
4.46,-2.8121,1.5120,2v86
4.46,-1.7187,0.5880,1wvc
4.47,-3.5678,1.7220,2v83
4.47,-1.6195,0.2100,2r2w
4.47,-1.1869,0.3360,3hl5
4.48,-1.6630,0.3780,2ogy
4.48,-2.2896,0.1680,3pd4
4.48,-1.5483,0.3360,1jaq
4.48,-2.5701,0.3780,1qan
4.48,-0.2683,0.0420,3t01
4.49,-1.6411,0.4200,1o7o
4.49,-3.2609,1.5540,3f9y
4.49,-0.8403,0.1260,3kmy
4.49,-0.8384,0.0000,1j14
4.49,-1.2275,0.4200,1hi4
4.49,-1.2564,0.0420,3hl8
4.50,-2.0283,0.1260,3n7h
4.50,-1.5913,0.1680,3sw8
4.50,-0.7109,0.0000,2eg8
4.51,-0.3633,0.1260,2r1y
4.51,-0.8317,0.0000,1gi7
4.51,-0.8837,0.2100,3aas
4.52,-1.0562,0.0840,3r6u
4.52,-0.7680,0.1260,2a4m
4.52,-1.5559,0.0420,2ra6
4.52,-4.4304,1.3440,3bzf
4.52,-1.0008,0.0000,3gy7
4.52,-2.0131,0.0840,1ctt
4.52,-1.1514,0.0420,1gu1
4.52,-2.0481,1.1760,1mrn
4.52,-1.0805,0.2100,1z4n
4.52,-1.2233,0.2100,1z4o
4.52,-1.9247,0.5460,2wm0
4.54,-1.9935,0.6300,1szd
4.54,-1.2821,0.4200,1amw
4.54,-2.6915,0.6720,1b2h
4.54,-1.1422,0.0420,1oko
4.54,-1.3719,0.2100,1lyx
4.54,-0.8827,0.5880,2w5i
4.54,-2.2162,0.2520,2zz1
4.55,-2.5440,0.9660,1utc
4.55,-2.9784,0.5880,3b2q
4.55,-2.3646,0.3780,3p8p
4.55,-0.9798,0.0840,3ppq
4.55,-0.7132,0.2520,3djv
4.57,-1.7266,0.0840,1w2g
4.57,-1.1476,0.1260,3n8n
4.59,-0.9945,0.4620,3iqh
4.59,-1.3438,0.0420,1fj4
4.59,-2.0297,0.1260,3f3t
4.59,-2.5206,0.6300,2ihj
4.59,-2.4885,0.5040,1bma
4.59,-0.8696,0.1260,1l2s
4.59,-1.4465,0.0840,2jiw
4.59,-1.1763,0.2100,3hp9
4.60,-1.1887,0.6300,3iqg
4.60,-2.2234,0.6720,2fsv
4.60,-1.4540,0.1680,2pyy
4.60,-1.8660,0.0420,2vba
4.60,-1.2905,0.0420,2vb8
4.60,-3.2080,0.6720,3d7k
4.60,-0.9854,0.0420,3r82
4.60,-0.9893,0.1680,1pa9
4.60,-1.1780,0.0420,1tx7
4.60,-1.9208,0.5460,1u33
4.60,-0.4093,0.0000,1upf
4.60,-1.9292,0.4200,2v54
4.60,-1.5306,0.2940,2wlz
4.60,-2.3651,0.1260,2x0y
4.61,-2.8298,0.4200,2yga
4.61,-1.5114,0.0420,3lgs
4.61,-0.4814,0.2100,2bo4
4.62,-0.6517,0.0000,1ofz
4.62,-1.5221,0.0840,2a5c
4.62,-2.2378,0.8820,3f5k
4.62,-0.6128,0.3780,1f4f
4.62,-1.5608,0.2940,2f6t
4.62,-1.7693,0.0840,2xm2
4.65,-0.2298,0.0420,2w87
4.66,-1.4667,0.3780,2ca8
4.66,-1.0836,0.6300,2ha2
4.66,-1.3693,0.3360,3mss
4.66,-1.5137,0.0840,1bzj
4.66,-0.8835,0.0000,1h4w
4.66,-0.7735,0.0840,1m1b
4.66,-1.2142,0.2100,3ddf
4.68,-0.7323,0.0420,1xge
4.68,-1.7221,0.2520,2nsl
4.68,-1.2359,0.0840,3g35
4.68,-0.6920,0.0000,1c5p
4.68,-2.4684,0.3780,1wn6
4.68,-0.8703,0.0420,2uy4
4.69,-1.5681,0.4200,2rio
4.70,-0.5110,0.1680,2cex
4.70,-0.9230,0.0000,2j9n
4.70,-0.8959,0.0420,2qfo
4.70,-0.7148,0.2520,3k5i
4.70,-0.8917,0.2100,3kiv
4.70,-0.9707,0.0000,3nkk
4.70,-1.9825,0.4200,2i2c
4.70,-1.2081,0.0420,1c5n
4.70,-1.3632,0.0000,1c86
4.70,-1.2748,0.1260,2dw7
4.70,-0.8630,0.1260,2fu8
4.71,-0.6106,0.7140,3ny3
4.71,-1.0091,0.4200,1v2t
4.71,-1.3947,0.0840,2qrh
4.72,-1.9121,0.4200,3cpj
4.72,-0.9293,0.4200,3okp
4.72,-1.1439,1.0920,3omg
4.72,-0.3531,0.1680,2o1c
4.72,-1.2083,0.0840,3b9g
4.72,-1.4495,0.1260,3f6g
4.73,-1.1325,0.4200,1v2o
4.74,-2.0708,0.7560,2ov4
4.74,-0.3168,0.0420,2uxu
4.74,-2.3622,0.5880,3dnt
4.74,-2.4281,0.1260,3f3u
4.74,-3.2250,0.3780,3lcv
4.74,-0.9755,0.0000,1ce5
4.74,-0.9591,0.2520,1w4p
4.74,-1.7209,0.4200,2e2p
4.75,-2.2037,0.7140,3nim
4.75,-0.9513,0.1260,3g2j
4.76,-1.3055,0.0420,3o5n
4.77,-1.5134,1.1340,3iqu
4.77,-1.3774,0.0840,2b4l
4.77,-0.7220,0.0840,3rm9
4.77,-0.5550,0.1260,2afw
4.77,-0.6757,0.0000,2dua
4.77,-1.2956,0.3780,3d50
4.79,-1.8758,0.2520,2nsj
4.79,-1.2201,0.1260,3g2k
4.79,-0.3042,0.3360,3eb1
4.79,-1.1464,0.0000,1oss
4.80,-0.8834,0.5880,3bpc
4.80,-1.2951,0.0840,1bju
4.80,-0.8039,0.0000,1ghz
4.80,-1.4588,0.0420,2nta
4.80,-1.1870,0.0840,3dnd
4.82,-2.3255,1.1760,2xqq
4.82,-0.8110,0.6300,1y3p
4.82,-1.4934,0.0840,2gl0
4.82,-2.4850,0.7980,2gzl
4.82,-1.3781,0.4200,2hr6
4.82,-1.3326,0.4620,3kmx
4.82,-0.5793,0.2520,3lxo
4.82,-2.0715,0.2520,1aid
4.82,-1.3483,0.4200,1dud
4.82,-0.6069,0.1680,1f8e
4.82,-1.7031,0.0420,1v1j
4.82,-1.2112,0.1680,1xff
4.82,-1.1437,0.0000,2pwg
4.82,-1.1789,0.2100,2ypi
4.83,-1.6165,0.4200,3a1s
4.83,-1.5453,0.4200,3a1t
4.85,-0.8533,0.2100,3ru1
4.85,-1.8000,0.4200,1vkj
4.85,-1.4416,0.2520,2j4k
4.85,-1.6695,0.1260,2w4x
4.85,-1.1389,0.2520,3f70
4.85,-0.6351,0.2100,3qnd
4.85,-1.2557,0.0420,1c83
4.85,-1.6991,0.0420,1ecv
4.85,-2.3797,0.3360,1n51
4.85,-1.8924,0.9240,1qji
4.85,-1.1591,0.1260,1xgi
4.85,-0.4947,0.2100,2r9x
4.85,-0.6085,0.0000,2ww2
4.85,-1.7719,0.3360,3ohi
4.86,-1.0898,0.1260,3g2i
4.87,-2.6073,0.3360,3iw8
4.88,-1.9046,0.5040,3exh
4.88,-0.9241,0.2100,3lp4
4.88,-2.3218,0.0840,3pju
4.89,-1.3854,0.6300,3juk
4.89,-3.3253,1.0080,3m8u
4.89,-2.4315,0.2520,3njq
4.89,-3.9085,1.3440,2aoc
4.89,-1.3555,0.1260,2vo5
4.90,-1.4217,0.0420,3cf8
4.91,-1.4016,1.2180,3rdv
4.91,-1.5509,0.6720,3te5
4.91,-1.0972,0.0840,3juq
4.92,-0.7119,0.0840,2haw
4.92,-1.9538,0.3360,1bzc
4.92,-1.6486,0.2100,1e1v
4.92,-1.1251,0.2100,1h1p
4.92,-1.2794,0.4200,1jqy
4.92,-0.4500,0.6720,3eax
4.93,-2.5578,1.1340,3iqj
4.93,-1.6179,0.0000,2y7k
4.94,-2.6045,1.1760,2vpe
4.94,-0.6592,0.0420,2vo4
4.94,-1.2974,0.1260,4ts1
4.94,-2.0005,0.0840,1e2k
4.95,-1.3389,0.6720,1jn4
4.95,-1.2107,0.6300,2x95
4.96,-1.7732,0.2100,3bxg
4.96,-1.3919,0.2520,1tsy
4.96,-0.9420,0.2100,1cea
4.96,-1.5993,0.4200,1dar
4.96,-1.7971,0.9660,1elr
4.96,-1.8681,0.5460,1uz8
4.96,-2.4503,0.1680,1o5g
4.96,-0.9847,0.0420,2vjx
4.96,-1.3799,0.0420,2w67
4.96,-2.6771,0.3360,3lbj
4.96,-2.1374,0.1680,3n87
4.98,-0.4246,0.2100,2w47
4.99,-1.7987,0.1680,3hrf
5.00,-2.7800,1.1340,3dvp
5.00,-2.5785,0.7560,3k02
5.00,-2.1774,0.4200,1byk
5.00,-2.2740,0.1680,1ql7
5.00,-1.2163,0.1680,1sbr
5.00,-1.3136,0.9660,1sts
5.00,-2.8410,0.2940,2oiq
5.00,-0.9091,0.2100,2vxn
5.00,-1.3019,0.1260,3cfn
5.00,-1.4849,1.2600,3omc
5.00,-4.1748,1.3020,3p9m
5.00,-0.5521,0.0840,1hlk
5.00,-2.0867,0.0840,1nc3
5.00,-1.1247,0.0000,1o35
5.00,-0.8570,0.2100,2oym
5.00,-1.2440,0.0420,3gbe
5.00,-1.6619,0.0420,1c84
5.01,-1.4561,0.2100,3ads
5.01,-2.8365,0.7560,1ppi
5.01,-2.3608,0.1260,2glp
5.02,-1.9986,0.3780,2d0k
5.02,-1.6004,0.5040,2wji
5.02,-2.4029,0.5880,2xbp
5.02,-3.1505,0.5880,3bgc
5.03,-1.5651,0.3360,1i1e
5.03,-1.4693,0.5040,2qt5
5.04,-1.0668,0.5040,1mfa
5.05,-0.9891,0.0420,3s76
5.05,-2.3216,0.8400,1qxk
5.05,-1.3715,0.3780,3aau
5.05,-2.1850,0.0840,1fkw
5.06,-2.2351,0.4200,2yge
5.06,-1.8330,0.4200,2v77
5.06,-2.3399,0.2940,3f68
