pbindaff,Hydrophobic,Ent,PDB
4.8500,-1.2474,0.0420,3cj2
4.8500,-1.1368,0.2100,3zyf
4.8800,-3.0059,0.0840,3pju
4.8900,-1.2468,0.0420,3d4z
4.9100,-1.0076,0.0840,3juq
4.9200,-1.1947,0.4200,1jqy
4.9300,-2.6879,1.1340,3iqj
4.9400,-2.9503,1.1760,2vpe
4.9600,-1.7650,0.4200,1dar
4.9600,-1.0427,0.0420,2vjx
4.9600,-2.1697,0.5460,3zsq
5.0000,-1.6654,0.0420,1c84
5.0000,-1.3524,0.1680,1sbr
5.0000,-1.4241,0.1260,3cfn
5.0000,-4.1301,1.3020,3p9m
5.0200,-1.8019,0.3780,2d0k
5.0400,-1.2720,0.5040,1mfa
5.0500,-1.2819,0.1260,4euo
5.0700,-1.7342,0.0840,2xm1
5.0800,-0.8892,0.0000,3tb6
5.1000,-2.4088,0.0420,1kmy
5.1000,-1.0590,0.1680,2h5a
5.1000,-1.5158,0.0840,3syr
5.1100,-2.2529,1.1760,2h6q
5.1200,-1.8236,0.2520,1uv6
5.1300,-1.6309,0.1680,1gcz
5.1400,-1.1077,0.2100,3tao
5.1500,-1.7645,0.0000,1s38
5.1600,-3.1443,1.7220,3lqi
5.1800,-1.5241,0.1680,2qrg
5.1900,-1.2925,0.2520,1rnt
5.2100,-1.8548,0.1680,1o2r
5.2200,-1.6341,0.4200,1ucn
5.2200,-0.6268,0.2520,2rfy
5.2200,-1.7193,0.5040,3lq2
5.2300,-2.3373,0.6300,1b4z
5.2400,-1.2661,0.2100,1s89
5.2500,-1.8469,0.4200,2bfr
5.2700,-2.0079,0.2520,2x7u
5.2800,0.0894,0.2520,3o5x
5.3000,-1.0139,0.4200,1o0f
5.3000,-2.1094,0.6300,3gpo
5.3100,-1.1979,0.5040,1mfd
5.3300,-1.0980,0.0840,3q1x
5.3400,-1.3654,1.0080,3k4q
5.3500,-2.6368,1.4700,3hkn
5.3700,-2.0545,0.0000,1gpk
5.3800,-1.0047,0.1260,1g3e
5.3900,-2.3350,0.3360,1qbv
5.4000,-0.5161,0.1680,1f8b
5.4000,-1.3497,0.2100,1trd
5.4000,-1.6321,0.1680,2qg2
5.4200,-1.2084,0.0840,1gja
5.4400,-1.9240,0.1260,1syi
5.4400,-1.0468,0.0840,4dju
5.4700,-1.9945,0.7560,1g7f
5.4700,-3.3674,1.0920,2r0z
5.4800,-2.1284,0.4200,2zkj
5.4900,-1.5495,0.2520,1tys
5.4900,-2.0125,0.2940,3ga5
5.5100,-2.1579,0.2940,3da9
5.5200,-1.4901,0.0840,1ydr
5.5200,-0.9596,0.0840,3iog
5.5400,-1.9184,0.2520,2y7i
5.5500,-0.7878,0.1260,1g3d
5.5600,-0.8857,0.1260,2jdn
5.5700,-3.0287,0.3780,3coz
5.5900,-5.2738,1.2600,1fo0
5.6000,-1.8782,0.3780,2wca
5.6200,-2.3241,0.2100,1ejn
5.6200,-1.2100,0.3360,3lpl
5.6300,-1.6838,0.5880,3l1n
5.6400,-2.4994,0.0420,2ojg
5.6400,-2.1355,0.0420,4deu
5.6600,-2.0503,0.0840,2erz
5.6700,-2.9414,0.4200,2pqz
5.6800,-2.5504,0.2520,2q8z
5.7000,-0.9338,0.1260,1a99
5.7000,-0.8511,0.0840,1n1m
5.7000,-3.6113,0.6300,2i4z
5.7000,-2.2393,0.2520,3eks
5.7200,-1.9440,0.2100,2qg0
5.7300,-1.7350,0.2940,3m3z
5.7400,-1.6563,0.2520,1zdp
5.7400,-1.8372,0.2520,3ivx
5.7600,-1.7214,0.4620,4a95
5.7700,-1.5606,0.0000,2xp7
5.7900,-1.8313,0.2100,2y5h
5.8000,-1.1050,0.1680,4g8v
5.8200,-1.3103,0.2520,1urg
5.8200,-2.3805,0.2940,3qqa
5.8500,-1.0368,0.1680,1o2w
5.8500,-1.2073,0.5880,2e5y
5.8500,-1.5057,0.0840,3e5u
5.8900,-2.1768,0.5460,1b3l
5.8900,-1.4642,0.2100,2tmn
5.8900,-1.6342,0.2940,4arb
5.9100,-1.0744,0.3780,1ugx
5.9200,-2.0895,0.1260,1ndv
5.9200,-1.5443,0.2100,1yds
5.9200,-2.6126,0.3780,3neo
5.9500,-1.0128,0.0420,2weh
5.9600,-1.7612,0.0840,1q8u
5.9800,-1.4315,0.0840,1uwu
6.0000,-1.2446,0.0420,1c5s
6.0000,-0.7253,0.0840,1ssq
6.0000,-3.7544,0.4200,2r43
6.0000,-1.4866,0.2100,3ddg
6.0100,-1.9673,0.2520,1eb2
6.0200,-1.9864,0.1260,3f3c
6.0300,-1.7060,0.0840,1okl
6.0300,-1.6833,0.3780,4f9u
6.0500,-1.0603,0.3780,3gus
6.0600,-1.5283,0.2520,1jmi
6.0600,-0.7761,0.0840,3sfg
6.0700,-0.3894,0.8820,3c89
6.0800,-1.2245,0.0420,2wej
6.0900,-1.9629,0.4200,1w9u
6.1000,-2.3000,0.3780,2e7f
6.1000,-2.3211,0.5040,2yay
6.1100,-0.9469,0.0000,1m2p
6.1200,-3.2192,0.4200,1x8r
6.1400,-1.6202,0.3360,2c97
6.1500,-1.8967,0.5880,2r75
6.1700,-2.1246,0.2100,1ndy
6.1700,-2.0004,0.2100,4b9k
6.1900,-2.3178,0.1680,1v2k
6.2000,-2.0373,0.1680,1sqt
6.2100,-2.8459,0.6300,1b3h
6.2200,-2.4134,0.4620,3acl
6.2200,-0.8356,0.0420,3pd9
6.2400,-1.3000,0.0000,3vh9
6.2600,-1.9045,0.0840,3bgz
6.2800,-1.2012,0.5880,1afl
6.2900,-1.6516,0.1680,2xyt
6.3000,-1.2999,0.1680,1wdn
6.3000,-1.8013,0.0420,3ebl
6.3100,-1.9819,0.2100,2pvu
6.3200,-1.0563,0.1680,2wnc
6.3300,-1.7653,0.3780,2qbr
6.3400,-1.5598,0.2100,3cj5
6.3500,-2.5321,0.5880,3ckp
6.3600,-1.8446,0.4200,1ela
6.3700,-2.4907,0.6300,1hms
6.3800,-2.2901,1.0500,2hkf
6.4000,-1.0875,0.5460,1g7v
6.4000,-0.5552,0.0420,2g9q
6.4000,-1.2638,0.0420,3s72
6.4100,-3.0996,0.4200,2qnp
6.4100,-1.7350,0.1680,3r17
6.4300,-2.1012,0.4200,2b07
6.4400,-1.6443,0.2100,2pvm
6.4600,-1.5974,0.0000,1m2r
6.4600,-1.4633,0.0420,3pd8
6.4800,-1.7728,0.0000,1gpn
6.4800,-2.4647,1.0080,4e67
6.5000,-2.8552,0.1260,2g72
6.5100,-1.8925,0.0420,2xjj
6.5200,-1.7415,0.5460,1ct8
6.5200,-1.9909,0.2520,2h4g
6.5200,-1.8745,0.2520,2zft
6.5200,-1.3563,0.2100,3uo4
6.5400,-2.5137,0.6720,1drv
6.5400,-1.7967,0.2940,3d0b
6.5500,-2.2492,0.6720,1hmr
6.5500,-1.8076,0.2100,2bok
6.5700,-1.6223,0.0840,2fqy
6.5700,-1.6842,0.3360,3sax
6.5900,-2.9022,0.6300,1b58
6.5900,-0.5511,0.1680,2e91
6.5900,-3.3614,1.0080,3t8v
6.6000,-1.3647,0.2100,2f7p
6.6000,-2.3406,0.2100,3lxe
6.6200,-1.3845,0.1680,1ii5
6.6200,-1.5117,0.2520,3ljo
6.6300,-1.0457,0.2940,3f8f
6.6400,-1.7353,0.2940,2za0
6.6600,-1.7251,0.4200,1a4r
6.6600,-3.2080,0.5880,1wur
6.6800,-1.6207,0.0420,1c5x
6.6800,-0.7649,0.3780,3ie3
6.7000,-2.9143,0.6300,1b0h
6.7000,-1.3261,0.3360,1koj
6.7000,-1.5549,0.0000,2oxx
6.7000,-1.4564,0.2940,3pgu
6.7200,-1.2258,0.0420,2vpn
6.7200,-1.7152,0.4200,3l4z
6.7400,-1.5937,0.1260,1usi
6.7400,-0.9354,0.9660,3fzy
6.7700,-1.7249,0.2100,1o30
6.7700,-1.3568,0.1680,3fas
6.8000,-2.9866,0.2940,1fl3
6.8000,-1.6774,0.2940,3fx6
6.8200,-1.8854,0.6720,1jeu
6.8200,-3.0287,0.2520,2b1i
6.8200,-0.9578,0.5880,2v8w
6.8200,-1.2975,0.0840,3dx2
6.8400,-2.1253,0.2100,2y5g
6.8500,-1.5579,0.3780,1os5
6.8500,-2.6117,0.2520,3n76
6.8700,-2.4398,0.8820,1cgl
6.8800,-2.5121,0.3360,3oe5
6.8900,-1.4458,0.0420,1uz1
6.8900,-3.0441,0.4200,2r3w
6.9000,-1.7067,0.2520,1k1l
6.9200,-4.4773,0.5040,1k6v
6.9200,-4.7214,0.6300,2uy0
6.9300,-1.2592,0.0420,2weo
6.9600,-1.6840,0.6300,1oyq
6.9800,-1.9897,0.0840,3hv8
6.9900,-1.7928,0.3780,4fbe
7.0000,-1.7287,0.0000,1zoh
7.0000,-2.1399,0.9240,3drf
7.0000,-1.4101,0.2100,3zyu
7.0100,-2.8566,0.5040,3nht
7.0200,-1.8713,0.1260,3n4b
7.0400,-1.7469,0.3360,3mtw
7.0500,-1.9261,0.0000,2wer
7.0500,-0.6362,0.0000,4e3h
7.0700,-1.6097,0.2520,2ate
7.0800,-0.9463,0.1260,3rlp
7.1000,-1.8885,0.0420,2f7i
7.1000,-2.0480,0.2520,3hky
7.1200,-1.5611,0.7560,1nz7
7.1200,-1.2707,0.0840,3dx4
7.1300,-1.7484,0.1680,2j7d
7.1400,-1.4620,0.0420,3ffp
7.1500,-5.4544,0.9660,1xr9
7.1500,-1.6516,0.3780,3n9r
7.1700,-2.0110,0.4200,2doo
7.1900,-3.6502,0.0840,1fcx
7.1900,-1.1687,0.1680,3f19
7.2000,-1.7286,0.1260,2xii
7.2100,-1.1843,0.1680,3f1a
7.2200,-2.9119,1.2600,1gvx
7.2200,-2.6455,0.9240,2h6t
7.2200,-1.7190,0.2940,3m96
7.2300,-1.9293,0.1260,4djx
7.2400,-1.3288,0.4200,3n3g
7.2500,-1.7502,0.0420,2ces
7.2600,-2.2528,0.3780,1dhi
7.2600,-2.1048,0.0840,3gc5
7.2800,-1.3478,0.0420,2ceq
7.2800,-1.9176,0.2520,3a6t
7.2800,-2.3859,0.0840,4alx
7.3000,-2.4624,0.5460,1tmn
7.3000,-1.3005,0.2100,3c52
7.3000,-3.1988,0.6300,4b1j
7.3200,-2.4824,0.3360,1ydt
7.3300,-1.9421,0.2100,2j2u
7.3400,-1.2120,0.2940,2ydw
7.3600,-4.4855,0.5040,1k6p
7.3700,-1.2746,0.1260,3dp4
7.3900,-2.9726,0.6300,1d3p
7.4000,-1.3644,0.0000,1drj
7.4000,-1.7440,0.2100,1r6n
7.4000,-2.1544,0.4200,2zy1
7.4000,-1.3675,0.0000,3vha
7.4200,-2.5612,0.2940,1t32
7.4300,-3.3655,0.5460,2bak
7.4400,-1.2452,0.0840,2f7o
7.4500,-1.9321,0.0420,1n0s
7.4600,-2.4191,0.5460,1yej
7.4600,-1.2966,0.2520,3ocz
7.4700,-2.9628,1.2600,5tmp
7.4800,-2.5916,1.3440,3o6m
7.5100,-2.6380,0.2100,2vwo
7.5200,-2.8952,0.6300,1lf2
7.5200,-1.8323,0.0840,3ekr
7.5200,-2.2176,0.1680,3rlr
7.5500,-2.2294,0.5460,1tlp
7.5500,-1.4614,0.6300,3ni5
7.5700,-1.5454,0.2520,1d09
7.5700,-3.3772,0.4620,3cd0
7.5900,-2.7525,0.5880,2fdp
7.6000,-1.3535,0.2940,2o8h
7.6000,-2.2416,0.2520,3iph
7.6100,-1.5976,0.7140,3ibn
7.6200,-3.8222,1.2180,2p3c
7.6200,-0.8350,0.2520,4dbm
7.6400,-1.5814,0.2100,3d78
7.6400,-2.7839,0.5880,3sjf
7.6600,-2.1489,0.7560,1ppk
7.6600,-1.7745,0.0840,4fbx
7.6800,-1.5236,0.1680,1ze8
7.6900,-1.6467,0.7560,2itk
7.7000,-3.1372,0.4200,1mes
7.7000,-2.1484,0.7980,2d1o
7.7000,-1.2797,0.3780,3b7r
7.7000,-1.3637,0.0840,3p7i
7.7000,-4.3144,1.1760,4tmk
7.7200,-1.4246,0.0420,1oif
7.7400,-3.0356,0.6300,1lee
7.7400,-2.1635,0.3360,1txr
7.7600,-2.2290,0.8400,2zpk
7.7700,-2.9463,0.5880,3cyw
7.7900,-1.1453,0.0420,2zwz
7.8000,-2.5127,0.2100,2ra0
7.8000,-1.3592,0.1680,3ryj
7.8200,-2.3720,0.2520,2cf9
7.8200,-2.5082,0.2520,2xbx
7.8400,-3.0603,0.4620,3cd7
7.8500,-2.0722,0.2520,1b8y
7.8500,-4.9846,0.7980,2fle
7.8500,-1.8620,0.2940,3uw5
7.8900,-0.7027,0.2520,2ylc
7.8900,-2.3127,0.3360,4b5d
7.9200,-2.8058,0.2520,2jjb
7.9200,-4.2201,0.6720,4a6c
7.9400,-1.3772,0.0420,3dcs
7.9600,-3.5935,0.6300,1g2k
7.9600,-2.9032,1.2180,2p3a
7.9600,-4.0732,0.8400,3ekw
7.9600,-2.4526,0.1260,4ap7
8.0000,-1.6330,0.4620,1fkg
8.0000,-1.5098,0.3360,1rmz
8.0000,-2.8697,0.5880,2hah
8.0000,-1.9990,0.3780,3b92
8.0000,-1.3370,0.0420,3hs4
8.0000,-2.8166,0.2520,3t0x
8.0200,-2.8417,0.6720,1b7h
8.0500,-2.0045,0.0420,2b9a
8.0500,-2.2184,0.2100,2y80
8.0600,-1.4810,0.1260,3dbu
8.0900,-3.9555,0.7140,2rkg
8.1000,-1.8770,0.0000,1ghy
8.1000,-1.6729,0.1680,2pvj
8.1100,-3.3498,0.3780,1ndz
8.1200,-1.6155,0.1680,2yi0
8.1400,-2.1890,0.2940,3ljz
8.1500,-2.5248,0.7980,2d1n
8.1500,-1.4044,0.1260,3d8w
8.1800,-3.1201,0.5880,2f80
8.1900,-2.2253,0.3780,3roc
8.2200,-1.7684,0.3360,1h1s
8.2200,-1.9986,0.2100,3le9
8.2400,-1.2438,0.0420,1ydb
8.2500,-1.2474,0.2520,2pbw
8.2700,-2.2114,0.1680,3hek
8.3000,-4.1366,0.6300,2cen
8.3000,-2.4465,0.2100,3fqe
8.3100,-3.2941,0.5880,2hs2
8.3400,-2.0297,0.2520,1bzy
8.3500,-2.2444,0.2100,2uwd
8.3600,-2.3529,0.2520,3kek
8.3700,-3.4653,0.2940,3t1a
8.3900,-3.1566,0.9660,1lzq
8.4000,-3.2330,0.9660,1fzk
8.4000,-3.1627,0.8820,1zpa
8.4000,-1.7918,0.2100,2uwl
8.4000,-2.9610,0.3360,3d0e
8.4000,-2.8179,0.2100,3zxz
8.4100,-1.4020,0.1680,1i9q
8.4300,-2.0373,0.1260,2za5
8.4600,-3.5321,0.5040,3kdd
8.4800,-4.9486,0.7140,1w5y
8.4800,-3.2283,0.3360,2yix
8.4900,-3.2883,0.5880,2ieo
8.5100,-4.4875,1.1760,3i25
8.5200,-3.7084,0.5460,1xkk
8.5200,-4.0942,0.4620,2qu6
8.5200,-2.9132,0.3360,3hvk
8.5500,-3.5616,1.0080,1hos
8.5700,-1.7351,0.0000,1bgq
8.5700,-1.7449,0.3780,3v7x
8.6000,-3.1998,0.5880,3s43
8.6200,-2.2244,0.6720,4fcf
8.6400,-1.7431,0.3780,1r1j
8.6400,-2.7186,0.1680,6std
8.6900,-3.8240,0.5880,2q55
8.7000,-2.7521,1.0500,1jyq
8.7000,-2.4795,0.5040,1w13
8.7000,-1.2298,0.0420,2h4n
8.7000,-3.1913,0.5880,2vj8
8.7000,-2.4671,0.2100,2y81
8.7000,-2.9536,0.3780,3hvj
8.7000,-2.0451,0.1680,4eo6
8.7400,-2.6693,0.6720,1mjj
8.7400,-1.7666,0.0420,4ei4
8.7700,-3.2358,0.7560,1zp8
8.8000,-2.5055,1.2180,1fkn
8.8100,-2.2369,0.1680,1ork
8.8200,-2.1670,0.1680,3fvk
8.8500,-3.0774,0.1680,2obf
8.8900,-2.5374,0.1680,1nfy
8.8900,-1.7258,0.0000,3vhc
8.9200,-2.9218,0.3780,1r1h
8.9600,-3.7470,0.7140,2p4j
8.9600,-2.6201,0.2520,4ag8
9.0000,-2.7465,0.2940,1mu8
9.0000,-1.9595,0.2520,2wyj
9.0000,-3.2473,0.4620,3u6h
9.0400,-4.1760,1.0500,1ec3
9.0500,-3.9538,0.9660,1ebw
9.0500,-3.4018,0.5880,3nu9
9.0800,-1.6904,0.2100,1bnw
9.0900,-2.6796,0.4620,1d3d
9.1000,-3.0788,0.5880,2qd7
9.1000,-3.8114,0.5880,3pwm
9.1300,-2.8459,0.2940,3su3
9.1800,-2.9585,0.3360,1z71
9.1900,-3.1038,0.6720,3vfa
9.2200,-2.7356,0.2940,1hpo
9.2200,-3.2546,0.4200,1z1r
9.2400,-2.2926,0.5460,4dv8
9.2700,-4.1788,0.3780,3b65
9.2800,-3.7648,0.4200,3rux
9.3000,-2.3394,0.3780,1udt
9.3000,-2.2198,0.9240,4er2
9.3400,-3.4623,0.6720,3vf5
9.4000,-2.6068,0.3780,1fkf
9.4000,-2.5732,0.1680,2w26
9.4200,-1.9408,0.1260,3bgs
9.4800,-2.8548,0.1260,1xjd
9.5200,-2.9117,0.2520,2bys
9.5400,-1.5308,0.1680,1g52
9.5500,-2.3881,0.4620,1ws1
9.6400,-1.6435,0.2520,1if8
9.6500,-2.5850,0.0840,3pe1
9.7000,-2.1223,0.3780,1fkb
9.7200,-2.6784,0.2520,1z6e
9.7600,-2.6278,0.1260,3pe2
9.8200,-1.6684,0.2520,1pvn
9.8500,-3.7595,0.5040,3kdb
9.9200,-3.7500,0.5460,1hxb
9.9500,-4.3999,0.7980,1hvl
10.0000,-2.4414,0.4620,1bxo
10.0000,-1.4617,0.2100,1igj
10.0600,-2.9155,0.5880,3lzu
10.1100,-2.4958,0.1680,1y6r
10.2300,-2.9978,0.5880,3t3c
10.3000,-2.9714,0.1260,2p15
10.3900,-3.8693,0.3780,1kzk
10.4900,-1.5613,0.0840,2zx7
10.5200,-3.6894,0.2520,1n46
10.5700,-3.3941,0.4620,2qi6
10.6200,-3.8076,0.4200,1qbt
10.7000,-4.3271,0.6720,2pk5
10.7200,-3.7240,0.5040,2o4p
10.8200,-4.3446,0.8400,1hxw
10.9200,-3.3545,0.5880,3utu
11.0500,-2.8917,0.2520,1dqx
11.0700,-2.0011,0.2520,3k8o
11.2200,-2.4403,0.5460,3gi5
11.3000,-3.6257,0.5040,1pro
11.3400,-3.4805,0.2520,2j62
11.5200,-3.4315,0.8400,4djo
11.5900,-3.2802,1.2180,2i4w
11.8000,-2.1650,0.3360,1duv
