pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
6.9200,1933.0000,491.0000,505.0000,0.0000,1004.0000,251.0000,253.0000,0.0000,2455.0000,613.0000,682.0000,0.0000,0.0000,0.0000,0.0000,0.0000,584.0000,154.0000,164.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.2561,1887.3242,3.6459,0.0000,7.6082,16.7120,128.2585,0.4634,0.0000,0.0000,2012.0000,505.0000,522.0000,0.0000,922.0000,241.0000,235.0000,0.0000,2601.0000,635.0000,707.0000,0.0000,0.0000,0.0000,0.0000,0.0000,587.0000,154.0000,165.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.5810,1889.0762,3.7161,0.0000,8.0564,10.9570,135.1413,1.0016,0.0000,0.0000,0.0952,1b39
8.0200,3961.0000,1040.0000,1225.0000,39.0000,1115.0000,291.0000,352.0000,11.0000,890.0000,230.0000,268.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.4910,1742.4360,5.1809,34.6755,11.9289,13.2067,121.7603,0.3224,0.0000,0.3641,3982.0000,1041.0000,1221.0000,39.0000,1119.0000,297.0000,348.0000,12.0000,875.0000,235.0000,272.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,142.2067,1763.7006,4.4955,35.2532,8.1447,19.0449,114.6052,0.1150,0.3782,0.0000,0.0526,1b7h
10.6400,2246.0000,639.0000,647.0000,25.0000,803.0000,232.0000,234.0000,10.0000,809.0000,223.0000,233.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.0156,1291.5353,2.8190,2.0810,5.5429,9.0408,43.2453,0.5090,0.0000,0.0000,2284.0000,659.0000,653.0000,28.0000,805.0000,224.0000,226.0000,12.0000,838.0000,239.0000,246.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.2477,1321.7351,4.2471,2.6453,6.2042,6.0497,43.0539,0.3912,0.0000,0.8845,0.2222,1b8o
5.9600,3944.0000,1023.0000,1223.0000,39.0000,1101.0000,284.0000,345.0000,11.0000,884.0000,225.0000,265.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,129.6964,1742.7830,5.0348,32.6890,11.5777,15.3865,120.0017,0.4136,0.0000,0.3419,3936.0000,1034.0000,1216.0000,40.0000,1097.0000,286.0000,340.0000,11.0000,880.0000,228.0000,262.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.4062,1760.3359,4.5709,32.7702,8.7045,16.4496,123.2509,0.1036,0.0000,0.0000,0.0541,1b9j
3.2800,2013.0000,571.0000,667.0000,56.0000,426.0000,123.0000,145.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.8966,851.9915,0.9288,13.0208,2.1029,0.0000,0.0000,0.0000,0.0000,0.0000,2212.0000,598.0000,720.0000,62.0000,523.0000,144.0000,173.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.1570,955.5280,1.3615,11.3762,0.6631,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1bcu
4.5900,3197.0000,907.0000,984.0000,82.0000,500.0000,137.0000,155.0000,15.0000,398.0000,105.0000,124.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,575.0000,159.0000,183.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.0533,1539.9060,1.9368,54.2390,2.0745,25.1985,224.1893,0.8565,3.8487,0.6435,3419.0000,955.0000,1095.0000,88.0000,554.0000,162.0000,182.0000,17.0000,437.0000,117.0000,135.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,602.0000,168.0000,188.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.0974,1646.6735,2.0274,63.1885,2.4475,23.1590,185.7838,1.0577,7.1405,0.0000,0.0645,1bma
1.8200,1329.0000,367.0000,441.0000,34.0000,362.0000,102.0000,116.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.5999,610.2626,2.1539,7.6351,3.3706,0.8972,2.0604,0.0000,0.0000,0.0000,1279.0000,355.0000,427.0000,35.0000,401.0000,109.0000,124.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.9216,610.3088,1.6290,7.5371,2.7354,0.7888,2.0535,0.0000,0.0000,0.0000,0.4000,1bra
10.0000,4625.0000,1198.0000,1764.0000,0.0000,611.0000,146.0000,234.0000,0.0000,1381.0000,343.0000,494.0000,0.0000,0.0000,0.0000,0.0000,0.0000,173.0000,46.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,151.6468,2073.8601,3.9955,72.0115,6.0418,25.0078,187.7627,0.4543,6.6961,0.0000,4659.0000,1199.0000,1765.0000,0.0000,595.0000,150.0000,234.0000,0.0000,1408.0000,349.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.0000,44.0000,63.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,149.8175,2095.8750,5.3359,70.3949,5.5464,29.8172,220.8037,1.3210,15.6302,0.0000,0.0690,1bxo
7.5700,1347.0000,469.0000,433.0000,0.0000,222.0000,77.0000,74.0000,0.0000,1734.0000,596.0000,554.0000,0.0000,0.0000,0.0000,0.0000,0.0000,217.0000,76.0000,70.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.0033,1151.2893,7.4554,2.9443,17.2318,11.9213,33.9835,0.9071,0.0000,1.2282,1349.0000,470.0000,434.0000,0.0000,220.0000,77.0000,74.0000,0.0000,1730.0000,598.0000,551.0000,1.0000,0.0000,0.0000,0.0000,0.0000,218.0000,76.0000,71.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.3429,1152.9948,6.9063,2.9438,16.4404,11.7268,34.2556,1.0738,0.0000,1.3000,0.1429,1d09
3.3000,760.0000,179.0000,174.0000,3.0000,0.0000,0.0000,0.0000,0.0000,373.0000,85.0000,85.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.7018,340.3834,0.8008,21.7451,2.0502,0.2175,0.6337,0.0000,0.0000,0.0000,749.0000,170.0000,174.0000,3.0000,0.0000,0.0000,0.0000,0.0000,349.0000,78.0000,80.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.3473,324.3002,0.4550,21.8814,1.1413,0.6876,0.3745,0.1155,0.0000,0.4856,0.2500,1d7j
4.3000,1167.0000,327.0000,350.0000,0.0000,674.0000,187.0000,197.0000,0.0000,939.0000,247.0000,264.0000,0.0000,0.0000,0.0000,0.0000,0.0000,135.0000,34.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.7805,1013.8627,2.6397,0.0000,6.6821,9.0237,93.7644,0.0209,0.0000,0.0000,1263.0000,354.0000,372.0000,0.0000,649.0000,190.0000,204.0000,0.0000,1000.0000,264.0000,274.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.0000,35.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,69.4639,1072.2605,2.3774,0.0000,4.9050,17.8447,81.0436,0.8041,0.0000,0.5793,0.1538,1det
9.7000,2047.0000,533.0000,579.0000,0.0000,434.0000,108.0000,118.0000,0.0000,554.0000,145.0000,158.0000,0.0000,231.0000,56.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.4914,1159.4795,2.5994,33.7505,4.2114,3.0360,30.1834,0.0247,0.0000,0.0000,2059.0000,534.0000,590.0000,0.0000,441.0000,108.0000,119.0000,0.0000,523.0000,143.0000,155.0000,0.0000,208.0000,56.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.2150,1132.3167,3.4664,33.2073,2.6715,2.8034,26.8850,0.0207,0.0000,0.0000,0.1667,1df8
7.2600,3607.0000,891.0000,940.0000,50.0000,1498.0000,370.0000,388.0000,14.0000,746.0000,206.0000,222.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.3157,1746.3240,1.5614,12.3663,4.2106,16.4637,114.5640,0.2356,1.8415,0.5127,3276.0000,832.0000,793.0000,30.0000,1563.0000,367.0000,350.0000,16.0000,536.0000,158.0000,130.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,95.7470,1513.5886,2.0624,35.1218,5.5942,15.0324,121.1809,0.1173,0.4353,0.0000,0.0870,1dhi
4.9200,2418.0000,611.0000,650.0000,0.0000,984.0000,240.0000,277.0000,0.0000,215.0000,52.0000,59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.7104,1132.4537,1.0210,41.0022,1.6837,2.2829,40.2688,0.0000,0.0000,0.0000,2438.0000,600.0000,654.0000,0.0000,941.0000,229.0000,275.0000,0.0000,211.0000,53.0000,57.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.9724,1139.8787,0.8687,41.2917,0.7397,4.6413,42.0341,0.0691,0.0000,0.0000,0.2222,1e1v
7.6400,1224.0000,320.0000,393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,217.0000,51.0000,67.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,610.0000,152.0000,197.0000,1.0000,0.0000,0.0000,0.0000,0.0000,43.1745,642.6371,0.6500,17.1853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1225.0000,316.0000,393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,218.0000,52.0000,66.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,619.0000,152.0000,197.0000,1.0000,0.0000,0.0000,0.0000,0.0000,42.7541,642.3314,0.6377,17.2821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6667,1e5a
9.8900,4107.0000,879.0000,1058.0000,32.0000,459.0000,100.0000,118.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,183.0000,40.0000,55.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.7593,1399.9202,5.3333,57.4140,0.7625,0.0381,9.7827,0.0000,0.6563,0.0000,3953.0000,789.0000,976.0000,30.0000,455.0000,92.0000,111.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,233.0000,48.0000,62.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.9593,1319.9607,4.8688,65.0366,0.0000,0.0156,8.7186,0.0000,0.5150,0.0000,0.3333,1e66
