pbindaff,6.6_1,7.6_1,8.6_1,16.6_1,6.7_1,7.7_1,8.7_1,16.7_1,6.8_1,7.8_1,8.8_1,16.8_1,6.16_1,7.16_1,8.16_1,16.16_1,6.15_1,7.15_1,8.15_1,16.15_1,6.9_1,7.9_1,8.9_1,16.9_1,6.17_1,7.17_1,8.17_1,16.17_1,6.35_1,7.35_1,8.35_1,16.35_1,6.53_1,7.53_1,8.53_1,16.53_1,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,6.6_2,7.6_2,8.6_2,16.6_2,6.7_2,7.7_2,8.7_2,16.7_2,6.8_2,7.8_2,8.8_2,16.8_2,6.16_2,7.16_2,8.16_2,16.16_2,6.15_2,7.15_2,8.15_2,16.15_2,6.9_2,7.9_2,8.9_2,16.9_2,6.17_2,7.17_2,8.17_2,16.17_2,6.35_2,7.35_2,8.35_2,16.35_2,6.53_2,7.53_2,8.53_2,16.53_2,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,flexibility,PDB
8.3400,6354.0000,1789.0000,1974.0000,10.0000,877.0000,245.0000,270.0000,2.0000,1021.0000,285.0000,325.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,138.6899,2566.0215,3.8460,98.1983,5.1304,37.8592,321.8538,0.9620,7.6690,0.2865,6416.0000,1811.0000,1995.0000,10.0000,850.0000,248.0000,272.0000,1.0000,977.0000,266.0000,306.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,146.7532,2530.5073,3.0246,94.3064,1.9897,47.2484,309.1736,1.3671,8.0553,0.3079,0.0513,2xye
8.4400,6195.0000,1739.0000,1922.0000,9.0000,872.0000,247.0000,270.0000,2.0000,1014.0000,285.0000,322.0000,1.0000,72.0000,17.0000,23.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,129.3550,2546.5444,2.8825,82.8011,4.3490,40.1804,320.0344,1.0342,4.6847,0.3295,5844.0000,1630.0000,1824.0000,10.0000,788.0000,208.0000,255.0000,0.0000,937.0000,260.0000,292.0000,0.0000,140.0000,42.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,139.4530,2354.7588,3.6513,61.2829,2.8574,58.4006,350.1141,1.4067,15.1946,0.3946,0.0513,2xyf
6.4000,4024.0000,1135.0000,1134.0000,0.0000,536.0000,141.0000,135.0000,0.0000,797.0000,210.0000,209.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.7761,1566.8486,1.9346,61.1486,3.2707,36.0698,252.6760,1.5594,41.3735,0.0000,3888.0000,1112.0000,1109.0000,0.0000,498.0000,132.0000,127.0000,0.0000,792.0000,209.0000,206.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.1446,1518.3392,1.6685,62.0397,2.7624,37.6712,247.3805,1.7368,42.0520,0.0000,0.0741,2y8c
6.6300,4018.0000,923.0000,936.0000,88.0000,0.0000,0.0000,0.0000,0.0000,683.0000,155.0000,165.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.9184,1303.8729,0.5198,52.8301,0.6334,17.1598,89.7594,0.2327,10.0520,0.4699,3998.0000,903.0000,938.0000,85.0000,0.0000,0.0000,0.0000,0.0000,723.0000,153.0000,178.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.0616,1294.5098,1.5095,59.5197,1.3728,16.8238,98.4523,1.0712,12.2882,0.9148,0.1176,2yfe
8.1200,2989.0000,728.0000,976.0000,22.0000,399.0000,103.0000,134.0000,4.0000,612.0000,144.0000,188.0000,5.0000,177.0000,49.0000,63.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,235.0000,56.0000,70.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,91.6975,1359.8379,2.0808,24.0201,2.2614,8.9026,81.4321,0.2112,7.2231,0.4406,2940.0000,724.0000,967.0000,21.0000,398.0000,106.0000,132.0000,4.0000,598.0000,146.0000,186.0000,3.0000,177.0000,48.0000,62.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,229.0000,49.0000,63.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.0378,1305.9613,1.5692,21.1271,1.2250,9.6630,75.0503,0.7774,6.0048,0.0000,0.2000,2yi0
8.3200,3111.0000,764.0000,1025.0000,23.0000,395.0000,104.0000,134.0000,4.0000,608.0000,140.0000,186.0000,5.0000,174.0000,52.0000,61.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,227.0000,55.0000,65.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.6615,1362.7855,1.4286,23.3729,1.6001,8.9210,86.4274,0.3930,8.6909,0.6755,2747.0000,727.0000,991.0000,16.0000,395.0000,105.0000,135.0000,4.0000,481.0000,132.0000,180.0000,3.0000,210.0000,52.0000,66.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.0000,36.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.5182,1180.2855,0.8562,18.5923,0.9467,10.2194,91.5124,0.4445,9.5612,0.7250,0.1667,2yi7
3.9200,3985.0000,1140.0000,1126.0000,76.0000,1024.0000,291.0000,290.0000,7.0000,2229.0000,700.0000,634.0000,28.0000,187.0000,49.0000,50.0000,7.0000,301.0000,101.0000,86.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,155.2341,2542.7964,3.3664,18.2920,6.5404,37.7507,280.0467,2.4850,0.3691,3.4778,3949.0000,1153.0000,1140.0000,91.0000,926.0000,269.0000,265.0000,10.0000,2557.0000,781.0000,750.0000,47.0000,191.0000,41.0000,48.0000,9.0000,403.0000,130.0000,115.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,145.2072,2526.7383,2.7588,21.0345,4.9044,47.8903,313.9768,1.2398,0.0780,1.8967,0.0408,2yim
2.7800,1099.0000,279.0000,312.0000,7.0000,213.0000,56.0000,65.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.8426,422.7526,0.1735,39.6660,0.0000,0.0033,1.8946,0.0000,0.0000,0.0000,1105.0000,282.0000,315.0000,4.0000,218.0000,57.0000,64.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.7875,414.7237,0.2054,41.3262,0.0000,0.7640,1.1688,0.0000,0.0000,0.0000,0.2500,2yiv
3.1600,2084.0000,524.0000,610.0000,30.0000,433.0000,104.0000,123.0000,6.0000,207.0000,49.0000,58.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.8494,910.5475,3.2041,29.2602,4.8474,2.1569,9.1766,0.0809,0.0000,0.0000,2081.0000,523.0000,618.0000,30.0000,423.0000,96.0000,114.0000,6.0000,225.0000,54.0000,68.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.6630,895.4404,3.2161,36.0004,2.7335,1.2597,9.8329,0.0071,0.0000,0.0000,0.2500,2ymd
7.6600,3427.0000,835.0000,1047.0000,51.0000,762.0000,184.0000,224.0000,12.0000,196.0000,47.0000,55.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.7505,1291.2660,3.1179,70.1422,0.1761,8.1667,62.4935,0.8001,0.8027,0.7884,3136.0000,802.0000,955.0000,54.0000,716.0000,173.0000,206.0000,12.0000,203.0000,49.0000,54.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.9517,1179.7278,0.7345,35.0783,0.9968,2.5897,70.2201,0.0177,0.8857,0.0000,0.3333,2yme
2.9200,1312.0000,350.0000,430.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1246.0000,344.0000,408.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.5140,825.9174,4.3494,0.0000,9.9796,10.9926,74.7816,0.6434,0.0000,1.4085,1346.0000,361.0000,434.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1258.0000,336.0000,391.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.0149,851.8904,3.5156,0.0000,8.0987,18.3709,72.4878,0.6971,0.0000,0.8115,0.1111,3alt
2.9600,1918.0000,470.0000,576.0000,14.0000,1010.0000,243.0000,296.0000,9.0000,1299.0000,312.0000,403.0000,10.0000,0.0000,0.0000,0.0000,0.0000,189.0000,47.0000,60.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.6686,1250.1442,3.7930,0.0000,5.8561,10.8973,80.1875,0.3124,0.0000,0.6332,1917.0000,464.0000,579.0000,15.0000,1009.0000,244.0000,297.0000,8.0000,1234.0000,289.0000,363.0000,7.0000,0.0000,0.0000,0.0000,0.0000,172.0000,42.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,96.5764,1242.9344,1.7301,0.0000,2.9547,9.6933,65.9409,0.7240,0.0000,1.2730,0.1538,3dhv
4.7200,2245.0000,628.0000,622.0000,21.0000,0.0000,0.0000,0.0000,0.0000,620.0000,168.0000,170.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.9818,1026.4755,1.8929,80.6612,1.3129,2.0194,31.3111,0.0000,2.6853,0.0000,2265.0000,631.0000,635.0000,22.0000,0.0000,0.0000,0.0000,0.0000,562.0000,164.0000,149.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.0219,1013.9482,1.3084,66.9720,0.0000,2.0112,31.3118,0.0000,2.6825,0.0000,0.3333,3ebo
5.9100,2943.0000,809.0000,799.0000,30.0000,87.0000,24.0000,21.0000,2.0000,672.0000,197.0000,178.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,149.0000,40.0000,41.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,117.7664,1298.0713,1.8868,74.0113,0.0000,8.9905,116.5056,1.3893,6.9782,0.7830,2871.0000,789.0000,748.0000,35.0000,94.0000,27.0000,21.0000,2.0000,738.0000,204.0000,203.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.0000,35.0000,28.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.1564,1240.4677,2.2623,74.4702,1.3949,9.3723,114.6986,1.5416,7.1033,0.8837,0.2222,3ebp
8.8900,4508.0000,1251.0000,1372.0000,4.0000,569.0000,163.0000,174.0000,0.0000,1034.0000,276.0000,310.0000,0.0000,183.0000,52.0000,64.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.9032,1943.2660,3.7813,72.3201,3.9024,33.8370,208.6378,1.7684,4.2438,1.1070,4402.0000,1220.0000,1322.0000,4.0000,502.0000,137.0000,157.0000,0.0000,1080.0000,292.0000,330.0000,0.0000,172.0000,48.0000,55.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.9787,1878.4985,1.4103,49.5881,1.9200,29.1714,182.1915,0.9923,10.8989,0.9382,0.0714,3ekp
10.5900,4911.0000,1352.0000,1524.0000,5.0000,575.0000,159.0000,179.0000,0.0000,1299.0000,358.0000,385.0000,1.0000,196.0000,50.0000,61.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.3408,2134.2036,4.7868,54.1833,4.8622,52.8129,250.0599,2.4919,19.8562,0.0000,4778.0000,1326.0000,1452.0000,5.0000,493.0000,140.0000,160.0000,0.0000,1285.0000,343.0000,383.0000,1.0000,174.0000,47.0000,53.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,117.0528,2040.6655,2.9125,53.6510,2.6791,27.6471,208.5060,0.3532,9.0617,0.2066,0.0714,3ekt
