pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
2.4800,60.3248,446.8197,1.3062,39.4297,1.2277,0.5000,1gyx
2.5000,51.2891,767.1401,2.1198,28.0624,1.3252,0.2500,1ai4
2.5100,70.6193,846.6058,5.2349,12.9717,4.3992,0.2500,3g30
2.5200,79.8478,1043.0258,4.8896,0.0000,5.2873,0.1250,3bf1
2.5200,38.7952,602.7249,1.4662,9.6498,1.5492,0.2500,3gr2
2.5500,81.4102,1291.5516,2.5225,0.0000,5.0145,0.0952,1kf0
2.5500,43.8455,717.4841,1.3840,16.5459,0.0000,0.3333,3ovn
2.5700,66.1745,954.7536,1.7160,0.0000,3.9134,0.1111,1gwv
2.5700,49.3099,691.0060,1.4653,3.7396,1.1653,0.2857,3kgp
2.5900,85.3446,1000.4905,3.5852,23.6237,4.4927,0.2857,3gvb
2.6000,44.1875,396.8345,0.5092,18.7268,0.5763,0.1250,2r5a
2.6200,26.3152,647.8248,1.0745,30.0907,0.0000,0.4000,3f37
2.6200,24.3849,656.6440,0.7077,28.1505,0.0000,0.4000,3f38
2.6300,49.5433,842.2430,2.0193,32.5899,1.0000,0.2500,1ajn
2.6600,124.0071,1708.3837,7.8662,0.0000,7.8564,0.1000,3a1e
2.6700,74.3975,1180.2252,4.5213,0.5061,6.1968,0.0909,3lvw
2.6800,59.3048,809.2028,6.0985,0.0000,11.3189,0.1818,1o8b
2.6900,65.6879,843.0095,3.3700,1.3547,4.2219,0.2222,3elc
2.7000,53.5428,504.9558,3.0578,14.1246,3.2601,0.2857,2uyn
2.7000,48.4194,901.3285,7.2184,18.1881,1.0357,0.2857,3gsg
2.7200,46.3809,546.2112,2.3860,5.5507,2.0000,0.1667,1pfu
2.7200,37.7941,544.7930,4.6678,2.3400,5.6711,0.2500,2rkd
2.7400,44.7301,353.0720,1.0620,20.4392,0.8073,0.1250,2vyt
2.7500,44.1735,464.1837,2.3235,5.4823,3.7713,0.5000,1rql
2.7700,54.5305,821.4004,2.7405,0.0000,5.5273,0.1429,2bet
2.8000,47.3710,537.9728,1.5836,5.1201,2.4209,0.4000,2bza
2.8100,54.5131,963.6530,2.7301,2.8261,3.2159,0.1538,3djx
2.8200,52.4523,694.9867,1.6102,19.7954,1.7405,0.4000,3ppr
2.8400,39.7772,562.1830,6.0716,0.0000,6.8152,0.2500,3moh
2.8600,103.1374,1161.3881,8.2529,0.0000,7.1467,0.0606,3qx8
2.8900,33.0875,710.7480,0.5053,46.1348,0.0000,0.2857,3f36
2.8900,54.5711,748.8428,1.0196,41.1716,0.3904,0.0952,1cet
2.8900,58.1169,727.0515,3.1891,0.0000,5.6486,0.1818,1iih
2.8900,29.3630,424.4447,3.7408,21.4891,4.4640,0.2857,1ugp
2.8900,39.9289,781.4342,1.8607,23.8033,1.7952,0.0952,2wpb
2.8900,69.1703,1293.4025,4.4516,4.7101,7.7460,0.0952,2wtx
2.8900,17.6615,479.3337,0.4393,20.3345,0.0000,0.2857,3g31
2.9000,80.4932,1208.0055,4.4245,9.0807,7.1640,0.0625,3c2u
2.9200,76.1862,897.1276,6.2081,1.8753,8.6484,0.1538,2fw6
2.9200,76.0288,899.3575,6.6766,2.0677,9.0814,0.1538,2fwp
2.9200,62.9514,827.4794,4.2018,0.0000,7.5522,0.1333,3k8c
2.9300,38.2373,536.0855,1.8715,3.7085,2.9716,0.4000,1tng
2.9400,45.7588,511.5577,2.2059,0.0000,4.1910,0.1818,2vmc
2.9600,110.0792,1478.4757,7.8988,3.6273,9.5700,0.1053,2w8j
2.9600,32.6494,444.4868,4.2878,0.8664,2.7287,0.6667,2br6
2.9600,41.3640,854.4972,1.0496,47.7815,1.3226,0.2222,1f4e
2.9600,46.2026,795.6189,3.5211,0.0000,2.2109,0.3333,3g34
2.9700,109.9497,2241.1973,1.4891,77.1916,0.5063,0.0741,2hw2
2.9800,71.1242,1062.0903,1.9874,0.0000,3.1422,0.0741,3ckb
2.9800,45.9379,957.1688,1.7595,2.4043,2.7997,0.1250,3djq
3.0000,59.7850,599.1547,2.5086,0.0000,5.2317,0.1818,1ws4
3.0000,46.3693,696.1927,3.1265,18.5653,0.7430,0.5000,3ime
3.0000,29.2718,426.6660,2.3894,5.6768,0.6983,0.5000,2q8h
3.0000,64.0913,516.8699,4.2399,0.0000,7.4677,0.2500,2v3u
3.0000,82.7170,1023.5984,14.1028,0.7759,10.0302,0.1333,1ecq
3.0000,29.3196,556.6985,1.5384,1.3609,3.2935,0.1667,1hqg
3.0000,36.7060,533.2194,3.3786,0.0000,5.4641,0.2500,2rka
3.0100,27.4429,535.3923,0.4545,3.6547,1.5000,0.2857,1utm
3.0200,49.0548,488.3210,2.9056,0.0000,4.7830,0.1818,2vmd
3.0300,58.9201,580.1729,2.6480,0.0000,5.3810,0.1818,1ws5
3.0300,46.6904,697.8089,3.5367,0.0000,4.6021,0.3333,1ogd
3.0300,39.9613,456.2267,1.1738,0.0000,1.0000,0.2000,2ha3
3.0400,86.7148,1070.9854,3.4266,16.3313,5.0095,0.0952,3t1m
3.0500,78.6928,863.8568,7.8438,0.0000,10.2275,0.1250,1uj5
3.0500,74.9990,852.9821,7.5487,0.0000,10.8934,0.1176,1uj6
3.0500,74.6457,1068.8201,6.8886,2.4264,10.4068,0.0800,1f74
3.0600,71.2497,1156.2214,3.7610,20.4134,3.8362,0.0800,2jfh
3.0700,34.7691,420.8061,3.7188,0.0000,5.1056,0.5000,3mof
3.0900,61.6773,567.8850,3.3025,0.0000,6.3786,0.2222,1ugw
3.1000,26.1160,515.9595,1.4110,16.3906,2.0000,0.2222,3buf
3.1000,47.0227,679.6662,0.7078,44.5098,0.0000,0.2500,3f78
3.1000,83.9321,1018.8129,9.6514,0.0000,10.6347,0.1429,1ec9
3.1000,88.8965,702.7246,3.3638,0.0000,0.4333,0.5000,1pu7
3.1000,84.3287,698.9051,3.7963,0.0000,0.0000,1.0000,1pu8
3.1100,65.0539,707.0024,3.6751,7.5961,3.5063,0.3333,3c2r
3.1300,50.3978,772.9088,3.0302,3.4267,5.1514,0.1818,1ax0
3.1400,85.6518,1293.4329,8.2520,12.0460,11.4298,0.1111,2ya7
3.1500,78.7066,921.1265,5.4340,0.0000,7.9690,0.2500,1e6q
3.1600,32.6671,768.1156,0.5048,34.5808,0.0000,0.2222,3f34
3.1600,29.6656,769.7179,0.8603,29.1500,0.0000,0.2222,3f35
3.1800,31.5474,600.8726,0.7004,26.3283,1.5073,0.1818,3bug
3.1800,179.7703,2338.7595,10.2619,15.0263,16.4183,0.0645,1ro7
3.1900,46.2522,957.5676,2.1520,2.1015,3.2644,0.1250,3dxh
3.2000,44.5700,644.1353,2.6892,0.0000,5.0092,0.2222,1axz
3.2100,89.2926,1218.9658,4.1659,0.0000,4.1426,0.1176,1s5z
3.2200,49.8241,634.4219,2.6160,33.8156,4.4967,0.2500,1tog
3.2200,65.9344,940.5838,5.6191,6.3320,2.3233,0.1538,1zc9
3.2200,106.7548,1297.7816,4.9542,12.9078,4.8829,0.1818,1br6
3.2200,80.9792,866.6213,7.7136,0.0000,9.6786,0.1818,1e6s
3.2200,32.6198,303.2839,5.8153,0.0000,0.5953,0.4000,1ew9
3.2200,117.8048,2089.1973,6.1144,7.3865,9.8432,0.0588,1k1y
3.2200,29.0330,573.0389,2.2994,0.0000,3.9833,0.4000,2ri9
3.2200,81.4169,722.7017,2.4111,5.7962,1.3998,0.5000,2uy3
3.2300,55.3248,923.2209,3.2606,7.6902,5.0383,0.1429,1px4
3.2400,58.2712,725.3826,4.2134,0.0000,6.0235,0.2500,3qfz
3.2500,143.4257,1677.9194,5.5217,0.0000,10.0401,0.1176,3ta1
3.2500,61.2744,589.0704,2.5788,3.6641,4.3573,0.4000,1v2j
3.2600,56.2244,715.2065,2.4074,0.0000,5.1610,0.0952,3t1l
3.2600,43.2543,766.7039,1.9322,34.9974,1.7429,0.2500,5yas
3.2700,107.0969,1636.5844,4.4178,1.4322,6.3669,0.0952,3ioe
3.2800,100.2966,1171.2046,10.0878,7.0608,8.8078,0.1429,3d52
3.2800,119.4994,1679.4308,7.6664,21.4691,7.4811,0.0952,3tfu
3.3000,65.0718,803.3173,2.2457,42.8782,1.9304,0.2857,3n1v
3.3000,26.4586,486.1021,2.4172,19.2505,0.0000,0.3333,3hcm
3.3000,46.3306,774.6375,11.0811,0.0000,3.4568,0.2000,1phw
3.3000,60.4292,661.2778,4.4061,0.0000,7.7033,0.2222,1tpw
3.3000,51.8886,767.6124,2.8962,19.9798,5.5666,0.2000,2vw2
3.3000,152.4748,1628.5912,8.6499,2.6350,8.0543,0.0714,3aaq
3.3100,51.1627,1077.8558,1.5742,37.7311,0.0000,0.1429,1pzp
3.3200,60.4866,636.1981,4.9524,11.0095,3.4498,1.0000,2wk6
3.3200,71.6106,909.2902,1.8005,35.3603,1.2258,0.1667,1pzo
3.3300,83.1322,1371.1288,7.8505,0.0000,7.7914,0.0952,1jlr
3.3300,70.1679,809.5739,2.6808,21.7045,1.6470,0.3333,2pnc
3.3400,45.6553,896.3551,1.9163,47.4375,0.0000,0.1818,3f33
3.3400,85.2557,1395.2953,2.3543,1.9247,3.5724,0.0870,2xoi
3.3500,57.2748,722.3204,2.1116,3.5522,3.1386,0.3333,3c2o
3.3600,67.1287,1185.5398,2.7781,57.4998,1.3922,0.0952,2vc7
3.3700,52.2475,712.6624,3.1714,4.3119,4.6168,0.1818,3n35
3.3700,47.4770,584.5823,1.6508,3.6438,2.9369,0.4000,1tnh
3.3700,40.7058,819.4520,1.6149,3.3140,2.0100,0.2000,3d8z
3.3700,59.2445,586.9909,2.4635,5.5226,4.4590,0.4000,1v2u
3.3800,88.1447,1330.3649,14.1559,1.8138,5.2564,0.1429,2fzg
3.3900,47.2434,638.6978,2.9364,31.8670,4.5656,0.2500,1toj
3.4000,30.6745,467.0640,0.4304,49.9588,0.0000,1.0000,1l83
3.4000,142.0193,1931.3241,9.8290,0.0000,16.3447,0.1000,1m83
3.4000,33.9910,425.0982,1.0546,63.0298,0.0000,1.0000,220l
3.4000,29.8452,464.4639,0.3558,43.7980,0.0000,1.0000,223l
3.4000,76.5084,1437.6611,2.0539,54.4975,0.9721,0.0588,1ikt
3.4000,107.1216,1197.4142,4.6265,23.3425,3.0819,0.0400,3jzh
3.4000,157.3728,2054.1233,12.4549,0.0000,12.9435,0.0952,1bxr
3.4000,66.5304,892.4322,7.8932,0.0000,10.0938,0.1176,2vvp
3.4000,38.0630,805.5151,1.5913,4.6539,1.9885,0.2000,3d8y
3.4000,76.0968,1062.3922,5.2274,8.7890,6.8703,0.1176,1f8d
3.4000,48.2094,599.4297,13.6990,6.0387,3.0000,0.2000,1jt1
3.4000,67.4671,744.9394,4.4923,6.7616,7.1244,0.2857,1uz4
3.4100,55.9622,586.0455,5.3753,0.0000,5.1820,0.2500,2v2c
3.4200,34.3660,468.9073,2.1459,9.3305,4.3953,0.1667,2w08
3.4200,79.7101,1269.7949,3.0133,0.0000,4.1765,0.2000,3iob
3.4200,82.7222,966.7907,3.4519,13.4329,3.5335,0.1429,2qtn
3.4200,72.2647,1046.5347,3.3851,8.9705,6.8473,0.1176,2sim
3.4300,106.0344,1290.0098,4.5556,0.0000,5.6543,0.2000,3axz
3.4300,92.3206,1469.4502,2.6604,2.2737,4.3125,0.0833,2xog
3.4500,95.0903,1272.2679,6.4298,8.4165,9.6838,0.0606,3nik
3.4600,65.0091,1163.8557,6.1273,0.0000,10.1303,0.1667,1moq
3.4600,48.8287,925.9975,3.7349,6.6866,5.5753,0.1429,3muz
3.4700,141.0095,1762.2964,7.3895,0.0000,10.4341,0.0952,3ta0
3.4800,50.9851,700.2128,2.1115,9.7089,4.5341,0.1000,2p3i
3.4800,117.6461,1796.4839,6.5557,5.6347,8.4057,0.0435,3gx0
3.4900,45.9975,543.3562,1.9164,4.5127,3.0976,0.4000,1utn
3.4900,59.2411,795.7780,2.5508,0.0000,4.8442,0.1111,1gzc
3.4900,45.4817,589.7879,1.9801,5.4955,3.1496,0.4000,1c5o
3.5100,75.2937,1165.1147,3.7103,3.3975,6.3695,0.0800,1gz9
3.5100,74.2097,1056.6415,5.0731,2.3411,9.3939,0.0606,2r0h
3.5200,119.8348,1790.9840,7.3196,0.0000,9.5364,0.1000,3lcu
3.5200,47.5995,608.3896,4.1288,0.0000,4.1786,0.2500,2j27
3.5200,84.1548,1163.8102,6.1697,10.5652,10.1717,0.1176,2vw1
3.5200,48.6052,839.5919,3.6142,0.0000,4.1777,0.2000,3mfw
3.5400,127.3202,1609.0739,9.3893,0.0000,7.7055,0.0952,1vjd
3.5400,96.5326,1598.0427,3.4057,38.1845,4.1473,0.0417,3obq
3.5500,75.6167,1201.2476,4.7972,42.4245,4.5933,0.1250,2cle
3.5500,78.6042,1057.0381,4.1142,5.3089,6.2191,0.0800,1v2r
3.5500,66.9801,1022.3224,5.6821,8.8526,7.7162,0.1176,2qwc
3.5600,70.4866,938.9191,2.9704,10.4850,5.7347,0.1333,2hrm
3.5700,86.7437,1055.2239,3.0485,44.2940,0.0000,0.1333,1h46
3.5700,46.2855,754.8516,4.0183,5.1911,6.3778,0.1818,3ff3
3.5800,82.4066,1318.0415,4.0497,0.0000,5.9491,0.0952,1vjc
3.5800,64.6574,646.5906,7.7239,3.6763,11.1394,0.3333,3dx1
3.5900,74.8728,604.6540,3.4485,0.0000,4.1002,0.6667,1nli
3.5900,52.2015,650.9380,3.9369,0.0000,7.4234,0.1111,2nn8
3.5900,78.8749,1301.6108,5.9293,0.0000,4.9976,0.1667,2gsu
3.6000,42.7444,997.9108,1.2241,0.0000,1.2280,0.0870,2qpu
3.6000,67.6193,835.8762,6.3784,2.0000,8.4511,0.0800,3m3o
3.6000,31.7843,304.4361,1.7698,0.0000,0.9204,0.2500,1d7i
3.6000,48.3607,752.1581,0.9455,15.0949,1.1035,0.4000,2xdk
3.6000,62.9696,838.9473,4.5204,1.5448,7.8551,0.0690,3afk
3.6000,47.9649,1396.5402,1.7444,31.4645,0.7092,0.0333,2wp1
3.6000,82.8777,1590.1316,17.0181,1.5676,11.0057,0.1250,2fzk
3.6000,44.4469,710.1993,7.2845,3.3878,6.2883,0.1538,3b3x
3.6000,42.2355,682.0377,4.3847,35.3163,4.5279,0.1429,3g0i
3.6000,35.5599,654.4344,4.5980,4.8003,4.0791,0.1667,3jdw
3.6100,101.9118,1104.2114,2.7688,41.6667,1.5215,0.2000,3sk2
3.6100,139.8054,2540.0483,8.1916,6.6679,13.1122,0.0588,3jzj
3.6200,67.6572,495.7905,5.1919,0.0000,6.7958,0.6667,1pb9
3.6400,75.9053,646.0610,3.4229,45.4498,1.6956,0.2857,1gyy
3.6400,76.4607,974.0309,3.3508,19.7003,4.2190,0.2000,2azr
3.6400,38.2272,495.7808,4.5484,0.0000,6.6035,0.5000,2rk8
3.6600,108.0070,1267.3182,6.3652,0.0000,8.1049,0.1250,2qv7
3.6600,40.0744,741.8585,1.5510,28.5670,1.9703,0.2000,3buh
3.6600,56.1359,764.4436,4.6205,0.0000,8.4796,0.0769,3oy8
3.6800,72.2012,1189.8054,1.7739,15.3756,1.7497,0.2000,3isj
3.6800,103.6152,1698.3998,3.4646,20.9626,3.8053,0.1176,3ioc
3.6800,72.3348,732.0588,4.0964,1.0199,2.4191,1.0000,1c3x
3.6900,104.9084,1267.2473,3.7619,0.0000,5.1382,0.4000,3clp
3.6900,79.1619,1153.9165,9.2067,5.7964,3.7225,0.2222,2a8g
3.6900,40.4743,820.7352,1.9800,2.1291,3.0935,0.2000,3d7b
3.7000,50.4562,609.2549,3.7093,1.5578,6.0362,0.1818,1bcj
3.7000,40.1962,831.3268,2.9863,25.4621,4.0117,0.2222,3l59
3.7000,111.2925,1577.8970,3.4657,0.0000,6.8143,0.1000,1gz3
3.7000,120.5877,1574.0295,3.0626,0.0000,5.5439,0.1000,1gz4
3.7000,36.3397,493.0738,2.9996,0.0000,4.7434,0.2500,1pdz
3.7000,80.1406,942.4874,6.5861,41.7886,5.4293,0.1667,1wht
3.7000,85.8652,1058.6132,4.1875,25.6684,3.5757,0.1111,2bvr
3.7000,62.6425,646.7822,2.5077,5.9636,3.7831,0.6667,2fx6
3.7100,85.2368,874.9830,2.5233,0.0000,2.1211,0.1667,2vfk
3.7100,64.0103,672.2325,5.3240,3.1643,6.6365,0.2222,3fj7
3.7100,50.9979,802.9416,3.2680,5.1334,4.6573,0.2500,3g32
3.7200,57.4769,833.5275,2.2321,34.2044,1.4665,0.2500,1ai5
3.7200,43.6569,724.4039,3.9424,3.4601,9.2273,0.1538,1grp
3.7200,116.9658,1461.3251,13.2755,0.0000,12.3647,0.1111,3f5l
3.7200,123.9113,1953.6443,7.1166,8.7448,10.3441,0.0800,2am4
3.7200,40.2598,580.0258,6.7617,6.6209,5.1183,0.1667,4tln
3.7300,68.1896,703.6358,4.5125,0.0000,5.6434,0.1818,3fjg
3.7400,80.7525,1360.6129,5.8364,50.7035,3.4675,0.1250,2wq5
3.7400,50.6531,618.7176,2.1068,2.4314,3.7287,0.4000,1f5k
3.7500,67.8969,1704.9650,1.8644,47.1363,1.7473,0.0588,2iyf
3.7500,112.1563,1584.9036,4.4784,7.4349,7.1253,0.1250,2pyi
3.7500,41.3739,818.8009,2.3748,2.2311,3.3064,0.2000,3d6p
3.7600,40.5570,836.8981,1.7762,2.1703,2.8179,0.2000,3d6q
3.7600,70.9348,865.4838,7.1645,8.3378,7.3994,0.2500,2x09
3.7700,89.0779,1043.1887,2.3170,14.5644,0.9864,0.4000,3ao2
3.7700,51.3047,655.0125,3.2185,0.0000,5.5581,0.1111,2y9g
3.7700,125.1385,1517.3722,4.4921,37.8780,4.8214,0.0909,1kui
3.7800,46.2484,681.9926,0.8041,80.9722,0.0000,0.1053,3nq3
3.7900,62.8363,742.1085,3.9292,0.0000,6.3490,0.1818,2clk
3.8000,28.3980,472.0526,1.2751,22.7046,0.5436,0.6667,1li6
3.8000,78.4782,1104.5253,6.7744,1.0000,9.7230,0.1667,1nje
3.8000,125.3481,1501.6978,5.1649,38.6443,5.9351,0.1000,1kug
3.8000,68.7139,850.4099,3.1153,7.8871,4.0518,0.2000,2hb1
3.8100,104.5472,1524.3590,3.9153,45.6164,2.4787,0.1818,2hu6
3.8100,60.7963,857.2370,9.2253,6.6917,1.3238,0.4000,3ai8
3.8200,131.5682,2133.3083,3.0241,84.0051,1.3917,0.0385,1hn4
3.8200,85.7289,1367.9452,3.8221,14.7303,7.1350,0.1667,3g2h
3.8300,88.0123,1178.5698,7.0120,0.0000,11.2218,0.0952,1r0x
3.8400,46.7699,528.7094,1.4687,4.1681,2.6870,0.4000,1utj
3.8400,74.5576,1093.1505,4.7271,0.0000,1.3753,0.1176,3lzz
3.8400,65.0949,601.5576,2.0083,6.8237,3.4326,0.4000,1j16
3.8500,79.3369,893.2573,7.2063,0.0000,7.2732,0.2500,3mv0
3.8500,72.6231,1062.9761,4.6932,6.7958,8.0211,0.1176,1n1t
3.8500,64.1939,873.6846,4.2797,0.0000,6.6805,0.2500,2wzs
3.8600,76.0134,891.5988,4.2876,38.3923,1.4544,0.1667,3lbz
3.8700,145.2790,1554.1068,7.2492,26.7324,8.9795,0.1000,1v16
3.8700,85.8939,1242.8829,3.4623,22.1001,1.5796,0.1111,1aj7
3.8700,88.1717,1529.6906,4.8526,16.9985,6.9122,0.1667,3g2l
3.8900,125.7307,1849.4727,5.3452,33.5141,5.8405,0.0357,3obx
3.8900,109.2103,1518.5833,9.6735,11.3357,10.8304,0.1176,1m0q
3.8900,50.0982,845.1390,3.9194,28.4499,5.1133,0.2222,2ctc
3.8900,199.5815,2559.1577,13.3133,40.2536,14.1457,0.0645,3iae
3.9000,13.3911,303.6917,1.3650,0.0000,1.0000,0.2857,1avn
3.9000,99.3127,1993.9216,2.9511,44.0969,4.6805,0.0385,1slg
3.9000,117.0633,1291.0872,13.7781,0.0000,11.6592,0.1250,2vhj
3.9000,85.8421,975.9030,2.5590,38.5945,1.0000,0.2000,2vuk
3.9000,67.9568,833.6550,0.6346,21.8379,0.9416,0.2500,2wor
3.9000,79.3073,1053.3960,0.9627,24.8939,0.0000,0.2500,2wos
3.9000,49.2179,922.3589,3.1424,27.7674,4.7857,0.1818,2gvv
3.9000,24.9953,485.7361,1.9439,0.0000,2.6948,0.1818,2qw1
3.9000,107.1518,1582.0265,4.5468,24.8808,4.8199,0.1111,2xpc
3.9100,32.3036,779.1599,3.4676,14.7751,4.2066,0.1429,3l5b
3.9100,129.6752,1524.3777,5.8115,41.4912,5.7292,0.0800,1kuk
3.9200,86.1215,1100.2430,4.3939,2.2116,4.7661,0.2000,1pr5
3.9300,56.8267,1156.3329,2.8778,4.2588,1.8288,0.2222,2a5b
3.9300,121.0825,961.8326,7.0464,0.0000,11.4569,0.1000,2cbz
3.9300,118.9200,1873.8787,6.9112,0.0000,11.9098,0.0426,1h5v
3.9400,144.9722,1556.2836,7.5543,26.8034,9.2195,0.0952,1v1m
3.9400,67.5627,1267.2008,3.2668,0.0000,6.5849,0.1111,1z3t
3.9400,79.5711,966.5278,4.4272,15.6011,7.0452,0.1333,2v3d
3.9500,201.0617,2461.1865,13.5249,43.0856,15.9771,0.0645,3fsj
3.9500,122.9674,1939.1755,6.7376,33.5692,10.3418,0.0312,3kze
3.9600,84.9866,1350.4117,6.8717,0.0000,11.1225,0.1000,1x9d
3.9600,95.2516,1225.4022,2.0873,43.4444,3.1820,0.1111,3gt9
3.9600,110.4920,1410.7770,5.4383,13.0798,6.1897,0.1429,1mrs
3.9600,60.0014,670.5394,2.9780,4.8517,3.0968,0.6667,2fpz
3.9800,145.3723,1526.8883,7.3900,26.8928,8.6482,0.0952,1v11
3.9800,63.1542,634.1155,4.6908,19.6864,4.4450,0.1818,3b3c
3.9900,57.0397,823.6838,3.0426,9.2908,2.2155,0.1667,2g8r
4.0000,122.8717,1635.9412,7.1927,0.0000,7.8859,0.1000,3a1c
4.0000,37.1158,621.8224,1.2690,40.3615,1.0000,0.6667,1lgw
4.0000,59.6987,759.3121,5.6365,30.4522,3.7396,0.3333,2buv
4.0000,86.0148,747.3220,8.3348,5.5744,1.2515,0.1429,2rin
4.0000,113.7000,1007.8937,6.5705,47.6121,0.8533,0.1667,2whp
4.0000,58.3877,1035.5779,5.5380,4.7009,8.7225,0.1000,3ijh
4.0000,68.9523,609.4850,3.9808,4.4250,2.0000,0.1818,1tni
4.0000,93.7646,1571.3044,6.4927,0.0000,8.5405,0.1000,1wc1
4.0000,80.9332,800.7744,1.6248,34.3170,0.0000,0.2000,2ot1
4.0000,100.5001,1577.3682,5.3260,0.0000,9.6406,0.0526,1e5j
4.0000,38.1292,643.8726,1.5012,39.0786,0.8223,0.1429,1nu3
4.0000,35.3396,493.0007,4.4017,0.0000,5.7555,0.2500,2qrl
4.0000,49.8200,702.2588,4.2228,21.9507,0.5501,0.2857,3m8t
4.0100,179.5124,2334.2917,10.4601,37.5495,14.4766,0.0667,3fzn
4.0100,78.4397,998.1827,3.8373,5.3737,6.2140,0.0800,1v2w
4.0100,60.2250,620.1005,2.9335,5.2894,4.5818,0.4000,1c5z
4.0200,80.1101,982.5357,4.6969,0.0000,7.3733,0.2500,2wvz
4.0300,20.3674,453.5649,0.2905,26.3266,0.0000,0.1333,3nq9
4.0300,79.9658,1074.9714,8.8659,0.0000,13.4329,0.1429,3bxh
4.0300,96.0441,1532.1666,2.8226,16.6099,5.8875,0.1667,2qrm
4.0300,93.1375,1206.4673,5.8001,0.0000,8.4380,0.1538,2q8m
4.0400,37.7432,541.0239,0.7389,43.2867,0.9288,0.6667,1li2
4.0400,63.6020,1011.0635,4.2584,0.0000,3.7700,0.1176,1hi5
4.0400,63.0449,1166.7455,3.1966,0.0000,3.8777,0.1250,2c02
4.0500,46.2894,609.5741,2.6731,29.7060,4.5160,0.2500,1toi
4.0500,94.6840,1049.8870,2.2808,0.0000,4.9898,0.1000,3qx9
4.0500,87.2700,1080.2024,5.7152,16.5757,5.1895,0.0909,1r4w
4.0500,70.1726,852.0377,4.3317,9.1372,8.0406,0.4000,3n8k
4.0500,57.4391,654.7269,3.2028,20.8055,2.4461,0.1111,1tuf
4.0500,28.7283,336.6472,2.3428,0.0000,4.8556,0.5000,2rk7
4.0500,72.2016,634.5469,8.3517,0.0000,10.7283,0.2000,3fjz
4.0600,66.4084,860.1980,4.1268,2.0000,7.7900,0.0800,3m3c
4.0600,96.9631,1452.3519,6.0972,68.0470,5.7491,0.1429,2clh
4.0600,106.9405,1339.1002,8.8000,0.0000,13.4969,0.1176,8a3h
4.0700,64.9100,804.2958,4.0544,6.2297,6.4253,0.1818,1hyo
4.0700,98.9034,1027.3029,1.6873,6.1439,1.5139,0.1333,2v2v
4.0800,43.9790,476.7029,2.0197,0.0000,4.2465,0.3333,2rke
4.0800,53.1471,854.2606,4.3620,16.3496,1.9193,0.0769,3kwa
