pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
3.3700,-1.0222,-1.2771,0.0000,0.0840,52.2475,712.6624,3.1714,4.3119,4.6168,0.2000,3n35
3.4000,-3.2851,-2.4832,0.0000,0.8400,76.5084,1437.6611,2.0539,54.4975,0.9721,0.0714,1ikt
3.4000,-1.5092,-0.9286,0.0000,0.0000,29.8452,464.4639,0.3558,43.7980,0.0000,1.0000,223l
3.4200,-0.8900,-1.5330,0.0000,0.2520,82.7222,966.7907,3.4519,13.4329,3.5335,0.1429,2qtn
3.4300,-1.9471,-2.3289,-0.0001,0.0840,106.0344,1290.0098,4.5556,0.0000,5.6543,0.2000,3axz
3.4700,-1.0119,-1.7529,-0.0120,0.1260,58.1692,1080.5281,3.1398,31.6638,3.1496,0.2000,4epy
3.4900,-0.9837,-1.4026,0.0000,0.2520,59.2411,795.7780,2.5508,0.0000,4.8442,0.1111,1gzc
3.5200,-0.9881,-0.7812,0.0000,0.2100,47.5995,608.3899,4.1288,0.0000,4.1786,0.2500,2j27
3.5400,-1.7489,-2.9665,0.0000,0.7980,96.5326,1598.0435,3.4057,38.1845,4.1473,0.0476,3obq
3.5700,-1.4111,-2.0842,0.0000,0.2940,86.7437,1055.2244,3.0485,44.2940,0.0000,0.1538,1h46
3.5900,-0.9317,-1.1369,0.0000,0.2520,52.2015,650.9380,3.9369,0.0000,7.4234,0.1111,2nn8
3.6000,-0.9652,-1.1714,-0.0091,0.0420,48.3607,752.1581,0.9455,15.0949,1.1035,0.4000,2xdk
3.6000,-1.0591,-1.2421,0.0000,0.4620,67.6193,835.8762,6.3784,2.0000,8.4511,0.0833,3m3o
3.6400,-1.6724,-1.6659,0.0000,0.2100,76.4607,974.0309,3.3508,19.7003,4.2190,0.2000,2azr
3.6600,-1.2218,-1.1665,-0.0051,0.1260,40.0744,741.8586,1.5510,28.5670,1.9703,0.2000,3buh
3.6600,-2.4571,-2.5880,-0.0010,0.5040,109.3211,1829.1335,6.5806,0.0000,7.9500,0.0952,4fl2
3.6900,-1.4838,-0.8309,-0.0006,0.0840,79.1619,1153.9148,9.2067,5.7964,3.7225,0.2222,2a8g
3.7000,-1.5920,-1.7563,0.0000,0.2520,78.1067,1158.3998,6.2919,5.3754,9.5914,0.1667,1loq
3.7000,-0.7302,-1.1717,-0.0102,0.0840,40.1962,831.3264,2.9863,25.4621,4.0117,0.2857,3l59
3.7200,-1.4802,-1.4576,0.0000,0.0840,57.4769,833.5275,2.2321,34.2044,1.4665,0.2500,1ai5
3.7200,-1.0117,-0.7355,-0.0013,0.1260,40.2598,580.0259,6.7617,6.6209,5.1183,0.2000,4tln
3.7500,-0.4252,-1.3085,0.0000,0.1260,41.3739,818.8009,2.3748,2.2311,3.3064,0.2000,3d6p
3.7700,-0.5711,-1.0772,0.0000,0.2520,51.3047,655.0125,3.2185,0.0000,5.5581,0.1111,2y9g
3.8000,-1.2589,-0.6415,0.0000,0.0000,28.3980,472.0525,1.2751,22.7046,0.5436,1.0000,1li6
3.8100,-1.3243,-2.8349,0.0000,0.1680,104.5472,1524.3608,3.9153,45.6164,2.4787,0.1818,2hu6
3.8400,-0.8138,-1.2234,-0.0039,0.0420,46.7699,528.7094,1.4687,4.1681,2.6870,0.4000,1utj
3.8600,-1.3490,-1.8796,0.0000,0.1680,76.0134,891.5988,4.2876,38.3923,1.4544,0.1667,3lbz
3.8800,-2.4787,-2.7117,-0.0001,0.2520,93.2731,1395.5132,1.9581,51.8307,2.2887,0.1333,3si4
3.8900,-0.9055,-1.7203,0.0000,0.3780,57.6610,912.1838,3.7221,14.7147,2.4298,0.1250,4aj4
3.9000,-1.0958,-1.9988,-0.0121,0.4620,86.1508,1231.5525,3.6186,17.6888,7.2841,0.0741,2rkm
3.9000,-1.7328,-2.6078,0.0000,0.4620,107.1518,1582.0265,4.5468,24.8808,4.8199,0.1111,2xpc
3.9300,-2.1533,-3.2441,0.0000,0.9660,118.9200,1873.8787,6.9112,0.0000,11.9098,0.0435,1h5v
3.9400,-1.2263,-1.7005,-0.0000,0.1680,79.5711,966.5278,4.4272,15.6011,7.0452,0.1429,2v3d
3.9600,-0.6433,-1.4520,0.0000,0.0420,56.7296,1134.7887,4.0308,13.0612,3.7472,0.2000,4gqr
3.9900,-0.9147,-1.2921,0.0000,0.1680,57.0397,823.6838,3.0426,9.2908,2.2155,0.1667,2g8r
4.0000,-1.2850,-2.4543,-0.0006,0.5880,93.7646,1571.3044,6.4927,0.0000,8.5405,0.0952,1wc1
4.0000,-0.9535,-1.7697,0.0000,0.2940,113.7000,1007.8943,6.5705,47.6121,0.8533,0.1667,2whp
4.0100,-0.6847,-1.1349,-0.0116,0.0000,60.2250,620.1006,2.9335,5.2894,4.5818,0.4000,1c5z
4.0300,-1.8222,-1.8007,0.0000,0.2520,93.1375,1206.4673,5.8001,0.0000,8.4380,0.1538,2q8m
4.0400,-0.7425,-1.3534,0.0000,0.4200,63.6020,1011.0635,4.2584,0.0000,3.7700,0.1176,1hi5
4.0500,-0.5846,-0.3663,0.0000,0.0000,28.7283,336.6472,2.3428,0.0000,4.8556,0.5000,2rk7
4.0600,-2.2418,-2.4897,0.0000,0.3360,96.9631,1452.3514,6.0972,68.0470,5.7491,0.1429,2clh
4.0800,-0.8461,-1.7019,-0.0012,0.1260,63.8533,910.1447,2.6181,15.0106,4.1357,0.2500,1n2v
4.0900,-2.9126,-3.4666,0.0000,1.3440,134.1217,2000.1917,4.7686,40.6309,6.9397,0.0317,2v88
4.1000,-0.9795,-1.3927,0.0000,0.2100,33.9379,681.8338,0.4691,32.8732,0.0000,0.1000,3gk1
4.1100,-0.1634,-1.2991,0.0000,0.1260,39.7916,805.2690,2.2025,2.1503,3.2337,0.2000,3d6o
4.1200,-2.2660,-3.7083,-0.0008,0.5040,140.0181,2158.4548,6.9004,35.6276,7.9541,0.0714,4aa1
4.1500,-0.7284,-2.5556,0.0000,0.1260,112.7609,1396.9806,4.0663,34.4832,4.0167,0.2500,1q91
4.1500,-1.2475,-1.7198,-0.0067,0.3780,81.7137,1099.6885,5.6812,5.2374,7.4566,0.0909,3c8e
4.1600,-2.3963,-2.5364,-0.0001,0.2520,87.3830,1354.8009,2.5963,52.3791,2.4856,0.1333,3si3
4.1800,-1.4787,-1.6188,-0.0003,0.1680,83.3230,937.1705,2.5723,43.0458,3.0000,0.1818,3q2j
4.1900,-1.3338,-1.4821,-0.0000,0.1260,88.4877,1065.4044,5.9862,43.7607,5.1463,0.2222,3f3a
4.2000,-0.7689,-1.6546,0.0000,0.8820,59.9502,1295.2455,4.8215,3.9566,7.5513,0.0455,2r2b
4.2100,-2.1273,-2.4322,-0.0056,0.5460,99.3259,1698.4703,6.3080,12.2637,9.3624,0.0606,2qmj
4.2200,-0.8470,-1.4190,-0.0126,0.2520,65.2159,894.4370,5.2408,4.2443,5.0207,0.1333,3f80
4.2400,-1.1443,-1.5690,0.0000,0.2940,66.1257,880.5226,4.4338,0.0000,9.1575,0.1333,2bes
4.2600,-2.3290,-2.8015,-0.0001,0.2520,94.7324,1402.2804,2.5099,49.8258,2.1625,0.1333,3qwc
4.2800,-2.2332,-1.4624,0.0000,0.1680,45.3036,1161.5138,1.3701,48.5385,1.4678,0.1667,3jrs
4.3000,-1.6846,-1.8836,-0.0099,0.5040,85.6817,1306.8168,4.7111,20.4932,3.5947,0.0741,1a30
4.3000,-3.5826,-2.7396,0.0000,1.1760,75.1280,1771.4650,1.7141,120.0624,2.9074,0.0339,2q7y
4.3000,-0.7884,-0.9460,0.0000,0.0000,24.9156,752.5742,2.7970,0.0000,0.2865,1.0000,4eoh
4.3200,-1.9174,-2.2381,-0.0182,0.0840,113.3558,1290.4645,5.4931,0.0000,6.8292,0.2222,2qtt
4.3400,-0.9755,-1.5641,-0.0005,0.2520,90.3569,906.0107,3.9943,0.0000,3.7877,0.1667,1z6s
4.3500,-0.7497,-1.3486,0.0000,0.2520,53.1276,920.0758,4.0806,0.0000,6.2004,0.1667,1yfz
4.3700,-0.8872,-1.0863,0.0000,0.1260,54.9219,644.1329,5.9556,0.0000,10.6658,0.2000,2jdy
4.3900,-3.5057,-4.4209,-0.0057,1.2600,162.2864,2579.3125,6.6120,72.0574,10.0842,0.0328,2avq
4.4000,-1.5437,-1.9147,0.0000,0.7560,88.3974,946.2794,2.2595,21.1312,2.8013,0.0526,3jzg
4.4100,-1.4400,-1.9493,0.0000,0.6720,74.9867,1360.8721,2.7574,14.2203,5.3305,0.0571,3iqi
4.4200,-0.2017,-1.5504,-0.0001,0.5460,55.8224,1040.3809,3.4770,2.0000,4.5340,0.0645,3dri
4.4300,-0.7708,-0.7244,-0.0029,0.2100,40.9647,363.3579,1.7820,0.0000,4.0336,0.2222,3kqr
4.4400,-2.0787,-2.6540,-0.0105,0.3780,116.9211,1529.0223,5.0313,2.8989,9.0821,0.1000,3u81
4.4700,-1.1424,-1.8315,-0.0065,0.3360,63.0121,999.0762,3.6318,26.1265,5.0490,0.1111,3hl5
4.4800,-0.2683,-0.4984,0.0000,0.0420,33.6661,467.3657,4.5210,0.0000,3.0815,0.5000,3t01
4.4900,-3.2780,-4.4843,-0.0160,1.5540,174.0374,2723.3474,5.8324,51.1010,7.9177,0.0270,3f9y
4.5000,-1.9878,-2.0316,0.0000,0.1260,70.0505,968.8774,0.7248,45.1663,0.0000,0.2500,3n7h
4.5100,-1.6194,-1.5475,0.0000,0.0420,83.7450,964.6366,5.9992,0.0000,10.1037,0.2500,3uug
4.5200,-1.7092,-2.0059,0.0000,0.2100,98.8654,1131.9674,5.6073,0.0000,8.1364,0.1667,1z4o
4.5200,-0.9979,-1.2919,-0.0119,0.0000,55.0548,627.7296,2.7355,4.2030,4.2576,0.4000,3gy7
4.5400,-1.3402,-0.6620,0.0000,0.2100,50.5369,607.4776,5.1877,0.0000,4.5269,0.2500,1lyx
4.5400,-1.2165,-2.0987,-0.0059,0.2100,70.9057,1019.9188,1.4444,32.6723,0.0886,0.2222,4b76
4.5500,-0.9025,-0.9470,0.0000,0.0840,38.5187,464.5526,1.2839,0.0000,0.0000,0.2857,3ppq
4.5900,-3.3308,-3.2526,0.0000,0.6300,138.0594,2277.0166,8.5276,6.3595,12.1516,0.0667,2ihj
4.5900,-1.5932,-1.2699,0.0000,0.2520,64.0881,706.4590,4.5083,0.0000,6.9347,0.2000,3ujc
4.6000,-0.4438,-1.0277,0.0000,0.0000,30.6112,513.5757,0.2980,3.8150,0.6582,1.0000,1upf
4.6000,-1.6449,-2.5886,0.0000,0.2940,89.1862,1472.8649,4.7567,16.2286,4.2304,0.1176,2wlz
4.6100,-0.4046,-0.5404,0.0000,0.2100,41.0104,649.1083,4.4024,3.8199,5.4162,0.1538,2bo4
4.6200,-1.6942,-2.3506,0.0000,0.2940,97.5083,1221.6235,3.7054,47.3999,5.3161,0.1667,2f6t
4.6300,-1.6376,-1.2907,0.0000,0.2520,64.4743,729.9586,4.3919,0.0000,7.1339,0.2000,3uj9
4.6600,-1.4923,-1.4240,-0.0143,0.3780,72.4304,907.8687,7.9086,1.2737,9.3970,0.0909,2ca8
4.6800,-2.1950,-2.8199,-0.0196,0.3780,132.5997,1743.7284,6.9943,25.4642,10.7947,0.0952,1wn6
4.6900,-1.8655,-1.8577,-0.0003,0.4200,88.6994,1533.2802,8.6583,0.0000,7.3001,0.1250,2rio
4.7000,-0.5323,-1.5001,0.0000,0.1680,53.7666,1129.1697,3.2293,7.7136,5.2694,0.1250,2cex
4.7000,-0.8379,-1.0377,-0.0063,0.0420,38.5249,738.1584,0.7494,13.2302,0.8702,0.4000,2qfo
4.7000,-2.1464,-4.6092,-0.0065,1.4700,180.5130,2758.8684,7.1316,47.1158,11.0326,0.0260,3tg5
4.7200,-0.3412,-0.6811,0.0000,0.1680,46.2626,479.0587,4.9218,0.0000,5.7059,0.3333,2o1c
4.7300,-1.3350,-2.0600,-0.0078,0.4200,78.5809,1013.3185,4.1785,5.2388,6.1466,0.0870,1v2o
4.7400,-2.8794,-2.5118,-0.0001,0.1260,88.9196,1417.4734,3.0802,53.3147,2.7152,0.1818,3f3u
4.7600,-2.3519,-2.1935,-0.0000,0.0840,67.5821,1373.3713,1.4562,82.1737,1.0000,0.2857,3acw
4.7700,-0.7169,-0.3379,0.0000,0.0000,34.0165,384.8734,4.1028,0.0000,6.6392,0.5000,2dua
4.7900,-1.9143,-1.6509,-0.0000,0.2520,98.8558,1277.0101,9.7910,0.0000,12.5754,0.1333,2nsj
4.8000,-1.5740,-2.6039,0.0000,0.0420,99.2930,1115.7229,5.2806,29.2750,4.6623,0.3333,2nta
4.8200,-1.5475,-2.0644,0.0000,0.4200,83.0640,1053.2842,2.4713,10.4730,4.5082,0.1333,1dud
4.8200,-1.4786,-1.6950,0.0000,0.0840,100.4646,1009.4240,3.5094,0.0000,3.1408,0.2000,2gl0
4.8200,-0.7134,-1.3365,0.0000,0.1680,59.1645,760.2792,1.4770,15.4044,1.5860,0.2222,3r88
4.8500,-1.6384,-1.6945,0.0000,0.0420,98.4886,928.1633,5.8304,38.7419,6.4445,0.2500,1ecv
4.8500,-1.2202,-1.5790,0.0000,0.2100,66.3416,1180.4515,3.2318,36.7289,3.8405,0.1429,2r9x
4.8500,-0.7127,-1.0556,0.0000,0.2100,46.9861,691.1324,1.9119,14.2299,2.6007,0.1176,3qnd
4.8800,-1.6012,-2.6750,-0.0001,0.5040,141.6380,1483.9191,9.3404,24.3483,9.9967,0.1111,3exh
4.8900,-1.5012,-1.3324,-0.0001,0.0420,80.3946,764.8723,6.6562,0.0000,9.2007,0.2500,2j77
4.8900,-2.5546,-1.9988,0.0000,0.2520,75.0096,1186.7864,1.7318,99.0860,1.0000,0.1250,3njq
4.9200,-1.6645,-1.1364,-0.0007,0.2100,70.0055,1170.2336,4.3180,12.2018,2.7573,0.2222,1e1v
4.9200,-1.5577,-1.7409,0.0000,0.2100,68.9655,1035.6271,0.6757,29.5783,1.8207,0.1667,3rv8
4.9400,-0.5722,-1.1613,0.0000,0.2940,46.9526,752.0895,0.5872,34.2561,0.5591,0.1429,2gss
4.9500,-1.3837,-3.2110,-0.0003,0.6720,129.0074,1787.4427,5.6751,4.1130,6.6155,0.0769,1jn4
4.9600,-1.4137,-2.0130,0.0000,0.2520,88.3680,1099.3141,6.1037,0.6011,9.4096,0.1818,1tsy
4.9600,-2.7306,-2.3001,0.0000,0.3360,74.9511,1378.9286,1.3397,55.6380,0.9411,0.0909,3lbj
4.9800,-0.4913,-1.0391,0.0000,0.2100,54.0768,693.7944,3.0077,4.9137,6.3969,0.1333,2w47
5.0000,-1.1099,-1.4436,-0.0088,0.0000,89.7448,976.7695,5.4633,9.7835,6.3819,0.2500,1o35
5.0000,-0.9575,-2.0420,-0.0175,0.2100,88.7399,1243.2893,5.1565,20.9538,6.0629,0.1333,2oym
5.0000,-2.3101,-3.9571,-0.0001,0.7560,144.9180,2825.7612,9.7778,1.5296,14.2281,0.0476,3k02
5.0100,-1.4689,-2.5290,-0.0002,0.3780,102.1919,1163.5416,1.7249,40.8822,0.4162,0.0952,4agq
5.0300,-1.7385,-1.3088,-0.0000,0.3360,133.1663,1570.3698,20.1356,31.3652,6.6354,0.1000,1i1e
5.0500,-1.3113,-2.2368,-0.0019,0.3780,89.0074,1321.4901,9.0877,5.3070,9.8594,0.1111,3aau
5.0600,-2.3624,-3.0725,0.0000,0.2940,105.8447,1501.3549,3.1084,57.0993,2.3710,0.1250,3f68
5.0800,-1.6441,-2.2233,-0.0074,0.1680,101.3874,1172.4774,3.9642,2.2496,5.0024,0.1818,2qtg
5.0900,-3.4254,-2.8865,0.0000,0.4200,97.1743,1695.3755,4.5573,30.6990,4.0335,0.1538,2ygf
5.1000,-1.4333,-1.6762,-0.0002,0.1680,79.0524,969.7735,5.0770,0.0000,7.3606,0.1818,1v0k
5.1000,-0.9341,-1.4046,-0.0105,0.0000,59.4776,684.1196,2.2060,2.6349,4.4047,0.3333,3gy4
5.1100,-1.6343,-2.0235,-0.0083,0.2520,69.1431,1026.2058,2.0460,22.1072,2.3909,0.1818,1k4h
5.1100,-0.6466,-0.9637,0.0000,0.0000,35.2160,557.9250,0.5947,33.3509,0.7341,0.5000,4e49
5.1200,-2.2723,-2.8273,-0.0007,0.5880,118.9606,1670.7059,3.0241,33.1027,4.2503,0.0714,3zso
5.1400,-1.6271,-2.2260,-0.0004,0.3780,82.7315,1433.1248,1.5417,37.3751,0.7581,0.1333,2br1
5.1500,-1.1546,-0.7381,-0.0044,0.0840,65.7048,500.6424,5.6464,0.0000,9.0900,0.2500,1pb8
5.1500,-1.1519,-2.2355,0.0000,0.1680,87.1927,1315.3048,7.9432,10.9403,9.7019,0.1250,3ozr
5.1700,-0.1250,-1.2212,0.0000,0.0000,62.6823,632.1864,3.1155,29.5913,0.5879,0.6667,3b7j
5.1900,-1.9747,-3.0262,-0.0001,0.5880,123.3442,1895.9570,4.7848,20.5554,6.0461,0.0741,1ogg
5.2000,-0.9464,-1.2090,0.0000,0.0000,49.1018,646.1481,0.9961,39.2464,1.3037,0.4000,3uu1
5.2200,-2.6340,-3.4552,0.0000,0.1680,136.8049,1568.6741,2.9369,41.6261,0.0000,0.2000,1j17
5.2200,-1.5524,-1.8449,-0.0000,0.4200,85.4445,1156.2141,5.3044,0.0000,7.7847,0.1250,2gz2
5.2200,-1.6976,-1.5621,-0.0080,0.0420,73.5733,977.9312,2.7285,41.7103,3.3202,0.5000,3dne
5.2200,-0.9876,-0.9266,0.0000,0.0840,40.6599,557.0837,0.6528,0.0000,0.7219,0.3333,3ppp
5.2400,-1.4278,-1.7571,-0.0004,0.1680,89.7489,1003.7944,6.5675,0.0000,8.5680,0.1818,1fh7
5.2400,-2.0972,-1.0961,0.0000,0.4200,37.5648,765.8167,0.6417,76.1827,0.0000,0.0909,3ueu
5.2600,-1.4316,-1.1357,-0.0033,0.1680,72.6315,626.1882,7.5965,0.0000,10.6091,0.2000,2qft
5.2800,-1.3629,-1.6238,-0.0038,0.0840,65.7082,908.9444,3.0398,0.7329,4.8694,0.3333,1f5l
5.3000,-1.6721,-2.2693,-0.0042,0.0840,96.6927,1201.3457,4.2388,0.0000,4.6918,0.2222,1a69
5.3000,-1.6078,-1.7512,0.0000,0.1680,87.1223,1140.2079,6.3832,12.7490,9.8510,0.1250,2vk6
5.3000,-1.6911,-2.3676,0.0000,1.0080,102.4757,1557.2153,6.2371,29.2908,10.2457,0.0392,3upv
5.3300,-2.1730,-2.1414,-0.0174,0.7140,104.2896,1206.0725,6.4390,25.5259,9.5093,0.0606,2c80
5.3400,-1.9155,-2.2177,0.0000,0.5880,107.6834,1528.8789,7.9664,0.0000,11.3835,0.1000,3efs
5.3500,-1.5100,-2.0445,-0.0002,0.2520,118.8096,1378.0751,6.9199,0.0000,9.8035,0.1667,2fxv
5.3600,-1.8506,-2.1646,-0.0001,0.1680,97.1806,1253.1570,3.6594,0.7203,3.7529,0.1333,3ldq
5.3700,-1.6527,-2.0555,0.0000,0.4200,87.4225,1222.1342,6.4686,11.7881,10.6991,0.1429,3qt6
5.3800,-2.3164,-2.6489,-0.0001,0.4200,158.4396,1507.6371,7.0806,0.0000,8.8874,0.1176,3tif
5.3900,-0.9402,-1.1384,0.0000,0.0000,34.9604,509.4897,1.9728,12.0860,0.9417,0.5000,3m1k
5.4000,-2.3390,-3.8649,-0.0013,1.3020,146.0220,2161.9241,5.6949,29.9379,3.7187,0.0328,1pz5
5.4000,-2.3708,-2.1530,0.0000,0.1680,87.5878,1184.6302,3.1455,47.8518,1.0216,0.2000,2i80
5.4000,-1.7870,-3.8588,-0.0023,0.9660,161.0055,2751.4873,12.0334,49.7612,9.0472,0.0417,4aph
5.4300,-1.3889,-3.1758,-0.0009,0.0840,131.0146,2110.3147,6.2195,0.0000,5.9225,0.2000,4f5y
5.4400,-0.4122,-1.0678,-0.0130,0.2940,61.9516,917.9194,6.5013,1.5040,9.2889,0.1667,3lp7
5.4600,-1.9464,-2.7010,-0.0092,0.6300,125.3669,1676.4612,7.8125,19.9102,11.1766,0.0556,1b4h
5.4700,-2.3614,-3.9011,-0.0102,0.2940,157.4042,2204.7385,5.9636,61.9295,5.9874,0.1176,1xh5
5.4800,-1.5480,-0.9641,0.0000,0.2100,21.7612,664.3402,1.1204,36.1614,0.0000,0.1538,1g85
5.4900,-1.8763,-1.4120,-0.0184,0.2940,90.1616,775.3597,4.1874,38.3879,4.9803,0.1111,1pot
5.4900,-1.4806,-1.9073,-0.0000,0.1260,109.9541,1002.0788,4.1762,12.5544,1.7754,0.2500,2uy5
5.5000,-2.0907,-1.8478,-0.0041,0.2520,97.7164,1257.6151,5.7060,28.1107,7.6125,0.1176,3tza
5.5200,-0.7331,-0.8157,0.0000,0.0840,59.5283,553.1167,9.3112,0.0000,9.1314,0.3333,1kc7
5.5200,-2.8243,-3.2964,-0.0091,0.8400,138.4833,1992.9359,6.4050,40.9019,5.5402,0.0500,3eys
5.5400,-1.3266,-2.2550,-0.0120,0.2520,87.0682,1183.2664,3.3456,11.1049,4.7778,0.1538,1bjv
5.5400,-2.6788,-2.7641,0.0000,0.5460,102.9125,1713.4666,2.8764,63.9830,2.2732,0.1000,3ubd
5.5500,-1.6444,-2.9869,0.0000,0.1260,165.5361,1276.3093,5.6078,0.0000,1.0819,0.2500,2iuz
5.5700,-1.7061,-1.7309,0.0000,0.1680,56.1972,854.5640,2.6350,17.5613,2.3631,0.1818,2nmx
5.5800,-2.6501,-3.9898,0.0000,0.2940,137.6720,1896.0830,4.1241,50.2743,5.1634,0.1250,3su5
5.5900,-2.2719,-2.6311,-0.0004,0.2520,88.5197,1360.3434,2.4225,48.3212,2.3551,0.1333,3sha
5.6000,-1.5509,-1.7075,0.0000,0.1680,40.8687,1463.5181,2.0779,53.1710,0.7951,0.1538,3qps
5.6200,-1.1914,-0.4822,-0.0066,0.1260,60.1786,499.6971,6.2762,16.3333,5.1363,0.2222,3ip9
5.6200,-1.7861,-2.6143,-0.0025,0.2940,87.1949,1455.9723,0.8390,57.2928,0.5554,0.1667,4fm8
5.6400,-1.8639,-2.8712,-0.0158,0.1680,108.5319,1518.0602,3.3021,33.0084,4.6562,0.1538,1y3v
5.6400,-2.9968,-2.8525,0.0000,0.2100,129.8901,1682.9431,7.0879,47.2388,10.3406,0.1333,3n86
5.6600,-1.5642,-1.7061,0.0000,0.3360,61.5742,1108.9760,2.1058,46.6458,1.8319,0.1111,1nhu
5.6600,-1.1700,-0.9939,-0.0020,0.2520,62.4651,691.2593,3.9171,6.5525,6.6728,0.1250,3td4
5.6800,-2.2734,-3.4655,0.0000,0.5460,165.1735,1829.5193,9.3885,7.0001,13.2541,0.0769,2c92
5.6800,-1.8836,-2.2218,0.0000,0.2100,69.5035,1229.3923,3.5784,25.1205,1.7393,0.2000,3oil
5.7000,-3.2181,-4.3169,0.0000,0.6300,192.7961,2391.4226,12.4742,5.3198,15.5027,0.0800,1g9r
