pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
3.28,-1.5251,-2.8051,-0.0003,0.4200,119.4994,1679.4308,7.6664,21.4691,7.4811,0.0952,3tfu
3.30,-1.5298,-1.7263,-0.0110,0.0840,65.0718,803.3173,2.2457,42.8782,1.9304,0.2857,3n1v
3.30,-0.6353,-0.6101,0.0000,0.0420,26.4586,486.1021,2.4172,19.2505,0.0000,0.3333,3hcm
3.30,-0.5944,0.2992,-0.0035,0.2100,46.3306,774.6375,11.0811,0.0000,3.4568,0.2000,1phw
3.30,-1.0002,-1.3122,-0.0020,0.2100,60.4292,661.2778,4.4061,0.0000,7.7033,0.2222,1tpw
3.30,-0.8999,-1.2875,-0.0596,0.1680,51.8886,767.6124,2.8962,19.9798,5.5666,0.2000,2vw2
3.30,-1.7658,-2.5946,-0.0121,0.6300,152.4748,1628.5912,8.6499,2.6350,8.0543,0.0714,3aaq
3.31,-2.1022,-1.5974,-0.0000,0.2940,51.1627,1077.8558,1.5742,37.7311,0.0000,0.1429,1pzp
3.32,-1.4079,-1.1921,0.0000,0.0000,60.4866,636.1981,4.9524,11.0095,3.4498,1.0000,2wk6
3.32,-1.2137,-1.7269,-0.0007,0.1680,71.6106,909.2902,1.8005,35.3603,1.2258,0.1667,1pzo
3.33,-1.3569,-2.1276,-0.0365,0.5880,83.1322,1371.1288,7.8505,0.0000,7.7914,0.0952,1jlr
3.33,-1.3250,-1.3237,-0.0092,0.0840,70.1679,809.5739,2.6808,21.7045,1.6470,0.3333,2pnc
3.34,-1.5815,-1.3627,0.0000,0.0840,45.6553,896.3551,1.9163,47.4375,0.0000,0.1818,3f33
3.34,-0.7754,-2.4144,-0.0005,0.3360,85.2557,1395.2953,2.3543,1.9247,3.5724,0.0870,2xoi
3.35,-0.9304,-1.1248,-0.0171,0.0000,57.2748,722.3204,2.1116,3.5522,3.1386,0.3333,3c2o
3.36,-1.8730,-2.2624,0.0000,0.3780,67.1287,1185.5398,2.7781,57.4998,1.3922,0.0952,2vc7
3.37,-0.9084,-1.2771,0.0000,0.0840,52.2475,712.6624,3.1714,4.3119,4.6168,0.1818,3n35
3.37,-0.7784,-1.2826,-0.0032,0.0420,47.4770,584.5823,1.6508,3.6438,2.9369,0.4000,1tnh
3.37,-0.1044,-1.3759,-0.0005,0.1260,40.7058,819.4520,1.6149,3.3140,2.0100,0.2000,3d8z
3.37,-0.9669,-1.3231,-0.0073,0.0000,59.2445,586.9909,2.4635,5.5226,4.4590,0.4000,1v2u
3.38,-1.5572,-0.9337,-0.0045,0.2520,88.1447,1330.3649,14.1559,1.8138,5.2564,0.1429,2fzg
3.39,-1.0999,-1.0067,-0.0085,0.1260,47.2434,638.6978,2.9364,31.8670,4.5656,0.2500,1toj
3.40,-1.1680,-0.8644,0.0000,0.0000,30.6745,467.0640,0.4304,49.9588,0.0000,1.0000,1l83
3.40,-1.6918,-3.0272,-0.0247,0.5880,142.0193,1931.3241,9.8290,0.0000,16.3447,0.1000,1m83
3.40,-1.0552,-0.8037,0.0000,0.0000,33.9910,425.0982,1.0546,63.0298,0.0000,1.0000,220l
3.40,-1.4930,-0.9209,0.0000,0.0000,29.8452,464.4639,0.3558,43.7980,0.0000,1.0000,223l
3.40,-2.9718,-2.4802,0.0000,0.8400,76.5084,1437.6611,2.0539,54.4975,0.9721,0.0588,1ikt
3.40,-1.2890,-2.1168,-0.0000,0.8820,107.1216,1197.4142,4.6265,23.3425,3.0819,0.0400,3jzh
3.40,-2.7820,-2.8098,-0.0474,0.5040,157.3728,2054.1233,12.4549,0.0000,12.9435,0.0952,1bxr
3.40,-1.0866,-1.3518,-0.0303,0.3360,66.5304,892.4322,7.8932,0.0000,10.0938,0.1176,2vvp
3.40,-0.1287,-1.3297,-0.0001,0.1260,38.0630,805.5151,1.5913,4.6539,1.9885,0.2000,3d8y
3.40,-0.7636,-1.5628,-0.0445,0.1680,76.0968,1062.3922,5.2274,8.7890,6.8703,0.1176,1f8d
3.40,-1.0109,0.6376,-0.0000,0.1260,48.2094,599.4297,13.6990,6.0387,3.0000,0.2000,1jt1
3.40,-1.2148,-1.4698,0.0000,0.0420,67.4671,744.9394,4.4923,6.7616,7.1244,0.2857,1uz4
3.41,-0.9392,-0.8644,-0.0042,0.2100,55.9622,586.0455,5.3753,0.0000,5.1820,0.2500,2v2c
3.42,-0.5795,-0.6996,-0.0011,0.2520,34.3660,468.9073,2.1459,9.3305,4.3953,0.1667,2w08
3.42,-1.4728,-2.1620,-0.0000,0.0840,79.7101,1269.7949,3.0133,0.0000,4.1765,0.2000,3iob
3.42,-0.6605,-1.5450,-0.0004,0.2520,82.7222,966.7907,3.4519,13.4329,3.5335,0.1429,2qtn
3.42,-1.1686,-1.6820,-0.0420,0.1680,72.2647,1046.5347,3.3851,8.9705,6.8473,0.1176,2sim
3.43,-1.9199,-2.3273,-0.0001,0.0840,106.0344,1290.0098,4.5556,0.0000,5.6543,0.2000,3axz
3.43,-0.9024,-2.5939,-0.0006,0.3360,92.3206,1469.4502,2.6604,2.2737,4.3125,0.0833,2xog
3.45,-1.7605,-2.0088,-0.0319,0.6300,95.0903,1272.2679,6.4298,8.4165,9.6838,0.0606,3nik
3.46,-0.7985,-1.5122,-0.0006,0.2100,65.0091,1163.8557,6.1273,0.0000,10.1303,0.1667,1moq
3.46,-1.2915,-1.5393,0.0000,0.2100,48.8287,925.9975,3.7349,6.6866,5.5753,0.1429,3muz
3.47,-2.6551,-3.1066,-0.0154,0.5880,141.0095,1762.2964,7.3895,0.0000,10.4341,0.0952,3ta0
3.48,-0.8663,-1.2132,-0.0001,0.2940,50.9851,700.2128,2.1115,9.7089,4.5341,0.1000,2p3i
3.48,-0.5394,-2.6384,-0.0282,1.0080,117.6461,1796.4839,6.5557,5.6347,8.4057,0.0435,3gx0
3.49,-1.0942,-1.2098,-0.0048,0.0420,45.9975,543.3562,1.9164,4.5127,3.0976,0.4000,1utn
3.49,-0.8617,-1.3942,0.0000,0.2520,59.2411,795.7780,2.5508,0.0000,4.8442,0.1111,1gzc
3.49,-1.0551,-1.1253,-0.0085,0.0000,45.4817,589.7879,1.9801,5.4955,3.1496,0.4000,1c5o
3.51,-1.4155,-1.8432,0.0000,0.4200,75.2937,1165.1147,3.7103,3.3975,6.3695,0.0800,1gz9
3.51,-1.4916,-1.8125,0.0000,0.5880,74.2097,1056.6415,5.0731,2.3411,9.3939,0.0606,2r0h
3.52,-2.6081,-2.8781,-0.0183,0.3780,119.8348,1790.9840,7.3196,0.0000,9.5364,0.1000,3lcu
3.52,-0.7753,-0.7867,-0.0074,0.2100,47.5995,608.3896,4.1288,0.0000,4.1786,0.2500,2j27
3.52,-1.3559,-1.7753,-0.0369,0.1680,84.1548,1163.8102,6.1697,10.5652,10.1717,0.1176,2vw1
3.52,-0.3340,-0.9264,-0.0076,0.1260,48.6052,839.5919,3.6142,0.0000,4.1777,0.2000,3mfw
3.54,-1.5956,-2.7733,-0.0050,0.5880,127.3202,1609.0739,9.3893,0.0000,7.7055,0.0952,1vjd
3.54,-1.9618,-2.9692,-0.0001,0.7980,96.5326,1598.0427,3.4057,38.1845,4.1473,0.0417,3obq
3.55,-2.3569,-1.9434,-0.0001,0.4620,75.6167,1201.2476,4.7972,42.4245,4.5933,0.1250,2cle
3.55,-0.8539,-2.1475,-0.0061,0.4200,78.6042,1057.0381,4.1142,5.3089,6.2191,0.0800,1v2r
3.55,-0.4942,-1.3671,-0.0285,0.1680,66.9801,1022.3224,5.6821,8.8526,7.7162,0.1176,2qwc
3.56,-0.9308,-1.7560,-0.0035,0.3360,70.4866,938.9191,2.9704,10.4850,5.7347,0.1333,2hrm
3.57,-1.2820,-2.0801,0.0000,0.2940,86.7437,1055.2239,3.0485,44.2940,0.0000,0.1333,1h46
3.57,-0.8591,-0.9400,-0.0299,0.1680,46.2855,754.8516,4.0183,5.1911,6.3778,0.1818,3ff3
3.58,-1.0440,-2.0082,-0.0109,0.5880,82.4066,1318.0415,4.0497,0.0000,5.9491,0.0952,1vjc
3.58,-1.2223,-1.0870,-0.0165,0.0000,64.6574,646.5906,7.7239,3.6763,11.1394,0.3333,3dx1
3.59,-1.1959,-0.9126,-0.0001,0.0000,74.8728,604.6540,3.4485,0.0000,4.1002,0.6667,1nli
3.59,-0.5330,-1.1381,0.0000,0.2520,52.2015,650.9380,3.9369,0.0000,7.4234,0.1111,2nn8
3.59,-1.8264,-1.7688,-0.0034,0.2520,78.8749,1301.6108,5.9293,0.0000,4.9976,0.1667,2gsu
3.60,-0.1073,-1.3930,-0.0004,0.2940,42.7444,997.9108,1.2241,0.0000,1.2280,0.0870,2qpu
3.60,-1.1143,-1.2421,0.0000,0.4620,67.6193,835.8762,6.3784,2.0000,8.4511,0.0800,3m3o
3.60,-0.8906,-1.0170,0.0000,0.1260,31.7843,304.4361,1.7698,0.0000,0.9204,0.2500,1d7i
3.60,-0.5586,-1.1703,-0.0092,0.0420,48.3607,752.1581,0.9455,15.0949,1.1035,0.4000,2xdk
3.60,-1.0389,-1.4518,-0.0003,0.5460,62.9696,838.9473,4.5204,1.5448,7.8551,0.0690,3afk
3.60,-1.6357,-1.9639,-0.0014,1.1340,47.9649,1396.5402,1.7444,31.4645,0.7092,0.0333,2wp1
3.60,-1.0364,-0.4469,-0.0235,0.2520,82.8777,1590.1316,17.0181,1.5676,11.0057,0.1250,2fzk
3.60,-0.5305,-0.0038,-0.0077,0.2100,44.4469,710.1993,7.2845,3.3878,6.2883,0.1538,3b3x
3.60,-1.6036,-1.1035,0.0000,0.2100,42.2355,682.0377,4.3847,35.3163,4.5279,0.1429,3g0i
3.60,-0.9906,0.3823,-0.0153,0.1680,35.5599,654.4344,4.5980,4.8003,4.0791,0.1667,3jdw
3.61,-1.2729,-1.9264,-0.0000,0.1260,101.9118,1104.2114,2.7688,41.6667,1.5215,0.2000,3sk2
3.61,-2.7173,-3.9223,-0.0013,0.5460,139.8054,2540.0483,8.1916,6.6679,13.1122,0.0588,3jzj
3.62,-0.9507,-1.0329,-0.0042,0.0000,67.6572,495.7905,5.1919,0.0000,6.7958,0.6667,1pb9
3.64,-0.9724,-1.1527,-0.0107,0.0420,75.9053,646.0610,3.4229,45.4498,1.6956,0.2857,1gyy
3.64,-1.6338,-1.6666,-0.0092,0.2100,76.4607,974.0309,3.3508,19.7003,4.2190,0.2000,2azr
3.64,-1.2494,-0.6303,-0.0296,0.0420,38.2272,495.7808,4.5484,0.0000,6.6035,0.5000,2rk8
3.66,-1.0279,-2.2197,-0.0000,0.4200,108.0070,1267.3182,6.3652,0.0000,8.1049,0.1250,2qv7
3.66,-1.0820,-1.1830,-0.0051,0.1260,40.0744,741.8585,1.5510,28.5670,1.9703,0.2000,3buh
3.66,-1.0363,-1.3295,-0.0032,0.4200,56.1359,764.4436,4.6205,0.0000,8.4796,0.0769,3oy8
3.68,-0.9057,-2.2654,-0.0000,0.1260,72.2012,1189.8054,1.7739,15.3756,1.7497,0.2000,3isj
