pbindaff,Hydrophobic,Vdw,HBond,Ent,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
4.17,-3.7321,-3.8508,-0.0005,1.0500,157.4679,2349.0264,5.9538,51.0296,9.1462,0.0370,3qfd
6.37,-1.4660,-1.4276,0.0000,0.5880,39.2976,879.7476,1.1717,46.2958,0.0000,0.0667,3qlm
5.82,-1.5846,-1.7983,0.0000,0.0840,74.9603,1146.0604,3.7988,43.7450,4.0681,0.2000,3qqs
4.82,-1.1355,-1.6507,0.0000,0.2100,57.6515,929.1102,3.3915,8.6759,5.7866,0.1667,3vd4
4.00,-1.2009,-1.6595,0.0000,0.2100,56.1023,930.2390,3.4100,10.8758,5.6924,0.1667,3vd9
2.52,-1.5181,-1.1403,0.0000,0.0420,73.4269,888.5551,8.7401,0.0000,7.9536,0.2500,3vdb
8.27,-2.1532,-2.3247,-0.0157,0.1680,99.9310,1299.6493,4.2201,49.4419,4.1406,0.1818,4djy
6.52,-1.7617,-2.3207,-0.0000,0.0840,69.9894,1352.6746,1.6299,26.3672,0.4330,0.2500,4dko
5.72,-1.7199,-2.3168,-0.0011,0.0840,69.6223,1300.3497,0.9667,29.2844,0.6745,0.2222,4dkp
6.60,-2.2700,-2.6970,-0.0030,0.1680,98.9791,1471.5308,1.2141,29.8164,1.3122,0.2000,4dkq
6.52,-2.0781,-2.3939,-0.0107,0.1680,84.8226,1398.5503,1.8176,24.3791,2.4208,0.2000,4dkr
4.94,-0.6960,-2.0344,0.0000,0.4200,73.9491,1238.2506,2.4289,4.7413,3.4872,0.1250,4dmw
7.29,-1.7354,-1.7531,-0.0063,0.0840,85.7705,868.2538,5.0102,4.2987,7.2682,0.2222,4do4
5.83,-1.3923,-1.3067,-0.0072,0.0420,67.8013,660.1294,4.1536,0.0000,6.9605,0.2500,4do5
5.37,-1.6527,-2.0555,0.0000,0.4200,87.4225,1222.1342,6.4686,11.7881,10.6991,0.1429,3qt6
4.13,-2.2295,-2.9335,-0.0018,0.2520,109.3221,1422.7081,2.3958,48.7471,2.6687,0.1333,3qto
4.65,-2.4366,-2.9609,-0.0014,0.2520,105.5616,1451.7217,2.7537,49.7520,2.5106,0.1333,3qtv
6.45,-0.6352,-2.4219,-0.0244,0.7980,95.3485,1719.7437,6.4036,24.0230,9.0559,0.0541,3qw5
4.26,-2.3290,-2.8015,-0.0001,0.2520,94.7324,1402.2804,2.5099,49.8258,2.1625,0.1333,3qwc
4.20,-2.3033,-3.0684,-0.0001,0.2520,114.3364,1495.8081,2.8208,54.0893,2.5887,0.1333,3qx5
4.84,-0.7292,-1.8543,0.0000,0.6720,66.6414,1309.9701,3.6099,33.3712,2.9206,0.0606,3r0y
4.72,-1.2254,-2.3113,0.0000,0.0840,101.3801,1459.2749,4.6950,46.9713,2.8431,0.2500,3r6c
8.36,-2.3805,-3.6973,-0.0000,0.2940,135.9166,2010.0522,3.6695,43.8116,2.7718,0.1250,3r7o
4.82,-0.7134,-1.3365,0.0000,0.1680,59.1645,760.2792,1.4770,15.4044,1.5860,0.2222,3r88
9.43,-1.3727,-1.2524,0.0000,0.2520,80.0592,1034.8081,10.3140,5.2737,8.6226,0.1429,3rbu
7.40,-1.7403,-1.6900,-0.0012,0.1260,61.1463,1224.4000,1.6674,8.7807,1.2315,0.2222,3re4
4.55,-1.5737,-2.0974,-0.0066,0.0000,106.7730,1015.3562,5.4972,14.6716,4.8637,0.3333,3rr4
8.80,-4.0452,-4.8267,0.0000,1.4280,192.8166,2741.2668,11.4152,47.7013,7.2780,0.0303,3rt4
4.92,-1.5577,-1.7409,0.0000,0.2100,68.9655,1035.6271,0.6757,29.5783,1.8207,0.1667,3rv8
8.60,-3.1998,-3.3048,-0.0002,0.5880,112.4634,1990.0039,4.6014,49.6544,4.8800,0.0714,3s43
8.49,-3.2155,-3.1998,-0.0018,0.5880,113.7046,1959.1702,5.0287,57.3763,4.9690,0.0714,3s45
9.64,-3.2523,-3.1178,-0.0009,0.5880,113.0650,2051.0254,9.2483,45.5553,6.1620,0.0714,3s54
9.62,-3.6202,-4.1078,0.0000,0.5460,144.6672,2396.6812,4.8198,80.3092,4.5415,0.0690,3s56
7.41,-1.7764,-1.3153,-0.0064,0.0420,72.2265,671.8966,5.2195,0.0000,8.2233,0.2500,3s5y
7.35,-1.3870,-2.2714,0.0000,0.2940,106.6011,1131.0117,4.0171,22.8991,6.6692,0.1333,3s6t
7.30,-1.8382,-2.1099,0.0000,0.2940,62.3236,1030.7689,3.2629,26.9391,1.7874,0.1538,3s8x
6.82,-1.2778,-2.1853,0.0000,0.2940,59.1636,1197.3751,2.7879,22.4880,2.3034,0.1538,3s9t
7.59,-1.8774,-2.2040,0.0000,0.4200,75.4538,1083.4102,3.6286,36.3820,1.8714,0.1053,3sap
6.57,-1.6842,-2.3245,0.0000,0.3360,66.6480,1193.9983,2.6627,29.4830,1.6821,0.1333,3sax
7.28,-1.7733,-1.9344,0.0000,0.2940,60.0573,997.4764,3.0815,32.1813,1.9350,0.1538,3sbh
7.92,-1.7615,-1.8970,0.0000,0.2940,59.2604,957.0643,2.3534,26.6591,1.7874,0.1538,3sbi
6.06,-0.7761,-0.7103,0.0000,0.0840,43.4530,792.8580,4.8012,2.3060,1.0000,0.2222,3sfg
5.59,-2.2719,-2.6311,-0.0004,0.2520,88.5197,1360.3434,2.4225,48.3212,2.3551,0.1333,3sha
5.72,-2.4162,-2.8288,-0.0001,0.2520,101.9796,1403.4037,3.2534,50.1528,2.4555,0.1333,3shc
4.16,-2.3963,-2.5364,-0.0001,0.2520,87.3830,1354.8009,2.5963,52.3791,2.4856,0.1333,3si3
3.88,-2.4787,-2.7117,-0.0001,0.2520,93.2731,1395.5132,1.9581,51.8307,2.2887,0.1333,3si4
3.86,-1.7116,-1.4770,-0.0004,0.4200,44.2375,1017.7181,0.4526,62.9209,0.0000,0.0769,3spf
6.79,-2.4988,-3.9377,0.0000,0.5040,143.2123,1885.9778,4.4334,58.8834,5.4201,0.1111,3su0
6.68,-2.3893,-4.0197,0.0000,0.5040,145.1896,1899.3044,4.3972,55.0985,5.4088,0.1111,3su1
4.35,-2.4880,-4.1710,0.0000,0.5040,153.0202,1932.1533,4.0166,56.1947,5.3742,0.1111,3su2
9.13,-2.8459,-4.1283,0.0000,0.2940,146.9914,1917.3999,3.8724,54.6547,5.1144,0.1250,3su3
6.26,-3.1083,-4.0706,0.0000,0.2940,147.8044,1948.1321,4.6927,56.9423,5.0995,0.1250,3su4
5.58,-2.6501,-3.9898,0.0000,0.2940,137.6720,1896.0830,4.1241,50.2743,5.1634,0.1250,3su5
6.02,-2.6550,-4.2696,0.0000,0.2940,153.3024,1974.5703,4.0026,54.2413,5.1543,0.1250,3su6
9.08,-2.9581,-4.3116,0.0000,0.3780,171.1225,2047.4399,9.5340,61.0718,7.4910,0.1111,3sue
7.56,-3.0010,-4.1594,0.0000,0.3780,147.9921,2000.8799,5.1843,52.5661,6.0186,0.1111,3suf
6.21,-2.7731,-3.8969,0.0000,0.3780,143.2064,1987.0126,6.2207,51.5565,4.4442,0.1111,3sug
4.15,0.2391,-0.1182,0.0000,0.3780,0.8702,148.5136,0.0000,0.7997,0.0000,0.1111,3sur
4.15,-1.9257,-1.9893,-0.0079,0.0420,96.8092,952.7678,5.2551,15.0049,5.8299,0.2857,3sus
7.85,-1.9315,-2.5383,-0.0054,0.3360,140.7448,1240.0032,8.2318,31.2812,8.4884,0.1176,3sut
8.52,-1.9915,-2.5047,-0.0032,0.3360,136.9838,1251.9014,8.3317,31.0073,7.8196,0.1176,3suu
4.55,-1.7348,-1.7448,-0.0021,0.0840,77.6880,892.8135,4.3545,15.9158,5.4351,0.2222,3suv
4.70,-1.3203,-1.8760,-0.0019,0.0420,92.1058,963.4667,3.9926,20.5886,5.5241,0.2857,3suw
4.19,-2.1154,-2.7028,-0.0019,0.2520,96.0544,1369.8889,2.1085,48.9120,2.5172,0.1333,3sv2
8.60,-2.6884,-2.5754,-0.0004,0.2520,101.5901,1577.2788,2.4040,58.8458,1.4731,0.1818,3sxf
4.57,-1.1806,-2.4170,0.0000,0.1260,103.2239,1436.4064,5.1408,2.4161,9.2731,0.1538,3sym
5.10,-1.5158,-2.2924,0.0000,0.0840,98.8054,1310.0128,5.0864,2.2915,9.8778,0.2000,3syr
3.04,-1.2361,-1.6356,0.0000,0.2100,60.0586,932.6871,3.9315,8.3836,6.3858,0.1667,3t08
3.80,-1.2674,-1.3833,0.0000,0.0420,80.4141,896.8136,8.1957,0.0000,8.3015,0.2500,3t09
4.30,-1.1782,-1.6607,0.0000,0.2100,55.2836,924.4944,3.4036,9.4255,6.0218,0.1667,3t0b
2.37,-1.5776,-1.4097,0.0000,0.0420,78.8576,885.3733,7.3938,0.0000,7.8450,0.2500,3t0d
8.00,-2.8166,-3.3282,0.0000,0.2520,133.7741,1757.3942,1.8551,166.5910,1.1393,0.1111,3t0x
3.66,-1.2962,-1.3818,0.0000,0.0420,69.2432,879.1779,7.1776,0.0000,7.6171,0.2500,3t2q
10.23,-2.9978,-3.4603,-0.0006,0.5880,118.6150,2027.4485,3.8701,42.5748,5.7509,0.0714,3t3c
8.60,-2.5221,-2.6224,-0.0080,0.2100,106.3216,1716.5713,3.8818,48.7673,2.3764,0.1818,3t3u
6.36,-2.8886,-3.7201,-0.0049,0.5880,132.0172,2389.6614,11.0805,49.6503,8.8679,0.0625,3t6b
5.08,-0.8892,-1.1309,0.0000,0.0000,47.3275,695.1572,2.4405,0.0000,4.5907,0.3333,3tb6
6.30,-1.8227,-1.3660,-0.0008,0.5040,90.5227,1643.8489,9.9835,0.0000,7.4477,0.0952,3tei
4.70,-2.1464,-4.6092,-0.0065,1.4700,180.5130,2758.8684,7.1316,47.1158,11.0326,0.0260,3tg5
5.38,-2.3164,-2.6489,-0.0001,0.4200,158.4396,1507.6371,7.0806,0.0000,8.8874,0.1176,3tif
5.27,-2.7763,-3.2907,-0.0006,0.5880,118.9392,2067.7571,7.1599,53.0531,5.8206,0.0714,3tkw
8.52,-1.1543,-0.8669,-0.0180,0.1260,60.1154,473.7075,2.7264,31.9167,3.4680,0.2000,3ttm
7.84,-0.9675,-1.3549,-0.0176,0.2940,86.7473,790.6432,4.6275,38.0649,3.4520,0.1111,3ttn
3.92,-0.8074,-0.9336,0.0000,0.0000,36.8539,532.6608,0.9090,21.2817,1.2106,0.4000,3twp
5.44,-2.6498,-2.6783,-0.0000,0.0420,113.9423,1439.0956,3.6402,0.0000,6.0604,0.3333,3u10
7.11,-2.0740,-2.2589,0.0000,0.0840,96.2022,1551.9530,6.0062,56.6006,2.3622,0.2000,3u15
9.00,-3.2473,-3.8133,0.0000,0.4620,136.1908,2243.7498,4.9262,84.0167,1.9813,0.1250,3u6h
7.07,-2.6991,-2.6568,0.0000,0.4200,108.7428,1495.6141,7.0901,29.0993,8.7529,0.0952,3u7k
7.28,-2.1004,-2.4180,0.0000,0.3360,91.4378,1446.4379,6.3368,26.8404,8.8316,0.1053,3u7l
7.45,-2.3267,-2.4952,0.0000,0.4200,108.7029,1409.3364,6.9561,28.7773,4.8971,0.0800,3u7m
7.95,-2.1578,-2.2452,0.0000,0.4200,108.1614,1394.1782,9.2062,21.0873,7.1348,0.0800,3u7n
8.43,-3.5044,-3.4194,-0.0051,0.5880,108.3294,2045.1141,4.6245,42.5630,6.1554,0.0714,3u7s
4.44,-2.0787,-2.6540,-0.0105,0.3780,116.9211,1529.0223,5.0313,2.8989,9.0821,0.1000,3u81
4.62,-1.1192,-0.8632,0.0000,0.5880,35.7480,521.2465,2.6353,24.6227,0.7330,0.0769,3u90
4.38,-1.7908,-1.3472,0.0000,0.3360,53.7511,763.1714,2.3273,47.6824,1.4132,0.1111,3u9q
5.54,-2.6788,-2.7641,0.0000,0.5460,102.9125,1713.4666,2.8764,63.9830,2.2732,0.1000,3ubd
6.00,-1.7443,-1.9696,0.0000,0.0420,86.0887,822.6508,7.0010,8.8981,2.5781,0.2857,3ucj
7.10,-3.0207,-3.7965,0.0000,0.4200,129.3088,1715.6815,1.8534,60.9694,1.3502,0.1250,3udd
2.85,-0.9368,-1.3982,-0.0136,0.0000,57.7026,781.9296,2.8337,39.1537,3.4710,1.0000,3udh
5.24,-2.0972,-1.0961,0.0000,0.4200,37.5648,765.8167,0.6417,76.1827,0.0000,0.0909,3ueu
5.89,-2.2830,-1.3096,0.0000,0.5040,46.6901,816.4697,1.0124,89.2648,0.8294,0.0769,3uev
6.31,-2.5309,-1.3902,0.0000,0.5880,49.9248,868.7796,1.2083,84.4246,0.7031,0.0667,3uew
6.92,-2.7272,-1.6011,0.0000,0.6720,55.2713,1017.7612,0.7531,102.2329,0.0000,0.0588,3uex
8.25,-0.8771,-1.9720,0.0000,0.4620,72.8845,1274.7042,2.3922,26.2098,1.0000,0.1111,3ug2
4.63,-1.6376,-1.2907,0.0000,0.2520,64.4743,729.9586,4.3919,0.0000,7.1339,0.2000,3uj9
5.10,-2.2691,-2.7650,-0.0077,0.3780,119.6488,1749.3765,4.9263,2.3872,7.7058,0.1000,3ujb
4.59,-1.5932,-1.2699,0.0000,0.2520,64.0881,706.4590,4.5083,0.0000,6.9347,0.2000,3ujc
4.69,-1.5286,-1.2665,0.0000,0.2520,65.1984,718.5664,4.4947,0.0000,7.1895,0.2000,3ujd
6.52,-1.3563,-2.1913,-0.0001,0.2100,98.9535,1512.3868,4.7058,53.7068,4.8760,0.1429,3uo4
7.31,-1.5883,-2.1862,-0.0001,0.2100,96.1502,1434.7402,2.8206,46.0934,3.7961,0.1429,3uod
7.40,-1.8112,-2.2619,-0.0000,0.3360,99.8472,1490.3873,3.1741,44.6120,3.8811,0.1250,3up2
5.30,-1.6911,-2.3676,0.0000,1.0080,102.4757,1557.2153,6.2371,29.2908,10.2457,0.0392,3upv
9.00,-2.0095,-4.1229,-0.0053,1.2180,130.2822,2532.1294,3.9428,44.9425,5.2505,0.0339,3uri
10.92,-3.3545,-4.3197,-0.0153,0.5880,166.8791,2048.2839,3.8048,48.6693,4.6908,0.0690,3utu
5.20,-0.9464,-1.2090,0.0000,0.0000,49.1018,646.1481,0.9961,39.2464,1.3037,0.4000,3uu1
4.51,-1.6194,-1.5475,0.0000,0.0420,83.7450,964.6366,5.9992,0.0000,10.1037,0.2500,3uug
7.96,-1.1580,-1.5368,-0.0011,0.1260,62.2894,1038.4451,1.0445,38.0581,1.3843,0.3333,3uuo
4.34,-1.9502,-2.5500,-0.0015,1.0500,80.6303,1470.6837,2.2963,41.2857,3.1083,0.0370,3uvx
7.77,-1.8543,-2.8691,-0.0112,0.2940,112.7408,1255.2018,4.0069,38.4027,5.6539,0.1111,3uw4
7.85,-1.8620,-2.9533,-0.0129,0.2940,113.6685,1228.9279,3.5229,44.5436,4.6743,0.1111,3uw5
4.41,-1.2677,-1.3263,-0.0046,0.0000,71.8263,671.7906,3.4662,37.7723,1.8501,1.0000,3uxd
4.93,-1.6791,-1.1696,0.0000,0.0420,49.6006,683.9875,4.5286,34.0350,5.9096,0.4000,3uxk
5.57,-1.6656,-1.2032,0.0000,0.0000,49.5486,679.2045,5.4398,33.6134,5.4915,0.3333,3uxl
7.22,-1.2520,-1.2910,0.0000,0.0000,73.6502,685.3611,3.2154,34.6186,0.3046,1.0000,3uz5
5.55,-1.1063,-1.1641,-0.0062,0.0000,61.3098,558.1577,1.9949,35.7980,1.3479,1.0000,3uzj
6.43,-2.2442,-2.4280,-0.0004,0.6300,124.7549,1462.0699,6.7434,0.0000,10.9149,0.0870,3v3l
6.60,-2.0588,-0.2885,0.0000,0.7980,113.0905,1337.5339,18.4137,27.4228,3.1811,0.0714,3v3q
8.55,-3.4481,-3.2280,-0.0008,0.2940,122.7306,1995.1929,3.3693,90.2830,1.7042,0.1538,3v51
8.96,-2.6105,-2.3168,-0.0088,0.2100,86.6418,1507.1522,2.9243,34.8814,2.4789,0.1818,3v5p
8.22,-2.7260,-2.6155,-0.0030,0.3780,101.8179,1750.2515,4.3838,53.0861,1.3232,0.1176,3v5t
5.54,-3.1258,-2.8987,-0.0000,0.0840,146.3425,1598.4689,7.2638,129.1521,3.5753,0.2500,3v78
7.21,-1.8460,-2.9326,-0.0035,0.2940,107.0861,1359.6731,3.5564,20.5567,3.9516,0.1333,3v7t
8.57,-1.7449,-2.0613,0.0000,0.3780,62.7468,1091.2585,3.0135,39.1549,1.7540,0.1176,3v7x
8.07,-1.6375,-1.9555,0.0000,0.1680,68.4024,1032.6017,4.7636,42.1002,1.9385,0.2857,3vbd
4.96,-1.5178,-1.5316,0.0000,0.2100,79.1348,1085.2623,3.4607,29.4464,3.4195,0.1818,3veh
9.34,-3.4623,-3.9589,0.0000,0.6720,133.4754,2227.3535,4.7965,51.9857,4.6148,0.0690,3vf5
9.10,-3.6401,-4.0619,0.0000,0.6720,134.9589,2256.1902,5.8142,58.7143,5.7704,0.0690,3vf7
9.19,-3.1038,-3.7983,0.0000,0.6720,117.5439,2203.6235,6.3073,52.4991,5.1814,0.0690,3vfa
9.04,-3.6280,-3.9535,0.0000,0.6720,123.2602,2246.2046,5.3562,58.2909,5.6061,0.0690,3vfb
6.24,-1.3000,-1.3662,0.0000,0.0000,56.8681,707.0480,4.1843,19.5216,4.7096,0.6667,3vh9
7.40,-1.3675,-2.3271,-0.0078,0.0000,73.7433,1333.1211,0.9027,42.8961,0.9107,0.6667,3vha
8.89,-1.7258,-2.4793,-0.0076,0.0000,81.3503,1419.4199,1.7232,49.1104,1.7316,0.6667,3vhc
9.28,-1.2130,-2.2392,-0.0087,0.0000,75.0594,1350.6931,1.9039,50.8211,1.9850,0.6667,3vhd
4.60,-1.9554,-2.4853,0.0000,0.2940,80.8206,1375.6382,1.3259,66.6230,0.7613,0.1538,3vhk
6.02,-0.8214,-1.7459,-0.0140,0.2520,80.5784,980.5124,3.8630,3.1392,5.8372,0.1176,3zq9
5.12,-2.2723,-2.8273,-0.0007,0.5880,118.9606,1670.7059,3.0241,33.1027,4.2503,0.0714,3zso
4.96,-2.1697,-2.6434,-0.0008,0.5460,110.0411,1535.6079,3.1924,31.6699,4.8261,0.0714,3zsq
3.28,-1.6283,-2.2804,-0.0007,0.3780,92.6819,1384.9982,3.5938,32.7901,4.8637,0.0909,3zsx
3.23,-1.7616,-2.0840,-0.0010,0.2940,89.9887,1326.5267,4.0137,27.0421,5.2785,0.1111,3zsy
2.84,-1.8246,-2.0054,0.0000,0.0420,86.1696,1224.1481,2.8481,36.2973,3.7203,0.3333,3zt2
2.86,-1.7850,-2.0396,0.0000,0.0420,83.7458,1228.5216,2.7464,37.7847,3.6344,0.2857,3zt3
5.92,-1.3285,-1.4590,-0.0011,0.0000,62.0443,917.0903,2.1832,20.5553,1.6677,0.6667,3zv7
8.40,-2.8179,-2.8605,0.0000,0.2100,126.1961,1721.3843,2.5874,34.4226,2.2172,0.1538,3zxz
4.85,-1.1368,-1.3009,0.0000,0.2100,47.6667,781.2228,1.6502,1.5862,4.5379,0.1429,3zyf
8.89,-2.4163,-2.7513,-0.0002,0.1680,104.1311,1557.7056,2.8598,56.6790,2.5834,0.1818,3zze
8.38,-3.2192,-4.1779,0.0000,0.6720,129.2517,2577.2058,5.1256,86.2812,3.5573,0.0588,4a6b
7.92,-4.2201,-4.3396,0.0000,0.6720,149.1801,2545.6042,4.1967,84.3120,3.6572,0.0588,4a6c
8.00,-2.6820,-3.3512,-0.0045,0.1680,121.5786,1623.3716,4.0125,64.6715,3.0077,0.1538,4a6l
8.70,-2.2655,-3.2976,0.0000,0.2520,123.6605,1304.9506,3.3112,37.5009,3.2742,0.1250,4a7i
5.76,-1.7214,-2.3909,0.0000,0.4620,129.2459,1241.1138,6.4544,77.9677,1.3651,0.1250,4a95
4.12,-2.2660,-3.7083,-0.0008,0.5040,140.0181,2158.4548,6.9004,35.6276,7.9541,0.0714,4aa1
7.70,-2.0470,-2.3166,-0.0010,0.3360,84.2918,1504.6594,2.5575,26.1211,2.3621,0.1053,4acc
6.20,-1.4297,-1.6940,-0.0048,0.2520,74.4574,1072.6238,5.4788,7.0853,7.6039,0.1250,4ad2
