pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
3.6000,31.7843,304.4360,1.7698,0.0000,0.9204,0.3333,1d7i
3.6000,62.9696,838.9473,4.5204,1.5448,7.8551,0.0741,3afk
3.6100,139.8054,2540.0503,8.1916,6.6679,13.1122,0.0606,3jzj
3.6400,38.2272,495.7808,4.5484,0.0000,6.6035,0.5000,2rk8
3.6600,56.1359,764.4429,4.6205,0.0000,8.4796,0.0769,3oy8
3.6800,72.3348,732.0588,4.0964,1.0199,2.4191,1.0000,1c3x
3.6900,40.4742,820.7346,1.9800,2.1291,3.0935,0.2000,3d7b
3.7000,36.3397,493.0737,2.9996,0.0000,4.7434,0.2500,1pdz
3.7000,67.8261,861.7714,5.5002,7.3602,9.6903,0.2857,3n7a
3.7200,43.6569,724.4039,3.9424,3.4601,9.2273,0.1538,1grp
3.7300,68.1896,703.6356,4.5125,0.0000,5.6434,0.1818,3fjg
3.7600,70.9348,865.4838,7.1645,8.3378,7.9546,0.2500,2x09
3.7700,89.0779,1043.1881,2.3170,14.5644,0.9864,0.5000,3ao2
3.8000,78.4782,1104.5253,6.7744,1.0000,9.7230,0.1667,1nje
3.8100,60.7963,857.2370,9.2253,6.6917,1.3238,0.4000,3ai8
3.8400,74.5576,1093.1505,4.7271,0.0000,1.3753,0.1176,3lzz
3.8600,44.2375,1017.7181,0.4526,62.9209,0.0000,0.0769,3spf
3.8900,109.2103,1518.5841,9.6735,11.3357,10.8304,0.1333,1m0q
3.9000,13.3911,303.6917,1.3650,0.0000,1.0000,0.2857,1avn
3.9000,117.0633,1291.0872,13.7781,0.0000,11.6592,0.1250,2vhj
3.9100,129.6752,1524.3777,5.8115,41.4912,5.7292,0.0800,1kuk
3.9300,56.8268,1156.3339,2.8778,4.2588,1.8288,0.2222,2a5b
3.9600,110.4920,1410.7770,5.4383,13.0798,6.1897,0.1429,1mrs
3.9700,88.0756,975.6196,2.1998,28.9853,1.0027,0.1111,4agn
4.0000,100.5001,1577.3708,5.3260,0.0000,9.6406,0.0541,1e5j
4.0000,59.6987,759.3121,5.6365,30.4522,3.7396,0.3333,2buv
4.0000,122.8717,1635.9412,7.1927,0.0000,7.8859,0.1000,3a1c
4.0100,78.4397,998.1827,3.8373,5.3737,6.2140,0.0870,1v2w
4.0300,96.0445,1586.3621,2.8226,16.6099,5.8875,0.1667,2qrm
4.0400,37.7432,541.0239,0.7389,43.2867,0.9288,0.6667,1li2
4.0500,84.5288,1128.2031,7.0846,13.7067,7.8596,0.2000,2w66
4.0600,66.4084,860.1980,4.1268,2.0000,7.7900,0.0833,3m3c
4.0800,43.9790,476.7030,2.0197,0.0000,4.2465,0.3333,2rke
4.0900,81.5931,1306.8503,3.5109,17.4997,6.8205,0.1667,3g2n
4.1000,128.0663,2020.8615,11.6582,16.4333,4.3610,0.1053,3iod
4.1100,53.1391,710.6570,3.5075,0.0000,6.7709,0.1111,3oyw
4.1200,86.8678,1207.2255,3.7327,20.5539,5.5440,0.1667,4de2
4.1500,106.0889,1019.5138,2.1609,5.4182,2.1054,0.1176,2v2q
4.1500,82.9234,848.6216,8.0560,0.0000,9.5694,0.2222,3d51
4.1700,59.5723,588.9475,2.0298,4.9051,4.0625,0.4000,1v2s
4.1900,61.1478,887.8455,3.5574,0.0000,2.2743,0.1250,1hi3
4.1900,96.0544,1369.8889,2.1085,48.9120,2.5172,0.1333,3sv2
4.2000,58.0385,949.0699,3.8528,2.5450,3.4446,0.1667,3djp
4.2200,55.9829,591.1836,5.3943,0.0000,5.2829,0.2500,1kv5
4.2200,42.3915,871.5843,0.6722,34.6918,0.0000,0.0588,3kyq
4.2400,51.5661,718.9742,0.6537,34.7399,1.7803,0.4000,3h78
4.2700,52.8267,917.0475,6.9025,2.4470,4.7627,0.1429,1m5w
4.2900,86.1793,1148.6333,4.4562,32.4156,3.5088,0.2500,1e2l
4.3000,49.9910,590.9911,7.2442,0.0000,4.9859,0.2500,1amk
4.3000,112.9983,1757.2329,4.7026,34.0427,0.9508,0.1250,3ivg
4.3100,59.6251,621.9600,2.4477,19.7976,2.5140,0.3333,1ajq
4.3200,55.3575,876.7377,3.6516,1.8685,4.2495,0.1667,4rsk
4.3400,42.1077,659.5652,0.2005,6.9109,0.0000,0.2000,2ha5
4.3500,153.0202,1932.1533,4.0166,56.1947,5.3742,0.1111,3su2
4.3800,109.1141,1402.3947,3.9568,42.0529,5.8834,0.0476,1bhf
4.3900,64.2002,695.4069,2.4451,27.6216,1.7755,0.2857,2hjb
4.4000,139.3522,2002.4509,8.1559,0.0000,10.2075,0.0645,4dy6
4.4100,63.7307,802.6320,2.0043,38.8998,2.4108,0.4000,3rsx
4.4200,102.7033,1356.8605,5.5328,0.0000,4.0687,0.1818,4ek9
4.4300,71.1563,814.3730,5.2942,2.0000,8.7425,0.0833,3m3e
4.4500,124.9612,1261.3387,7.1825,26.6791,8.6894,0.1000,2wbg
4.4800,73.7545,1144.0084,4.5732,12.6728,5.2339,0.1053,1jaq
4.4800,55.8497,643.8473,4.6357,0.0000,1.8200,0.3333,4dhl
4.4900,55.5935,791.9806,1.2858,42.2130,1.1892,0.3333,3hl8
4.5000,86.0732,991.5999,5.9369,19.0882,5.2774,0.1538,3sw8
4.5100,70.9816,1050.8403,8.6432,0.1746,5.3348,0.1429,4g90
4.5200,50.8112,841.1086,7.5241,16.2913,1.4504,0.2222,2a4m
4.5200,43.6926,454.9347,1.0365,0.0000,1.5326,0.2857,3r6u
4.5400,45.5997,628.0467,3.3550,0.0000,7.2628,0.2222,1oko
4.5500,96.4087,1466.1080,3.0493,52.1015,3.8362,0.0400,1utc
4.5500,106.7730,1015.3562,5.4972,14.6716,4.8637,0.3333,3rr4
4.5900,90.4090,1074.1182,5.0015,19.1848,7.8523,0.2000,2jiw
4.5900,67.8449,1014.6066,6.0013,3.0275,4.6289,0.1429,4g8y
4.6000,62.6844,686.1899,5.2612,8.7098,8.9007,0.1818,2pyy
4.6000,85.0471,1152.0448,3.7818,0.0000,3.9632,0.2000,2x0y
4.6100,105.5211,1158.5100,4.2968,0.0000,4.1473,0.3333,3lgs
4.6200,83.0350,1138.1370,6.8036,13.3674,8.2257,0.2000,2xm2
4.6500,105.5616,1451.7217,2.7537,49.7520,2.5106,0.1333,3qtv
4.6600,65.3861,1180.0464,3.3296,18.0822,0.9890,0.0833,2ha2
4.6800,54.1518,727.1704,3.4103,0.2929,5.6882,0.5000,1xge
4.6900,65.1984,718.5664,4.4947,0.0000,7.1895,0.2000,3ujd
4.7000,64.6852,754.0048,10.3021,0.0000,11.8798,0.2000,2dw7
4.7000,70.4487,802.4735,8.6767,0.0000,8.4484,0.1538,3k5i
4.7100,72.7669,1026.5173,3.4433,4.9283,6.1940,0.0870,1v2t
4.7200,105.4794,980.2292,1.8858,64.1859,0.0000,0.3333,3ebo
4.7400,57.6811,936.2229,3.9512,2.8000,3.9936,0.1818,1w4p
4.7400,114.5316,1829.4579,5.4738,0.0000,6.2386,0.1000,3lcv
4.7600,104.3773,1168.0483,7.4607,46.4082,4.8222,0.2500,3o5n
4.7700,82.8222,1035.4694,7.2461,14.2982,9.6066,0.0833,3d50
4.7900,48.3390,851.7367,2.5490,24.5488,2.0495,0.1053,3eb1
4.8000,61.8051,1054.4021,5.5486,3.4202,8.3076,0.0690,3bpc
4.8200,73.5265,1054.5255,6.2850,8.5723,8.5321,0.1250,1f8e
4.8200,146.7911,2378.4504,5.6743,49.4367,8.6654,0.0645,2gzl
4.8200,57.6515,929.1102,3.3915,8.6759,5.7866,0.1667,3vd4
4.8500,120.2367,1811.9539,7.0964,35.6754,5.9451,0.1000,1n51
4.8500,73.1187,1041.6545,4.1703,0.0000,5.2692,0.1667,2w4x
4.8500,54.1523,1017.8728,3.1359,29.9868,3.4530,0.1538,3ru1
4.8800,40.0227,711.6324,2.8251,3.2211,4.3828,0.1429,3lp4
4.8900,94.0495,1288.3544,5.2794,31.1783,8.2127,0.1667,2vo5
4.9000,73.3711,1082.3279,3.4109,38.4813,0.1192,0.2222,3cf8
4.9200,63.5193,1099.5172,1.6715,14.8896,2.7667,0.2222,1h1p
4.9300,52.2476,782.7875,1.8440,49.7285,1.1723,0.4000,2y7k
4.9400,47.1726,522.7806,1.0771,13.1691,0.2682,0.2857,2vo4
4.9500,104.3979,2001.8306,7.8935,34.6431,6.7830,0.0606,2x95
4.9600,92.1308,1513.7340,2.9615,13.1331,6.3134,0.0769,1uz8
4.9600,79.1348,1085.2623,3.4607,29.4464,3.4195,0.1818,3veh
5.0000,88.5027,1669.2740,10.2461,0.0000,15.4516,0.0952,1byk
5.0000,127.6170,1518.5671,2.8070,25.5474,0.0000,0.2000,1ql7
5.0000,58.3290,651.6786,7.0499,0.0000,9.6601,0.2222,2vxn
5.0000,131.8302,1484.5879,3.9945,15.0235,2.4556,0.0377,3omc
5.0100,94.6621,1270.4380,3.9002,22.3203,5.2156,0.2000,4dds
5.0300,90.6418,1061.4408,4.8486,22.7802,8.4400,0.0714,2qt5
5.0500,43.2504,567.3976,2.9151,0.0000,2.7581,0.4000,3s76
5.0700,62.4264,1037.0889,5.1354,32.1728,1.7471,0.5000,2c3l
5.0800,122.9119,1786.5962,7.5617,0.0000,10.3529,0.2000,3qyy
5.1000,107.1683,1533.5396,2.7839,0.0000,4.0593,0.0444,1ez9
5.1000,101.4684,1639.4686,3.5526,27.2164,2.8190,0.0741,1w7g
5.1000,37.3602,929.8404,0.8330,21.4227,1.0351,0.1176,3p4v
5.1100,117.3951,1453.8926,5.8323,26.1642,4.5658,0.1818,1yp9
5.1200,70.3014,1182.2601,4.2235,19.5303,6.4459,0.2222,1qaw
5.1200,102.1714,981.8649,3.5331,49.8697,4.5020,0.2000,4f1l
5.1400,100.9993,1352.9170,3.2587,18.0111,6.4626,0.1818,2yaz
5.1500,108.9348,1157.9237,6.3960,0.0000,10.0428,0.1538,1qk3
5.1600,58.7129,938.1366,0.9725,29.6613,0.9343,0.2857,3b27
5.1800,52.2516,643.0083,6.6396,14.4639,4.1758,0.2222,1ft7
5.1900,39.1306,734.8507,1.6718,14.5821,0.7456,0.2500,1oxr
5.2100,125.7686,1555.2771,7.6521,1.2047,9.1243,0.1000,1nw5
5.2200,90.7430,1416.9208,6.7169,16.2876,4.0000,0.1667,1o5c
5.2200,108.4589,1202.9283,4.6097,14.6928,7.6813,0.1000,2hxm
5.2200,62.1997,984.9411,3.5961,29.2800,0.0000,0.1333,3iof
5.2200,137.1187,1669.2538,4.4870,24.7310,7.2506,0.0909,3qxt
5.2400,62.2156,1194.5520,2.4410,26.8112,2.2845,0.3333,1q8w
5.2400,83.9005,2038.8066,2.1902,31.7888,1.9456,0.0370,4e81
5.2600,99.3491,1141.8776,12.2817,1.3044,15.4977,0.0952,3n9s
5.2800,96.2892,1314.4691,3.7153,0.0000,6.8285,0.1176,3bbf
5.3000,75.1399,983.8304,3.7324,0.0102,8.0862,0.0526,1h6h
5.3000,42.5901,853.2681,1.5537,35.7855,1.0000,0.0667,3ebb
5.3100,80.4137,1146.5763,5.6702,42.4420,1.1262,0.1429,1hk4
5.3300,144.0088,1935.1765,7.7954,19.3665,9.0003,0.1000,3ozs
5.3400,48.0270,855.4705,4.0730,0.0000,3.0479,0.1818,3hkq
5.3500,44.6631,663.0340,3.6053,9.8680,4.1196,0.3333,2gkl
5.3600,78.8238,1156.1925,1.9758,78.2946,2.0211,0.2000,3mf5
5.3700,109.2985,1365.6620,5.8217,11.3840,9.5807,0.2000,4el5
5.3800,187.6643,2393.8386,7.1694,8.3587,10.0043,0.0833,4f7v
5.4000,69.3967,1038.9207,5.1835,0.6737,8.9402,0.1818,1bp0
5.4000,62.9852,599.0287,2.5484,0.0000,2.2326,0.3333,1r9l
5.4000,48.3391,587.8524,4.6499,0.9410,9.7314,0.2857,2jdm
5.4100,98.0656,1396.6628,6.8262,28.2761,8.5026,0.1538,2j47
5.4400,56.1075,900.0778,4.6453,0.0000,9.0868,0.1176,1h0a
5.4400,113.9423,1439.0956,3.6402,0.0000,6.0604,0.3333,3u10
5.4600,96.9006,1068.1658,4.4157,18.0417,5.1518,0.1429,1q65
5.4700,159.5467,1935.2850,10.1863,0.0000,16.2437,0.0952,2hf8
5.4800,73.0418,849.9796,7.4660,7.1244,10.7573,0.3333,2cbv
5.4900,144.6831,1718.9094,6.2020,39.8890,10.1248,0.0513,1pyn
5.4900,119.5409,2065.7913,5.0713,50.1171,5.5516,0.0714,3bvb
5.5100,103.1824,1743.9805,9.3977,5.9158,16.3969,0.0690,2wqp
5.5200,69.4849,844.2300,4.3014,1.4956,8.0828,0.0909,1oe8
5.5200,41.0057,831.7889,4.1209,4.0128,7.5485,0.1538,3hzm
5.5400,146.2087,1856.7461,7.0617,33.4362,12.6641,0.0500,2olb
5.5400,146.3425,1598.4689,7.2638,129.1521,3.5753,0.2500,3v78
5.5500,61.3098,558.1577,1.9949,35.7980,1.3479,1.0000,3uzj
5.5700,59.9822,972.6415,2.5545,19.4330,4.7039,0.1250,3bex
5.5900,72.4951,939.2668,3.3912,5.3309,5.5034,0.1176,1f4x
5.6000,58.2565,626.7993,2.8005,0.0000,2.8470,1.0000,1vfn
5.6100,66.2324,1017.8779,0.6224,61.2669,0.0000,0.5000,3u5j
5.6200,120.2996,1514.1593,6.0870,4.4631,3.7309,0.1333,3ldp
5.6300,115.6784,1299.0702,4.4633,33.4716,5.5803,0.0800,3gy3
5.6400,63.6708,970.9995,4.0223,32.8526,2.8594,0.1333,1z9g
5.6400,90.8141,1290.3394,6.5377,29.1615,10.7073,0.0769,3s8l
5.6600,166.2694,2617.5127,6.7231,73.1546,10.0188,0.0323,2aod
5.6700,66.8786,1232.2549,6.1715,12.5721,4.0470,0.2222,2h15
5.6800,87.2910,886.2318,6.6146,11.0889,9.1479,0.3333,2cbu
5.6800,46.6095,1093.0897,3.8250,28.0682,0.0000,0.2500,4det
5.7000,69.1799,1006.5906,5.3351,21.0293,2.4755,0.2000,1jsv
5.7000,102.2235,1174.5317,9.3802,2.7409,17.4434,0.1429,2h3e
5.7000,84.4198,905.5542,8.8713,0.0000,9.5453,0.2500,3d4y
5.7200,69.3725,1176.2251,4.0135,37.4037,4.2333,0.0667,1obx
5.7200,69.6223,1300.3497,0.9667,29.2844,0.6745,0.2222,4dkp
5.7400,37.5513,743.6102,0.8505,19.9637,1.0000,0.3333,1qy2
5.7400,104.7860,1124.7537,5.4354,11.3475,6.5783,0.1250,3gy2
5.7600,138.0090,1678.6896,7.7727,23.9418,8.8886,0.1111,2qta
5.7700,47.6127,579.8113,5.8940,0.0000,10.2490,0.2857,2boj
5.7900,48.9892,1141.9454,1.4933,59.6689,2.6348,0.0588,1hmt
5.8000,85.8146,727.5994,4.2007,19.2178,5.0826,0.5000,2q88
5.8200,155.0797,1689.0884,8.7344,27.8483,9.2647,0.1053,1ols
5.8200,107.7885,1653.2712,4.2336,14.6525,4.5505,0.1429,3iue
5.8500,65.5621,1097.8376,2.4822,18.0010,3.2236,0.2000,1k4g
5.8500,77.9228,883.4811,4.0661,19.1347,6.6870,0.3333,1u1w
5.8500,14.8339,323.1798,1.9202,1.0248,0.0000,0.5000,2z94
5.8700,100.4271,1395.1383,6.1844,11.4205,9.0169,0.0714,3tcg
5.8900,77.2097,864.0740,7.9420,1.0000,8.7667,0.3333,2eg7
5.8900,46.6901,816.4697,1.0124,89.2648,0.8294,0.0769,3uev
5.9000,168.2042,2935.1394,12.5402,6.9619,17.4171,0.0392,3old
5.9200,143.5169,1495.8154,6.1174,12.8783,7.1825,0.1250,1kyv
5.9200,160.9329,1976.8414,8.0841,27.7875,14.7117,0.0513,1qka
5.9200,44.4843,1148.9362,2.3074,28.8752,1.2433,0.4000,3kgu
5.9400,70.3002,1210.0649,1.5564,44.7399,2.5160,0.2500,1kv1
5.9600,120.8761,1399.9818,8.9538,14.9485,6.5310,0.1000,1o36
5.9700,91.8611,922.0432,6.7980,0.0000,8.1941,0.2222,1uwt
6.0000,52.2936,541.9473,2.1916,0.0000,3.2647,0.1818,1ado
6.0000,156.3606,1981.8383,19.8855,60.7938,3.6644,0.0541,1jq8
6.0000,76.1105,1104.8311,2.7629,27.2303,4.6706,0.1538,2izl
6.0000,202.8481,3167.1931,9.1476,103.2576,8.7259,0.0303,3bze
6.0100,121.1930,1603.1586,7.1796,15.4202,10.5451,0.0588,1b5h
6.0200,137.6835,1891.7914,4.8772,12.2391,7.8809,0.1000,3coy
6.0300,40.0076,780.0201,0.1413,65.1440,0.0000,0.0800,1n8v
6.0300,95.7700,1582.2671,3.3403,69.1868,4.1376,0.0488,2ce9
6.0500,104.0522,1944.1720,4.6269,62.7025,2.6469,0.0625,3bgb
6.0600,160.5022,2354.0156,10.9481,25.9499,12.1832,0.0426,1g7q
6.0600,46.2413,799.6905,1.2564,27.4709,1.0000,0.2500,2nnd
6.0700,68.7251,1016.7220,1.9842,49.3058,1.8221,0.2857,3b25
6.0800,118.8333,1278.0452,6.9209,26.2191,8.6242,0.1000,2wc3
6.0900,43.8495,1050.7179,2.3136,55.3110,2.0000,0.6667,1ogx
6.1000,86.6665,1243.8805,3.6321,44.6608,2.5920,0.3333,1m2q
6.1000,103.9235,1938.7777,5.3243,59.3029,3.0296,0.1111,2wed
6.1100,126.3341,1673.9124,6.5317,52.6383,3.3140,0.1333,1g32
6.1200,123.6163,1408.4690,6.8032,8.4199,5.5510,0.1818,1nc1
6.1200,53.8805,657.3741,3.1709,5.9212,5.2107,0.2857,3qfy
6.1500,115.7119,1545.7990,5.2687,45.5809,2.0679,0.1250,1zs0
6.1700,109.0455,1560.9977,3.8282,103.8429,0.9287,0.1176,1d6v
6.1700,72.0714,755.0904,5.5798,0.0000,8.3377,0.1667,4aq4
6.1900,126.3717,1306.5719,8.3523,0.0000,14.0442,0.1250,1tq4
6.2000,73.9319,1098.6836,2.9716,9.9822,5.0952,0.2222,1owe
6.2000,74.4574,1072.6238,5.4788,7.0853,7.6039,0.1250,4ad2
6.2200,108.4809,1405.2271,5.4456,50.9434,9.1686,0.1538,2xda
6.2200,104.1741,1563.3511,6.0527,1.5644,9.2619,0.1053,3pb3
6.2400,82.4085,940.2333,3.3504,44.1141,2.3515,0.4000,1hnn
6.2600,83.8479,1073.5736,6.6209,15.8033,10.5890,0.1053,1wcq
6.2700,83.3734,845.9297,6.0476,5.0686,8.1803,0.2222,3bfu
6.2800,77.7331,1294.2926,3.9674,50.1982,4.1984,0.2222,4djw
6.3000,85.2544,778.0330,4.7361,1.6691,7.1823,0.2222,1lag
6.3000,106.5265,1360.6132,11.3236,24.9249,9.0820,0.0952,2vrj
6.3100,63.1213,1390.0730,1.3846,42.1192,2.7066,0.1538,2bal
6.3200,72.7553,687.0129,5.5384,0.0000,8.5197,0.2857,1w3j
6.3300,192.7919,2376.8342,12.7581,0.0000,19.7997,0.0625,1ex8
6.3400,62.3111,1181.2653,3.1829,20.3335,1.6435,0.1333,1xq0
6.3500,109.8781,1162.9082,5.2279,0.0000,6.4724,0.1000,2p09
6.3600,66.6662,766.5778,1.8681,4.1817,3.5100,0.4000,1c5q
6.3700,104.7527,2049.8130,3.5317,60.2719,1.7864,0.0645,1hbv
6.3700,39.2976,879.7476,1.1717,46.2958,0.0000,0.0667,3qlm
6.4000,111.8976,1374.5138,5.2593,35.4061,7.0350,0.0690,10gs
6.4000,54.6116,806.4114,3.3365,26.3805,2.0000,0.5000,1yvm
6.4000,89.6567,1274.1569,7.7844,17.9763,8.7087,0.0714,3kmc
6.4100,66.1737,1242.6117,1.9909,30.4333,1.2693,0.5000,2cgf
6.4100,79.1550,877.7006,7.3563,8.5110,7.4791,0.1333,3k5x
6.4300,105.0344,1134.8861,9.5881,0.0000,11.8430,0.1667,1fh9
6.4400,114.3970,1425.8572,3.1713,13.6835,1.4772,0.1429,2jh5
6.4500,95.3485,1719.7437,6.4036,24.0230,9.0559,0.0541,3qw5
6.4600,72.7854,990.5728,2.4765,17.3709,1.2096,0.2857,2xdx
6.4800,97.6075,1755.1864,3.2856,56.1800,3.5606,0.0769,1f4g
6.4800,47.1384,797.8378,5.0161,4.9782,6.6512,0.1333,3gsm
6.4900,82.6749,1093.1274,2.7561,106.2004,0.0000,0.3333,3s0b
6.5100,90.0587,1196.4424,5.0953,43.0707,2.9433,0.1053,2usn
6.5200,29.0514,579.5497,0.4490,29.9947,0.0000,0.2222,1alw
6.5200,60.3639,1622.6702,1.4918,88.3525,1.0000,0.1538,1zhy
6.5200,84.1558,659.5251,5.6988,21.9665,8.7005,0.5000,2pfy
6.5200,111.8001,1612.3561,6.7051,23.7670,11.4170,0.0667,3o9p
6.5300,91.6089,1591.5286,2.3586,38.7294,2.7821,0.1667,3ama
6.5400,108.9237,1385.8594,3.6124,35.1062,5.3012,0.1176,2zfs
6.5500,93.8678,1434.5214,3.1711,35.2172,5.3299,0.0952,1dhj
6.5500,54.2388,753.2479,3.0071,4.4275,3.4041,0.2857,1yda
6.5700,93.3082,1737.2660,3.4901,61.4195,3.3816,0.1000,1sld
6.5700,138.8524,1729.0341,6.9703,1.7243,9.5083,0.1053,3qox
6.5800,65.5882,747.1315,2.9120,34.2925,1.0000,0.3333,3pb9
6.5900,148.3365,2461.9949,6.0891,65.3615,9.2529,0.0465,1izi
6.5900,58.2555,996.7568,4.1486,9.2457,5.6685,0.1053,3gs6
6.6000,145.3439,2397.5645,4.3948,175.3200,6.1207,0.0230,2euk
6.6000,72.4095,590.3013,4.4115,18.6309,4.8700,0.5000,3ip6
6.6200,98.5499,1193.9684,6.6856,0.0000,6.6208,0.1000,1afk
6.6200,82.5968,1671.6418,3.4058,36.6927,2.6531,0.1667,2vwc
6.6300,68.7792,1311.1832,1.1701,55.7541,1.0000,0.1176,2yfe
6.6400,76.0484,1157.3042,3.0780,70.1394,3.6193,0.1667,2d3z
6.6500,54.2474,914.0923,2.9534,28.4241,1.7456,0.2222,3mzc
6.6600,89.0003,1392.6938,3.1257,35.1779,1.9218,0.2500,1pxp
6.6700,57.9640,874.4756,3.8160,21.4918,4.5632,0.0800,3g19
6.6800,90.6866,1350.6881,3.2231,29.9207,5.0119,0.1250,2qbs
6.6900,80.3531,1233.3232,1.6093,32.5817,2.2535,0.1538,2xn5
6.7000,65.3974,843.7582,3.0024,19.1264,5.1138,0.5000,1f3e
6.7000,125.5881,2052.4822,4.8818,132.0294,5.4082,0.0274,2evl
6.7000,52.3167,814.8829,3.8814,20.7195,3.8009,0.4000,3pck
6.7200,51.8063,652.8679,5.5620,1.0000,10.9835,0.2857,2jdu
6.7200,85.6735,1345.2261,5.3025,0.0000,6.7808,0.0667,3l4v
6.7400,95.0647,1285.8998,4.1037,4.4021,4.0920,0.2000,1add
6.7400,104.2991,1084.1936,4.1445,0.0000,4.7297,0.1000,3dgo
6.7600,91.1710,1196.3567,4.8886,1.1069,2.6701,0.2222,2on6
6.7700,114.2100,1471.3422,9.0347,22.0242,4.8932,0.1000,1qb1
6.7900,143.2123,1885.9778,4.4334,58.8834,5.4201,0.1111,3su0
6.8000,103.4846,1550.7019,7.3657,8.3109,8.7810,0.0541,3c88
6.8200,96.7673,1170.8385,6.8555,0.0000,8.6295,0.1818,1fhd
6.8200,65.5237,936.4552,5.3738,12.0347,8.6604,0.1250,1uwf
6.8200,47.2472,958.8681,4.4552,26.2126,4.3524,0.1667,2rfh
6.8200,87.6668,1152.8130,4.8757,23.8305,5.2738,0.0909,3dnj
6.8400,106.7781,1531.8376,2.8429,39.9349,4.3509,0.1000,1bhx
6.8500,118.0836,1467.8964,5.5071,34.6415,9.7348,0.0476,1lkk
6.8500,62.7234,508.1970,5.4612,0.0000,8.1190,0.2500,1xt8
6.8600,89.1755,1289.1077,2.5985,56.2504,1.1914,0.2500,3pyy
6.8800,145.9597,1530.4565,5.5197,36.6805,3.2822,0.0952,1xka
