pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
3.6200,67.6572,495.7905,5.1919,0.0000,6.7958,0.6667,1pb9
3.6600,108.0070,1267.3182,6.3652,0.0000,8.1049,0.1250,2qv7
3.6600,69.2432,879.1779,7.1776,0.0000,7.6171,0.2500,3t2q
3.6800,72.2012,1189.8053,1.7739,15.3756,1.7497,0.2500,3isj
3.7000,111.2925,1577.8970,3.4657,0.0000,6.8143,0.1000,1gz3
3.7000,85.8652,1058.6132,4.1875,25.6684,3.5757,0.1111,2bvr
3.7100,64.0103,672.2325,5.3240,3.1643,6.6365,0.2500,3fj7
3.7200,64.4161,1299.2399,7.0463,1.8226,8.2347,0.0625,2r23
3.7400,80.7525,1360.6124,5.8364,50.7035,3.5857,0.1667,2wq5
3.7700,125.1385,1517.3722,4.4921,37.8780,4.8214,0.0909,1kui
3.7900,62.8363,742.1085,3.9292,0.0000,6.3490,0.1818,2clk
3.8000,80.4141,896.8136,8.1957,0.0000,8.3015,0.2500,3t09
3.8200,85.7322,1429.0671,3.8221,14.7303,7.1350,0.1667,3g2h
3.8500,81.9498,1146.0947,2.4264,17.0949,4.3711,0.2500,2yb0
3.8700,145.2789,1554.1073,7.2492,26.7324,8.9795,0.1111,1v16
3.8900,199.5815,2559.1575,13.3134,40.2536,14.1457,0.0714,3iae
3.9000,49.2179,922.3589,3.1424,27.7674,4.7857,0.1818,2gvv
3.9000,67.9568,833.6550,0.6346,21.8379,0.9416,0.2500,2wor
3.9200,167.4309,2534.1558,5.7498,20.9833,8.7139,0.0408,2yim
3.9400,144.9722,1556.2838,7.5543,26.8034,9.2195,0.1053,1v1m
3.9600,96.8215,1751.8141,2.4041,50.9436,3.8942,0.0714,2wec
3.9800,63.1542,634.1160,4.6908,19.6864,4.4450,0.2222,3b3c
4.0000,38.1292,643.8726,1.5012,39.0786,0.8223,0.1667,1nu3
4.0000,35.3396,493.0007,4.4017,0.0000,5.7555,0.2500,2qrl
4.0000,49.8200,702.2588,4.2228,21.9507,0.5501,0.2857,3m8t
4.0200,80.1101,982.5357,4.6969,0.0000,7.3733,0.2500,2wvz
4.0300,79.9658,1074.9714,8.8659,0.0000,13.4329,0.1429,3bxh
4.0500,57.8254,746.7482,2.7242,34.1594,4.5160,0.2500,1toi
4.0500,70.1726,852.0377,4.3317,9.1372,8.0406,0.4000,3n8k
4.0700,64.9100,804.2957,4.0544,6.2297,6.4253,0.2000,1hyo
4.0900,48.0200,507.1369,1.0691,38.5756,0.0000,0.6667,1ai7
4.1000,103.5741,1255.0831,4.0245,0.0000,5.1385,0.2000,1odj
4.1100,71.2252,1268.1921,2.4744,0.0000,5.7455,0.1111,1z3v
4.1200,108.0177,1751.0259,5.8559,27.6856,2.2027,0.1250,3ivc
4.1300,109.3221,1422.7081,2.3958,48.7471,2.6687,0.1333,3qto
4.1500,58.5223,1137.2277,3.7295,0.0000,7.6717,0.1176,2xg9
4.1500,96.8092,952.7678,5.2551,15.0049,5.8299,0.2857,3sus
4.1700,176.8809,2527.4617,5.0394,58.2075,5.0598,0.0339,4b9w
4.1900,43.2174,862.7260,1.2613,35.3311,1.7413,0.4000,3cft
4.2000,88.4574,1001.5494,7.9599,21.6949,7.6513,0.2500,1c87
4.2100,103.3645,1254.0398,4.2193,0.0000,6.3977,0.2222,1odi
4.2200,53.0752,847.8367,6.2670,4.9655,8.5556,0.1176,1t5f
4.2300,67.8224,902.3752,5.6254,10.8870,6.8951,0.3333,2jkp
4.2600,88.7551,976.3172,3.4492,0.0000,4.7387,0.1538,2qrk
4.2800,136.7428,2269.1973,8.9008,0.0000,11.0561,0.0556,3f5j
4.2900,81.6457,1360.5603,3.8743,45.8090,1.7919,0.1250,2wuf
4.3000,91.9015,1139.9530,7.3068,0.0000,11.9101,0.1250,1w3k
4.3000,132.1374,1811.7654,5.5746,35.3871,6.9080,0.0392,3obu
4.3100,122.5164,1914.1655,4.9368,18.5043,8.2244,0.0290,3q5u
4.3300,129.3406,1769.0657,5.9028,14.5868,5.4889,0.1538,3l7a
4.3500,70.1836,1056.2095,4.1103,12.7101,5.2599,0.2857,1ghv
4.3600,24.8893,472.2556,3.0757,0.1976,1.6165,0.2222,2ez7
4.3800,37.1810,569.8956,2.1997,7.8013,2.8712,0.2000,3guz
4.4000,83.1048,1016.2027,5.2945,11.7992,5.2879,0.2500,1p57
4.4100,140.5330,1509.3698,5.7447,27.0041,7.1416,0.1053,1olu
4.4100,39.1916,602.4884,2.9941,7.0824,0.9936,0.2222,4exs
4.4300,96.0681,1231.7067,7.7838,11.4147,10.7019,0.1053,2we3
4.4300,59.7220,677.0018,6.4105,0.1267,2.9680,0.3333,4dsy
4.4700,94.4793,1115.0262,4.6652,7.4520,6.3520,0.2000,2r2w
4.4800,74.3270,1414.7562,4.8683,13.8813,6.8656,0.1000,2ogy
4.4900,62.6566,621.2659,2.4599,5.8270,4.1221,0.4000,1j14
4.4900,94.2601,1552.4775,4.8327,12.2657,7.5433,0.1429,4el0
4.5100,39.1772,746.1037,3.6907,2.8237,6.7324,0.1667,2r1y
4.5200,74.3199,883.1943,4.9235,6.7179,9.6988,0.2857,1gu1
4.5200,122.4639,1997.9852,5.4341,23.4781,5.7498,0.0741,2wm0
4.5400,70.8271,1303.7507,3.4287,0.0000,2.4582,0.1176,1amw
4.5400,93.7411,1492.3129,8.7705,5.7491,12.7167,0.1667,2zz1
4.5500,63.3283,989.0125,3.1403,2.7487,3.9870,0.1538,3djv
4.5700,103.2239,1436.4064,5.1408,2.4161,9.2731,0.1538,3sym
4.5900,73.6156,999.6631,2.0768,56.1510,1.8082,0.1667,3hp9
4.6000,66.4423,801.3441,4.0771,2.7386,5.1231,0.2857,1tx7
4.6000,75.0572,921.5566,1.7148,27.7733,0.0000,0.2857,2vb8
4.6000,83.0063,1489.6216,5.1770,19.2136,6.5029,0.0606,3iqg
4.6200,43.8580,512.1746,2.5805,9.2711,4.8582,0.3333,1ofz
4.6200,35.7480,521.2465,2.6353,24.6227,0.7330,0.0769,3u90
4.6600,62.8084,615.7112,2.3081,3.4581,4.1186,0.4000,1h4w
4.6600,54.8527,859.0079,0.2213,57.5051,0.0000,0.1333,3mss
4.6800,72.2742,641.9527,2.7885,8.7253,3.2992,0.2857,2uy4
4.7000,52.1992,771.1151,2.3638,2.6230,2.5180,0.4000,1c5n
4.7000,125.2866,1745.1025,6.1658,0.0000,8.8342,0.0909,2i2c
4.7000,70.7637,745.1879,2.6929,6.7831,3.8283,0.4000,3nkk
4.7100,73.0572,1013.9296,5.0845,6.7934,7.0178,0.0556,3ny3
4.7200,104.0556,1173.1915,2.1089,16.8691,1.6945,0.0426,3omg
4.7400,155.1993,2088.0779,13.8098,0.0000,15.8275,0.0833,2ov4
4.7500,92.9506,1403.7290,7.5439,6.9484,8.6424,0.0606,3nim
4.7700,56.4843,655.3994,3.4866,8.5321,2.5875,0.2500,2afw
4.7700,51.6397,892.8984,1.4725,32.4994,1.6789,0.5000,3rm9
4.8000,88.4462,1025.1003,2.6580,13.2634,4.5060,0.2222,1bju
4.8100,100.6970,1168.3942,2.1870,34.1754,0.8589,0.0870,4ago
4.8200,62.2304,776.5155,5.8944,1.8510,9.7654,0.1818,1xff
4.8200,48.8384,582.6356,4.9319,0.0000,3.8172,0.2500,2ypi
4.8400,66.6414,1309.9701,3.6099,33.3712,2.9206,0.0606,3r0y
4.8500,79.7366,1023.4413,6.1654,14.1752,6.7094,0.1667,1xgi
4.8500,36.3101,452.0515,1.9780,15.1518,1.9653,0.1333,3f70
4.8600,75.4717,1278.4568,1.4254,45.0373,0.5021,0.1818,2brb
4.8900,85.4393,935.4724,7.8414,15.1729,6.9326,0.2222,1p1q
4.8900,129.5443,2037.7725,8.0704,0.4531,11.9585,0.0769,3juk
4.9100,89.0221,1428.4495,3.9211,70.9936,4.6309,0.0308,3rdv
4.9200,67.1448,588.8837,8.5845,0.0000,11.2834,0.3333,2haw
4.9300,49.6006,683.9875,4.5286,34.0350,5.9096,0.4000,3uxk
4.9400,73.9491,1238.2506,2.4289,4.7413,3.4872,0.1250,4dmw
4.9600,110.0320,1359.1783,6.2397,28.2785,10.4403,0.0435,1elr
4.9600,80.0157,1020.2336,4.6153,13.5033,6.9540,0.2857,2w67
4.9700,94.2749,675.1515,4.0145,0.0000,3.3584,0.5000,3qbc
5.0000,51.6310,1148.6561,0.9505,13.6330,1.2183,0.2500,1hlk
5.0000,77.3482,1756.6138,1.9138,33.6717,3.6257,0.0392,1sts
5.0000,131.7078,2162.0857,8.2558,32.0587,11.2265,0.0345,3dvp
5.0100,167.6981,2547.6345,8.5041,7.4070,14.8062,0.0476,1ppi
5.0200,159.5880,2007.7428,9.6001,0.0000,14.5868,0.0952,2xbp
5.0500,90.5458,1203.2513,3.9763,0.0000,3.3361,0.2222,1fkw
5.0600,88.4745,1250.3304,6.9233,24.8207,9.4149,0.0909,2v77
5.0700,85.5306,1061.9164,3.6116,34.2167,3.4035,0.2500,3juo
5.0900,101.5521,1232.8877,4.2754,68.9467,3.9254,0.0909,1m48
5.1000,86.2025,969.1389,5.3709,5.9109,8.2078,0.2000,1od8
5.1000,81.8635,1403.5494,3.1574,20.4554,5.8105,0.2000,2qrq
5.1000,119.6488,1749.3765,4.9263,2.3872,7.7058,0.1000,3ujb
5.1100,72.9733,891.6335,9.2696,0.0000,8.3606,0.2857,3k4d
5.1200,122.6366,1998.2314,4.3442,75.4936,2.7631,0.0667,2web
5.1300,73.1786,683.4216,4.9459,10.0487,9.1884,0.1818,3s9e
5.1500,93.0513,1448.3585,8.1469,0.0000,10.9140,0.0667,1jcx
5.1500,100.7488,1166.5563,3.7737,37.7346,2.1440,0.1667,1thz
5.1700,87.1935,1250.3862,4.6462,0.0000,9.0929,0.1111,2f5t
5.1800,99.3545,1356.3605,2.3978,21.7432,3.0711,0.1429,4duh
5.1900,40.1516,560.2842,2.6061,5.4501,1.0000,0.1818,2qdt
5.2200,55.4879,1034.2791,4.6312,0.0349,6.0132,0.1429,1bq4
5.2200,62.0491,980.6900,4.9961,2.2860,5.2001,0.2000,1w4o
5.2200,140.8461,1802.3641,9.0017,0.0000,13.2915,0.0714,2wzm
5.2200,56.8552,716.3698,0.9210,31.4176,0.0830,0.2857,3ms9
5.2300,80.4212,1072.2628,4.2732,52.7494,2.5719,0.1333,1ndw
5.2400,119.4682,1467.9050,1.5139,65.5303,0.0000,0.1667,2jfz
5.2500,116.4344,1609.6677,6.2117,0.4019,8.4329,0.1000,3r24
5.2700,118.9392,2067.7571,7.1599,53.0531,5.8206,0.0714,3tkw
5.2900,104.9305,1025.7034,7.8897,24.1235,8.1445,0.2500,1c88
5.3000,120.6959,1267.8146,10.8020,68.7905,5.4222,0.2222,1srg
5.3000,192.4210,2882.5754,10.0121,96.1725,12.5027,0.0282,3p9l
5.3200,98.8547,1196.7480,4.9763,6.3085,5.0912,0.1667,1lvu
5.3400,64.7012,1051.3113,4.4156,22.7304,8.0925,0.1818,1hee
5.3400,51.7459,1136.7482,0.7514,62.0982,0.6706,0.1333,3nee
5.3600,47.2798,1216.8911,1.0702,49.8354,2.1230,0.0667,1adl
5.3700,122.0402,2264.0125,4.5533,79.3475,4.6776,0.0714,1sgu
5.3800,38.4389,768.5684,0.6722,22.2299,0.2769,0.0909,2qhd
5.3900,59.5012,788.7776,5.0274,35.7175,5.6095,0.2857,2h6b
5.4000,94.7486,2273.4065,5.3098,12.2075,5.8443,0.0571,1m7i
5.4000,84.2525,1362.4292,1.2295,48.3585,1.4963,0.1538,2c1p
5.4000,67.0596,975.4019,2.3404,65.6318,3.4203,0.2500,3b4p
5.4200,83.1977,800.2366,2.5691,14.1023,3.6681,0.4000,2vpo
5.4400,139.5404,2153.5632,12.1218,29.2914,5.2922,0.0500,2q6f
5.4500,88.1423,1362.8267,2.3745,52.2870,3.3707,0.1538,2iko
5.4700,81.5040,976.0495,5.4860,9.4532,6.6492,0.2500,1gi1
5.4700,91.2888,1154.4208,2.5512,62.5250,2.5918,0.1250,2xde
5.4800,54.9787,647.3033,4.8555,0.0000,7.2849,0.1818,3bxe
5.4900,74.4468,1053.6710,3.9479,28.8110,4.2012,0.1667,2h4k
5.4900,43.3834,838.7171,0.7711,31.6640,0.7219,0.2500,3hmp
5.5100,49.9603,1198.3887,2.4462,33.9340,1.1891,0.4000,3kgt
5.5200,77.6180,971.4421,3.3191,15.1711,5.0285,0.2857,2cht
5.5200,86.0149,1111.1521,3.9598,19.9907,6.1535,0.2500,4de3
5.5400,90.2883,1187.7792,9.2609,0.0000,13.7287,0.1176,3bxf
5.5500,84.6061,1107.2186,6.6729,0.8290,9.8682,0.1667,1njc
5.5700,97.9343,966.4816,6.0218,22.2409,8.0019,0.2222,1jak
5.5700,49.5486,679.2045,5.4398,33.6134,5.4915,0.3333,3uxl
5.5900,82.7012,886.2712,4.4739,51.7968,1.9984,0.2857,1mfi
5.6000,68.2279,1214.7327,2.8156,35.5781,1.3543,0.2222,3bl1
5.6200,84.7572,1031.3044,6.5116,19.7896,4.7422,0.1176,2bmk
5.6200,54.3431,1154.4498,1.4753,66.0249,0.1644,0.1333,3nes
5.6300,75.2608,947.8447,3.3532,46.5879,1.6729,0.2000,3rf5
5.6400,77.9590,518.9497,1.5617,0.0000,1.7662,0.2857,2reg
5.6500,117.2949,1200.6781,7.4040,0.0000,11.2913,0.0952,3q7q
5.6600,107.5318,1806.4067,7.3677,31.8893,5.1318,0.0714,2x97
5.6700,84.7203,1251.1971,4.7241,15.1577,7.7010,0.1429,2qwf
5.6800,53.4596,920.7100,2.6916,0.0000,3.7813,0.3333,2uyq
5.7000,60.1096,672.7029,5.8830,0.0000,8.1472,0.2500,1egh
5.7000,59.7232,968.5998,5.0633,0.0000,7.6879,0.1000,1pgp
5.7000,79.8514,1168.9984,8.0011,12.6377,10.3170,0.1250,2ya6
5.7000,71.2177,653.6836,2.5896,31.3889,2.1736,0.4000,3fhb
5.7200,63.8250,679.5464,6.1899,3.4622,11.2642,0.2222,2v25
5.7400,71.2226,896.4477,5.0807,3.1261,8.6854,0.1667,1g3b
5.7400,99.2481,1214.9778,2.2710,51.5280,0.8703,0.1667,2pgz
5.7400,87.0105,970.1774,2.7112,22.2104,1.0329,0.1111,3pb7
5.7700,82.1004,1149.4998,8.8806,0.6603,8.4256,0.1818,1jmf
5.7700,111.5767,1553.2664,5.9465,41.0886,4.0959,0.0465,3d1e
5.8000,82.1456,939.7517,6.5977,7.9611,8.2080,0.1667,1g3c
5.8100,110.9948,1376.1744,5.4074,25.3888,9.6267,0.0526,1lkl
5.8200,52.8847,835.1725,2.2106,18.5168,1.8287,0.1818,2nn1
5.8200,74.9603,1146.0604,3.7988,43.7450,4.0681,0.2000,3qqs
5.8500,43.4014,1102.5570,2.7125,62.9075,2.0000,0.6667,1ogz
5.8500,75.3941,752.4678,8.2363,0.7662,12.1893,0.2857,2pu1
5.8500,72.4625,1052.8066,4.2525,15.6913,2.3229,0.1667,3ehy
5.8900,59.4883,1140.3116,4.2321,11.5249,4.1764,0.1818,1e1x
5.8900,98.6730,1470.2595,10.1072,0.0000,18.8969,0.0769,3eeb
5.8900,96.9590,1195.1062,4.8102,18.1286,6.1446,0.2500,4de0
5.9100,104.8070,1204.5577,1.7903,68.1384,0.0000,0.2222,3ebp
5.9200,88.7855,1110.2179,5.4798,0.0000,6.8365,0.1176,1o0h
5.9200,38.9594,1175.4971,0.8691,37.6751,0.0368,0.2500,2ans
5.9200,53.5168,893.0882,1.0112,23.4554,1.1095,0.2857,3r4m
5.9600,126.4287,1739.9197,6.9013,30.9430,11.3821,0.0571,1b9j
5.9600,88.2422,908.6237,7.5462,0.0000,9.8186,0.2222,2j79
5.9900,86.4217,1173.2260,6.3814,0.0000,12.2582,0.0833,3e12
6.0000,51.1939,555.5002,4.4902,34.8042,4.7346,0.2857,1ceb
6.0000,110.1078,1519.1437,6.6236,0.0000,5.8311,0.0606,1xk5
6.0000,147.8957,1101.6848,7.5516,0.0000,11.4462,0.1176,2rcn
6.0000,75.0323,949.8129,4.7269,0.0000,6.4471,0.1538,3l4w
6.0100,80.2482,806.8887,5.9793,6.2010,9.4138,0.2500,2vl4
6.0200,153.3024,1974.5703,4.0026,54.2413,5.1543,0.1250,3su6
6.0300,98.7018,1659.1204,4.8963,62.9997,4.1177,0.0741,1os0
6.0300,89.1882,961.6779,3.4302,23.6876,1.0643,0.1000,4f9v
6.0500,116.5183,2040.1667,7.5713,7.5651,10.6841,0.0625,3iss
6.0600,96.9247,1166.0983,4.0693,4.2856,7.3376,0.0833,1kjr
6.0700,84.6486,1121.2100,8.7367,0.3725,7.6922,0.1818,1jmg
6.0700,62.6489,1020.9226,6.1490,17.3398,4.3672,0.1333,3fvl
6.0800,129.6780,2066.6084,7.4889,58.1686,7.8522,0.0714,3bkk
6.0900,132.0084,1923.8304,5.1814,21.4965,6.8014,0.0870,3p8z
6.1000,57.2276,986.5640,3.8955,11.5401,1.0000,0.1538,2ewb
6.1000,105.3931,1622.7727,7.3401,20.1520,9.7455,0.0526,3c8b
6.1100,116.6272,1298.6838,6.7138,15.1015,7.7540,0.1000,1o2z
6.1200,140.4888,2452.7764,4.9109,80.1236,5.4428,0.0741,2fgv
6.1400,80.2214,1167.1394,7.9001,2.7352,10.1956,0.0909,2fqt
6.1600,105.2955,1527.0487,4.1367,34.5855,5.6067,0.0952,1ppc
6.1700,94.5313,1549.0652,2.5564,35.7063,2.9600,0.1667,1yc1
6.1800,88.9432,971.6276,6.4668,25.3469,9.6999,0.2000,1xhy
6.1900,61.7239,647.9373,3.1879,8.4971,6.1204,0.2857,2bt9
6.2000,97.3987,1349.5103,5.1592,38.7136,2.5654,0.2500,2aj8
6.2100,98.0223,1156.3981,5.2789,30.1025,1.8008,0.1538,3n0h
6.2200,58.2787,440.5367,5.0602,10.3735,6.0043,0.4000,3ip5
6.2300,83.0561,1692.0947,3.1807,10.3359,4.6647,0.0909,1m7d
6.2500,109.8053,2023.7418,12.9080,39.5655,9.3146,0.0488,1gnm
6.2600,147.8044,1948.1321,4.6927,56.9423,5.0995,0.1250,3su4
6.2800,97.6101,1208.7809,6.1525,12.1731,3.1816,0.0952,1atl
6.2900,51.9116,477.8630,3.1094,7.2200,5.9320,0.4000,3f48
6.3000,72.6990,1098.2030,8.0633,17.2226,6.1539,0.2500,1wm1
6.3000,77.3330,1437.9934,0.8242,55.8811,0.0000,0.1429,3k5v
6.3100,144.0744,1743.5365,8.4078,60.7978,9.2551,0.0769,3q44
6.3200,91.0126,1578.2161,2.6191,83.1104,2.5866,0.1667,2zb1
6.3400,118.8694,2043.5219,3.6111,76.1059,4.4470,0.0645,1bdq
6.3500,67.7116,1039.5529,5.6390,29.3628,5.8067,0.1667,1cbx
6.3500,73.2596,997.6910,8.3259,0.0000,7.8675,0.2222,3ctt
6.3600,103.1605,1303.8516,7.4320,13.7844,6.8638,0.1429,1o2o
6.3700,48.9945,827.9281,3.5398,6.0735,4.2251,0.1538,2qpq
6.3800,71.5072,931.1616,5.4070,0.0000,7.8975,0.2857,2wcg
6.4000,83.3111,1487.7942,1.3384,43.7016,0.0000,0.1667,1i7z
6.4000,89.6303,1449.0988,1.6547,58.5757,1.9350,0.0741,2y8c
6.4000,50.1658,897.2667,0.6918,21.0311,0.9626,0.2500,4as6
6.4100,66.3798,673.2133,3.3466,10.8587,7.3438,0.1818,2xxw
6.4200,99.8832,1262.2338,6.4447,17.1812,4.0009,0.2000,1o5a
6.4300,144.6966,2009.4869,7.6437,36.5062,11.4901,0.0323,2cia
6.4400,95.7119,1108.9874,8.4068,4.0386,13.4720,0.0909,3pfp
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,0.5000,1r5y
6.4700,90.8681,988.5550,7.4561,6.4534,10.0587,0.2000,1j01
6.4800,78.1983,931.6075,7.7590,0.0000,12.4326,0.2222,1rpj
6.4900,88.8569,916.6048,5.6296,12.6012,0.5781,0.1250,1dl7
6.5000,52.6861,682.5302,2.4534,18.7648,1.5941,0.4000,2weg
6.5100,75.0372,1011.6979,2.9033,45.3217,2.4714,0.1667,3cj4
6.5200,64.2678,1251.4418,5.1317,66.0429,1.0000,0.0625,1g74
6.5200,60.2209,901.9166,2.7899,22.4802,2.4800,0.1333,2nn7
6.5200,157.0665,2570.0579,5.6163,67.8744,10.1254,0.0328,3bva
6.5200,69.9894,1352.6746,1.6299,26.3672,0.4330,0.2500,4dko
6.5400,103.4629,1034.1219,6.5077,13.3441,7.5793,0.1667,1o3l
6.5400,71.9218,678.5677,5.8732,10.0695,9.4408,0.1818,3fuz
6.5500,98.7074,952.8480,6.8675,15.8380,5.2187,0.2857,1hp5
6.5500,64.4918,682.7330,4.4694,10.5162,8.7222,0.1818,2xxr
6.5700,45.5213,440.5796,3.8417,10.2189,4.5968,0.5000,2hzl
6.5700,145.5089,2824.9226,6.0773,76.4513,8.3275,0.0333,5er2
6.5900,125.4646,1714.0515,8.5133,48.8906,6.9327,0.0870,1c2t
6.5900,81.5891,1353.0011,1.7673,35.3981,1.1082,0.2500,2pvh
6.6000,104.2166,1834.2919,8.5737,0.0000,10.9831,0.0952,1b38
6.6000,95.0556,1149.4324,4.9122,37.5031,4.6779,0.1818,2j4g
6.6000,113.0905,1337.5339,18.4137,27.4228,3.1811,0.0714,3v3q
6.6200,163.5047,1692.0387,8.9762,0.0000,11.3106,0.0952,2ews
6.6200,133.2499,1281.7217,7.8215,32.9171,7.1984,0.1333,3ozp
6.6400,39.5814,598.4254,4.7065,1.2075,5.6874,0.2222,1lcp
6.6400,62.0247,1168.9354,1.1101,31.7758,0.9277,0.4000,3b26
6.6600,58.2941,1034.0408,5.1837,20.7075,5.5275,0.1429,1cps
6.6600,88.4554,1120.5084,4.7258,20.6497,6.4113,0.2857,2xj7
6.6800,64.1514,811.9984,5.5070,0.0000,9.8554,0.1176,1mai
6.6800,85.7482,1107.1724,8.3999,0.0000,10.5442,0.1429,3o75
6.7000,127.4592,1727.1130,7.3400,33.8513,11.0420,0.0571,1b3g
6.7000,34.3799,509.0671,4.3211,0.0000,6.7039,0.5000,1nki
6.7000,169.1308,1899.3617,14.0491,10.4521,19.5677,0.1053,2py4
6.7000,57.9688,1114.7820,3.0576,17.6697,5.8544,0.0870,4ewn
6.7200,171.1729,1903.6370,3.8508,55.8775,1.6364,0.1250,2xc0
6.7200,97.6643,1427.8438,4.1834,58.5832,4.1651,0.1818,4djv
6.7400,85.9248,1597.7284,6.7117,31.5206,6.8757,0.0741,2x91
6.7400,71.1155,1354.0922,3.0714,24.7515,2.1259,0.1538,3m67
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,0.2500,1o3j
6.7700,107.8590,1270.8137,6.6650,12.9377,10.5575,0.1667,3fvn
6.8000,72.4054,1570.4493,1.5581,75.6558,2.2110,0.1429,1nq7
6.8000,105.4190,1305.1206,7.5745,2.1482,8.5387,0.1333,3s2v
6.8200,89.1304,1540.6918,4.9186,14.9078,6.4983,0.0741,1k1n
6.8200,151.9648,1833.6271,6.7283,7.2408,11.1353,0.0714,2c94
6.8200,124.9750,1976.2808,4.7927,22.4001,3.3901,0.0645,2wk2
6.8200,46.5528,581.7535,2.3202,8.3667,2.0201,0.4000,3s75
6.8400,91.2252,1268.1084,7.8813,16.9701,8.0404,0.0714,3ewj
6.8500,96.8116,1155.4702,1.9146,37.4330,0.0000,0.1667,1q72
6.8500,103.2496,1408.7809,8.7293,39.3804,11.0145,0.0769,3pn4
6.8700,88.0334,1640.7028,3.8849,90.7115,3.7662,0.0909,2zcr
6.8900,139.0086,1894.8679,8.5570,20.5417,11.3861,0.0571,1b3f
