pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,flexibility,PDB
5.2800,65.7082,908.9444,3.0398,0.7329,4.8694,0.3333,1f5l
2.3900,72.3998,1136.3855,6.6783,0.5798,11.2562,0.0769,1f73
3.0500,74.6457,1068.8201,6.8886,2.4264,10.4068,0.0833,1f74
5.4000,72.4602,1066.6489,5.5526,9.1883,6.6201,0.1250,1f8b
7.4000,73.6597,1050.8469,6.3992,8.5748,8.3119,0.1250,1f8c
3.4000,76.0968,1062.3922,5.2274,8.7890,6.8703,0.1250,1f8d
4.8200,73.5265,1054.5255,6.2850,8.5723,8.5321,0.1250,1f8e
7.3700,81.1943,1059.8160,7.2204,0.0000,12.6809,0.1000,1fao
7.1500,112.3683,1936.4049,4.2056,27.8756,7.4185,0.0417,1fch
8.5200,117.8606,1931.1648,2.4958,140.9501,1.8734,0.2500,1fcy
6.8200,96.7673,1170.8385,6.8555,0.0000,8.6295,0.1818,1fhd
6.5900,187.9067,2887.3218,11.7895,103.8382,11.0236,0.0426,1fiv
9.9600,138.2850,1745.1951,6.7906,41.2961,3.7956,0.0909,1fjs
9.4000,112.6966,1948.5468,3.2118,65.0961,4.2851,0.1053,1fkf
8.0000,76.6282,1322.9750,2.2793,67.6973,2.4556,0.0909,1fkg
8.1500,85.4333,1352.5938,2.9604,68.1894,2.2626,0.0909,1fkh
5.0500,90.5458,1203.2513,3.9763,0.0000,3.3361,0.2222,1fkw
6.8000,95.6392,1555.0267,4.1812,103.3146,0.0000,0.1250,1fl3
9.0000,158.1470,2411.6755,7.0687,129.4386,1.9294,0.0833,1fm9
7.0000,99.1309,1539.2208,2.8393,48.0128,2.7295,0.0909,1fpc
8.4000,149.4644,2478.6555,6.7110,81.1506,7.6411,0.0870,1fq5
5.1800,52.2516,643.0083,6.6396,14.4639,4.1758,0.2222,1ft7
5.9300,85.3166,1399.7487,4.1652,21.8917,2.8629,0.2857,1fv0
8.1000,185.2424,2934.0820,7.3518,90.6441,11.0764,0.0317,1fzj
7.7000,194.0300,2894.9973,7.5008,82.5609,13.4208,0.0317,1fzm
7.8900,180.0404,2810.6350,7.9978,96.9604,9.8164,0.0400,1fzo
7.6200,133.5954,1170.8981,7.9030,0.0000,13.5546,0.1250,1fzq
9.4400,52.6578,940.3742,3.6659,33.6577,1.7485,0.1818,1g1d
7.9600,141.4755,2352.1394,5.4969,77.9766,7.2358,0.0769,1g2k
7.2400,152.4134,1751.4054,4.7552,72.6346,3.7229,0.0769,1g2l
10.5500,107.2071,1365.7058,4.8041,1.7025,6.4406,0.2222,1g2o
6.8500,129.2952,1734.4636,5.2697,54.7947,3.1966,0.0741,1g30
6.1100,126.3341,1673.9124,6.5317,52.6383,3.3140,0.1333,1g32
8.1400,136.1093,2403.1697,6.6221,66.4149,8.5968,0.0741,1g35
7.1700,103.9354,1415.5442,4.1847,35.1000,4.2677,0.1333,1g36
5.7400,71.2226,896.4477,5.0807,3.1261,8.6854,0.1667,1g3b
8.7000,48.5885,954.0251,3.7848,23.8888,1.3449,0.1818,1g4j
8.2500,50.6146,841.2185,3.7084,32.1768,1.5422,0.2222,1g4o
9.5400,57.0144,954.1041,3.4037,36.5030,1.9180,0.1818,1g52
9.0400,57.3225,970.5757,4.6567,33.2805,1.8038,0.2222,1g53
8.8200,59.0516,1050.1493,3.4313,31.6299,1.8591,0.1818,1g54
6.5200,64.2678,1251.4418,5.1317,66.0429,1.0000,0.0625,1g74
5.4700,109.1444,1386.1182,5.8413,41.8022,9.2424,0.0588,1g7f
6.6000,143.9083,1557.3912,11.2444,56.7317,9.5574,0.0500,1g7g
6.4000,66.0187,1215.6008,8.1621,0.0000,4.8793,0.0667,1g7v
5.4800,21.7612,664.3402,1.1204,36.1614,0.0000,0.1538,1g85
5.7000,70.0470,995.3618,8.3108,0.0000,9.6065,0.1176,1g98
5.7000,192.7961,2391.4226,12.4742,5.3198,15.5027,0.0800,1g9r
8.0000,94.5336,1185.1412,3.6973,39.8907,3.4009,0.1111,1gaf
8.0000,122.7259,1953.7748,6.4133,15.1543,11.9831,0.0606,1gai
10.0000,145.6720,2036.4382,8.8625,19.3022,12.1819,0.0435,1gar
8.1000,100.9735,1112.6492,7.5580,16.8576,7.2614,0.2500,1ghy
4.8000,70.8497,936.4701,2.0682,6.1975,4.5526,0.2857,1ghz
5.4700,81.5040,976.0495,5.4860,9.4532,6.6492,0.2500,1gi1
7.1900,84.5703,977.3494,3.4999,7.1531,6.4839,0.2500,1gi4
4.5100,85.3140,973.3763,2.4590,8.0751,3.3700,0.2857,1gi7
7.0000,116.2666,1340.4481,6.1189,19.2492,6.6146,0.2000,1gj6
7.8900,106.9410,1384.8481,7.2522,16.8061,6.1623,0.2000,1gj7
6.9600,92.0309,1261.4052,5.7801,11.2793,4.5419,0.1429,1gj8
5.4200,91.6992,1079.9938,3.7801,7.5333,6.3140,0.2000,1gja
6.3500,97.8475,1272.0603,5.0265,11.8017,5.2852,0.2000,1gjc
5.2200,106.5158,1184.8143,5.3040,10.9151,6.1021,0.2000,1gjd
6.2500,109.8053,2023.7418,12.9080,39.5655,9.3146,0.0488,1gnm
5.6800,121.6755,1992.5648,14.0919,40.5564,9.5808,0.0488,1gnn
7.7000,109.2916,1972.0603,13.6184,41.4655,7.0244,0.0488,1gno
6.4800,86.7437,1262.7891,2.2843,47.1235,1.1839,1.0000,1gpn
3.7200,43.6569,724.4039,3.9424,3.4601,9.2273,0.1538,1grp
4.5200,74.3199,883.1943,4.9235,6.7179,9.6988,0.2857,1gu1
6.9600,130.6963,2001.1245,5.0632,53.9354,5.1058,0.0500,1gvw
7.2200,143.0351,2610.6477,4.0660,67.6450,8.5408,0.0328,1gvx
2.5700,66.1745,954.7536,1.7160,0.0000,3.9134,0.1111,1gwv
2.4800,60.3248,446.8197,1.3062,39.4297,1.2277,0.5000,1gyx
3.6400,75.9053,646.0610,3.4229,45.4498,1.6956,0.2857,1gyy
3.7000,111.2925,1577.8970,3.4657,0.0000,6.8143,0.1000,1gz3
3.7000,120.5877,1574.0295,3.0626,0.0000,5.5439,0.1000,1gz4
3.4900,59.2411,795.7780,2.5508,0.0000,4.8442,0.1111,1gzc
5.4400,56.1075,900.0778,4.6453,0.0000,9.0868,0.1176,1h0a
8.2200,66.1239,1001.5259,5.5689,19.4505,7.8083,0.1111,1h1d
4.9200,63.5193,1099.5172,1.6715,14.8896,2.7667,0.2222,1h1p
8.2200,95.3053,1556.1021,3.4647,22.1759,3.6084,0.1333,1h1s
9.1000,129.9632,1917.0380,2.8977,96.9027,2.7618,0.0714,1h22
7.8900,227.3900,2020.0248,11.3558,0.0000,12.1800,0.0625,1h2t
3.5700,86.7437,1055.2244,3.0485,44.2940,0.0000,0.1538,1h46
4.6600,62.8084,615.7112,2.3081,3.4581,4.1186,0.4000,1h4w
3.9300,118.9200,1873.8787,6.9112,0.0000,11.9098,0.0435,1h5v
5.3000,75.1399,983.8304,3.7324,0.0102,8.0862,0.0526,1h6h
6.3700,104.7527,2049.8130,3.5317,60.2719,1.7864,0.0645,1hbv
5.8200,44.9961,909.9248,2.2511,24.7700,5.0701,0.1818,1hdq
5.3400,64.7012,1051.3113,4.4156,22.7304,8.0925,0.1818,1hee
4.1900,61.1478,887.8455,3.5574,0.0000,2.2743,0.1250,1hi3
4.0400,63.6020,1011.0635,4.2584,0.0000,3.7700,0.1176,1hi5
8.0500,105.5199,2127.8772,4.9649,67.7089,7.9404,0.0606,1hih
7.2800,108.9157,2119.7102,4.0207,79.6212,7.1157,0.0606,1hii
5.0000,51.6310,1148.6561,0.9505,13.6330,1.2183,0.2500,1hlk
6.5500,47.8738,1107.3771,1.7030,55.9173,2.7145,0.0588,1hmr
6.3700,45.0829,1121.6316,1.6238,58.2551,2.7579,0.0625,1hms
5.7900,48.9892,1141.9454,1.4933,59.6689,2.6348,0.0588,1hmt
3.8200,131.5682,2133.3083,3.0241,84.0051,1.3917,0.0400,1hn4
6.2400,82.4085,940.2333,3.3504,44.1141,2.3515,0.4000,1hnn
8.5500,112.6862,2458.5918,4.6831,82.7059,3.2414,0.0476,1hos
6.5500,98.7074,952.8480,6.8675,15.8380,5.2187,0.2857,1hp5
9.2200,97.8885,1744.5090,4.8426,41.3001,4.4249,0.1333,1hpo
9.2200,125.5834,2317.4282,5.4873,71.5057,6.7010,0.0541,1hps
9.2200,98.6331,1904.0342,3.9341,48.8802,3.8256,0.0714,1hpv
11.2600,121.4017,2169.7781,4.5576,46.5198,4.2383,0.0645,1hpx
9.4200,124.2658,2299.8010,2.5120,82.5886,3.8774,0.0714,1hsh
7.1900,74.6267,758.2059,3.5394,2.4158,6.0392,0.2222,1hsl
7.9600,100.5170,2202.0862,8.9276,63.3636,5.3009,0.0714,1hvh
10.9200,154.6403,2605.2158,5.6505,83.0027,8.1706,0.0476,1hvi
11.4000,152.3597,2535.7415,4.9513,82.2111,6.6903,0.0488,1hvj
10.9600,178.7130,2652.8674,5.8848,94.0638,8.2089,0.0476,1hvk
9.9500,157.1207,2611.4060,5.2334,84.9343,6.8071,0.0476,1hvl
9.5100,131.8572,2424.0818,3.0374,118.6312,4.1471,0.1000,1hvr
10.3000,142.5770,2572.7837,4.0404,78.3310,6.1719,0.0476,1hvs
6.3400,67.1734,1107.3556,3.0315,37.8297,1.8344,0.1000,1i00
5.0300,133.1663,1570.3698,20.1356,31.3652,6.6354,0.1000,1i1e
8.5200,204.0111,2975.1875,10.5724,106.8092,7.5057,0.0606,1i5r
6.4000,83.3111,1487.7942,1.3384,43.7016,0.0000,0.1667,1i7z
6.4100,70.6784,655.1783,2.0085,2.2036,2.6024,1.0000,1i80
7.6600,148.4289,2117.1975,8.9960,38.1617,11.2222,0.0286,1i8i
8.4800,52.6375,860.0939,4.1813,31.9147,1.4988,0.2222,1i9l
8.4800,57.2263,990.5963,9.9289,27.6957,2.8474,0.2222,1i9m
8.6600,57.4518,918.8293,5.2586,32.8480,1.6611,0.2222,1i9n
8.4200,63.3033,956.6755,5.4719,32.5441,2.5626,0.2222,1i9o
8.4100,61.1448,981.3185,6.8492,33.4224,2.7447,0.2222,1i9p
8.4100,52.7697,949.9100,4.1909,28.8892,1.3819,0.1818,1i9q
2.2200,75.3002,1259.5542,2.8927,0.0000,1.6591,0.0370,1icj
9.6400,54.9443,992.7514,4.8208,34.3001,1.3977,0.1333,1if8
