pbindaff,gauss1_inter_1,gauss2_inter_1,repulsion_inter_1,hydrophobic_inter_1,hydrogenbonding_inter_1,gauss1_intra_1,gauss2_intra_1,repulsion_intra_1,hydrophobic_intra_1,hydrogenbonding_intra_1,gauss1_inter_2,gauss2_inter_2,repulsion_inter_2,hydrophobic_inter_2,hydrogenbonding_inter_2,gauss1_intra_2,gauss2_intra_2,repulsion_intra_2,hydrophobic_intra_2,hydrogenbonding_intra_2,nacttors,ninacttors,PDB
1.9100,48.5509,576.1594,3.3032,14.0472,5.9428,3.1539,3.3672,0.0140,0.0000,0.0000,52.1778,652.4077,0.9234,12.2984,1.5335,2.0860,4.1146,0.0000,0.0000,0.0000,3.0000,3.0000,1f2o
1.9600,44.5793,577.3017,0.9562,4.4863,2.1976,1.3489,3.7119,0.0215,0.0000,0.0000,41.0535,579.8979,0.6643,4.8124,1.9107,1.2089,3.4326,0.0133,0.0000,0.0000,2.0000,1.0000,1tnj
2.0500,77.6483,1396.1637,2.6733,0.0000,5.1949,10.4866,85.1534,0.3457,0.0000,0.7484,72.8911,1379.1749,2.5252,0.0000,4.7571,15.1161,89.5268,0.6559,0.0000,1.3476,6.0000,8.0000,1jfh
2.0600,52.1585,614.9818,2.5561,1.3447,5.5443,1.8323,5.8484,0.0588,0.0000,0.0000,60.1834,625.3565,2.8274,2.5693,5.0398,1.0475,6.8826,0.0000,0.0000,0.0000,4.0000,2.0000,1qq9
2.0600,30.2279,399.1926,3.9233,0.0000,8.2012,2.0049,3.0793,0.0000,0.0000,0.0000,31.1901,388.8762,3.9673,0.0000,8.2442,1.9718,2.8989,0.0000,0.0000,0.0000,1.0000,5.0000,1rdi
2.1000,72.8243,1392.6013,2.8982,4.2198,6.3368,17.7475,138.7973,1.3662,0.0000,1.2546,62.3524,1330.6312,2.5711,0.5945,5.7918,21.1762,145.8601,0.5972,0.0000,1.2950,6.0000,12.0000,1njj
2.1500,60.9313,1071.3971,3.6309,3.9641,7.1280,33.4867,177.9100,1.5492,0.0000,3.1137,49.4254,1065.5879,2.2189,1.8629,6.0017,31.8667,158.2429,1.4180,0.0000,2.7927,8.0000,9.0000,1uxb
2.2100,42.5455,696.9531,1.1695,11.5119,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,40.7276,691.1567,1.9583,7.2006,4.1144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,1x8d
2.2200,107.0309,1265.4806,4.3453,0.0000,10.6559,25.0944,142.8798,0.2138,0.0000,0.4745,119.5384,1345.1365,2.6296,0.0000,5.7714,29.1522,170.9591,0.6546,0.0000,1.4054,25.0000,2.0000,1icj
2.2200,64.4280,822.2214,2.4974,13.8162,5.1426,0.0000,0.0000,0.0000,0.0000,0.0000,59.4590,814.8335,3.3168,5.1488,3.9268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,2aac
2.2400,29.2057,413.2434,3.7919,0.0000,8.8362,0.2958,3.7143,0.3567,0.0000,0.8533,29.1323,436.1054,2.4457,0.0000,6.3908,0.7987,2.6371,0.2343,0.0000,0.6915,1.0000,5.0000,1rdl
2.2600,57.6867,522.3052,3.1229,0.0000,5.1407,1.9059,1.6236,0.1432,0.0000,0.0000,44.9663,466.5291,2.3998,0.0000,4.8256,1.7063,1.6457,0.1659,0.0000,0.0000,2.0000,0.0000,1ew8
2.2700,46.4908,550.6233,0.8366,7.4853,2.0263,1.0845,4.2672,0.0000,0.0000,0.0000,45.1177,550.6165,0.9233,7.1152,2.1773,1.0245,4.2803,0.0000,0.0000,0.0000,2.0000,1.0000,1uto
2.2800,84.1781,950.8774,4.3753,0.0000,9.3321,1.0358,5.5406,0.5095,0.0000,0.7628,52.0653,862.9412,1.6057,0.0000,4.3224,0.2516,6.7331,0.4471,0.0000,0.9552,1.0000,4.0000,1ps3
2.3000,69.6229,1156.1931,2.1744,4.5156,4.6053,27.0832,173.8691,1.3842,0.0000,2.5923,65.8841,1099.2771,2.3276,3.5832,5.3455,32.3015,170.3013,1.4870,0.0000,2.4561,8.0000,9.0000,1uxa
2.3000,59.6461,782.7354,0.9048,41.6094,1.9021,2.9053,8.5395,0.0007,0.0000,0.0000,58.9537,780.1265,0.8226,41.3213,1.8415,2.6246,8.7905,0.0000,0.0000,0.0000,2.0000,1.0000,3pcg
2.3100,109.2315,1594.2607,5.1863,26.1322,9.4565,6.4699,100.1951,0.7795,1.2825,1.0000,107.6912,1614.5909,5.7733,24.2181,7.6964,8.1057,106.8061,0.7449,1.3662,0.9625,7.0000,4.0000,1m0o
2.3500,65.2259,1035.8949,4.4109,0.0000,8.1523,13.0826,75.6665,0.8435,0.0000,2.2766,58.7287,933.7019,2.8859,0.0000,7.0823,13.1844,75.5966,1.1588,0.0000,2.8195,4.0000,8.0000,1qi0
2.3900,73.3041,1266.3483,1.3877,5.8650,3.6732,43.3138,195.5025,1.0847,2.1528,1.0970,107.0670,1326.5938,2.2983,6.3285,4.4683,14.9394,112.1118,0.2288,0.0000,0.2247,11.0000,1.0000,1nwl
2.4000,52.5006,670.1820,1.1770,35.3824,2.1435,0.3518,4.1588,0.0000,0.0000,0.0000,50.4190,668.1794,1.4240,32.9360,2.6047,0.3501,4.1597,0.0000,0.0000,0.0000,1.0000,1.0000,3pcb
2.4400,37.0982,309.7864,0.7907,0.0000,1.8621,1.9257,0.6568,0.0000,0.0000,0.0000,35.2134,313.6178,0.7239,0.0000,1.7839,1.9730,0.6430,0.0000,0.0000,0.0000,2.0000,4.0000,1oba
2.4700,49.9470,622.9108,1.2682,5.4055,2.4701,2.9562,7.0323,0.0000,1.3825,0.0000,49.2276,622.0389,1.1875,5.3675,2.3638,3.0656,6.9799,0.0000,1.2410,0.0000,3.0000,1.0000,1utl
2.4800,62.0907,460.5407,0.9950,43.7653,1.9589,0.4647,2.4418,0.0000,0.0000,0.0000,62.0736,456.1664,0.9668,43.5239,1.9638,0.4471,2.4372,0.0000,0.0000,0.0000,1.0000,0.0000,1gyx
2.5000,58.3869,766.2828,1.0576,30.9303,1.8979,2.1841,11.5047,0.0006,0.0000,0.0000,45.7995,694.6734,1.2140,31.6208,2.6425,2.2596,11.7874,0.0000,0.0000,0.0000,2.0000,2.0000,1ai4
2.5700,52.8925,1276.5769,3.7477,0.0000,9.2628,9.6453,78.8351,0.7589,0.0000,1.4945,78.9754,1283.7620,3.0586,0.0000,5.9347,11.3228,72.1761,0.5436,0.0000,1.6757,4.0000,8.0000,1gwv
2.6000,72.4167,913.4996,4.2153,5.1729,8.8892,8.9379,12.1079,0.8230,0.0000,1.7780,74.2044,931.1750,3.4251,3.6335,7.7128,10.2661,11.5339,0.5915,0.0000,0.8414,5.0000,1.0000,2c4v
2.6300,57.6370,811.0032,0.5409,40.9321,0.0000,4.3979,17.1924,0.0047,0.0000,0.0000,54.9949,828.5312,0.4566,35.8207,0.0000,4.5572,17.1162,0.0474,0.0000,0.0000,3.0000,0.0000,1ajn
2.6800,78.3630,839.1476,3.8605,0.0000,10.1131,4.9589,20.1085,0.0000,0.0000,0.0000,82.6782,837.3151,4.5430,0.0000,10.4997,2.5811,23.1343,0.0000,0.0000,0.0000,3.0000,3.0000,1o8b
2.7200,41.5145,554.8865,0.5141,3.7018,1.0942,3.2180,7.4238,0.0003,0.0000,0.0000,41.2835,549.4548,0.6446,3.8303,1.1341,5.0245,6.1629,0.0045,0.0000,0.0000,4.0000,2.0000,1pfu
2.7500,47.8611,463.2298,1.7709,6.8527,4.1695,0.0000,0.0000,0.0000,0.0000,0.0000,47.1739,463.2891,1.5420,6.8882,3.8181,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1rql
2.8000,48.7726,542.4489,1.0554,5.5824,2.5928,0.4392,1.0260,0.0000,0.0000,0.0000,48.5158,539.5526,0.9731,5.6249,2.4970,0.4458,1.0348,0.0000,0.0000,0.0000,1.0000,1.0000,2bza
2.8900,79.8295,908.5793,0.9138,54.2625,0.5447,16.3507,55.2024,0.1316,8.6970,0.0000,71.3230,900.0869,0.5125,55.8796,0.0000,15.9289,58.3376,0.1036,11.6157,0.0000,8.0000,3.0000,1cet
2.8900,66.6414,702.9510,1.9729,0.0000,5.5626,4.3405,10.1736,0.0011,0.0000,0.0000,66.1374,702.4245,2.0462,0.0000,5.6976,3.8710,10.3367,0.0080,0.0000,0.0000,4.0000,1.0000,1iih
2.8900,31.3475,440.8305,0.7757,20.6795,2.1719,0.9238,0.5834,0.0000,0.0000,0.0000,31.7913,408.1396,0.9130,18.8568,2.4292,0.9980,0.5207,0.0019,0.0000,0.0000,2.0000,1.0000,1ugp
2.9200,60.9779,1025.5021,2.6834,0.0000,7.8402,9.5775,55.3989,0.3357,0.0000,1.0055,56.0467,1022.6349,2.5868,0.0000,7.8046,7.4360,55.6799,0.4942,0.0000,1.3199,5.0000,3.0000,2fkf
2.9200,67.1205,918.0063,3.2234,2.9784,7.8694,11.4125,12.5810,0.6528,0.0000,1.4614,74.7528,906.5817,3.5468,4.2934,7.5026,8.3698,12.0133,0.5880,0.0000,1.4414,5.0000,1.0000,2fw6
2.9200,65.4855,915.7441,3.2292,3.0729,7.9429,11.4915,12.5660,0.6383,0.0000,1.3968,75.4378,911.7147,3.8133,4.3963,7.7322,8.4158,11.8649,0.5382,0.0000,1.4202,5.0000,1.0000,2fwp
2.9300,47.6207,547.5461,0.9856,4.2374,2.1919,0.4659,0.9361,0.0000,0.0000,0.0000,40.0965,542.3010,0.9561,4.2720,2.2842,0.2477,1.2937,0.0000,0.0000,0.0000,1.0000,1.0000,1tng
2.9600,62.5940,777.5836,2.3824,28.4666,3.0258,0.6194,5.8666,0.0000,0.0000,0.0000,60.2485,753.6802,2.0655,27.2838,2.7893,0.5799,5.8680,0.0000,0.0000,0.0000,1.0000,2.0000,1ykp
2.9600,41.4080,469.3427,0.8542,6.8973,1.6165,0.0000,0.0000,0.0000,0.0000,0.0000,35.4715,437.9942,1.0609,8.4775,2.2358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2br6
3.0000,84.3361,1013.4822,7.5768,2.1778,10.4172,8.3302,14.3975,1.9681,0.0000,2.2404,90.1744,1036.2202,8.3309,0.8459,10.3790,8.8896,15.5278,1.3052,0.0000,1.7442,5.0000,3.0000,1ecq
3.0000,50.0798,641.0778,1.3229,1.3909,3.5027,5.2689,2.9695,0.2068,0.0000,0.6253,37.9851,630.0291,1.0285,1.8133,2.9408,6.2263,2.8071,0.1926,0.0000,0.6211,4.0000,2.0000,1hqg
3.0000,58.6850,703.4084,2.0108,0.0000,4.6953,10.2595,50.4582,0.4469,0.0000,0.5072,41.3795,670.3289,2.4922,0.0000,6.1651,8.7252,48.8861,0.2483,0.0000,0.5219,3.0000,6.0000,1ux7
3.0000,60.1986,588.8026,1.9007,0.0000,4.7572,2.7730,7.3522,0.0000,0.0000,0.0000,60.1127,569.7274,2.3531,0.0000,3.5136,2.5711,7.8958,0.0435,0.0000,0.2808,2.0000,5.0000,1ws4
3.0100,47.7878,521.4885,0.9095,6.9870,2.2533,0.9072,4.3031,0.0000,0.0000,0.0000,47.8187,521.5164,0.9314,6.9948,2.2831,0.8958,4.3040,0.0000,0.0000,0.0000,2.0000,1.0000,1utm
3.0300,58.3141,572.4048,2.1361,0.0000,5.2262,1.7417,7.7887,0.0203,0.0000,0.2034,46.6898,525.7274,1.7005,0.0000,3.6181,1.1130,8.7355,0.2590,0.0000,0.7270,2.0000,5.0000,1ws5
3.0500,99.9418,880.4575,4.2132,0.0000,9.2745,5.5064,23.8311,1.2374,0.0000,1.9559,84.7267,883.4725,4.7510,0.0000,9.4651,10.1059,21.3784,0.7288,0.0000,1.6617,6.0000,2.0000,1uj5
3.0500,91.2680,787.3841,5.6364,0.0000,12.0290,1.5570,27.7917,0.3791,0.0000,0.8796,59.7050,760.2403,3.0628,0.0000,8.0895,10.4688,23.8463,0.4199,0.0000,1.5895,6.0000,3.0000,1uj6
3.0800,72.4174,588.7453,4.4322,19.8318,6.4518,0.9719,0.4519,0.0000,0.0000,0.0000,74.2139,595.2667,4.4805,20.2257,3.2336,0.9719,0.4519,0.0000,0.0000,0.0000,1.0000,1.0000,1y1z
3.1000,105.7519,1354.3915,2.8173,6.7864,5.7149,7.8907,33.5393,0.0019,0.0000,0.0000,87.9292,1352.1243,3.0348,3.8405,2.6649,11.0508,30.2637,0.2491,0.0000,0.5524,2.0000,3.0000,1af2
3.1000,86.8490,1026.7629,8.3643,0.0000,13.8904,6.6648,15.6840,0.1821,0.0000,0.7978,83.1557,1024.3458,6.5611,0.0000,11.1977,8.3083,10.9921,1.7514,0.0000,3.1446,4.0000,4.0000,1ec9
3.1000,37.3333,714.3561,0.9989,0.0000,1.8328,0.0000,0.0000,0.0000,0.0000,0.0000,37.9959,689.6561,0.3260,0.0000,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1pu7
3.1000,34.3824,726.3004,0.8560,0.0000,2.4768,0.0000,0.0000,0.0000,0.0000,0.0000,41.5696,689.3138,1.0439,0.0000,2.5703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1pu8
3.1300,53.7961,775.6368,2.4102,3.1624,5.3084,4.4954,17.4411,0.4089,0.0000,0.9793,48.5030,750.1024,1.5342,7.0240,2.9444,4.4334,17.3690,0.4683,0.0000,0.8936,2.0000,5.0000,1ax0
3.1500,73.8620,913.3282,4.3206,0.0000,7.8487,2.3062,3.4297,0.5919,0.0000,1.0000,57.0376,878.4297,2.4859,0.0000,5.9064,1.1253,4.8871,0.0417,0.0000,0.2918,1.0000,4.0000,1e6q
3.1800,173.7570,2318.9368,8.4752,15.6444,15.8474,36.7986,273.7192,1.5498,0.0000,2.3877,150.0789,2246.0605,7.6620,15.1701,14.0011,32.4663,248.8949,1.4647,0.0000,2.4419,11.0000,7.0000,1ro7
3.2000,46.4536,646.0132,2.4369,0.0000,5.5458,0.8227,3.0778,0.3456,0.0000,0.8398,38.6840,611.7897,1.9796,0.0000,4.2881,0.5881,3.7331,0.2718,0.0000,0.7447,1.0000,5.0000,1axz
3.2100,66.3206,625.7119,3.7808,0.0000,8.4784,0.3190,10.0412,0.0000,0.0000,0.0000,69.1905,640.9352,2.5038,0.0000,5.1496,4.5357,6.6092,0.2271,0.0000,0.8215,4.0000,2.0000,6tim
3.2200,85.1182,1281.4329,3.2361,17.7444,4.9977,3.2422,52.2066,0.0000,0.0000,0.0000,98.2886,1288.9496,2.0379,34.1468,1.5943,4.0175,68.0903,0.2645,0.0000,0.0000,4.0000,1.0000,1br6
3.2200,48.0351,785.3989,3.1755,0.0000,8.2944,0.4152,5.2347,0.2417,0.0000,0.7023,75.5251,854.6716,4.2099,0.0000,7.1050,1.3600,3.6411,0.0000,0.0000,0.0000,1.0000,5.0000,1e6s
3.2200,37.0655,339.3052,0.3869,0.0000,0.7557,0.0000,0.0000,0.0000,0.0000,0.0000,37.3262,338.9046,0.3776,0.0000,0.7192,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1ew9
3.2200,120.9122,2282.2473,5.0286,4.6751,9.7050,32.2182,213.2768,1.4496,1.4325,4.0193,105.5671,2308.0286,4.1652,6.1789,7.6136,30.4236,211.3776,2.2898,1.4351,5.4560,9.0000,14.0000,1k1y
3.2200,71.0798,697.8561,2.1479,39.5511,4.9410,1.1452,13.3324,0.0000,1.4649,0.0000,57.4365,704.2381,2.4120,30.6920,5.2654,3.1486,11.2516,0.0008,1.4302,0.0000,3.0000,0.0000,1tog
3.2300,60.3724,922.6803,2.5663,10.4605,6.1689,1.9795,22.5201,0.2133,0.0000,0.6340,70.0333,982.7936,4.1740,6.6605,6.3417,3.2748,22.9839,0.1524,0.0000,0.5396,3.0000,6.0000,1px4
3.2500,60.1379,610.4197,2.4184,4.2744,4.5428,0.2833,2.6998,0.0000,0.0000,0.0000,60.4075,606.5311,2.4286,4.1295,4.5737,0.2828,2.6999,0.0000,0.0000,0.0000,1.0000,1.0000,1v2j
3.2600,46.6689,769.9866,1.4663,34.1618,1.8650,2.2561,2.8331,0.2624,5.2460,0.0000,47.7284,768.9161,1.4287,33.5923,1.8807,2.0427,2.8289,0.3361,5.2410,0.0000,2.0000,2.0000,5yas
3.3100,72.6909,1166.1254,1.0446,48.4354,1.3218,8.5171,67.6310,0.1645,7.0808,0.3371,72.3916,1159.0741,0.8381,43.2044,1.3292,10.2872,64.0468,0.3739,8.2670,0.5414,6.0000,0.0000,1pzp
3.3200,79.9349,1069.5219,1.9125,51.7008,1.9162,16.7772,83.5436,0.4218,13.1874,0.0000,80.5510,1070.2174,1.9086,52.1783,1.9245,16.4556,82.6103,0.4697,12.9385,0.0000,5.0000,0.0000,1pzo
3.3300,99.0366,1426.0229,2.1514,0.0000,4.7561,31.2227,192.6665,1.5206,0.0000,1.6588,89.4240,1520.2323,3.7671,0.0000,7.6617,23.5372,139.8922,1.3255,0.0000,0.9564,8.0000,3.0000,1jlr
3.3700,50.3333,595.9219,1.0169,4.3742,2.3591,0.5895,2.0376,0.0000,0.0000,0.0000,49.8438,594.7214,1.0094,4.2480,2.3257,0.4695,2.0752,0.0000,0.0000,0.0000,1.0000,1.0000,1tnh
3.3700,61.2940,593.0428,1.7625,6.7004,3.6812,0.2693,2.7155,0.0000,0.0000,0.0000,61.3465,593.7330,1.7614,6.7009,3.6741,0.2692,2.7154,0.0000,0.0000,0.0000,1.0000,1.0000,1v2u
3.3800,73.3253,1282.7899,3.9827,0.3173,8.4397,17.7065,79.8803,0.9533,0.0000,0.3602,73.0989,1294.9207,3.7757,0.2977,7.1576,18.4178,79.5579,0.5186,0.0000,0.5357,6.0000,0.0000,2fzg
3.4000,156.4411,2105.7373,6.8353,0.0000,13.0605,12.5184,126.9198,0.3302,0.0000,0.0000,142.8493,2103.0955,7.0790,0.0000,12.2766,11.9196,133.1701,0.3829,0.0000,0.7568,8.0000,3.0000,1bxr
3.4000,102.6474,1481.6523,1.0605,67.0971,0.9225,14.8528,62.9512,0.2686,17.9451,0.0000,90.0289,1529.6469,0.7651,59.7454,1.0478,13.6810,62.9621,0.1719,17.8799,0.0000,13.0000,6.0000,1ikt
3.4000,51.3510,740.9816,1.0611,8.4337,2.1845,4.5573,18.4786,0.1294,0.0000,0.0000,41.6032,721.4536,1.4649,2.6027,2.8657,7.0436,17.3173,0.0322,0.0000,0.0000,3.0000,2.0000,1jt1
3.4000,40.6288,467.2811,0.3276,54.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.8359,465.7282,0.3318,54.0616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1l83
3.4000,138.8050,1912.4686,8.0016,0.0000,16.3792,18.7857,153.4417,0.2804,0.0000,0.0000,128.6651,2041.9049,5.2745,0.0000,9.3751,25.7897,146.4807,0.6820,0.0000,0.0000,8.0000,2.0000,1m83
3.4000,68.0382,748.8970,3.6439,6.8032,6.8407,0.7980,2.9979,0.0000,0.0000,0.0000,59.1273,752.8872,3.0307,3.8113,5.5174,0.4558,2.9474,0.2794,0.0000,0.7552,1.0000,3.0000,1uz4
3.4000,33.9481,434.8244,0.3664,61.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.9736,434.9011,0.3826,61.6260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,220l
3.4200,79.7619,1062.4524,3.7128,9.1320,9.0447,11.0773,58.7188,0.5751,0.0000,1.0000,73.6944,1048.7882,3.4365,8.9088,6.9862,15.0938,52.9187,1.8707,0.0000,2.9961,5.0000,5.0000,2sim
3.4600,66.6333,1185.7324,3.6315,0.0000,8.8264,5.6037,27.6465,0.2337,0.0000,0.7962,57.4076,1183.8993,3.6243,0.0000,9.2050,6.5433,28.4302,0.0436,0.0000,0.2801,3.0000,4.0000,1moq
3.4900,54.0705,602.7446,1.6868,5.9777,3.3169,0.7634,2.1713,0.0000,0.0000,0.0000,53.4330,600.3200,1.5317,5.8717,3.1222,0.7555,2.1711,0.0000,0.0000,0.0000,1.0000,1.0000,1c5o
3.4900,62.3210,978.9535,2.5516,0.0000,5.6909,10.3236,70.9433,1.0210,0.0000,2.2317,48.7288,882.6063,2.6573,0.0000,5.8816,14.5673,78.5400,0.9161,0.0000,2.6962,4.0000,8.0000,1gzc
3.4900,54.3298,567.1124,0.7806,4.9798,1.4588,0.3109,1.1671,0.0000,0.0000,0.0000,50.6662,563.1447,1.5575,5.5678,2.7773,0.4872,1.1210,0.0000,0.0000,0.0000,1.0000,1.0000,1utn
3.5200,95.3781,1349.6306,2.5780,61.1873,3.4907,60.6905,500.3097,3.5476,10.4849,9.6746,90.2851,1404.4633,2.5249,41.6640,3.9632,69.5603,512.2784,4.7481,11.1360,11.3861,22.0000,15.0000,1imx
3.5400,125.1591,1593.3088,5.1068,0.0000,9.0557,12.9931,121.4402,0.0953,0.0000,0.0000,108.4102,1553.0358,2.9520,0.0000,7.3182,11.3812,123.8808,0.2617,0.0000,0.0000,8.0000,3.0000,1vjd
3.5500,113.2800,1405.9364,3.5444,36.6045,5.1319,15.7773,132.4231,0.3294,0.0000,0.0000,101.8691,1323.1826,2.5581,25.2019,5.1044,13.1563,154.9531,0.4128,0.0000,0.7504,10.0000,3.0000,1v2r
3.5500,64.2912,1102.0548,3.2827,1.2453,7.4178,9.2736,60.6983,0.6991,0.0000,1.4782,69.0674,1080.8524,3.2736,2.3439,6.4368,14.9329,56.9646,0.8371,0.0000,2.1317,5.0000,5.0000,2qwc
3.5700,83.2843,1168.7062,1.5596,51.5863,2.7669,6.9205,52.3149,0.0817,1.1676,0.0000,93.0984,1122.3971,1.5043,56.4150,2.0358,5.9562,43.5976,0.0018,0.0000,0.0000,5.0000,3.0000,1h46
3.5800,118.8967,1609.7555,3.3705,0.0000,7.1435,10.8851,120.0559,0.0929,0.0000,0.0000,91.0733,1493.3878,2.6790,0.0000,5.3625,13.4710,118.4023,0.1580,0.0000,0.0499,8.0000,3.0000,1vjc
3.5900,73.4340,607.0064,3.3210,0.0000,4.5162,0.0000,0.0000,0.0000,0.0000,0.0000,74.1308,617.7114,3.9088,0.0000,4.4517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1nli
3.5900,96.5233,1292.4813,1.9554,0.0000,3.3498,10.3185,67.9621,0.1224,0.0000,0.3763,60.4897,1247.0325,1.8729,0.0000,5.2598,10.9764,68.2929,0.4082,0.0000,0.7327,4.0000,2.0000,2gsu
3.6000,35.4421,338.0473,0.3298,0.0000,0.7427,1.5833,0.2611,0.0107,0.0000,0.0000,41.2996,308.4490,0.3080,0.0000,0.5304,1.7687,0.2543,0.0004,0.0000,0.0000,2.0000,2.0000,1d7i
3.6000,80.0140,1539.7343,2.3295,7.6189,6.5120,16.4821,105.0875,0.9436,0.0000,1.5964,77.3326,1512.2809,4.1492,8.2734,9.6423,16.6594,109.4006,1.2388,0.0000,1.5151,7.0000,0.0000,2fzk
3.6000,41.5088,655.6368,1.6540,2.5357,4.1091,4.4450,3.4624,0.0297,0.0000,0.0000,38.3467,639.7181,1.6113,3.7850,4.1914,3.3557,4.2851,0.0008,0.0000,0.0000,4.0000,2.0000,3jdw
3.6200,55.7029,696.3353,2.1667,33.5462,3.2813,0.2786,4.5825,0.0000,0.0000,0.0000,53.6801,687.2263,1.9452,34.7007,3.0207,0.2921,4.5854,0.0000,0.0000,0.0000,1.0000,1.0000,3pcc
