pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,nacttors,ninacttors,PDB
4.2200,54.2582,553.8802,1.9518,0.0000,4.8008,1.2388,5.3342,0.0000,0.0000,0.0000,3.0000,0.0000,1kv5
4.5900,67.9794,982.5328,2.1230,26.2482,3.6590,12.7359,48.3567,0.2837,2.6655,0.2408,4.0000,0.0000,1l2s
6.3900,69.0822,1368.5261,2.9204,0.0000,6.5135,9.8039,73.1763,0.2873,0.0000,0.7209,4.0000,2.0000,1lol
3.7000,76.5557,1148.2709,3.4649,5.8665,7.4366,9.2072,64.6812,0.6673,0.0000,0.0000,4.0000,2.0000,1loq
2.2200,132.8526,1692.4886,6.5592,26.1659,8.7517,11.0624,112.4901,0.9836,2.2061,1.0000,6.0000,2.0000,1m0n
3.8900,116.5368,1534.7540,7.3350,10.9546,12.2756,7.8534,83.6310,0.4968,1.0508,1.0272,6.0000,3.0000,1m0q
6.1000,85.0255,1208.7883,1.3604,50.9991,0.9949,1.4586,18.2791,0.0449,0.0000,0.0000,1.0000,2.0000,1m2q
11.1500,128.4773,1604.1733,1.9186,27.6901,1.9075,24.0229,158.1854,0.5287,0.0310,0.4850,7.0000,2.0000,1mq6
4.0800,67.4732,986.1330,2.3995,11.6727,4.5969,0.3702,15.3955,0.0000,0.0000,0.0000,3.0000,1.0000,1n2v
6.1200,124.7310,1419.5648,5.7566,8.9418,5.9792,7.1828,55.6994,0.4318,0.0000,0.0000,3.0000,4.0000,1nc1
5.2300,73.7960,1025.3994,1.7080,57.8533,3.3211,4.7046,48.2808,0.0000,1.3813,0.0000,6.0000,1.0000,1ndw
6.1700,77.0474,1328.9784,1.4442,47.7188,3.8801,5.3052,70.0018,0.0000,2.2787,0.0000,6.0000,1.0000,1ndy
8.1100,139.7083,1992.5820,2.6185,47.6760,2.4497,23.0171,222.5246,0.3001,4.7008,0.0000,10.0000,2.0000,1ndz
8.8900,128.5332,1545.8416,1.6917,51.2819,1.0072,8.1864,103.0905,0.0719,0.0000,0.0000,5.0000,1.0000,1nfy
5.6600,89.9245,1403.4661,2.2713,45.2941,0.7963,46.3560,185.3922,0.6975,45.1039,0.0000,8.0000,0.0000,1nhu
6.3100,66.8257,1142.8685,2.8302,1.5158,7.3403,7.5497,58.1539,0.2646,0.7130,0.0000,4.0000,1.0000,1nja
3.8000,76.1481,1118.5126,4.1213,1.1971,9.5793,2.4161,53.1099,0.0854,0.4112,0.0000,4.0000,2.0000,1nje
7.6600,115.1393,1886.1935,3.7983,42.1225,4.6644,94.8334,520.9589,1.3827,82.0206,0.0000,16.0000,1.0000,1nny
8.2500,118.4432,1941.9458,4.3051,65.5182,2.3955,25.6567,130.6622,4.0795,6.0282,0.0000,3.0000,3.0000,1nvq
5.9200,84.2297,1048.3412,2.4380,0.0000,5.9156,11.4745,109.4151,0.3111,0.0000,0.0000,6.0000,3.0000,1o0h
7.9600,90.5820,1208.9567,3.0970,15.9426,6.0049,7.2056,69.8983,0.5905,7.6828,1.0000,3.0000,2.0000,1o3f
6.6600,89.8281,1328.6733,4.0230,9.5598,6.6395,7.6571,71.5036,0.4028,2.5973,0.8942,4.0000,2.0000,1o3p
5.8200,154.8700,1686.3245,7.0844,26.8763,9.3464,10.4974,82.4600,0.4181,1.0000,0.0000,8.0000,3.0000,1ols
4.4100,142.5841,1504.3711,4.8323,26.5957,7.7382,10.4248,84.3757,0.2111,1.0000,0.0000,8.0000,3.0000,1olu
6.7700,99.3126,1376.5618,1.6444,78.5774,0.4442,2.8189,26.9238,0.1001,0.0000,0.0000,2.0000,0.0000,1om1
4.8900,77.8604,964.6721,3.7302,8.9720,7.3491,8.9708,10.8567,0.0564,0.0000,0.0000,3.0000,2.0000,1p1q
3.6200,67.6878,494.9680,5.0973,0.0000,7.0668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1pb9
6.2700,84.8383,857.8960,1.9505,37.4645,3.1887,0.5773,13.3554,0.0000,0.0000,0.0000,1.0000,1.0000,1pbq
5.8000,136.2234,1958.1908,3.2135,80.1238,5.4471,46.1949,253.6391,0.8959,4.1978,0.3798,17.0000,5.0000,1ppm
3.9200,84.1283,1178.4316,2.5346,2.2051,4.9845,3.3947,44.5121,0.1551,0.0000,0.0000,2.0000,4.0000,1pr5
8.7000,77.3570,1466.3585,2.4807,21.1336,3.8835,5.6398,65.3577,0.2212,1.0000,0.0000,4.0000,2.0000,1pxo
5.4000,199.4181,2601.5979,3.5708,36.5238,6.0864,64.2096,533.6227,1.8700,1.3542,2.5863,29.0000,5.0000,1pz5
7.1900,66.3987,1141.7284,0.4443,55.8386,0.0000,10.5230,93.8434,0.0377,7.1410,0.0000,5.0000,2.0000,1q7a
4.7600,67.2378,1130.4312,0.9140,41.4561,1.2875,3.0071,36.3238,0.0084,3.1679,0.0000,3.0000,2.0000,1q8t
9.5200,136.4924,2060.0693,3.1659,61.7722,5.3346,18.7191,136.4586,0.3543,10.7279,0.3908,7.0000,2.0000,1re8
5.1900,86.4476,1085.4038,4.4436,0.0000,7.8562,14.6760,89.9750,0.8593,0.0000,0.8700,4.0000,3.0000,1rnt
7.7000,90.0519,743.8810,3.4643,28.4640,4.9274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1s39
11.8500,143.4327,1893.8099,3.0594,52.6470,3.1680,30.5681,201.6056,1.9539,0.8423,0.4557,9.0000,0.0000,1sl3
3.9000,140.4050,2283.9260,3.3150,59.2762,5.7742,74.4712,555.0224,2.5990,3.4219,4.6309,23.0000,4.0000,1slg
9.2100,105.8403,1491.9841,2.5071,8.7824,5.5699,6.5947,118.2830,0.5321,1.5793,0.0000,6.0000,2.0000,1sqa
4.7400,54.7450,719.8769,1.0272,27.8270,0.8176,0.5012,8.3541,0.0000,0.0000,0.0000,2.0000,1.0000,1sv3
6.3100,111.8017,1096.8571,6.3557,15.5581,10.8249,5.5707,29.4858,0.2412,0.0000,0.0000,3.0000,1.0000,1syh
7.3000,113.9724,1566.2830,1.4875,59.9438,2.5383,28.9402,190.2504,0.8227,5.1090,0.8950,13.0000,2.0000,1tmn
4.0500,69.0656,701.8394,2.1430,36.3174,4.9243,1.6445,12.6741,0.0000,1.7429,0.0000,3.0000,0.0000,1toi
3.3900,68.7554,701.1574,2.2361,35.4266,5.2550,1.4020,13.0144,0.0000,1.6258,0.0000,3.0000,0.0000,1toj
2.4700,41.3374,535.2672,2.6925,3.8216,7.2654,4.4130,1.6888,0.0055,0.0000,0.0000,2.0000,0.0000,1tok
5.4000,60.4367,643.1005,2.4471,0.0000,5.9479,3.1969,7.1377,0.0463,0.0000,0.3025,3.0000,1.0000,1trd
4.9600,82.6931,1096.2102,3.3664,0.7484,8.4597,4.5891,51.4565,0.1690,0.4793,0.0000,4.0000,1.0000,1tsy
7.3500,59.6419,972.3765,1.9847,28.2054,3.6815,2.9778,24.1231,0.2656,0.0000,0.0000,2.0000,1.0000,1ttm
7.0000,60.6199,728.9079,1.7403,57.6851,2.5679,17.9674,90.2935,0.2825,30.1760,0.0000,9.0000,5.0000,1tyr
7.8000,140.7263,1923.1300,4.1031,3.4062,7.3868,33.2790,326.0040,0.8666,0.8308,0.6564,14.0000,2.0000,1u1b
1.7400,43.2516,777.2257,2.3239,0.0000,5.6366,1.4714,8.2062,0.3560,0.0000,1.2055,2.0000,4.0000,1u2y
4.6000,94.3804,1848.3687,3.8683,0.0000,7.2409,24.3157,162.4184,1.1877,0.0000,2.7966,9.0000,10.0000,1u33
1.4400,52.1382,614.6791,0.7781,13.8701,1.8008,2.5610,12.3787,0.0167,3.4691,0.0000,4.0000,1.0000,1utp
5.9700,73.8678,911.0364,4.4385,0.0000,7.7932,1.1253,7.8327,0.7751,0.0000,1.7639,2.0000,4.0000,1uwt
3.8700,139.7827,1560.5769,5.4696,25.7830,9.1136,11.6297,82.4880,0.6548,1.0000,0.0000,8.0000,2.0000,1v16
4.7300,103.8442,1399.7102,2.2384,38.9003,3.9248,10.9656,110.3303,0.0035,0.0000,0.0000,10.0000,3.0000,1v2o
7.8000,106.0807,1295.8370,2.3537,8.7343,5.7338,5.9018,56.9502,0.0186,1.9055,0.0000,6.0000,1.0000,1v48
5.6000,56.6191,639.6623,0.8486,0.0000,2.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1vfn
7.4400,118.5619,1771.6660,3.2033,30.4508,5.2655,13.0223,124.9399,0.4986,4.5646,0.0000,4.0000,2.0000,1vzq
11.0600,91.0301,1491.4431,5.6639,5.7018,10.1552,13.5885,67.0865,0.8043,0.0000,0.0000,4.0000,2.0000,1x1z
7.9200,159.9915,2795.3831,6.1271,4.6475,11.8114,54.3073,410.0894,2.5336,2.0000,5.0311,15.0000,20.0000,1xd1
6.0000,66.4346,1045.5740,2.5542,17.3714,6.3487,9.0938,61.7194,0.3187,0.2979,0.3114,5.0000,1.0000,1xgj
1.8200,61.2611,578.7159,2.8007,23.6212,5.7441,1.1347,1.1993,0.0000,0.0000,0.0000,1.0000,1.0000,1y1m
11.7000,114.0036,1357.3669,2.1115,7.5078,3.9546,5.9407,61.7750,0.1119,1.0000,0.0000,4.0000,3.0000,1y6q
7.3200,76.8529,1679.4253,1.3409,57.1395,2.1169,8.9693,73.0172,0.4169,1.3600,0.4143,8.0000,0.0000,1ydt
3.2200,62.7920,889.4513,1.4993,4.3826,4.1755,4.2586,31.9772,0.4901,0.0000,0.9800,4.0000,3.0000,1zc9
7.4000,56.0269,965.5957,0.5252,31.8803,0.0000,0.9903,11.5009,0.0000,0.0000,0.0000,1.0000,2.0000,1zoe
6.1500,133.7490,1595.2053,2.9055,55.3319,2.7515,8.7005,81.0189,0.1299,4.1990,0.0000,7.0000,3.0000,1zs0
9.2200,117.4258,1596.7278,1.8436,55.3794,0.9738,9.0209,75.6886,0.1696,4.1137,0.0000,7.0000,3.0000,1zvx
7.7300,106.5424,1410.9552,1.3498,84.0837,1.1332,11.5109,67.3357,0.5278,9.8981,0.0000,6.0000,3.0000,2aou
7.0400,55.5337,1038.4130,1.2407,46.9386,2.2343,3.9878,29.6837,0.0000,2.2239,0.0000,1.0000,3.0000,2aov
9.2900,128.9472,2096.5103,2.7229,101.5292,1.8256,18.2861,163.2369,0.5705,20.6751,0.0000,8.0000,2.0000,2ayr
3.6400,78.5872,931.3972,1.9860,23.1346,3.2610,9.4387,35.0452,0.1187,0.0000,0.0000,4.0000,0.0000,2azr
5.7400,59.8254,1208.4451,1.2321,60.6878,2.6368,6.6131,36.4485,0.1907,12.5538,0.0000,2.0000,3.0000,2b1v
8.7000,138.4802,1793.7915,4.2872,14.2046,5.8869,18.0445,210.2776,0.3166,4.7625,0.3182,9.0000,3.0000,2b7d
8.4000,105.3883,1618.1521,2.0482,77.0810,3.1087,8.8558,102.8789,1.4818,1.5891,0.0000,4.0000,3.0000,2baj
7.4300,152.1616,2290.1841,1.9489,58.7443,2.1611,16.3295,217.7166,0.5796,5.4999,0.0000,10.0000,2.0000,2bak
6.5500,106.7288,1507.2982,2.3244,14.4904,4.1424,12.1867,104.3339,0.5051,5.0264,0.0000,6.0000,4.0000,2bok
4.8600,73.8862,1321.7896,0.9291,49.5795,0.5941,15.0687,98.0911,0.6545,14.6289,0.4422,5.0000,1.0000,2brb
5.8900,61.5380,1388.8427,1.3873,47.5998,0.8279,26.1255,92.6870,0.0801,15.0043,0.0000,5.0000,1.0000,2brm
7.0900,136.1047,1532.7413,3.6115,18.6092,5.5874,16.5982,149.2528,0.1640,7.7664,0.0000,9.0000,2.0000,2bz6
6.4300,116.2175,2206.7515,3.0169,0.0000,7.3259,51.1002,463.5899,1.5741,0.0000,3.5842,16.0000,6.0000,2bzz
4.0400,52.2721,1296.6279,1.9661,0.0000,4.9235,13.0757,92.3340,1.2230,0.0000,2.2440,6.0000,2.0000,2c02
7.2800,89.7312,988.7790,5.4713,0.0000,7.5054,0.3619,5.1521,0.4901,0.0000,1.0000,1.0000,4.0000,2ceq
9.2200,112.9255,1416.3002,6.3630,30.6967,8.4138,3.9056,51.7647,0.6222,1.1823,1.0000,4.0000,4.0000,2cer
8.0200,82.7342,1467.3328,2.8612,33.8834,5.5265,2.0828,40.9889,0.1647,1.3383,0.5798,4.0000,4.0000,2cet
7.2800,133.4751,1364.5536,2.6755,43.4198,3.9602,14.9108,146.7907,0.5782,13.8801,0.0000,6.0000,0.0000,2cgr
3.8900,53.2106,853.1573,3.0521,32.2355,5.4863,4.4530,12.7939,0.0692,0.0000,0.0000,3.0000,1.0000,2ctc
5.0200,83.6280,1367.0377,1.5077,28.7956,3.6787,17.1507,119.2503,0.1591,0.7452,0.0000,9.0000,1.0000,2d0k
7.7000,115.7505,1916.3816,3.4136,63.9022,7.5860,23.1842,130.0129,0.0660,14.4119,0.0000,18.0000,2.0000,2d1o
6.9200,86.5631,1237.6523,1.5399,72.5112,1.8820,9.7570,110.1676,0.8894,2.9787,1.0000,5.0000,1.0000,2d3u
6.6400,80.2895,1170.8374,2.5175,72.2039,2.9954,10.3047,108.8742,0.2761,2.8582,0.7453,5.0000,1.0000,2d3z
9.8900,87.2156,1649.1497,2.4614,8.9097,5.4025,19.6647,148.8691,0.2227,1.6963,0.0000,9.0000,2.0000,2drc
7.4000,158.3741,2598.9819,4.2946,76.5534,7.5465,80.8509,557.9642,2.3359,12.4911,2.1070,25.0000,8.0000,2er9
13.0000,90.3628,1171.4845,2.8346,31.0315,5.5382,2.2829,29.9162,0.0060,0.0000,0.0000,5.0000,0.0000,2f01
8.1800,136.8261,2064.3701,4.9121,71.2373,5.9632,29.2978,247.8152,0.5538,0.0883,0.0000,12.0000,4.0000,2f80
6.2400,55.7195,1271.2391,1.2241,47.5884,2.2733,6.0701,40.8889,0.1754,10.8303,0.0000,2.0000,4.0000,2fai
7.5900,146.7884,2194.1692,4.5898,90.0200,7.4870,34.4156,254.1713,1.2989,30.9740,0.0000,14.0000,4.0000,2fdp
5.7400,92.4182,1238.4728,2.4010,8.8347,4.6564,6.4030,62.6911,0.2472,0.0000,0.7083,3.0000,2.0000,2flb
2.7000,63.6041,1139.9468,2.6214,0.0000,8.0908,8.4918,39.1312,0.1996,0.0000,0.7755,7.0000,0.0000,2fzc
8.4900,50.8381,1082.9095,0.1745,38.1122,0.0000,1.6858,37.9585,0.0000,0.0445,0.0000,1.0000,2.0000,2g5u
3.9900,46.8071,1073.9451,2.1773,2.5333,5.5735,16.6871,85.6732,0.8410,0.0000,0.5089,4.0000,2.0000,2g8r
9.5200,175.4523,2347.4934,5.2596,56.9447,7.7462,37.3228,304.3083,0.4905,6.6993,0.0000,19.0000,11.0000,2g94
4.9400,63.1183,939.9260,0.8359,52.1612,1.9476,9.8034,43.2241,0.0877,5.5858,0.0000,6.0000,1.0000,2gss
5.7000,100.4939,1176.2153,7.6174,2.6970,16.3159,10.0422,34.8418,1.3794,0.0000,1.6611,6.0000,0.0000,2h3e
1.4000,44.9337,471.7527,1.3156,15.7309,2.5878,0.1269,1.5120,0.0000,0.0000,0.0000,1.0000,0.0000,2hdq
12.1000,130.1194,2249.6653,3.1853,56.7532,3.2850,45.3589,284.1518,0.4666,7.0197,0.0000,14.0000,5.0000,2i0d
4.8900,86.7889,776.5178,5.4023,0.0000,8.2835,0.9987,2.9245,0.0000,0.0000,0.0000,1.0000,4.0000,2j77
6.4200,88.3359,905.7762,5.9942,0.0000,8.9661,1.3924,3.6366,0.0000,0.0000,0.0000,1.0000,5.0000,2j78
2.7400,64.1202,1033.0605,3.8263,7.5358,8.8448,13.2690,63.9990,0.3870,0.0000,1.3521,5.0000,6.0000,2qwb
4.8500,54.7928,1015.4901,2.8696,7.9216,6.5765,11.6930,57.9447,0.5853,0.0000,1.9038,5.0000,5.0000,2qwd
7.4800,80.8620,1229.0349,5.1513,8.2056,9.7913,18.4931,84.5741,1.1089,0.0000,1.7044,6.0000,4.0000,2qwe
3.9000,90.8382,1223.3571,2.8570,20.7235,7.4139,6.6445,56.6145,0.1033,0.0000,0.0000,11.0000,3.0000,2rkm
9.8500,64.3754,1333.3718,0.6729,84.3099,0.7946,10.6734,53.6932,0.1038,9.0666,0.0000,4.0000,3.0000,2std
6.5100,83.0614,1238.2244,0.9060,61.7129,1.3579,32.1433,122.2534,1.1387,24.1124,0.5590,8.0000,1.0000,2usn
5.8200,139.2670,1809.4240,2.6897,32.0091,4.2946,30.0356,171.4346,0.2135,6.3941,0.0000,18.0000,2.0000,3gss
2.0000,62.9115,774.3093,1.0423,38.9919,2.0211,2.2894,8.9209,0.0000,0.0000,0.0000,2.0000,1.0000,3pce
5.4000,52.8038,732.2973,2.6015,33.8361,3.4535,0.4825,4.4508,0.0000,0.0000,0.0000,1.0000,1.0000,3pch
7.2200,54.2212,800.9557,1.7211,20.8554,2.6366,0.3124,6.1626,0.0000,0.0000,0.0000,1.0000,1.0000,3pcj
11.1100,111.6147,1780.7798,2.6209,142.9997,2.5505,40.8081,108.1593,0.4853,33.8063,0.0000,6.0000,0.0000,3std
9.3000,132.5638,2210.7224,2.6550,72.3111,5.3117,56.1499,299.1764,1.1139,19.8496,1.4173,22.0000,13.0000,4er2
2.1600,72.0249,749.8527,3.1453,0.0000,5.9352,3.8642,9.0865,0.2495,0.0000,0.7136,4.0000,1.0000,4tim
3.7200,48.2510,658.2946,2.6574,17.5404,5.3936,3.7252,6.4102,0.1574,0.0000,0.0000,3.0000,4.0000,4tln
10.1700,116.5217,1590.3818,2.3005,100.8554,2.6375,47.4755,242.4167,0.4561,14.7843,0.6037,14.0000,3.0000,4tmn
6.0200,126.7418,1767.6825,2.8374,65.3262,4.7696,32.7237,232.0650,0.5716,0.1817,0.0000,17.0000,9.0000,5er1
2.3700,64.7415,832.3388,1.5902,0.0000,3.9112,9.8184,83.4364,0.0472,0.0000,0.0000,4.0000,3.0000,6rnt
8.6400,80.2427,1383.7303,0.9910,67.8040,0.6645,11.8413,59.9324,0.6085,1.5974,0.5545,4.0000,3.0000,6std
13.9600,128.2758,1919.0042,6.3806,61.1446,10.2276,58.9614,242.0740,1.2608,38.4160,0.0000,15.0000,2.0000,7cpa
9.1500,118.0323,1644.7843,3.8854,63.1502,6.8365,20.5411,168.3157,0.1715,2.6723,0.0000,12.0000,1.0000,8cpa
